Time - pot	Amplitude - pot	Time - accel	Amplitude - accel	Time - Force	Amplitude - Force
0.218262	1.12122	0.218262	1.81098	0.218262	5.34675
0.21875	1.11959	0.21875	1.8104	0.21875	5.34703
0.219238	1.1208	0.219238	1.81031	0.219238	5.34742
0.219727	1.12079	0.219727	1.8105	0.219727	5.34701
0.220215	1.12192	0.220215	1.80978	0.220215	5.3477
0.220703	1.11919	0.220703	1.81005	0.220703	5.34697
0.221191	1.12073	0.221191	1.80993	0.221191	5.34794
0.22168	1.12552	0.22168	1.81008	0.22168	5.34786
0.222168	1.12	0.222168	1.81056	0.222168	5.34874
0.222656	1.11787	0.222656	1.81086	0.222656	5.34836
0.223145	1.11623	0.223145	1.81042	0.223145	5.34847
0.223633	1.11597	0.223633	1.80993	0.223633	5.34891
