Data Point Number, Analog Reading 1, Analog Reading 2, Analog Reading 3, Current Milliseconds, Microseconds Write Time
53193,464,468,470,96040,1416
53194,464,455,451,96043,1408
53195,464,447,436,96045,1424
53196,464,444,431,96046,1408
53197,464,448,433,96048,1408
53198,464,453,443,96049,1416
53199,464,462,457,96051,1408
53200,464,470,471,96053,1424
53201,464,474,479,96054,1408
53202,464,472,477,96056,1408
53203,464,465,467,96057,1416
53204,463,455,450,96059,1408
53205,464,447,436,96061,1424
53206,464,444,430,96062,1408
53207,464,446,432,96064,1408
53208,463,452,440,96065,1416
53209,464,472,468,96069,1412
53210,464,476,478,96070,1424
53211,464,473,477,96072,1408
53212,464,465,467,96074,1424
53213,463,455,450,96075,1408
53214,464,447,436,96077,1408
53215,464,444,430,96078,1424
53216,464,447,432,96080,1408
53217,463,452,440,96082,1424
53218,463,460,454,96083,1408
53219,464,469,469,96086,1408
53220,464,474,478,96087,1424
53221,464,473,478,96089,1408
53222,463,467,469,96091,1424
53223,463,457,453,96092,1408
53224,464,448,438,96094,1408
53225,464,444,430,96095,1424
53226,463,443,431,96099,3280
53227,463,456,447,96100,1424
53228,464,467,465,96102,1408
53229,464,474,477,96104,1416
53230,464,473,477,96105,1416
53231,464,467,469,96107,1408
53232,463,457,453,96108,1424
53233,464,448,438,96110,1408
53234,464,444,430,96112,1416
53235,464,446,431,96113,1416
53236,464,450,438,96115,1408
53237,463,458,451,96116,1424
53238,463,467,466,96118,1408
53239,464,474,477,96120,1416
53240,464,473,479,96121,1416
53241,464,468,472,96123,1408
53242,464,458,456,96124,1424
53243,464,437,428,96129,3304
53244,464,442,428,96131,1424
53245,463,448,436,96132,1408
53246,463,458,449,96134,1408
53247,464,467,465,96135,1416
53248,464,474,477,96137,1412
53249,464,474,479,96139,1424
53250,464,468,472,96140,1412
53251,464,459,456,96142,1408
53252,464,449,440,96143,1416
53253,464,444,431,96145,1408
53254,464,445,430,96147,1424
53255,463,450,436,96148,1408
53256,463,457,448,96150,1408
53257,464,466,463,96151,1416
53258,464,473,476,96153,1412
53259,464,474,479,96155,1424
53260,463,434,433,96164,9492
53261,464,447,441,96166,1416
53262,464,460,456,96167,1412
53263,464,470,471,96169,1412
53264,464,474,478,96171,1420
53265,464,471,475,96173,1412
53266,463,463,463,96175,1416
53267,464,453,447,96176,1412
53268,464,445,434,96178,1412
53269,464,444,430,96179,1420
53270,464,448,433,96181,1412
53271,463,454,443,96183,1416
53272,463,462,457,96184,1416
53273,464,470,472,96186,1412
53274,464,474,479,96187,1420
53275,463,472,477,96189,1412
53276,463,465,466,96191,1416
53277,464,440,425,96194,3384
53278,464,442,425,96196,1408
53279,464,447,431,96197,1424
53280,463,454,442,96199,1408
53281,463,463,458,96201,1424
53282,464,471,472,96202,1408
53283,464,475,479,96204,1408
53284,464,472,477,96205,1424
53285,463,464,465,96207,1408
53286,463,454,449,96209,1424
53287,464,446,435,96210,1408
53288,464,444,429,96212,1408
53289,464,447,432,96214,1424
53290,463,453,441,96216,1408
53291,464,461,455,96218,1424
53292,464,470,470,96219,1412
53293,464,474,479,96221,1408
53294,464,470,471,96225,4192
53295,464,454,449,96227,1408
53296,464,447,436,96228,1416
53297,464,446,433,96230,1408
53298,464,450,437,96232,1424
53299,464,457,449,96233,1408
53300,463,466,463,96235,1412
53301,464,473,476,96236,1416
53302,464,474,479,96238,1412
53303,463,470,474,96240,1424
53304,464,461,460,96241,1408
53305,464,451,443,96243,1408
53306,464,445,432,96244,1416
53307,464,444,430,96246,1408
53308,464,448,434,96248,1424
53309,463,455,446,96249,1408
53310,464,464,461,96251,1408
53311,464,472,492,96254,3024
53312,464,475,483,96256,1424
53313,463,464,467,96258,1408
53314,464,453,448,96260,1408
53315,464,446,435,96261,1416
53316,464,444,430,96263,1408
53317,464,448,433,96264,1424
53318,463,454,443,96266,1408
53319,463,463,458,96268,1408
53320,464,471,472,96269,1416
53321,464,475,479,96271,1412
53322,464,472,477,96272,1424
53323,464,464,465,96274,1408
53324,464,454,449,96276,1408
53325,464,446,435,96277,1416
53326,464,444,429,96279,1408
53327,464,447,432,96280,1424
53328,464,452,454,96284,3280
53329,464,469,469,96286,1424
53330,464,474,478,96287,1408
53331,464,471,476,96289,1408
53332,464,464,465,96290,1416
53333,464,454,449,96292,1408
53334,463,446,435,96294,1424
53335,464,444,429,96295,1408
53336,464,447,432,96297,1408
53337,464,452,441,96299,1416
53338,463,460,455,96301,1412
53339,464,469,469,96303,1424
53340,464,474,478,96304,1412
53341,464,472,478,96306,1412
53342,464,466,468,96307,1416
53343,463,456,452,96309,1412
53344,464,447,437,96311,1424
53345,464,444,430,96314,3340
53346,464,443,431,96316,1420
53347,463,457,449,96317,1412
53348,464,467,466,96319,1412
53349,464,474,477,96320,1424
53350,464,472,477,96322,1408
53351,464,466,468,96324,1424
53352,463,456,452,96325,1408
53353,464,447,437,96327,1408
53354,464,444,430,96328,1424
53355,464,446,431,96330,1408
53356,463,451,439,96332,1416
53357,463,459,452,96333,1408
53358,463,468,467,96335,1408
53359,464,474,478,96336,1424
53360,464,473,478,96338,1408
53361,464,468,471,96340,1416
53362,463,458,455,96344,3316
53363,464,436,427,96346,1412
53364,464,442,428,96347,1416
53365,463,449,436,96349,1408
53366,463,458,450,96351,1424
53367,463,467,466,96352,1408
53368,464,474,477,96354,1412
53369,464,473,478,96355,1416
53370,464,468,470,96357,1412
53371,464,458,455,96359,1424
53372,463,448,439,96360,1408
53373,464,444,431,96362,1408
53374,464,445,431,96363,1416
53375,464,450,437,96365,1408
53376,464,458,450,96367,1424
53377,464,467,464,96368,1408
53378,464,473,476,96370,1412
53379,464,474,479,96371,3348
53380,464,465,464,96375,1408
53381,464,451,445,96376,1424
53382,464,446,434,96378,1408
53383,464,446,432,96380,1424
53384,463,450,438,96381,1408
53385,463,458,450,96384,1408
53386,464,467,465,96385,1424
53387,464,473,477,96387,1412
53388,464,474,479,96389,1424
53389,463,469,473,96390,1412
53390,464,460,458,96392,1412
53391,464,450,442,96393,1424
53392,464,445,432,96395,1412
53393,464,445,430,96397,1424
53394,464,449,435,96398,1412
53395,463,456,447,96400,1408
53396,464,465,462,96401,9528
53397,464,466,459,96411,1416
53398,464,453,446,96413,1420
53399,463,452,443,96414,1412
53400,463,456,449,96416,1412
53401,464,464,462,96417,1412
53402,464,471,474,96419,1412
53403,464,474,480,96421,1420
53404,464,471,476,96422,1412
53405,463,463,464,96424,1412
53406,464,453,447,96425,1420
53407,464,446,434,96428,1412
53408,464,444,429,96430,1420
53409,464,447,433,96431,1412
53410,463,453,442,96433,1412
53411,463,462,457,96434,1420
53412,463,470,471,96436,1412
53413,464,474,479,96438,3400
53414,464,472,474,96441,1412
53415,464,457,453,96443,1408
53416,464,447,438,96444,1416
53417,464,445,431,96446,1408
53418,464,448,434,96447,1424
53419,463,454,443,96449,1408
53420,464,462,457,96451,1412
53421,464,470,471,96452,1416
53422,464,475,479,96454,1412
53423,464,472,477,96455,1424
53424,463,465,466,96457,1412
53425,464,455,450,96459,1408
53426,464,446,436,96460,1416
53427,464,444,430,96462,1412
53428,464,447,432,96463,1424
53429,464,452,441,96465,1408
53430,463,460,454,96467,1408
53431,464,483,483,96471,1412
53432,464,476,480,96473,1408
53433,463,466,468,96474,1424
53434,464,455,451,96476,1412
53435,464,447,436,96478,1416
53436,464,444,430,96479,1412
53437,464,447,432,96481,1408
53438,464,452,441,96482,1424
53439,463,461,455,96484,1408
53440,464,469,470,96486,1416
53441,464,474,479,96487,1416
53442,464,473,478,96489,1408
53443,463,466,468,96490,1424
53444,463,456,452,96492,1408
53445,464,447,437,96494,1416
53446,464,444,430,96495,1416
53447,464,446,431,96497,1408
53448,463,455,446,96500,1404
53449,464,466,463,96502,1424
53450,464,473,476,96503,1412
53451,464,473,477,96505,1412
53452,463,468,470,96506,1424
53453,463,458,455,96508,1408
53454,463,448,439,96510,1416
53455,464,444,431,96512,1412
53456,464,445,431,96514,1412
53457,463,450,437,96515,1424
53458,464,458,450,96517,1412
53459,463,467,465,96519,1416
53460,464,474,477,96520,1412
53461,464,474,479,96522,1412
53462,463,469,473,96523,1424
53463,463,460,458,96525,1412
53464,464,450,441,96527,1416
53465,464,435,423,96530,1412
53466,463,445,431,96532,1412
53467,463,456,446,96533,1416
53468,464,466,462,96535,1412
53469,464,473,475,96536,1424
53470,464,474,479,96538,1412
53471,464,469,473,96540,1412
53472,464,460,458,96541,1416
53473,464,450,442,96543,1408
53474,464,445,432,96544,1424
53475,464,445,430,96546,1412
53476,463,449,435,96548,1412
53477,463,456,447,96549,1416
53478,464,465,462,96551,1412
53479,464,472,475,96552,1424
53480,464,474,479,96555,1412
53481,464,470,475,96557,1412
53482,463,451,448,96560,3316
53483,464,445,434,96562,1408
53484,464,445,431,96563,1416
53485,464,449,436,96565,1408
53486,463,456,447,96567,1424
53487,463,465,462,96568,1408
53488,464,472,475,96570,1412
53489,464,474,479,96571,1416
53490,463,470,475,96573,1412
53491,464,462,461,96575,1424
53492,463,452,445,96576,1408
53493,464,445,433,96578,1412
53494,464,444,430,96579,1416
53495,463,448,434,96581,1412
53496,463,455,444,96583,1424
53497,463,463,459,96584,1412
53498,464,471,473,96586,1412
53499,463,481,484,96589,3312
53500,463,467,468,96591,1412
53501,464,454,449,96592,1424
53502,464,446,435,96594,1412
53503,464,445,431,96596,1424
53504,464,448,434,96598,1412
53505,463,455,445,96600,1412
53506,464,463,459,96601,1424
53507,464,471,473,96603,1412
53508,464,474,479,96605,1424
53509,464,471,476,96606,1412
53510,463,463,464,96608,1412
53511,463,453,447,96609,1424
53512,464,446,434,96611,1412
53513,464,444,429,96613,1416
53514,464,447,432,96614,1412
53515,463,453,442,96616,1412
53516,463,474,471,96619,3344
53517,464,476,479,96621,1412
53518,463,472,477,96623,1424
53519,463,464,465,96624,1412
53520,463,453,448,96626,1412
53521,464,446,435,96627,1416
53522,464,444,430,96629,1412
53523,464,447,433,96631,1424
53524,463,453,442,96632,1412
53525,463,462,457,96634,1412
53526,464,470,471,96635,1416
53527,464,474,479,96637,1412
53528,464,472,477,96640,1420
53529,463,465,467,96641,1408
53530,464,455,450,96643,1408
53531,464,447,436,96644,1416
53532,464,444,430,96646,1408
53533,464,481,492,96655,9568
53534,463,470,477,96657,1412
53535,464,458,458,96659,1416
53536,463,448,440,96660,1416
53537,464,444,431,96662,1412
53538,464,446,431,96663,1420
53539,463,450,438,96665,1412
53540,463,459,451,96667,1416
53541,463,467,466,96668,1416
53542,464,474,477,96670,1412
53543,464,474,479,96671,1420
53544,464,469,472,96673,1412
53545,463,459,457,96675,1412
53546,464,449,441,96676,1420
53547,464,445,431,96678,1412
53548,464,445,431,96679,1420
53549,464,449,436,96681,1412
53550,463,468,468,96686,3376
53551,464,474,478,96687,1412
53552,464,473,479,96689,1412
53553,464,468,471,96690,1424
53554,463,458,456,96692,1412
53555,464,449,440,96694,1424
53556,464,445,431,96695,1412
53557,464,445,431,96697,1408
53558,464,450,437,96698,1424
53559,463,457,449,96700,1408
53560,464,466,464,96702,1424
53561,464,473,476,96703,1412
53562,464,474,479,96705,1412
53563,464,469,473,96706,1424
53564,463,460,459,96708,1412
53565,464,450,442,96710,1416
53566,464,445,432,96711,1412
53567,464,445,422,96715,3388
53568,463,453,441,96716,1416
53569,463,465,460,96718,1412
53570,464,473,474,96720,1424
53571,464,474,478,96721,1412
53572,464,469,472,96723,1412
53573,463,460,458,96724,1416
53574,463,450,442,96727,1408
53575,464,445,432,96729,1424
53576,464,445,430,96730,1412
53577,464,449,435,96732,1412
53578,463,456,447,96733,1416
53579,463,465,462,96735,1412
53580,464,472,475,96737,1424
53581,464,474,479,96738,1412
53582,463,470,475,96740,1412
53583,463,461,461,96741,1416
53584,464,451,425,96745,3024
53585,464,442,425,96746,1408
53586,464,447,431,96748,1412
53587,464,454,443,96749,1416
53588,463,463,458,96751,1412
53589,464,471,472,96753,1424
53590,464,474,479,96754,1412
53591,464,471,476,96756,1412
53592,463,464,464,96757,1412
53593,464,453,448,96759,1412
53594,464,446,434,96761,1424
53595,464,444,429,96762,1412
53596,464,447,432,96764,1412
53597,464,453,442,96765,1416
53598,463,462,456,96768,1412
53599,464,470,471,96770,1424
53600,464,474,479,96771,1412
53601,464,472,477,96775,3308
53602,464,457,455,96776,1412
53603,463,447,439,96778,1412
53604,464,444,432,96779,1424
53605,464,447,433,96781,1412
53606,464,453,442,96783,1424
53607,463,462,456,96784,1412
53608,463,470,471,96786,1412
53609,464,475,479,96787,1420
53610,463,472,478,96789,1412
53611,463,465,467,96791,1424
53612,464,455,451,96792,1412
53613,463,447,436,96794,1412
53614,464,444,430,96795,1424
53615,463,446,431,96797,1412
53616,463,452,440,96799,1420
53617,463,460,453,96800,1408
53618,463,469,468,96804,3296
53619,464,483,485,96805,1412
53620,463,471,473,96807,1408
53621,463,458,455,96808,1424
53622,463,448,439,96811,1408
53623,464,445,431,96813,1416
53624,464,447,432,96814,1416
53625,464,452,440,96816,1408
53626,464,460,453,96817,1424
53627,464,469,468,96819,1408
53628,464,474,478,96821,1416
53629,464,473,478,96822,1416
53630,464,467,470,96824,1412
53631,464,457,454,96825,1424
53632,464,448,438,96827,1408
53633,464,444,430,96829,1416
53634,464,446,431,96830,1416
53635,464,450,438,96832,3336
53636,463,469,464,96835,1416
53637,464,475,477,96837,1412
53638,464,473,478,96839,1424
53639,463,467,469,96840,1408
53640,463,457,453,96842,1408
53641,463,448,438,96843,1416
53642,464,444,430,96845,1408
53643,464,446,431,96847,1424
53644,463,451,438,96848,1408
53645,464,459,451,96850,1408
53646,464,467,466,96851,1416
53647,464,474,477,96854,1412
53648,464,474,479,96856,1424
53649,464,469,472,96857,1412
53650,463,459,457,96859,1412
53651,463,449,441,96860,1416
53652,464,445,431,96862,3372
53653,464,441,428,96865,1420
53654,463,454,445,96867,1408
53655,463,466,462,96869,1416
53656,464,473,475,96870,1416
53657,464,473,478,96872,1412
53658,464,468,471,96873,1424
53659,463,459,456,96875,1412
53660,464,449,440,96877,1416
53661,464,444,431,96878,1416
53662,464,445,430,96880,1408
53663,463,450,436,96881,1424
53664,464,457,449,96883,1408
53665,463,466,463,96885,1416
53666,464,473,476,96886,1416
53667,464,474,479,96888,1408
53668,463,470,474,96889,1424
53669,464,460,459,96891,9496
53670,464,435,434,96902,1424
53671,464,458,455,96903,1412
53672,464,469,468,96905,1412
53673,463,469,470,96906,1420
53674,464,462,460,96908,1412
53675,464,452,445,96910,1420
53676,464,445,433,96911,1412
53677,464,444,429,96913,1412
53678,464,447,433,96914,1420
53679,463,454,443,96916,1412
53680,464,463,458,96918,1420
53681,464,471,472,96919,1412
53682,464,474,479,96921,1412
53683,464,471,477,96922,1420
53684,464,464,465,96924,1412
53685,464,454,449,96926,1420
53686,463,446,435,96927,1412
53687,463,437,424,96931,1412
53688,463,449,437,96932,1416
53689,463,461,455,96934,1412
53690,464,470,470,96936,1424
53691,464,474,478,96937,1412
53692,464,471,476,96940,1412
53693,464,464,465,96941,1412
53694,464,454,448,96943,1412
53695,464,446,435,96945,1424
53696,464,444,429,96946,1412
53697,464,447,432,96948,1412
53698,464,453,441,96949,1416
53699,463,461,456,96951,1412
53700,464,469,470,96953,1420
53701,464,474,479,96954,1412
53702,464,472,477,96956,1412
53703,464,466,467,96957,1412
53704,464,443,437,96961,1408
53705,464,442,430,96962,1424
53706,464,446,432,96964,1408
53707,463,452,441,96966,1416
53708,463,461,456,96967,1416
53709,464,470,470,96969,1412
53710,464,474,479,96970,1424
53711,464,472,477,96972,1412
53712,463,465,467,96974,1416
53713,464,455,450,96975,1416
53714,463,447,436,96977,1412
53715,464,444,430,96978,1424
53716,463,447,432,96980,1408
53717,463,452,440,96983,1408
53718,464,460,454,96984,1416
53719,463,468,468,96986,1408
53720,464,474,478,96987,1424
53721,464,475,478,96991,1416
53722,464,461,459,96992,1416
53723,463,449,441,96994,1412
53724,464,445,432,96995,1424
53725,464,446,432,96997,1412
53726,463,450,438,96999,1416
53727,464,459,451,97000,1416
53728,464,467,466,97002,1412
53729,464,473,477,97003,1424
53730,464,473,479,97005,1412
53731,464,468,472,97007,1412
53732,463,458,456,97008,1416
53733,464,449,440,97010,1412
53734,464,445,431,97011,1424
53735,464,445,430,97013,1412
53736,463,450,436,97015,1412
53737,464,457,448,97016,1416
53738,463,479,478,97020,3332
53739,464,477,481,97021,1420
53740,464,470,473,97024,1412
53741,463,459,457,97026,1424
53742,464,449,441,97027,1412
53743,464,444,431,97029,1412
53744,464,445,431,97030,1416
53745,464,450,436,97032,1412
53746,463,457,448,97034,1424
53747,464,466,463,97035,1412
53748,464,473,476,97037,1412
53749,464,474,479,97038,1412
53750,464,470,474,97040,1412
53751,463,461,460,97042,1424
53752,463,451,443,97043,1412
53753,464,445,432,97045,1412
53754,464,445,430,97046,1416
53755,463,450,440,97050,3324
53756,464,463,458,97051,1424
53757,464,471,473,97053,1412
53758,464,474,478,97055,1416
53759,463,470,473,97056,1412
53760,463,460,459,97058,1412
53761,464,451,443,97059,1424
53762,464,445,432,97061,1412
53763,464,445,430,97063,1416
53764,464,448,434,97064,1412
53765,463,455,446,97067,1412
53766,464,464,461,97068,1424
53767,464,472,474,97070,1412
53768,464,474,479,97072,1416
53769,464,470,475,97073,1416
53770,464,462,462,97075,1412
53771,464,452,445,97076,1420
53772,464,434,424,97080,3316
53773,464,444,429,97082,1424
53774,463,453,443,97083,1412
53775,463,463,459,97085,1412
53776,464,472,473,97086,1416
53777,464,474,479,97088,1412
53778,463,471,475,97090,1420
53779,463,463,462,97091,1412
53780,463,452,446,97093,1412
53781,464,445,433,97094,1416
53782,464,444,430,97096,1412
53783,464,448,433,97098,1424
53784,463,454,444,97099,1412
53785,463,463,458,97101,1412
53786,463,471,472,97102,1412
53787,464,474,479,97104,1412
53788,464,471,477,97106,1420
53789,464,454,447,97110,3348
53790,464,446,434,97112,1420
53791,464,445,430,97113,1412
53792,464,448,434,97115,1412
53793,463,454,444,97116,1420
53794,463,463,458,97118,1412
53795,464,471,472,97120,1420
53796,464,475,479,97121,1412
53797,464,471,476,97123,1412
53798,463,464,465,97124,1420
53799,463,454,448,97126,1412
53800,464,446,435,97128,1424
53801,464,444,430,97129,1412
53802,464,447,433,97131,1412
53803,463,453,442,97132,1420
53804,464,462,456,97134,1412
53805,464,470,470,97136,1416
53806,464,454,442,97145,9516
53807,464,451,439,97147,1408
53808,464,453,443,97148,1420
53809,463,460,455,97150,1412
53810,464,468,468,97153,1420
53811,464,474,478,97154,1412
53812,464,473,479,97156,1412
53813,463,468,471,97157,1420
53814,463,458,455,97159,1412
53815,463,448,439,97161,1420
53816,464,444,431,97162,1412
53817,464,445,431,97164,1412
53818,464,450,437,97165,1420
53819,463,458,450,97167,1412
53820,464,467,465,97169,1420
53821,464,473,477,97170,1412
53822,464,474,479,97172,1412
53823,464,469,461,97175,3396
53824,464,451,443,97177,1412
53825,464,445,433,97179,1424
53826,464,446,432,97180,1412
53827,464,450,438,97182,1412
53828,463,458,451,97183,1412
53829,464,467,465,97185,1412
53830,464,473,477,97187,1420
53831,464,474,479,97188,1412
53832,464,468,472,97190,1412
53833,463,459,457,97191,1412
53834,463,449,441,97193,1412
53835,464,444,431,97196,1420
53836,464,445,430,97197,1412
53837,464,449,436,97199,1412
53838,464,457,448,97200,1412
53839,464,466,463,97202,1412
53840,464,473,495,97205,3344
53841,464,474,482,97207,1408
53842,464,461,462,97209,1424
53843,464,450,443,97210,1412
53844,463,445,433,97212,1412
53845,464,445,431,97213,1424
53846,463,449,436,97215,1412
53847,463,457,448,97217,1424
53848,463,466,463,97218,1412
53849,464,473,476,97220,1412
53850,464,474,479,97221,1420
53851,463,470,474,97223,1412
53852,464,461,460,97225,1420
53853,463,451,443,97226,1412
53854,464,445,432,97228,1412
53855,464,445,430,97229,1420
53856,463,448,434,97231,1412
53857,463,455,446,97234,3024
53858,464,475,473,97236,1408
53859,464,476,480,97238,1420
53860,464,472,476,97240,1412
53861,464,463,463,97242,1420
53862,463,452,446,97243,1412
53863,464,445,434,97245,1412
53864,464,444,429,97246,1424
53865,464,447,433,97248,1412
53866,464,454,443,97250,1420
53867,463,463,458,97251,1412
53868,464,471,472,97253,1412
53869,464,475,479,97254,1420
53870,464,472,477,97256,1412
53871,463,464,465,97258,1420
53872,464,454,449,97259,1412
53873,464,446,435,97261,1412
53874,464,444,429,97264,3244
53875,464,446,434,97266,1412
53876,463,459,452,97267,1420
53877,464,469,468,97269,1412
53878,464,474,478,97271,1420
53879,464,471,476,97272,1412
53880,463,465,466,97274,1412
53881,463,454,449,97275,1420
53882,464,446,435,97277,1412
53883,464,444,429,97280,1420
53884,464,447,432,97281,1408
53885,463,452,440,97283,1408
53886,464,461,454,97284,1424
53887,463,469,469,97286,1408
53888,464,474,479,97288,1424
53889,464,473,478,97289,1408
53890,464,466,468,97291,1408
53891,463,456,452,97292,3308
53892,464,436,426,97296,1412
53893,464,443,428,97297,1424
53894,463,450,438,97299,1408
53895,463,460,453,97301,1416
53896,464,469,468,97302,1416
53897,464,474,478,97304,1408
53898,464,473,478,97305,1424
53899,463,467,469,97307,1408
53900,464,456,453,97309,1416
53901,464,447,438,97310,1416
53902,464,444,430,97312,1412
53903,464,446,431,97313,1424
53904,464,451,438,97315,1408
53905,464,459,452,97317,1412
53906,464,468,466,97318,1416
53907,464,474,478,97320,1408
53908,464,473,479,97321,3348
53909,463,462,461,97326,1408
53910,464,450,443,97328,1424
53911,464,445,433,97329,1408
53912,464,446,433,97331,1408
53913,464,451,439,97332,1416
53914,463,459,452,97334,1412
53915,464,468,467,97336,1424
53916,464,474,478,97337,1412
53917,464,473,479,97339,1412
53918,464,468,471,97340,1416
53919,463,458,455,97342,1412
53920,464,448,439,97344,1424
53921,464,444,431,97345,1408
53922,464,445,430,97347,1408
53923,463,450,437,97348,1416
53924,464,457,449,97350,1412
53925,464,466,464,97352,3344
53926,464,484,485,97355,1408
53927,464,473,476,97357,1416
53928,464,460,459,97358,1412
53929,464,449,441,97360,1408
53930,464,445,432,97361,1424
53931,464,446,431,97363,1408
53932,463,450,437,97366,1416
53933,463,458,449,97367,1416
53934,464,466,464,97369,1408
53935,464,473,476,97370,1424
53936,464,474,479,97372,1412
53937,463,469,473,97374,1416
53938,464,460,458,97375,1416
53939,464,450,442,97377,1408
53940,464,445,432,97378,1424
53941,464,445,430,97380,1412
53942,464,449,435,97382,1416
53943,463,489,479,97391,1408
53944,464,465,460,97393,1412
53945,464,451,442,97394,1420
53946,464,447,434,97396,1412
53947,464,449,436,97397,1420
53948,463,454,445,97399,1412
53949,463,463,459,97401,1412
53950,464,471,472,97402,1420
53951,464,475,480,97404,1412
53952,464,472,477,97406,1420
53953,463,464,466,97408,1412
53954,463,454,449,97410,1412
53955,464,446,435,97411,1420
53956,464,444,429,97413,1412
53957,464,447,432,97415,1420
53958,463,452,441,97416,1412
53959,464,461,455,97418,1412
53960,464,483,483,97421,1416
53961,463,476,480,97423,1408
53962,463,466,467,97424,1424
53963,464,454,450,97426,1412
53964,464,446,436,97428,1416
53965,464,444,430,97429,1416
53966,464,447,433,97431,1412
53967,464,453,442,97432,1424
53968,464,462,456,97434,1412
53969,464,470,471,97436,1416
53970,464,475,479,97437,1416
53971,464,472,477,97439,1412
53972,463,465,467,97440,1420
53973,464,455,451,97442,1408
53974,464,447,436,97444,1416
53975,464,444,430,97445,1416
53976,464,446,431,97447,1408
53977,464,462,455,97452,1408
53978,464,472,471,97454,1412
53979,464,473,477,97455,1424
53980,464,469,472,97457,1412
53981,464,460,458,97459,1424
53982,463,450,442,97460,1408
53983,464,445,432,97462,1408
53984,464,445,430,97463,1424
53985,463,449,435,97465,1408
53986,464,456,447,97467,1416
53987,463,465,462,97468,1408
53988,463,472,475,97470,1412
53989,464,474,479,97471,1424
53990,463,470,475,97473,1412
53991,464,462,461,97475,1416
53992,463,451,445,97476,1408
53993,464,445,433,97478,1412
53994,464,439,426,97481,3024
53995,464,450,439,97483,1424
53996,463,462,456,97484,1408
53997,463,470,471,97486,1412
53998,464,474,478,97487,1424
53999,463,471,476,97489,1412
54000,463,464,464,97491,1424
54001,464,453,447,97492,1412
54002,464,446,434,97495,1412
54003,464,444,429,97496,1424
54004,463,447,433,97498,1412
54005,463,453,442,97500,1416
54006,463,462,457,97501,1412
54007,464,470,471,97503,1412
54008,464,474,479,97504,1420
54009,464,472,477,97506,1412
54010,464,465,467,97508,1416
54011,464,442,436,97511,3300
54012,464,442,429,97513,1412
54013,464,446,432,97514,1416
54014,463,452,441,97516,1412
54015,463,461,456,97517,1424
54016,463,469,470,97519,1412
54017,464,474,479,97521,1412
54018,464,472,477,97522,1416
54019,464,465,467,97524,1412
54020,463,455,451,97525,1424
54021,464,447,436,97527,1412
54022,464,444,430,97529,1412
54023,464,446,432,97530,1416
54024,463,452,440,97532,1412
54025,464,460,453,97533,1424
54026,463,469,468,97536,1412
54027,464,474,478,97538,1412
54028,463,475,477,97541,3308
54029,463,460,457,97543,1412
54030,464,449,440,97544,1416
54031,464,445,432,97546,1412
54032,464,446,432,97548,1424
54033,463,451,440,97549,1412
54034,463,460,453,97551,1412
54035,464,468,468,97552,1412
54036,464,474,478,97554,1412
54037,464,473,478,97556,1420
54038,463,467,470,97557,1412
54039,464,457,454,97559,1412
54040,464,448,438,97560,1412
54041,464,444,430,97562,1412
54042,464,446,431,97564,1424
54043,464,450,438,97565,1412
54044,463,459,451,97567,1412
54045,463,482,490,97570,3308
54046,463,476,485,97572,1412
54047,464,469,474,97573,1424
54048,463,458,456,97575,1412
54049,463,448,440,97577,1420
54050,464,444,431,97579,1412
54051,464,446,431,97581,1412
54052,464,450,437,97582,1420
54053,464,458,450,97584,1412
54054,464,467,465,97586,1420
54055,464,474,477,97587,1412
54056,464,474,479,97589,1412
54057,464,469,472,97590,1420
54058,464,459,457,97592,1412
54059,464,449,441,97594,1420
54060,464,444,431,97595,1412
54061,464,445,430,97597,1412
54062,463,452,442,97600,3340
54063,463,464,460,97602,1408
54064,464,472,474,97603,1424
54065,464,473,477,97605,1408
54066,464,468,471,97607,1408
54067,464,459,456,97608,1416
54068,464,449,441,97610,1408
54069,464,445,431,97611,1424
54070,464,445,430,97613,1408
54071,464,449,436,97615,1408
54072,464,457,448,97616,1416
54073,464,466,463,97618,1408
54074,464,473,475,97619,1424
54075,464,474,479,97622,1408
54076,464,470,474,97624,1408
54077,464,461,460,97625,1416
54078,463,451,444,97627,1408
54079,464,445,446,97636,9568
54080,464,465,462,97638,1412
54081,464,467,466,97640,1416
54082,464,461,458,97641,1412
54083,463,452,444,97643,1412
54084,464,445,433,97644,1420
54085,464,444,429,97646,1412
54086,464,447,433,97648,1416
54087,463,453,443,97649,1416
54088,463,462,457,97651,1412
54089,464,470,471,97652,1420
54090,464,474,479,97654,1412
54091,464,472,477,97656,1416
54092,463,465,466,97657,1416
54093,464,454,449,97659,1412
54094,463,446,435,97660,1420
54095,464,444,429,97662,1412
54096,464,447,431,97667,3376
54097,463,459,451,97668,1408
54098,464,469,468,97670,1412
54099,464,474,477,97671,1424
54100,464,471,476,97673,1412
54101,463,464,465,97675,1424
54102,463,454,449,97676,1408
54103,463,446,435,97678,1408
54104,464,444,429,97679,1424
54105,464,447,432,97681,1408
54106,463,453,441,97683,1424
54107,464,461,455,97684,1408
54108,463,470,470,97686,1408
54109,464,474,479,97687,1424
54110,464,472,478,97689,1408
54111,463,466,468,97691,1424
54112,463,456,452,97692,1408
54113,464,447,437,97697,4180
54114,463,434,423,97698,1412
54115,464,450,439,97700,1412
54116,464,463,457,97701,1416
54117,464,471,472,97703,1412
54118,464,474,477,97705,1424
54119,464,470,473,97707,1412
54120,463,461,460,97709,1412
54121,464,451,443,97710,1416
