today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=0, kded(D)=0.00048,signal, mad_pitch
Thu Sep 26 02:46:20 2019,66616517,1040.25,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5560,1058,100,26,28,-3.25133,-0.914585,-10.6734,0.266056,0.299047,-0.0340552,0.178125,33.8871,33.0146,-16.9418,1695.3,-23.8066,-0.0115892,-23.8182,0.0784724,-0,-0.00830026,0.281685,-22.139,
Thu Sep 26 02:46:20 2019,66626519,1040.25,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5562,1052,96,26,28,-4.22337,-0.0957681,-9.87848,0.27457,0.0723673,0.00532112,0.178125,33.8871,33.0146,-23.1483,1695.65,-23.6525,0.0537143,-23.5988,0.0778696,-0,-0.00826685,0.281685,-21.9668,
Thu Sep 26 02:46:20 2019,66636526,1040.25,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5562,1052,96,26,28,-4.50589,-0.502782,-10.0892,0.107487,-0.00957802,0.0446974,0.178125,33.8871,33.0146,-24.0659,1695.96,-23.5046,0.0735925,-23.431,0.0777915,-0,-0.00107108,0.281685,-21.9445,
Thu Sep 26 02:46:20 2019,66646527,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5578,1052,98,28,26,-3.72059,-1.79086,-9.51935,0.0202203,0.110679,0.0606608,0.178125,33.8871,33.0146,-21.3478,1696.21,-23.368,0.0360836,-23.3319,0.0777647,-0,-0.000368134,0.281685,-21.9368,
Thu Sep 26 02:46:20 2019,66656528,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5578,1052,98,28,26,-2.36068,-1.45567,-8.56645,0.0638535,0.189432,0.0691746,0.178125,33.8871,33.0146,-15.4068,1696.48,-23.2323,0.0129787,-23.2193,0.0776042,-0,-0.00220029,0.281685,-21.891,
Thu Sep 26 02:46:20 2019,66666529,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5562,1068,92,26,26,-3.36146,0.244209,-10.0126,0.071303,-0.0287341,0.108551,0.178125,33.8871,33.0146,-18.5582,1696.83,-23.0871,0.0732092,-23.0139,0.0774369,-0,-0.00229523,0.281685,-21.8431,
Thu Sep 26 02:46:20 2019,66676530,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5562,1068,92,26,26,-3.83072,1.06781,-8.84418,-0.0659819,-0.156441,0.126643,0.178125,33.8871,33.0146,-23.4191,1697.15,-22.9389,0.103265,-22.8356,0.07733,-0,-0.00146558,0.281685,-21.8126,
Thu Sep 26 02:46:20 2019,66686531,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5404,5562,1064,86,28,28,-3.553,-1.17316,-7.8865,-0.156441,-0.0223487,0.125578,0.178125,33.8871,33.0146,-24.2523,1697.4,-22.8012,0.0585984,-22.7426,0.077443,0,0.00154898,0.281685,-21.8449,
Thu Sep 26 02:46:20 2019,66696532,1040.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5404,5562,1064,86,28,28,-2.03507,-1.33118,-7.70454,-0.0968444,0.0968444,0.119193,0.178125,33.8871,33.0146,-14.7961,1697.65,-22.671,0.0215353,-22.6495,0.0773727,-0,-0.000963318,0.281685,-21.8248,
Thu Sep 26 02:46:20 2019,66706533,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1056,90,28,26,-3.48596,-0.258574,-10.7739,-0.0159634,-0.0830095,0.14367,0.178125,33.8871,33.0146,-17.9293,1697.99,-22.534,0.0695719,-22.4644,0.0772135,-0,-0.00218307,0.281685,-21.7793,
Thu Sep 26 02:46:20 2019,66716545,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5568,1056,90,28,26,-4.50589,0.895431,-8.0924,-0.0893948,-0.234129,0.157505,-2.85,34.7836,33.8789,-29.1093,1698.32,-22.3989,0.105329,-22.2936,0.077366,0,0.00209097,0.281685,-21.8229,
Thu Sep 26 02:46:20 2019,66726546,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5558,1052,100,28,28,-3.58651,-0.622492,-5.26246,-0.120257,-0.1309,0.154313,-2.85,34.7836,33.8789,-34.2756,1698.57,-22.2949,0.0679476,-22.227,0.0779384,0,0.00785055,0.281685,-21.9864,
Thu Sep 26 02:46:20 2019,66736547,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5558,1052,100,28,28,-2.25534,-1.25935,-5.26246,-0.0308625,0.0170276,0.1309,-2.85,34.7836,33.8789,-23.1986,1698.82,-22.2296,0.0212794,-22.2084,0.0785709,0,0.00867435,0.281685,-22.1672,
Thu Sep 26 02:46:20 2019,66746548,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5576,1068,90,28,26,-3.37104,-0.0335188,-9.54808,0.117065,-0.101101,0.135156,-2.85,34.7836,33.8789,-19.4461,1699.14,-22.1805,0.0513729,-22.1291,0.0788563,0,0.00391296,0.281685,-22.2487,
Thu Sep 26 02:46:20 2019,66756549,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5576,1068,90,28,26,-3.46202,1.01993,-8.16902,0.111744,-0.263928,0.1309,-2.85,34.7836,33.8789,-22.9672,1699.47,-22.1321,0.0910441,-22.041,0.079221,0,0.00500171,0.281685,-22.3529,
Thu Sep 26 02:46:20 2019,66766550,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5568,1070,88,28,26,-3.16992,0.244209,-5.05177,0.0595966,-0.19156,0.112808,-2.85,34.7836,33.8789,-32.1078,1699.74,-22.0962,0.062425,-22.0338,0.0795661,0,0.004733,0.281685,-22.4515,
Thu Sep 26 02:46:20 2019,66776551,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5568,1070,88,28,26,-2.66235,-1.47962,-6.92882,0.110679,-0.00319267,0.0553397,-2.85,34.7836,33.8789,-21.019,1699.97,-22.0821,0.00426419,-22.0779,0.0800573,0,0.00673654,0.281685,-22.5918,
Thu Sep 26 02:46:20 2019,66786553,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1054,96,28,26,-2.48518,0.0526724,-9.33739,0.202203,-0.019156,0.0223487,-2.85,34.7836,33.8789,-14.904,1700.26,-22.0699,0.00706019,-22.0629,0.0802294,0,0.00236069,0.281685,-22.641,
Thu Sep 26 02:46:20 2019,66796554,1039.53,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1054,96,28,26,-3.00233,1.14922,-6.83305,0.197946,-0.139413,0.0042569,-2.85,34.7836,33.8789,-23.7199,1700.58,-22.0458,0.0381564,-22.0076,0.080251,0,0.000296356,0.281685,-22.6472,
Thu Sep 26 02:46:20 2019,66806555,1040.63,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5566,1070,98,28,28,-2.50912,0.861913,-6.4021,0.0840737,-0.0830095,-0.032991,-2.85,34.7836,33.8789,-21.4013,1700.85,-22.0195,0.0178819,-22.0016,0.0802048,-0,-0.000633545,0.281685,-22.634,
Thu Sep 26 02:46:20 2019,66816556,1040.63,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5566,1070,98,28,28,-1.72383,-1.32639,-8.45632,0.0542754,0.0723673,-0.100037,-2.85,34.7836,33.8789,-11.5219,1701.09,-21.986,-0.0277146,-22.0137,0.0799048,-0,-0.00411539,0.281685,-22.5482,
Thu Sep 26 02:46:20 2019,66826569,1040.63,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5560,1070,90,28,26,-1.73819,-1.01993,-7.54652,0.105358,0.127707,-0.14367,-2.85,34.7836,33.8789,-12.9707,1701.37,-21.9265,-0.0418658,-21.9684,0.0792356,-0,-0.00917734,0.281685,-22.357,
Thu Sep 26 02:46:20 2019,66836570,1040.63,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5560,1070,90,28,26,-1.71904,-0.263362,-9.29908,0.0532112,0.071303,-0.163891,-2.85,34.7836,33.8789,-10.4735,1701.67,-21.8346,-0.0241387,-21.8587,0.0785079,-0,-0.00997916,0.281685,-22.1492,
Thu Sep 26 02:46:20 2019,66846573,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5576,1060,94,28,28,-1.80044,0.593762,-9.32302,-0.0691746,0.080881,-0.195817,-3.20625,33.7078,33.1875,-10.9303,1701.95,-21.7104,-0.0258935,-21.7362,0.0776051,-0,-0.0123822,0.281685,-21.8912,
Thu Sep 26 02:46:20 2019,66856574,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5390,5576,1060,94,28,28,-1.75734,-0.876278,-9.03572,-0.119193,0.172404,-0.249028,-3.20625,33.7078,33.1875,-11.006,1702.21,-21.5556,-0.0497402,-21.6054,0.0767628,-0,-0.0115508,0.281685,-21.6505,
Thu Sep 26 02:46:20 2019,66866575,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5584,1054,96,26,26,-1.53708,-0.378284,-6.26323,-0.0723673,0.245836,-0.272441,-3.20625,33.7078,33.1875,-13.7886,1702.48,-21.3768,-0.0664897,-21.4433,0.0757343,-0,-0.0141047,0.281685,-21.3567,
Thu Sep 26 02:46:20 2019,66876576,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5584,1054,96,26,26,-1.80044,-0.0191536,-10.659,-0.071303,0.186239,-0.256478,-3.20625,33.7078,33.1875,-9.5875,1702.78,-21.1779,-0.0450659,-21.2229,0.0746945,-0,-0.0142613,0.281685,-21.0596,
Thu Sep 26 02:46:20 2019,66886577,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5560,1060,100,26,26,-2.03028,0.114922,-10.3142,-0.186239,0.146863,-0.225616,-3.20625,33.7078,33.1875,-11.1359,1703.08,-20.9576,-0.0309077,-20.9885,0.0736777,-0,-0.0139445,0.281685,-20.7691,
Thu Sep 26 02:46:20 2019,66896578,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5560,1060,100,26,26,-2.24576,-0.761356,-7.91523,-0.210716,0.159634,-0.205395,-3.20625,33.7078,33.1875,-15.8401,1703.36,-20.7219,-0.0319963,-20.7539,0.0730524,-0,-0.00857501,0.281685,-20.5904,
Thu Sep 26 02:46:20 2019,66906582,1039.94,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5520,1046,100,26,26,-2.06859,-0.68953,-6.24887,-0.134092,0.223487,-0.172404,-3.20625,33.7078,33.1875,-18.3163,1703.63,-20.4857,-0.0470317,-20.5327,0.0722275,-0,-0.0113133,0.281685,-20.3547,
Thu Sep 26 02:46:20 2019,66916583,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5520,1046,100,26,26,-2.87304,-0.47884,-9.09318,-0.0798168,0.118129,-0.0787526,-3.20625,33.7078,33.1875,-17.5342,1703.95,-20.2583,-0.0141031,-20.2724,0.0717919,-0,-0.00597418,0.281685,-20.2303,
Thu Sep 26 02:46:20 2019,66926585,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1058,98,28,12,-3.24654,0.416591,-9.09797,-0.109615,0.0202203,0.0276698,-3.20625,33.7078,33.1875,-19.6386,1704.26,-20.0427,0.0140052,-20.0287,0.0715899,-0,-0.00277048,0.281685,-20.1726,
Thu Sep 26 02:46:20 2019,66936586,1039.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5576,1058,98,28,12,-3.34231,-0.435745,-6.98149,-0.0957802,-0.00212845,0.105358,-3.20625,33.7078,33.1875,-25.5822,1704.55,-19.8475,0.01892,-19.8286,0.0715241,-0,-0.000901245,0.281685,-20.1538,
Thu Sep 26 02:46:20 2019,66946587,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5568,1054,94,28,26,-3.07894,-1.45567,-7.28795,0.00106422,0.0734315,0.161762,-3.20625,33.7078,33.1875,-22.9026,1704.82,-19.6824,-0.00350977,-19.6859,0.0715145,-0,-0.000132111,0.281685,-20.151,
Thu Sep 26 02:46:20 2019,66956588,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5568,1054,94,28,26,-3.88818,-0.584185,-9.94551,0.119193,-0.0202203,0.234129,-3.20625,33.7078,33.1875,-21.353,1705.13,-19.5445,0.0224886,-19.522,0.0716443,0,0.00178006,0.281685,-20.1881,
Thu Sep 26 02:46:20 2019,66966589,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5382,5576,1068,92,28,26,-4.16591,0.627281,-8.71011,0.113872,-0.179854,0.29479,-3.20625,33.7078,33.1875,-25.5611,1705.46,-19.4307,0.064137,-19.3665,0.0719634,0,0.00437595,0.281685,-20.2793,
Thu Sep 26 02:46:20 2019,66976590,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5382,5576,1068,92,28,26,-3.48596,0.47884,-7.58004,0.0606608,-0.185175,0.297983,-3.20625,33.7078,33.1875,-24.6971,1705.75,-19.3448,0.0596455,-19.2852,0.0724207,0,0.00627209,0.281685,-20.41,
Thu Sep 26 02:46:20 2019,66986591,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5578,1058,96,26,28,-3.70144,-1.24977,-9.41879,0.117065,-0.0798168,0.270313,-3.20625,33.7078,33.1875,-21.4541,1706.01,-19.2842,0.0251592,-19.2591,0.0728104,0,0.00534348,0.281685,-20.5213,
Thu Sep 26 02:46:20 2019,66996592,1040.16,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5400,5578,1058,96,26,28,-3.42371,-0.617704,-10.8314,0.212845,-0.0925875,0.244772,-3.20625,33.7078,33.1875,-17.5413,1706.3,-19.2364,0.0258573,-19.2105,0.0729794,0,0.00231812,0.281685,-20.5696,
Thu Sep 26 02:46:20 2019,67006593,1040.6,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5594,1070,96,28,28,-3.5913,0.454898,-8.91122,0.185175,-0.284148,0.223487,-3.20625,33.7078,33.1875,-21.9499,1706.64,-19.194,0.0752266,-19.1188,0.0733576,0,0.00518692,0.281685,-20.6776,
Thu Sep 26 02:46:20 2019,67016594,1040.6,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5594,1070,96,28,28,-3.76847,0.311246,-8.40844,0.0532112,-0.300111,0.183047,-3.20625,33.7078,33.1875,-24.1409,1706.93,-19.1636,0.0721427,-19.0914,0.0737366,0,0.00519781,0.281685,-20.7859,
Thu Sep 26 02:46:20 2019,67026595,1040.6,1512,1510,1858,1513,1088,1514,-0.0939026,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5580,1066,94,26,28,-3.65355,-1.66636,-10.817,0.0287341,-0.173469,0.102166,-3.20625,33.7078,33.1875,-18.6629,1707.18,-19.1473,0.029986,-19.1173,0.0741823,0,0.00611206,0.281685,-20.9132,
Thu Sep 26 02:46:20 2019,67036596,1040.6,1512,1510,1858,1513,1088,1514,-0.0939026,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5580,1066,94,26,28,-3.56257,-0.651223,-9.65342,0.0830095,-0.131964,0.0404405,-3.20625,33.7078,33.1875,-20.2565,1707.46,-19.1372,0.0144922,-19.1227,0.0745183,0,0.00460803,0.281685,-21.0093,
Thu Sep 26 02:46:20 2019,67046606,1040.6,1512,1510,1858,1513,1088,1514,-0.0939026,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5374,5548,1068,98,26,28,-4.0462,0.555455,-9.90242,0.0595966,-0.320332,0.00532112,-3.20625,33.7078,33.1875,-22.2253,1707.8,-19.1326,0.0633706,-19.0692,0.0750571,0,0.0073895,0.281685,-21.1632,
Thu Sep 26 02:46:20 2019,67056610,1041.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5374,5548,1068,98,26,28,-4.16591,0.023942,-10.4148,-0.0862022,-0.391635,-0.0393763,-3.20625,33.7078,33.1875,-21.8014,1708.1,-19.1377,0.0757516,-19.062,0.0757017,0,0.00884079,0.281685,-21.3474,
Thu Sep 26 02:46:20 2019,67066611,1041.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1058,94,28,28,-4.05578,-1.68552,-11.0756,-0.153248,-0.278827,-0.111744,-3.20625,33.7078,33.1875,-20.1123,1708.36,-19.1514,0.0362573,-19.1151,0.0765819,0,0.0120715,0.281685,-21.5989,
Thu Sep 26 02:46:20 2019,67076612,1041.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1058,94,28,28,-2.9736,-0.383072,-8.8777,-0.0989729,-0.168147,-0.164955,-3.20625,33.7078,33.1875,-18.5184,1708.61,-19.1675,0.000714831,-19.1668,0.0770507,0,0.00642911,0.281685,-21.7328,
Thu Sep 26 02:46:20 2019,67086613,1041.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5550,1058,96,26,28,-3.83072,0.368707,-11.6023,-0.0627892,-0.354387,-0.169212,-3.20625,33.7078,33.1875,-18.2716,1708.95,-19.1811,0.049489,-19.1316,0.0775425,0,0.00674451,0.281685,-21.8733,
Thu Sep 26 02:46:20 2019,67096614,1041.59,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5380,5550,1058,96,26,28,-5.0805,0.670376,-10.7021,-0.157505,-0.448038,-0.172404,-3.20625,33.7078,33.1875,-25.3947,1709.27,-19.1971,0.0685408,-19.1286,0.0780896,0,0.00750229,0.281685,-22.0296,
Thu Sep 26 02:46:20 2019,67106615,1040.38,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1068,100,26,28,-4.21379,-0.699107,-8.30788,-0.190496,-0.357579,-0.192625,-3.20625,33.7078,33.1875,-26.8944,1709.53,-19.2298,0.0352998,-19.1945,0.0789713,0,0.0120922,0.281685,-22.2815,
Thu Sep 26 02:46:20 2019,67116616,1040.38,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5578,1068,100,26,28,-2.52828,-1.13964,-8.56167,-0.110679,-0.218166,-0.202203,-3.20625,33.7078,33.1875,-16.452,1709.77,-19.2774,-0.00855532,-19.2859,0.0796064,0,0.00871051,0.281685,-22.463,
Thu Sep 26 02:46:20 2019,67126631,1040.38,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1072,82,30,26,-3.72059,-0.158017,-12.5073,0.00212845,-0.325653,-0.169212,-3.20625,33.7078,33.1875,-16.5663,1710.09,-19.3202,0.0188537,-19.3014,0.0799825,0,0.00515717,0.281685,-22.5704,
Thu Sep 26 02:46:20 2019,67136632,1040.38,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1072,82,30,26,-4.03184,0.54109,-11.2767,-0.0148991,-0.424625,-0.127707,-3.20625,33.7078,33.1875,-19.6739,1710.4,-19.3519,0.041543,-19.3103,0.0804427,0,0.00631229,0.281685,-22.702,
Thu Sep 26 02:46:20 2019,67146635,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5576,1068,92,8,12,-3.58173,-0.603339,-8.10198,-0.042569,-0.363965,-0.10323,-3.20625,33.7078,33.1875,-23.8493,1710.67,-19.3831,0.0183239,-19.3647,0.08105,0,0.00832809,0.281685,-22.8755,
Thu Sep 26 02:46:20 2019,67156639,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5396,5576,1068,92,8,12,-2.79164,-1.05824,-9.42358,0.052147,-0.218166,-0.102166,-3.20625,33.7078,33.1875,-16.5014,1710.92,-19.4176,-0.0261844,-19.4437,0.0814649,0,0.00569037,0.281685,-22.994,
Thu Sep 26 02:46:20 2019,67166640,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5556,1060,90,26,26,-3.91213,-0.148441,-10.7548,0.164955,-0.241579,-0.0553397,-3.20625,33.7078,33.1875,-19.9893,1711.21,-19.4483,-0.0204247,-19.4688,0.0816571,0,0.00263608,0.281685,-23.0489,
Thu Sep 26 02:46:20 2019,67176641,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5388,5556,1060,90,26,26,-3.80199,0.114922,-10.0269,0.140478,-0.287341,0.00957802,-3.20625,33.7078,33.1875,-20.7657,1711.51,-19.476,-0.00909597,-19.4851,0.0820424,0,0.00528424,0.281685,-23.159,
Thu Sep 26 02:46:20 2019,67186642,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1068,90,28,26,-3.95043,-0.617704,-9.77792,0.110679,-0.269249,0.0500185,-3.20625,33.7078,33.1875,-21.9995,1711.79,-19.5066,-0.0161517,-19.5228,0.0822333,0,0.00261731,0.281685,-23.2135,
Thu Sep 26 02:46:20 2019,67196643,1040.74,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5394,5562,1068,90,28,26,-3.60567,-1.13006,-8.82024,0.154313,-0.187303,0.0670461,-3.20625,33.7078,33.1875,-22.2345,1712.06,-19.5431,-0.0400029,-19.5831,0.0825809,0,0.0047677,0.281685,-23.3129,
Thu Sep 26 02:46:20 2019,67206644,1040.78,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5358,5554,1058,86,28,28,-3.80199,-0.588974,-6.94797,0.193689,-0.144735,0.0968444,-3.20625,33.7078,33.1875,-28.6879,1712.33,-19.5925,-0.0508118,-19.6433,0.0827986,0,0.00298535,0.281685,-23.3751,
Thu Sep 26 02:46:20 2019,67216645,1040.78,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5358,5554,1058,86,28,28,-3.29442,-0.876278,-10.343,0.125578,-0.148991,0.15112,-3.20625,33.7078,33.1875,-17.6677,1712.62,-19.6556,-0.0478151,-19.7034,0.083102,0,0.00416089,0.281685,-23.4617,
Thu Sep 26 02:46:20 2019,67226646,1040.78,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5402,5576,1064,90,28,26,-2.95444,-1.03908,-10.9559,0.0446974,-0.109615,0.190496,-1.78125,33.7078,33.1875,-15.0918,1712.89,-19.7137,-0.0568554,-19.7706,0.0830296,-0,-0.000992706,0.281685,-23.4411,
Thu Sep 26 02:46:20 2019,67236647,1040.78,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5402,5576,1064,90,28,26,-3.75411,-0.775721,-9.51935,0.0989729,-0.108551,0.194753,-1.78125,33.7078,33.1875,-21.5226,1713.18,-19.758,-0.0542927,-19.8123,0.0832659,0,0.00323996,0.281685,-23.5086,
Thu Sep 26 02:46:20 2019,67246648,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5578,1068,94,28,28,-3.69186,0.047884,-6.70376,0.0904591,-0.0904591,0.195817,-1.78125,33.7078,33.1875,-28.8422,1713.46,-19.806,-0.0565036,-19.8625,0.0833295,0,0.000872681,0.281685,-23.5267,
Thu Sep 26 02:46:20 2019,67256649,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5392,5578,1068,94,28,28,-4.19464,-0.579397,-7.64229,-0.0415047,-0.0787526,0.218166,-1.78125,33.7078,33.1875,-28.7612,1713.74,-19.8771,-0.0566043,-19.9337,0.0836793,0,0.00479745,0.281685,-23.6267,
Thu Sep 26 02:46:20 2019,67266650,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5572,1066,86,28,26,-3.59609,-0.454898,-9.70609,-0.12345,0.019156,0.237322,-1.78125,33.7078,33.1875,-20.3296,1714,-19.9677,-0.0800424,-20.0478,0.0839321,0,0.0034671,0.281685,-23.6989,
Thu Sep 26 02:46:20 2019,67276655,1040.62,1513,1510,1858,1513,1088,1514,-0.0469513,0.281685,1.80376,-0.281677,-0.5,-1.19209e-07,5384,5572,1066,86,28,26,-4.2952,-0.761356,-10.8505,-0.0606608,0.00638535,0.217102,-1.78125,33.7078,33.1875,-21.5962,1714.29,-20.0612,-0.0707909,-20.132,0.0843486,0,0.00571188,0.281685,-23.8179,
