today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],Filter accY,Filter accX,Filter accY,Filter gyroY, Filter gyroX, Filter gyroZ,Pitch(acc),Pitch(gyro), Comp Filter,P,I,D,
Thu Sep 26 00:39:28 2019,14245529,1090.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,8,28,-0.047884,-0.296881,-9.9934,0.0117065,0.0500185,0.00212845,-20.4844,34.6043,29.9033,-0.132217,-0.0477949,-3.84711,-0.0086696,0.0425631,-0.012272,0.110434,-1.96836,-1.85793,0.0573377,0,-0.0181431,
Thu Sep 26 00:39:28 2019,14255530,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,8,28,0.105345,-0.0766145,-10.0652,0.0202203,0.0446974,0.0138349,-20.4844,34.6043,29.9033,-0.137755,-0.0529688,-4.11931,-0.000475138,0.033048,-0.000429822,0.132095,-1.91534,-1.78324,0.0564897,0,-0.0183746,
Thu Sep 26 00:39:28 2019,14265531,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5532,1234,0,30,14,0.047884,-0.0814029,-10.0078,0.0287341,0.0478901,0.0340552,-20.4844,34.6043,29.9033,-0.142105,-0.0580047,-4.39071,0.00702473,0.0323608,0.0185516,0.150833,-1.85372,-1.70289,0.0556149,0,-0.0189531,
Thu Sep 26 00:39:28 2019,14275532,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5556,1234,0,30,12,0.0335188,-0.234632,-10.0844,0.0361836,0.0489543,0.0372479,-20.4844,34.6043,29.9033,-0.145326,-0.0628411,-4.66038,0.0128427,0.0295738,0.0195619,0.168576,-1.7861,-1.61752,0.0547371,0,-0.0190183,
Thu Sep 26 00:39:28 2019,14285533,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5556,1234,0,30,12,0.0047884,-0.349553,-9.9503,0.0138349,0.052147,0.0351194,-20.4844,34.6043,29.9033,-0.147613,-0.0678788,-4.9274,-0.0103862,0.028948,0.0153224,0.185341,-1.71593,-1.53059,0.0538739,0,-0.0187028,
Thu Sep 26 00:39:28 2019,14295534,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,6,30,0.0622492,-0.158017,-9.79228,0.0106422,0.0478901,0.0223487,-20.4844,34.6043,29.9033,-0.149048,-0.0732625,-5.19067,-0.0132778,0.0211401,0.00120547,0.199691,-1.64477,-1.44508,0.0530107,0,-0.0187024,
Thu Sep 26 00:39:28 2019,14305535,1088.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,6,30,-0.023942,0.0335188,-9.61511,0.0148991,0.0478901,0.00744957,-20.4844,34.6043,29.9033,-0.149699,-0.0785087,-5.44892,-0.00874761,0.017988,-0.0137523,0.2109,-1.5737,-1.3628,0.0521478,0,-0.0186977,
Thu Sep 26 00:39:28 2019,14315536,1089.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,6,30,-0.0287304,-0.134075,-9.45231,0.0106422,0.0457616,-0.00319267,-20.4844,34.6043,29.9033,-0.149744,-0.083225,-5.70096,-0.0127134,0.0129998,-0.0233151,0.219777,-1.50461,-1.28483,0.051293,0,-0.0185195,
Thu Sep 26 00:39:28 2019,14325537,1089.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5554,1234,0,30,14,-0.134075,-0.244209,-9.36133,0.00957802,0.0372479,-0.00106422,-20.4844,34.6043,29.9033,-0.149422,-0.0876783,-5.94582,-0.0132401,0.00227847,-0.0197612,0.224154,-1.43958,-1.21542,0.0504683,0,-0.017868,
Thu Sep 26 00:39:28 2019,14335538,1089.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,12,-0.0670376,-0.339977,-9.31344,0.0202203,0.0223487,0.0042569,-20.4844,34.6043,29.9033,-0.148908,-0.0923305,-6.1828,-0.00247409,-0.0136483,-0.0133807,0.220897,-1.37966,-1.15876,0.0496696,0,-0.017306,
Thu Sep 26 00:39:28 2019,14345539,1089.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,12,-0.0335188,-0.488417,-9.26556,-0.00638535,0.0159634,0.0042569,-20.4844,34.6043,29.9033,-0.148159,-0.0975719,-6.41146,-0.0282437,-0.0200261,-0.0125819,0.21125,-1.32379,-1.11254,0.0488875,0,-0.0169464,
Thu Sep 26 00:39:28 2019,14355540,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1238,0,28,12,-0.047884,-0.253785,-9.46188,-0.0340552,0.00319267,0.0127707,-20.4844,34.6043,29.9033,-0.147087,-0.103482,-6.63169,-0.0527346,-0.0318943,-0.00365948,0.196376,-1.27058,-1.0742,0.0481315,0,-0.0163796,
Thu Sep 26 00:39:28 2019,14365541,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1238,0,28,12,0.0287304,-0.0335188,-9.60075,-0.0340552,-0.00638535,0.0180918,-20.4844,34.6043,29.9033,-0.145646,-0.10947,-6.84384,-0.0484772,-0.0395795,0.00146448,0.1759,-1.21914,-1.04324,0.0474079,0,-0.0156781,
Thu Sep 26 00:39:28 2019,14375542,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1238,0,28,12,0,0,-9.61511,-0.0117065,-0.0244772,0.019156,-20.4844,34.6043,29.9033,-0.143768,-0.11484,-7.04825,-0.0230206,-0.0546061,0.00207546,0.148918,-1.16854,-1.01962,0.0466816,0,-0.0157372,
Thu Sep 26 00:39:28 2019,14385543,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,26,10,-0.143652,-0.196325,-9.64863,-0.0042569,-0.0404405,0.0180918,-20.4844,34.6043,29.9033,-0.141615,-0.119536,-7.24499,-0.0138925,-0.0661136,0.00059069,0.114334,-1.1198,-1.00546,0.0459822,0,-0.0151529,
Thu Sep 26 00:39:28 2019,14395544,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,26,10,-0.162806,-0.215478,-9.80665,-0.00851379,-0.0532112,0.00638535,-20.4844,34.6043,29.9033,-0.139536,-0.123956,-7.43421,-0.0166857,-0.0733396,-0.0109501,0.0743838,-1.07528,-1.0009,0.0453555,0,-0.0135774,
Thu Sep 26 00:39:28 2019,14405545,1089.28,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1236,0,6,30,-0.0335188,0.0383072,-9.85453,-0.00957802,-0.0627892,-0.00319267,-19.7719,34.9629,31.9775,-0.137581,-0.128088,-7.61619,-0.0161245,-0.0766206,-0.0194328,0.0314233,-1.03489,-1.00347,0.0447596,0,-0.0129121,
Thu Sep 26 00:39:28 2019,14415546,1088.51,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1238,0,8,30,0.0814029,-0.100556,-9.87848,0.0180918,-0.0766241,-0.00532112,-19.7719,34.9629,31.9775,-0.135413,-0.131611,-7.79114,0.0119359,-0.0834056,-0.0199953,-0.0144209,-0.995721,-1.01014,0.0441586,0,-0.013022,
Thu Sep 26 00:39:28 2019,14425547,1088.51,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1238,0,8,30,-0.047884,-0.244209,-9.76834,0.0148991,-0.094716,-0.00532112,-19.7719,34.9629,31.9775,-0.132841,-0.134722,-7.95898,0.00804455,-0.0933711,-0.0183985,-0.0650637,-0.956219,-1.02128,0.0435803,0,-0.0125295,
Thu Sep 26 00:39:28 2019,14435548,1088.51,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1234,0,8,28,-0.0191536,-0.349553,-9.61511,0.00319267,-0.101101,0.00319267,-19.7719,34.9629,31.9775,-0.130018,-0.137946,-8.11934,-0.00369045,-0.0909393,-0.00872393,-0.117865,-0.91742,-1.03528,0.0430291,0,-0.0119437,
Thu Sep 26 00:39:28 2019,14445549,1088.51,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1234,0,8,28,0.0622492,-0.124498,-9.6199,-0.0042569,-0.107487,0.0127707,-19.7719,34.9629,31.9775,-0.126966,-0.141383,-8.27186,-0.0103422,-0.0883708,0.0011794,-0.169233,-0.879375,-1.04861,0.0425074,0,-0.0113019,
Thu Sep 26 00:39:28 2019,14455550,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1234,0,8,28,0.0335188,-0.172383,-9.64384,-0.00532112,-0.119193,0.0223487,-19.7719,34.9629,31.9775,-0.123564,-0.144722,-8.41654,-0.0102817,-0.090777,0.0102367,-0.220556,-0.841105,-1.06166,0.0419922,0,-0.0111638,
Thu Sep 26 00:39:28 2019,14465551,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5548,1234,0,28,12,-0.047884,-0.268151,-9.55287,-0.00532112,-0.124514,0.0255414,-19.7719,34.9629,31.9775,-0.119907,-0.147927,-8.55344,-0.00916952,-0.086528,0.0123776,-0.27135,-0.803155,-1.0745,0.0414807,0,-0.0110815,
Thu Sep 26 00:39:28 2019,14475552,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,30,12,-0.129287,-0.325611,-9.61511,-0.00851379,-0.131964,0.0127707,-19.7719,34.9629,31.9775,-0.11629,-0.151277,-8.68263,-0.0111712,-0.0843495,-0.000980197,-0.320303,-0.767338,-1.08764,0.0410024,0,-0.0103637,
Thu Sep 26 00:39:28 2019,14485553,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,30,12,-0.234632,-0.21069,-9.67736,-0.0148991,-0.133028,0.0117065,-19.7719,34.9629,31.9775,-0.113051,-0.154838,-8.80436,-0.0160146,-0.0759297,-0.00200107,-0.366219,-0.735658,-1.10188,0.0405822,0,-0.00910523,
Thu Sep 26 00:39:28 2019,14495554,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,26,10,-0.268151,-0.0383072,-9.48583,-0.00638535,-0.137285,-0.00106422,-19.7719,34.9629,31.9775,-0.110479,-0.158252,-8.9188,-0.006134,-0.0709928,-0.0141256,-0.408309,-0.709698,-1.11801,0.0401863,0,-0.00857677,
Thu Sep 26 00:39:28 2019,14505555,1087.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,26,10,-0.215478,-0.0143652,-9.45231,0.0042569,-0.140478,-0.00212845,-19.7719,34.9629,31.9775,-0.108639,-0.161064,-9.0258,0.00496611,-0.0651895,-0.0139685,-0.447323,-0.689608,-1.13693,0.0398037,0,-0.00829026,
Thu Sep 26 00:39:28 2019,14515556,1088.73,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,26,10,-0.162806,-0.181959,-9.48104,0.0127707,-0.136221,-0,-19.7719,34.9629,31.9775,-0.107359,-0.163264,-9.12538,0.0130681,-0.0525073,-0.010718,-0.481041,-0.674047,-1.15509,0.0394233,0,-0.00824253,
Thu Sep 26 00:39:28 2019,14525557,1088.73,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5548,1232,0,28,30,-0.263362,-0.215478,-9.54808,0.00532112,-0.14367,0.00319267,-20.3063,35.5008,32.8418,-0.106542,-0.165221,-9.21788,0.00516233,-0.0519026,-0.00668524,-0.510952,-0.662204,-1.17316,0.0390408,0,-0.00828561,
Thu Sep 26 00:39:28 2019,14535558,1088.73,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1238,0,28,14,-0.191536,-0.071826,-9.42358,0.00638535,-0.140478,0.00744957,-20.3063,35.5008,32.8418,-0.106223,-0.167034,-9.30359,0.00605288,-0.0409733,-0.00195198,-0.537559,-0.654143,-1.1917,0.0386809,0,-0.0077995,
Thu Sep 26 00:39:28 2019,14545559,1088.73,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1238,0,28,14,-0.177171,-0.129287,-9.42837,0.0106422,-0.140478,0.00851379,-20.3063,35.5008,32.8418,-0.106308,-0.168524,-9.38258,0.00989889,-0.0338722,-0.000667596,-0.559,-0.649154,-1.20815,0.0383345,0,-0.00750462,
Thu Sep 26 00:39:28 2019,14555560,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5540,1234,0,28,12,-0.172383,-0.110133,-9.5816,0.0138349,-0.137285,0.0170276,-20.3063,35.5008,32.8418,-0.106662,-0.169666,-9.45518,0.0123627,-0.0241927,0.00763615,-0.575635,-0.646316,-1.22195,0.0379836,0,-0.0076025,
Thu Sep 26 00:39:28 2019,14565561,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5540,1234,0,28,12,-0.306458,-0.148441,-9.663,0.0180918,-0.133028,0.0180918,-20.3063,35.5008,32.8418,-0.107365,-0.170541,-9.52201,0.0155884,-0.0142265,0.0080794,-0.586641,-0.64601,-1.23265,0.0376285,0,-0.00769449,
Thu Sep 26 00:39:28 2019,14575562,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5540,1234,0,28,12,-0.349553,-0.301669,-9.71088,0.00532112,-0.126643,0.0180918,-20.3063,35.5008,32.8418,-0.108674,-0.171367,-9.58367,0.00219322,-0.00301753,0.00743648,-0.591581,-0.64968,-1.24126,0.0372828,0,-0.0074893,
Thu Sep 26 00:39:28 2019,14585563,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,28,10,-0.277727,-0.263362,-9.64384,0.00106422,-0.124514,0.00532112,-20.3063,35.5008,32.8418,-0.110673,-0.172433,-9.64046,-0.00192792,0.00317826,-0.00539587,-0.591535,-0.657732,-1.24927,0.0369521,0,-0.00716554,
Thu Sep 26 00:39:28 2019,14595564,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,28,10,-0.316035,-0.0766145,-9.64384,0,-0.119193,0.00212845,-20.3063,35.5008,32.8418,-0.113237,-0.173613,-9.69249,-0.00263755,0.0118895,-0.00795532,-0.587219,-0.669352,-1.25657,0.0366199,0,-0.00719876,
Thu Sep 26 00:39:28 2019,14605565,1088.83,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1234,0,8,32,-0.253785,-0.0814029,-9.72525,0.00319267,-0.112808,-0.0042569,-20.3063,35.5008,32.8418,-0.116253,-0.174506,-9.74,0.000795073,0.0208336,-0.0133212,-0.577844,-0.683829,-1.26167,0.0362636,0,-0.00771904,
Thu Sep 26 00:39:28 2019,14615566,1087.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,30,-0.311246,-0.105345,-9.77792,0.00319267,-0.105358,-0,-20.3063,35.5008,32.8418,-0.119645,-0.17499,-9.78339,0.000878983,0.0299569,-0.00800084,-0.563294,-0.700659,-1.26395,0.0358917,0,-0.00805675,
Thu Sep 26 00:39:28 2019,14625567,1087.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,30,-0.268151,-0.177171,-9.71088,0.00212845,-0.0979086,0.00212845,-20.3063,35.5008,32.8418,-0.123377,-0.175215,-9.82295,-6.55554e-05,0.0381918,-0.0051384,-0.54377,-0.719604,-1.26337,0.0355195,0,-0.00806574,
Thu Sep 26 00:39:28 2019,14635568,1087.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1234,0,6,28,-0.263362,-0.23942,-9.73482,-0.0042569,-0.094716,0.0117065,-20.3063,35.5008,32.8418,-0.127375,-0.17542,-9.85882,-0.00601957,0.0415107,0.00462618,-0.520937,-0.740216,-1.26115,0.0351551,0,-0.00789546,
Thu Sep 26 00:39:28 2019,14645569,1087.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1234,0,6,28,-0.344765,-0.0957681,-9.65821,0.00957802,-0.0798168,0.0202203,-20.3063,35.5008,32.8418,-0.131628,-0.175654,-9.89108,0.00789711,0.0555889,0.0125255,-0.49312,-0.762432,-1.25555,0.0347741,0,-0.008254,
