today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=3e-09, kded(D)=0.00052,signal, mad_pitch
Thu Sep 26 02:24:08 2019,7159435,1044.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5558,1234,0,28,26,0.608127,-0.0766145,-9.57681,0.0255414,-0.371414,0.0127707,-27.7875,33.7078,27.6562,3.63341,4.11711,1.4003,2.01977,3.42007,0.189095,-1.58484e-12,-0.00549409,0.281685,-62.75,
Thu Sep 26 02:24:08 2019,7169436,1044.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5558,1234,0,28,26,0.497994,-0.143652,-9.49062,0.0159634,-0.363965,0.0159634,-27.7875,33.7078,27.6562,3.00369,4.40146,1.53838,2.04446,3.58283,0.188758,-1.68503e-12,-0.00584143,0.281685,-62.6376,
Thu Sep 26 02:24:08 2019,7179437,1044.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,26,28,0.526724,-0.0526724,-9.80665,0.019156,-0.345873,0.0159634,-27.7875,33.7078,27.6562,3.07446,4.68275,1.67091,2.05641,3.72732,0.188418,-1.69979e-12,-0.00589261,0.281685,-62.5243,
Thu Sep 26 02:24:08 2019,7189438,1042.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,26,28,0.42138,-0.0670376,-9.68694,0.0138349,-0.32991,0.0202203,-27.7875,33.7078,27.6562,2.49078,4.96466,1.79686,2.06017,3.85703,0.188051,-1.83277e-12,-0.00635361,0.281685,-62.4021,
Thu Sep 26 02:24:08 2019,7199439,1042.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,26,28,0.42138,-0.0383072,-9.50977,0.0202203,-0.316075,0.0212845,-27.7875,33.7078,27.6562,2.53713,5.24717,1.91532,2.05642,3.97174,0.187663,-1.94315e-12,-0.00673625,0.281685,-62.2726,
Thu Sep 26 02:24:08 2019,7209440,1042.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,26,28,0.363919,-0.00957681,-9.73004,0.0148991,-0.30224,0.0276698,-27.7875,33.7078,27.6562,2.14196,5.52969,2.02564,2.04522,4.07086,0.187256,-2.03264e-12,-0.00704649,0.281685,-62.1371,
Thu Sep 26 02:24:08 2019,7219441,1042.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1234,0,26,28,0.316035,-0.0766145,-9.52892,0.0180918,-0.287341,0.0212845,-27.7875,33.7078,27.6562,1.89957,5.8119,2.12717,2.02696,4.15414,0.186829,-2.13638e-12,-0.00740613,0.281685,-61.9946,
Thu Sep 26 02:24:08 2019,7229442,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1234,0,26,28,0.311246,-0.071826,-9.56244,0.0255414,-0.271377,0.0223487,-27.7875,33.7078,27.6562,1.86425,6.09381,2.21941,2.00231,4.22172,0.186401,-2.14245e-12,-0.00742715,0.281685,-61.8518,
Thu Sep 26 02:24:08 2019,7239443,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5366,5544,1234,0,28,28,0.244209,-0.0670376,-9.6199,0.0223487,-0.256478,0.0266056,-27.7875,33.7078,27.6562,1.45419,6.37602,2.30212,1.97249,4.27461,0.185945,-2.27692e-12,-0.00789331,0.281685,-61.7,
Thu Sep 26 02:24:08 2019,7249444,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5366,5544,1234,0,28,28,0.191536,-0.172383,-9.50977,0.0117065,-0.23945,0.019156,-27.7875,33.7078,27.6562,1.15384,6.65762,2.3747,1.93717,4.31187,0.185476,-2.34392e-12,-0.00812559,0.281685,-61.5438,
Thu Sep 26 02:24:08 2019,7259445,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5556,1238,0,26,26,0.177171,-0.0622492,-9.54808,0.0106422,-0.230937,0.0117065,-27.7875,33.7078,27.6562,1.06304,6.94166,2.4367,1.89988,4.33657,0.185005,-2.35502e-12,-0.00816408,0.281685,-61.3868,
Thu Sep 26 02:24:08 2019,7269446,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5556,1238,0,26,26,0.186748,-0.100556,-9.71088,0.00851379,-0.211781,0.0148991,-27.7875,33.7078,27.6562,1.10171,7.22265,2.48837,1.85566,4.34403,0.184524,-2.40555e-12,-0.00833923,0.281685,-61.2264,
Thu Sep 26 02:24:08 2019,7279447,1043.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1238,0,28,28,0.143652,-0.177171,-9.63427,0,-0.203267,0.0106422,-27.7875,33.7078,27.6562,0.854248,7.50669,2.53014,1.81112,4.34126,0.184026,-2.49098e-12,-0.00863539,0.281685,-61.0603,
Thu Sep 26 02:24:08 2019,7289448,1043.16,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1238,0,28,28,0.143652,-0.0335188,-9.74919,0.00319267,-0.189432,0.0138349,-27.7875,33.7078,27.6562,0.84418,7.7892,2.56226,1.76206,4.32432,0.183506,-2.60073e-12,-0.00901585,0.281685,-60.8869,
Thu Sep 26 02:24:08 2019,7299452,1043.16,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,28,26,0.248997,-0.0287304,-9.77313,0.00532112,-0.175597,0.00957802,-27.7875,33.7078,27.6562,1.45945,8.07172,2.58575,1.71052,4.29628,0.182951,-2.77617e-12,-0.00962404,0.281685,-60.7019,
Thu Sep 26 02:24:08 2019,7309453,1043.16,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,28,26,0.234632,-0.100556,-9.64863,0.00744957,-0.161762,0.0159634,-27.7875,33.7078,27.6562,1.39302,8.35424,2.60236,1.65691,4.25927,0.182371,-2.89736e-12,-0.0100442,0.281685,-60.5087,
Thu Sep 26 02:24:08 2019,7319454,1043.16,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,0.162806,-0.0909797,-9.72046,0.00744957,-0.148991,0.0138349,-27.7875,33.7078,27.6562,0.959545,8.63706,2.61264,1.60188,4.21452,0.181777,-2.97226e-12,-0.0103038,0.281685,-60.3106,
Thu Sep 26 02:24:08 2019,7329455,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,0.301669,-0.0909797,-9.61033,0.0117065,-0.131964,0.0127707,-20.8406,33.5285,31.6318,1.79793,8.91866,2.61701,1.54432,4.16133,0.18116,-3.08384e-12,-0.0106906,0.281685,-60.105,
Thu Sep 26 02:24:08 2019,7339456,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,26,10,0.23942,-0.0430956,-9.59117,0.0170276,-0.113872,0.0127707,-20.8406,33.5285,31.6318,1.42995,9.19995,2.61677,1.48553,4.10231,0.180519,-3.20629e-12,-0.0111151,0.281685,-59.8912,
Thu Sep 26 02:24:08 2019,7349457,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,26,10,0.258574,-0.129287,-9.63906,0.0212845,-0.102166,0.0170276,-20.8406,33.5285,31.6318,1.53663,9.48308,2.61253,1.42788,4.04041,0.179851,-3.3371e-12,-0.0115686,0.281685,-59.6687,
Thu Sep 26 02:24:08 2019,7359458,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5372,5532,1234,0,28,28,0.244209,-0.11971,-9.59117,0.0202203,-0.0893948,0.0117065,-20.8406,33.5285,31.6318,1.45854,9.7659,2.6044,1.36945,3.97385,0.179155,-3.47918e-12,-0.0120611,0.281685,-59.4368,
Thu Sep 26 02:24:08 2019,7369459,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5372,5532,1234,0,28,28,0.292093,-0.100556,-9.52892,0.0212845,-0.0798168,0.019156,-20.8406,33.5285,31.6318,1.75575,10.0496,2.593,1.31168,3.90469,0.178442,-3.56609e-12,-0.0123625,0.281685,-59.1991,
Thu Sep 26 02:24:08 2019,7379460,1043.23,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1232,0,28,28,0.258574,-0.124498,-9.63427,0.019156,-0.0627892,0.0170276,-20.8406,33.5285,31.6318,1.53739,10.3312,2.57892,1.25184,3.83076,0.177709,-3.668e-12,-0.0127157,0.281685,-58.9545,
Thu Sep 26 02:24:08 2019,7389461,1044.6,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1232,0,28,28,0.138864,-0.172383,-9.52892,0.0117065,-0.0468259,0.0180918,-20.8406,33.5285,31.6318,0.834905,10.6131,2.56165,1.19264,3.75429,0.176946,-3.81163e-12,-0.0132136,0.281685,-58.7004,
Thu Sep 26 02:24:08 2019,7399462,1044.6,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5540,1234,0,28,26,0.134075,-0.138864,-9.55287,0.0148991,-0.0340552,0.0202203,-20.8406,33.5285,31.6318,0.804099,10.896,2.53996,1.13485,3.67481,0.176163,-3.91508e-12,-0.0135723,0.281685,-58.4394,
Thu Sep 26 02:24:08 2019,7409463,1044.6,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5540,1234,0,28,26,0.354342,-0.143652,-9.63427,0.0159634,-0.0212845,0.0223487,-20.8406,33.5285,31.6318,2.10635,11.1788,2.51482,1.07768,3.5925,0.175353,-4.05361e-12,-0.0140525,0.281685,-58.1692,
Thu Sep 26 02:24:08 2019,7419464,1044.6,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,28,28,0.263362,-0.0526724,-9.67736,0.0148991,-0.00957802,0.0234129,-20.8406,33.5285,31.6318,1.55888,11.4619,2.48852,1.0216,3.51013,0.174501,-4.25766e-12,-0.0147599,0.281685,-57.8853,
Thu Sep 26 02:24:08 2019,7429465,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,28,28,0.162806,-0.220267,-9.68215,0.00638535,0.00319267,0.0223487,-20.8406,33.5285,31.6318,0.96334,11.7447,2.46091,0.966137,3.42705,0.173623,-4.38835e-12,-0.015213,0.281685,-57.5928,
Thu Sep 26 02:24:08 2019,7439466,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5410,5556,1234,0,28,28,0.325611,-0.0622492,-9.76834,0.0042569,0.00744957,0.0244772,-20.8406,33.5285,31.6318,1.90915,12.03,2.43145,0.91407,3.34552,0.172737,-4.43098e-12,-0.0153607,0.281685,-57.2974,
Thu Sep 26 02:24:08 2019,7449467,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5410,5556,1234,0,28,28,0.196325,-0.0814029,-9.72525,0.00638535,0.0180918,0.0234129,-22.2656,34.2457,31.9775,1.15648,12.3134,2.40091,0.861228,3.26214,0.171809,-4.64132e-12,-0.0160899,0.281685,-56.9879,
Thu Sep 26 02:24:08 2019,7459468,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,0.105345,-0.11971,-9.57202,0.0117065,0.0319267,0.0255414,-22.2656,34.2457,31.9775,0.630544,12.5959,2.36849,0.808751,3.17724,0.170855,-4.76921e-12,-0.0165333,0.281685,-56.67,
Thu Sep 26 02:24:08 2019,7469469,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,0.167594,-0.0383072,-9.70131,0.00532112,0.0436332,0.0276698,-22.2656,34.2457,31.9775,0.989711,12.8791,2.3331,0.758264,3.09136,0.169878,-4.88451e-12,-0.016933,0.281685,-56.3444,
Thu Sep 26 02:24:08 2019,7479470,1043.26,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5532,1234,0,28,30,0.320823,-0.0957681,-9.69652,0.00957802,0.0500185,0.0223487,-22.2656,34.2457,31.9775,1.89502,13.1637,2.29615,0.710663,3.00682,0.168879,-4.99569e-12,-0.0173184,0.281685,-56.0113,
Thu Sep 26 02:24:08 2019,7489471,1042.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5532,1234,0,28,30,0.23942,-0.071826,-9.6199,0.0148991,0.0532112,0.0180918,-22.2656,34.2457,31.9775,1.42568,13.4493,2.25954,0.665299,2.92484,0.167855,-5.12192e-12,-0.017756,0.281685,-55.6699,
Thu Sep 26 02:24:08 2019,7499472,1042.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,28,28,0.244209,-0.100556,-9.52892,0.00957802,0.0638535,0.0159634,-22.2656,34.2457,31.9775,1.46806,13.7327,2.22337,0.619237,2.84261,0.166819,-5.17765e-12,-0.0179492,0.281685,-55.3247,
Thu Sep 26 02:24:08 2019,7509473,1042.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,28,28,0.244209,0,-9.57202,0.00957802,0.0702388,0.019156,-22.2656,34.2457,31.9775,1.46146,14.0174,2.18738,0.57592,2.7633,0.165766,-5.26766e-12,-0.0182612,0.281685,-54.9735,
Thu Sep 26 02:24:08 2019,7519474,1042.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5358,5550,1234,0,26,26,0.244209,-0.148441,-9.6199,0.00532112,0.0734315,0.0106422,-22.2656,34.2457,31.9775,1.45419,14.3029,2.15171,0.534984,2.68669,0.164686,-5.39995e-12,-0.0187198,0.281685,-54.6135,
Thu Sep 26 02:24:08 2019,7529475,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5358,5550,1234,0,26,26,0.263362,-0.0287304,-9.63427,0.00744957,0.0787526,0.00851379,-22.2656,34.2457,31.9775,1.56585,14.5879,2.11655,0.494925,2.61147,0.163605,-5.40052e-12,-0.0187218,0.281685,-54.2535,
Thu Sep 26 02:24:08 2019,7539476,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5548,1234,0,28,26,0.272939,-0.047884,-9.40442,0.0127707,0.080881,0.00957802,-22.2656,34.2457,31.9775,1.6624,14.8737,2.08228,0.457276,2.53955,0.162506,-5.49797e-12,-0.0190596,0.281685,-53.8869,
Thu Sep 26 02:24:08 2019,7549477,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5548,1234,0,28,26,0.268151,-0.114922,-9.65821,0.00638535,0.0862022,0.00744957,-22.2656,34.2457,31.9775,1.59035,15.1587,2.04918,0.420225,2.4694,0.16139,-5.57934e-12,-0.0193417,0.281685,-53.515,
Thu Sep 26 02:24:08 2019,7559478,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,28,26,0.234632,-0.177171,-9.65821,0.00638535,0.0862022,0.0042569,-22.2656,34.2457,31.9775,1.39164,15.4452,2.01704,0.386195,2.40324,0.160275,-5.57693e-12,-0.0193334,0.281685,-53.1432,
Thu Sep 26 02:24:08 2019,7569479,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,28,26,0.316035,-0.0909797,-9.64863,0.00532112,0.0872664,0.0106422,-22.2656,34.2457,31.9775,1.87602,15.7314,1.98592,0.353307,2.33923,0.159141,-5.66809e-12,-0.0196494,0.281685,-52.7653,
Thu Sep 26 02:24:08 2019,7579480,1041.88,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1234,0,28,28,0.35913,-0.158017,-9.65821,0.0106422,0.0862022,0.00638535,-22.2656,34.2457,31.9775,2.1295,16.0181,1.95681,0.322463,2.27927,0.157989,-5.75804e-12,-0.0199612,0.281685,-52.3815,
Thu Sep 26 02:24:08 2019,7589481,1042.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5380,5536,1234,0,28,28,0.387861,-0.0670376,-9.72046,0.0180918,0.0872664,0.0106422,-22.2656,34.2457,31.9775,2.28498,16.3043,1.93073,0.292441,2.22317,0.156831,-5.79088e-12,-0.0200751,0.281685,-51.9954,
Thu Sep 26 02:24:08 2019,7599482,1042.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1238,0,28,26,0.387861,-0.0909797,-9.56723,0.0180918,0.0840737,0.00638535,-22.2656,34.2457,31.9775,2.32153,16.5917,1.90809,0.265033,2.17313,0.155654,-5.88381e-12,-0.0203972,0.281685,-51.6031,
Thu Sep 26 02:24:08 2019,7609483,1042.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1238,0,28,26,0.392649,-0.124498,-9.69652,0.019156,0.0862022,0.0170276,-22.2656,34.2457,31.9775,2.31886,16.8776,1.8889,0.237495,2.1264,0.154472,-5.91122e-12,-0.0204922,0.281685,-51.2091,
Thu Sep 26 02:24:08 2019,7619484,1042.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,26,0.387861,-0.110133,-9.5816,0.0170276,0.080881,0.0148991,-22.2656,34.2457,31.9775,2.31806,17.1656,1.87297,0.213442,2.08641,0.153276,-5.98148e-12,-0.0207358,0.281685,-50.8103,
Thu Sep 26 02:24:08 2019,7629485,1043.05,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,26,0.488417,-0.148441,-9.66779,0.00744957,0.0744957,0.019156,-22.2656,34.2457,31.9775,2.89213,17.4539,1.86062,0.190921,2.05154,0.152079,-5.986e-12,-0.0207515,0.281685,-50.4112,
Thu Sep 26 02:24:08 2019,7639486,1043.05,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5410,5544,1234,0,28,28,0.454898,-0.0526724,-9.55765,0.0106422,0.0744957,0.0266056,-22.2656,34.2457,31.9775,2.72495,17.7404,1.8525,0.167842,2.02035,0.15087,-6.04534e-12,-0.0209572,0.281685,-50.0082,
Thu Sep 26 02:24:08 2019,7649487,1043.05,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5410,5544,1234,0,28,28,0.454898,-0.0430956,-9.6199,0.0106422,0.071303,0.0255414,-22.2656,34.2457,31.9775,2.70734,18.0278,1.84852,0.146964,1.99548,0.149656,-6.06628e-12,-0.0210298,0.281685,-49.6038,
Thu Sep 26 02:24:08 2019,7659488,1043.05,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,26,28,0.502782,-0.0143652,-9.49062,0.0138349,0.0649177,0.0244772,-22.2656,34.2457,31.9775,3.03251,18.3161,1.84843,0.128183,1.97662,0.148437,-6.09701e-12,-0.0211363,0.281685,-49.1973,
Thu Sep 26 02:24:08 2019,7669489,1043.05,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,26,28,0.445322,-0.0670376,-9.5816,0.0180918,0.061725,0.0266056,-22.2656,34.2457,31.9775,2.66101,18.6035,1.85217,0.109637,1.96181,0.14721,-6.13747e-12,-0.0212766,0.281685,-48.7882,
