Time,Strain
12.133,162.332
12.133,161.215
12.133,161.647
12.134,162.148
12.134,163.022
12.135,161.889
12.136,162.181
12.136,162.494
12.136,162.273
12.137,162.235
12.137,162.553
12.138,161.555
12.139,162.154
12.139,161.695
12.139,161.323
12.14,163.265
12.14,161.269
12.141,162.289
12.142,163.632
12.142,163.837
12.143,162.494
12.143,162.434
12.143,162.575
12.144,162.521
12.145,162.958
12.145,162.051
12.146,162.219
12.146,162.855
12.146,162.359
12.147,162.51
12.148,162.197
12.148,161.722
12.149,161.868
12.149,162.343
12.149,161.183
12.15,161.889
12.15,161.652
12.151,162.213
12.152,162.159
12.152,162.629
12.152,162.343
12.153,161.447
12.153,162.925
12.154,163.368
12.155,162.952
12.155,162.175
12.155,163.351
12.156,162.1
12.156,164.662
12.157,163.066
12.158,161.609
12.158,163.066
12.159,162.402
12.159,163.815
12.159,163.691
12.16,164.188
12.161,162.758
12.161,163.157
12.162,162.548
12.162,163.751
12.162,163.497
12.163,163.109
12.164,163.486
12.164,163.956
12.165,163.513
12.165,162.747
12.165,163.2
12.166,162.558
12.166,163.109
12.167,162.602
12.168,163.664
12.168,164.339
12.168,163.297
12.169,163.163
12.169,164.015
12.17,163.648
12.171,164.301
12.171,163.88
12.171,164.252
12.172,163.826
12.172,163.643
12.173,164.107
12.174,164.322
12.174,163.087
12.175,164.155
12.175,164.215
12.175,164.333
12.176,164.344
12.177,163.977
12.177,164.371
12.178,163.087
12.178,163.95
12.178,164.625
12.179,164.161
12.18,165.223
12.18,165.191
12.181,164.857
12.181,164.824
12.181,163.794
12.182,164.139
12.182,164.49
12.183,164.02
12.184,165.294
12.184,164.085
12.184,164.517
12.185,165.364
12.185,164.074
12.186,163.875
12.187,164.711
12.187,164.285
12.187,165.229
12.188,165.547
12.188,164.193
12.189,165.218
12.19,164.501
12.19,165.094
12.191,165.331
12.191,164.954
12.191,165.747
12.192,166.453
12.193,164.511
12.193,164.857
12.194,164.7
12.194,164.571
12.194,165.407
12.195,164.905
12.195,165.148
12.196,165.957
12.197,164.765
12.197,165.801
12.197,165.072
12.198,164.085
12.198,164.657
12.199,165.844
12.2,165.784
12.2,165.569
12.2,165.008
12.201,164.328
12.201,164.447
12.202,165.121
12.203,165.623
12.203,165.072
12.204,165.299
12.204,165.677
12.204,164.84
12.205,165.374
12.206,164.77
12.206,164.538
12.207,166.211
12.207,165.218
12.207,165.66
12.208,165.898
12.209,165.612
12.209,165.045
12.21,165.784
12.21,165.223
12.21,166.092
12.211,165.612
12.211,165.488
12.212,164.9
12.213,166.383
12.213,165.801
12.213,166.594
12.214,167.106
12.214,166.006
12.215,164.9
12.216,165.563
12.216,166.324
12.216,165.342
12.217,166.178
12.217,165.844
12.218,165.898
12.219,165.979
12.219,165.79
12.22,165.849
12.22,165.65
12.22,166.766
12.221,166.669
12.222,166.518
12.222,166.977
12.223,165.887
12.223,166.885
12.223,167.058
12.224,166.227
12.225,165.461
12.225,166.443
12.226,166.588
12.226,166.205
12.226,166.453
12.227,167.133
12.227,166.081
12.228,167.538
12.229,167.063
12.229,166.55
12.229,167.694
12.23,167.09
12.23,166.907
12.231,167.133
12.232,166.146
12.232,165.369
12.232,167.888
12.233,166.874
12.233,166.345
12.234,166.923
12.235,166.809
12.235,166.55
12.236,166.588
12.236,167.29
12.236,166.702
12.237,167.241
12.238,166.604
12.238,167.549
12.239,167.203
12.239,166.987
12.239,167.317
12.24,167.311
12.241,167.192
12.241,165.882
12.242,167.57
12.242,167.915
12.242,167.592
12.243,167.327
12.243,167.451
12.244,168.217
12.245,168.039
12.245,166.675
12.245,168.342
12.246,168.374
12.246,167.165
12.247,167.678
12.248,167.948
12.248,166.998
12.248,167.414
12.249,167.915
12.249,168.045
12.25,168.002
12.251,167.894
12.251,168.552
12.252,167.608
12.252,168.05
12.252,167.7
12.253,167.683
12.254,167.317
12.254,167.279
12.255,167.71
12.255,167.64
12.255,167.732
12.256,168.12
12.257,168.266
12.257,167.764
12.258,166.853
12.258,168.207
12.258,167.468
12.259,169.226
12.259,169.086
12.26,167.851
12.261,167.64
12.261,168.795
12.261,167.98
12.262,167.694
12.262,168.029
12.263,168.271
12.264,168.503
12.264,168.552
12.264,168.32
12.265,167.996
12.265,168.417
12.266,167.926
12.267,167.473
12.267,168.369
12.268,168.59
12.268,168.19
12.268,169.075
12.269,168.703
12.27,168.978
12.27,169.35
12.271,168.428
12.271,168.611
12.271,167.926
12.272,167.543
12.273,168.649
12.273,168.53
12.274,170.057
12.274,168.174
12.274,169.086
12.275,168.805
12.275,168.25
12.276,167.932
12.277,169.032
12.277,168.536
12.277,169.156
12.278,169.96
12.278,169.032
12.279,168.832
12.28,168.509
12.28,168.811
12.28,169.356
12.281,168.843
12.281,168.53
12.282,169.394
12.283,168.627
12.283,168.881
12.284,168.681
12.284,167.77
12.284,169.777
12.285,168.466
12.286,169.081
12.286,170.122
12.287,168.66
12.287,169.124
12.287,168.735
12.288,169.35
12.288,169.41
12.289,168.773
12.29,170.127
12.29,171.06
12.29,169.437
12.291,168.897
12.291,169.998
12.292,169.83
12.293,170.402
12.293,169.911
12.293,170.278
12.294,169.857
12.294,170.386
12.295,168.951
12.296,170.392
12.296,170.888
12.296,170.294
12.297,170.235
12.297,170.624
12.298,169.55
12.299,169.901
12.299,170.963
12.3,169.825
12.3,169.42
12.3,170.084
12.301,169.847
12.302,170.775
12.302,170.181
12.303,170.116
12.303,169.944
12.303,170.37
12.304,170.58
12.305,170.095
12.305,170.429
12.306,170.014
12.306,169.938
12.306,171.055
12.307,171.519
12.307,169.755
12.308,170.597
12.309,170.24
12.309,170.64
12.309,171.001
12.31,171.395
12.31,171.152
12.311,170.392
12.312,170.71
12.312,171.104
12.312,170.127
12.313,170.785
12.313,169.998
12.314,170.143
12.315,171.26
12.315,169.269
12.316,170.699
12.316,171.282
12.316,170.796
12.317,169.76
12.318,170.181
12.318,171.325
12.319,170.122
12.319,170.44
12.319,170.365
12.32,169.938
12.32,170.208
12.321,171.519
12.322,170.618
12.322,170.958
12.322,169.777
12.323,170.192
12.323,172.237
12.324,170.413
12.325,170.645
12.325,171.276
12.325,170.942
12.326,171.282
12.326,171.12
12.327,170.591
12.328,170.758
12.328,171.012
12.329,169.647
12.329,171.438
12.329,171.649
12.33,171.319
12.331,171.379
12.331,171.951
12.332,171.152
12.332,170.85
12.332,171.821
12.333,170.942
12.334,170.278
12.334,171.487
12.335,171.336
12.335,171.341
12.335,170.802
12.336,170.516
12.337,172.139
12.337,171.983
12.338,171.46
12.338,172.382
12.338,171.406
12.339,171.422
12.339,171.363
12.34,172.781
12.341,172.075
12.341,172.927
12.341,171.994
12.342,171.638
12.342,172.247
12.343,172.442
12.344,172.037
12.344,171.487
12.345,171.837
12.345,172.328
12.345,172.15
12.346,172.727
12.347,172.053
12.347,172.188
12.348,171.789
12.348,171.87
12.348,171.789
12.349,172.997
12.35,172.814
12.35,171.999
12.351,172.803
12.351,172.15
12.351,172.479
12.352,172.571
12.352,172.603
12.353,172.798
12.354,172.781
12.354,172.35
12.354,172.857
12.355,172.307
12.355,173.758
12.356,171.783
12.357,172.657
12.357,173.316
12.357,172.404
12.358,173.564
12.358,172.706
12.359,172.544
12.36,173.062
12.36,173.229
12.361,172.603
12.361,172.593
12.361,173.154
12.362,172.237
12.363,173.461
12.363,173.294
12.364,173.208
12.364,173.467
12.364,172.835
12.365,172.452
12.366,173.623
12.366,174.049
12.367,172.183
12.367,173.618
12.367,172.684
12.368,173.472
12.368,172.717
12.369,172.749
12.37,173.45
12.37,173.38
12.37,173.067
12.371,173.968
12.371,173.531
12.372,173.326
12.373,172.609
12.373,173.229
12.373,174.028
12.374,173.839
12.374,172.652
12.375,173.914
12.376,174.082
12.376,173.159
12.377,174.038
12.377,173.85
12.377,173.305
12.378,173.623
12.379,174.664
12.379,173.591
12.38,173.148
12.38,174.195
12.38,173.38
12.381,174.761
12.382,173.229
12.382,173.726
12.383,175.166
12.383,173.995
12.383,172.852
12.384,174.465
12.384,173.294
12.385,173.844
12.386,173.979
12.386,173.175
12.386,173.601
12.387,173.731
12.387,173.742
12.388,173.866
12.389,173.553
12.389,172.943
12.389,173.342
12.39,175.139
12.39,173.175
12.391,173.693
12.392,174.67
12.392,174.055
12.393,174.939
12.393,174.233
12.393,174.583
12.394,173.844
12.395,173.833
12.395,174.411
12.396,174.616
12.396,174.465
12.396,173.925
12.397,174.13
12.398,174.826
12.398,173.99
12.399,173.634
12.399,175.479
12.399,174.616
12.4,173.666
12.4,175.193
12.401,173.995
12.402,174.637
12.402,174.794
12.402,174.405
12.403,174.88
12.403,174.848
12.404,174.74
12.405,174.831
12.405,174.745
12.405,174.761
12.406,174.454
12.406,175.371
12.407,175.495
12.408,174.697
12.408,175.225
12.409,174.324
12.409,174.599
12.409,174.659
12.41,175.225
12.411,174.993
12.411,175.517
12.412,174.81
12.412,174.961
12.412,175.522
12.413,174.551
12.414,175.409
12.414,174.815
12.415,174.659
12.415,174.993
12.415,175.743
12.416,175.571
12.416,175.09
12.417,175.036
12.418,174.297
12.418,174.923
12.418,174.81
12.419,175.274
12.419,175.97
12.42,174.794
12.421,175.77
12.421,175.921
12.421,175.436
12.422,175.786
12.422,174.594
12.423,175.981
12.424,176.461
12.424,175.053
12.425,175.614
12.425,175.301
12.425,176.385
12.426,174.68
12.427,174.912
12.427,176.25
12.428,176.115
12.428,175.285
12.428,175.366
12.429,175.803
12.43,175.711
12.43,175.328
12.431,176.018
12.431,175.819
12.431,175.15
12.432,175.231
12.432,176.774
12.433,175.792
12.434,175.705
12.434,175.047
12.434,176.169
12.435,176.034
12.435,176.126
12.436,175.932
12.437,175.916
12.437,176.428
12.437,175.954
12.438,174.702
12.438,176.461
12.439,175.598
12.44,176.337
12.44,177.928
12.441,175.91
12.441,176.013
12.441,176.73
12.442,176.061
12.443,176.444
12.443,174.891
12.444,176.008
12.444,176.79
12.444,176.342
12.445,175.544
12.445,176.32
12.446,176.029
12.447,175.862
12.447,175.846
12.447,176.811
12.448,175.722
12.448,175.403
12.449,177.281
12.45,176.574
12.45,175.781
12.45,176.606
12.451,176.358
12.451,176.202
12.452,175.867
12.453,176.444
12.453,176.191
12.454,176.871
12.454,176.504
12.454,176.299
12.455,176.121
12.456,176.11
12.456,176.552
12.457,176.887
12.457,177.944
12.457,176.941
12.458,177.286
12.459,177.496
12.459,176.752
12.46,177.653
12.46,176.752
12.46,177.723
12.461,177.653
12.462,177.194
12.462,177.642
12.463,177.405
12.463,177.664
12.463,177.491
12.464,178.025
12.464,178.624
12.465,176.676
12.466,177.351
12.466,178.597
12.466,176.66
12.467,176.822
12.467,176.606
12.468,177.642
12.469,177.173
12.469,178.36
12.47,178.047
12.47,178.435
12.47,178.182
12.471,177.367
12.472,177.275
12.472,177.13
12.473,176.871
12.473,177.459
12.473,178.964
12.474,177.275
12.475,177.896
12.475,177.874
12.476,177.874
12.476,178.343
12.476,178.29
12.477,178.149
12.477,177.502
12.478,178.597
12.479,177.874
12.479,178.23
12.479,178.613
12.48,179.099
12.48,178.354
12.481,178.473
12.482,177.874
12.482,178.063
12.482,179.838
12.483,178.689
12.483,177.475
12.484,179.449
12.485,178.619
12.485,178.43
12.486,177.637
12.486,178.845
12.486,178.484
12.487,177.971
12.488,178.91
12.488,178.495
12.489,178.457
12.489,178.78
12.489,179.126
12.49,178.845
12.491,179.471
12.491,178.635
12.492,179.077
12.492,178.478
12.492,178.241
12.493,178.856
12.493,178.365
12.494,178.128
12.495,178.306
12.495,178.651
12.495,177.998
12.496,178.43
12.496,179.482
12.497,180
12.498,179.449
12.498,178.543
12.498,179.444
12.499,178.381
12.499,179.228
12.5,178.834
12.501,179.19
12.501,178.575
12.502,179.395
12.502,178.829
12.502,178.948
12.503,178.484
12.504,179.935
12.504,178.797
12.505,179.342
12.505,179.185
12.505,178.678
12.506,178.932
12.507,179.779
12.507,179.698
12.508,178.721
12.508,179.142
12.508,179.185
12.509,179.757
12.509,178.209
12.51,179.638
12.511,179.18
12.511,179.757
12.511,179.654
12.512,179.746
12.512,179.638
12.513,179.687
12.514,179.374
12.514,179.654
12.514,181.009
12.515,178.851
12.515,179.762
12.516,181.462
12.517,178.872
12.517,179.87
12.518,179.6
12.518,179.681
12.518,181.553
12.519,180
12.52,181.127
12.52,180.264
12.521,179.859
12.521,180.367
12.521,180.404
12.522,179.989
12.523,180.723
12.523,180.145
12.524,181.44
12.524,180.264
12.524,180.383
12.525,180.41
12.525,179.757
12.526,179.638
12.527,180.917
12.527,180.431
12.527,179.935
12.528,181.419
12.528,180.928
12.529,180.798
12.53,180.323
12.53,180.777
12.53,181.381
12.531,181.17
12.531,181.494
12.532,180.69
12.533,180.868
12.533,181.58
12.534,180.242
12.534,180.717
12.534,181.273
12.535,180.172
12.536,181.036
12.536,182.125
12.537,180.814
12.537,181.203
12.537,180.782
12.538,180.669
12.538,181.181
12.539,181.03
12.54,180.944
12.54,181.651
12.54,181.133
12.541,180.302
12.541,182.168
12.542,181.543
12.543,181.677
12.543,181.041
12.543,180.857
12.544,180.831
12.544,181.062
12.545,181.683
12.546,181.78
12.546,181.17
12.546,181.133
12.547,182.206
12.547,182.336
12.548,181.386
12.549,180.496
12.549,181.704
12.55,181.931
12.55,181.311
12.55,181.634
12.551,182.05
12.552,181.812
12.552,181.629
12.553,182.395
12.553,180.825
12.553,181.737
12.554,180.561
12.555,182.05
12.555,181.548
12.556,181.316
12.556,181.451
12.556,181.721
12.557,182.163
12.557,181.386
12.558,181.931
12.559,182.584
12.559,181.694
12.559,181.796
12.56,181.575
12.56,182.26
12.561,181.467
12.562,181.78
12.562,182.179
12.562,182.012
12.563,182.368
12.563,181.203
12.564,181.899
12.565,182.783
12.565,181.613
12.566,181.036
12.566,182.044
12.566,181.947
12.567,182.007
12.568,182.319
12.568,181.818
12.569,181.354
12.569,181.489
12.569,181.737
12.57,181.856
12.57,182.319
12.571,182.438
12.572,181.974
12.572,181.413
12.572,182.039
12.573,182.384
12.573,182.649
12.574,182.233
12.575,182.406
12.575,181.856
12.575,182.449
12.576,183.069
12.576,182.87
12.577,182.994
12.578,182.589
12.578,182.665
12.579,182.649
12.579,182.73
12.579,182.659
12.58,183.334
12.581,182.546
12.581,183.76
12.582,181.856
12.582,181.57
12.582,183.388
12.583,183.663
12.584,183.091
12.584,182.303
12.585,182.616
12.585,183.539
12.585,182.476
12.586,182.74
12.587,183.657
12.587,183.247
12.588,182.271
12.588,183.463
12.588,183.684
12.589,183.382
12.589,182.719
12.59,183.156
12.591,184.138
12.591,182.972
12.591,183.906
12.592,183.113
12.592,183.166
12.593,184.235
12.594,184.391
12.594,183.744
12.595,183.787
12.595,183.145
12.595,183.539
12.596,184.359
12.597,184.326
12.597,184.348
12.598,183.566
12.598,183.452
12.598,182.945
12.599,184.316
12.6,183.771
12.6,183.674
12.601,184.623
12.601,184.197
12.601,185.114
12.602,184.726
12.602,184.569
12.603,184.477
12.604,184.38
12.604,184.272
12.604,184.008
12.605,184.046
12.605,183.819
12.606,183.744
12.607,184.321
12.607,184.726
12.607,184.424
12.608,183.819
12.608,184.812
12.609,184.887
12.61,184.666
12.61,184.871
12.611,184.909
12.611,184.521
12.611,184.871
12.612,185.384
12.613,184.763
12.613,185.449
12.614,184.65
12.614,183.76
12.614,185.109
12.615,184.37
12.616,184.186
12.616,185.076
12.617,184.58
12.617,184.224
12.617,184.704
12.618,184.326
12.619,184.402
12.619,185.195
12.62,185.486
12.62,184.202
12.62,184.413
12.621,184.677
12.621,184.699
12.622,185.492
12.623,183.916
12.623,185.535
12.623,185.529
12.624,185.087
12.624,184.316
12.625,185.783
12.626,184.866
12.626,184.634
12.627,184.499
12.627,184.812
12.627,184.397
12.628,185.832
12.629,185.238
12.629,184.634
12.63,184.931
12.63,185.087
12.63,184.817
12.631,185.319
12.632,185.082
12.632,184.85
12.633,185.141
12.633,185.179
12.633,185.459
12.634,185.535
12.634,185.654
12.635,184.85
12.636,185.103
12.636,185.324
12.636,185.119
12.637,185.324
12.637,185.923
12.638,185.465
12.639,185.562
12.639,185.141
12.639,185.238
12.64,186.711
12.64,185.864
12.641,185.886
12.642,185.2
12.642,185.945
12.643,185.249
12.643,185.875
12.643,186.393
12.644,185.195
12.645,187.11
12.645,186.285
12.646,185.179
12.646,185.799
12.646,184.963
12.647,185.648
12.648,186.862
12.648,186.101
12.649,184.952
12.649,186.037
12.649,185.956
12.65,185.67
12.65,186.511
12.651,185.988
12.652,186.889
12.652,186.43
12.652,185.896
12.653,186.296
12.653,186.317
12.654,186.635
12.655,185.643
12.655,185.637
12.655,185.19
12.656,185.378
12.656,186.657
12.657,186.97
12.658,185.923
12.658,186.673
12.659,187.531
12.659,187.197
12.659,186.528
12.66,186.857
12.661,186.42
12.661,187.002
12.662,186.873
12.662,186.997
12.662,186.765
12.663,187.245
12.663,186.549
12.664,185.745
12.665,187.105
12.665,186.662
12.665,186.425
12.666,187.229
12.666,186.193
12.667,185.654
12.668,186.727
12.668,185.799
12.668,186.236
12.669,186.533
12.669,186.835
12.67,186.614
12.671,185.788
12.671,187.574
12.671,186.468
12.672,186.43
12.672,186.323
12.673,186.43
12.674,187.553
12.674,186.193
12.675,186.679
12.675,187.272
12.675,187.563
12.676,186.684
12.677,187.914
12.677,187.288
12.678,186.884
12.678,187.418
12.678,187.558
12.679,186.77
12.68,187.186
12.68,187.234
12.681,187.164
12.681,187.207
12.681,187.197
12.682,186.182
12.682,187.213
12.683,186.581
12.684,186.317
