today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2], pitch1
Mon Feb  5 11:25:14 2018,25075422,744.346,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,16,1208,0,16,58,-0.0047884,0.244209,-10.252,0.0042569,-0.0180918,0.00532112,-29.5576,23.0672,43.432,0.0267536,
Mon Feb  5 11:25:14 2018,25085423,744.346,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,16,60,0.0287304,0.181959,-10.3477,0.00212845,-0.0138349,0.00851379,-29.5576,23.0672,43.432,-0.159056,
Mon Feb  5 11:25:14 2018,25095424,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,16,60,0.153229,0.110133,-10.2424,0.0042569,-0.0138349,0.00851379,-29.5576,23.0672,43.432,-0.857046,
Mon Feb  5 11:25:14 2018,25105425,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1204,0,16,58,0.0766145,0.158017,-10.2663,0.00319267,-0.0170276,0.00638535,-29.5576,23.0672,43.432,-0.427522,
Mon Feb  5 11:25:14 2018,25115426,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1204,0,16,58,0.0670376,0.167594,-10.1897,0.00532112,-0.0202203,0.00957802,-29.5576,23.0672,43.432,-0.37689,
Mon Feb  5 11:25:14 2018,25125427,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1208,0,66,26,0.143652,0.0670376,-10.3956,0.00319267,-0.0117065,0.00957802,-29.5576,23.0672,43.432,-0.791676,
Mon Feb  5 11:25:14 2018,25135428,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1208,0,66,26,0.105345,0.253785,-10.3382,0.00532112,-0.0202203,0.00957802,-29.5576,23.0672,43.432,-0.583642,
Mon Feb  5 11:25:14 2018,25145429,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,-0.0047884,0.201113,-10.1418,-0.00106422,-0.0159634,0.00638535,-29.5576,23.0672,43.432,0.0270465,
Mon Feb  5 11:25:14 2018,25155430,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.0526724,0.21069,-10.3382,0.00532112,-0.0148991,0.00851379,-29.5576,23.0672,43.432,-0.291856,
Mon Feb  5 11:25:14 2018,25165431,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,8,1202,0,16,58,-0.023942,0.23942,-10.094,0.00319267,-0.0170276,0.00851379,-29.5576,23.0672,43.432,0.135862,
Mon Feb  5 11:25:14 2018,25175432,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,8,1202,0,16,58,0.100556,0.167594,-10.2855,-0.00106422,-0.0117065,0.00744957,-29.5576,23.0672,43.432,-0.560062,
Mon Feb  5 11:25:14 2018,25185433,742.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1212,0,66,58,0.100556,0.196325,-10.2855,-0.00106422,-0.0159634,0.00638535,-29.5576,23.0672,47.093,-0.560034,
Mon Feb  5 11:25:14 2018,25195434,742.869,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1212,0,66,58,0.071826,0.205901,-10.3142,0.00212845,-0.0148991,0.00532112,-29.5576,23.0672,47.093,-0.39891,
Mon Feb  5 11:25:14 2018,25205435,742.869,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1210,0,16,58,0.105345,0.129287,-10.3238,0.00319267,-0.0159634,0.0106422,-29.5576,23.0672,47.093,-0.584585,
Mon Feb  5 11:25:14 2018,25215436,742.869,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1210,0,16,58,0.0766145,0.0622492,-10.137,0.00212845,-0.0148991,0.00957802,-29.5576,23.0672,47.093,-0.433017,
Mon Feb  5 11:25:14 2018,25225437,742.869,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1210,0,66,58,0.0670376,0.177171,-10.1945,0.00638535,-0.0148991,0.00638535,-29.5576,23.0672,47.093,-0.376707,
Mon Feb  5 11:25:14 2018,25235540,742.869,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1210,0,66,58,0.124498,0.148441,-10.319,0.0042569,-0.0180918,0.00744957,-29.5576,23.0672,47.093,-0.691167,
Mon Feb  5 11:25:14 2018,25245541,743.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,66,24,0.0430956,0.138864,-10.2472,-0.00106422,-0.0212845,0.0106422,-29.5576,23.0672,47.093,-0.24094,
Mon Feb  5 11:25:14 2018,25255543,743.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,66,24,-0.0047884,0.162806,-10.2903,0.00106422,-0.0117065,0.00744957,-29.5576,23.0672,47.093,0.0266583,
Mon Feb  5 11:25:14 2018,25265544,743.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1208,0,16,58,0.0143652,0.268151,-10.2951,0.00106422,-0.0202203,0.0127707,-29.5576,23.0672,47.093,-0.0799204,
Mon Feb  5 11:25:14 2018,25275545,743.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1208,0,16,58,0.0430956,0.196325,-10.1179,0.0042569,-0.0127707,0.0106422,-29.5576,23.0672,47.093,-0.243995,
Mon Feb  5 11:25:14 2018,25285546,743.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,16,60,0.110133,0.148441,-10.3094,-0.00106422,-0.0148991,0.00744957,-29.5576,23.0672,47.093,-0.611991,
Mon Feb  5 11:25:14 2018,25295549,745.328,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,16,60,0.158017,0.129287,-10.2568,0.00532112,-0.0202203,0.00957802,-29.5576,23.0672,47.093,-0.882568,
Mon Feb  5 11:25:14 2018,25305550,745.328,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1204,0,66,24,0.105345,0.220267,-10.2041,-0.00212845,-0.0127707,0.00532112,-29.5576,23.0672,47.093,-0.591351,
Mon Feb  5 11:25:14 2018,25315551,745.328,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1204,0,66,24,0.100556,0.177171,-10.3669,0.00532112,-0.0138349,0.00851379,-29.5576,23.0672,47.093,-0.555657,
Mon Feb  5 11:25:14 2018,25325552,745.328,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1210,0,62,24,0.100556,0.201113,-10.1801,-0.00319267,-0.0170276,0.0117065,-29.5576,23.0672,47.093,-0.565822,
Mon Feb  5 11:25:14 2018,25335553,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1210,0,62,24,0.0670376,0.263362,-10.3669,0.00106422,-0.0127707,0.00744957,-29.5576,23.0672,47.093,-0.370379,
Mon Feb  5 11:25:14 2018,25345554,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1204,0,16,24,0.0909797,0.215478,-10.3142,0.00212845,-0.0180918,0.00957802,-29.5576,23.0672,47.093,-0.505271,
Mon Feb  5 11:25:14 2018,25355555,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1204,0,16,24,0.0574608,0.172383,-10.2328,0.00319267,-0.0170276,0.00744957,-29.5576,23.0672,47.093,-0.321687,
Mon Feb  5 11:25:14 2018,25365556,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,16,24,0.0430956,0.162806,-10.1945,0.00106422,-0.0170276,0.00532112,-29.5576,23.0672,47.093,-0.242176,
Mon Feb  5 11:25:14 2018,25375557,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,16,24,0.0670376,0.167594,-10.2185,0.00319267,-0.0159634,0.00744957,-29.5576,23.0672,47.093,-0.37583,
Mon Feb  5 11:25:14 2018,25385558,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1210,0,16,62,0.0957681,0.225055,-10.2759,0.00638535,-0.019156,0.00851379,-29.5576,23.0672,47.093,-0.533834,
Mon Feb  5 11:25:14 2018,25395559,741.87,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1210,0,16,62,0.124498,0.153229,-10.3717,0,-0.0106422,0.00744957,-29.5576,23.0672,47.093,-0.687653,
Mon Feb  5 11:25:14 2018,25405560,741.87,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,18,1210,0,62,60,-0.0047884,0.138864,-10.2807,0.00532112,-0.0170276,0.0117065,-29.5576,23.0672,47.093,0.026684,
Mon Feb  5 11:25:14 2018,25415561,741.87,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,18,1210,0,62,60,0.0574608,0.167594,-10.2759,0,-0.0117065,0.0106422,-29.5576,23.0672,47.093,-0.320341,
Mon Feb  5 11:25:14 2018,25425562,741.87,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1208,0,62,24,0.153229,0.244209,-10.1658,0.00212845,-0.0170276,0.0117065,-29.5576,23.0672,47.093,-0.863305,
Mon Feb  5 11:25:14 2018,25435563,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1208,0,62,24,0.148441,0.229843,-10.319,0.00212845,-0.019156,0.00957802,-28.6934,21.5063,46.2609,-0.823947,
Mon Feb  5 11:25:14 2018,25445564,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1210,0,16,60,0.105345,0.215478,-10.3525,0,-0.0180918,0.00851379,-28.6934,21.5063,46.2609,-0.582882,
Mon Feb  5 11:25:14 2018,25455565,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1210,0,16,60,0.0574608,0.258574,-10.2711,0.00106422,-0.0138349,0.00744957,-28.6934,21.5063,46.2609,-0.320431,
Mon Feb  5 11:25:14 2018,25465566,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,14,1208,0,16,58,0.0957681,0.143652,-10.319,0.00638535,-0.0180918,0.00532112,-28.6934,21.5063,46.2609,-0.531681,
Mon Feb  5 11:25:14 2018,25475567,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,14,1208,0,16,58,0.023942,0.11971,-10.1754,0.0042569,-0.0148991,0.0127707,-28.6934,21.5063,46.2609,-0.134804,
Mon Feb  5 11:25:14 2018,25485568,745.389,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1202,0,64,60,0.0957681,0.129287,-10.2903,0,-0.0148991,0.0106422,-28.6934,21.5063,46.2609,-0.533175,
Mon Feb  5 11:25:14 2018,25495569,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1202,0,64,60,0.0814029,0.11971,-10.4387,0.00319267,-0.0159634,0.00957802,-28.6934,21.5063,46.2609,-0.446764,
Mon Feb  5 11:25:14 2018,25505570,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.0957681,0.138864,-10.2999,0.00319267,-0.0127707,0.00957802,-28.6934,21.5063,46.2609,-0.532672,
Mon Feb  5 11:25:14 2018,25515571,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.167594,0.196325,-10.2807,0.00638535,-0.0170276,0.00744957,-28.6934,21.5063,46.2609,-0.933772,
Mon Feb  5 11:25:14 2018,25525572,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1208,0,66,24,0.0191536,0.311246,-10.2711,0.00638535,-0.0212845,0.00957802,-28.6934,21.5063,46.2609,-0.106796,
Mon Feb  5 11:25:14 2018,25535573,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1208,0,66,24,0.0766145,0.158017,-10.3765,0.00106422,-0.0148991,0.0106422,-28.6934,21.5063,46.2609,-0.422985,
Mon Feb  5 11:25:14 2018,25545574,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,62,24,0.0526724,0.105345,-10.2137,0.00319267,-0.0159634,0.00638535,-28.6934,21.5063,46.2609,-0.295459,
Mon Feb  5 11:25:14 2018,25555575,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,62,24,0.0670376,0.143652,-10.3477,0.00106422,-0.0127707,0.00851379,-28.6934,21.5063,46.2609,-0.371149,
Mon Feb  5 11:25:14 2018,25565576,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,16,1208,0,60,62,0.0430956,0.191536,-10.1993,0.00638535,-0.019156,0.00957802,-28.6934,21.5063,46.2609,-0.242051,
Mon Feb  5 11:25:14 2018,25575577,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,16,1208,0,60,62,0.0191536,0.153229,-10.2424,0.0042569,-0.0148991,0.0117065,-28.6934,21.5063,46.2609,-0.107133,
Mon Feb  5 11:25:14 2018,25585578,742,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1202,0,16,60,0.0574608,0.196325,-10.3094,0.0042569,-0.0159634,0.00851379,-28.6934,21.5063,46.2609,-0.319284,
Mon Feb  5 11:25:14 2018,25595579,746.058,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1202,0,16,60,0.0526724,0.272939,-10.2711,0.00744957,-0.0148991,0.0106422,-28.6934,21.5063,46.2609,-0.293718,
Mon Feb  5 11:25:14 2018,25605580,746.058,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1204,0,16,58,0.0766145,0.248997,-10.1706,0.00851379,-0.00744957,0.0106422,-28.6934,21.5063,46.2609,-0.431469,
Mon Feb  5 11:25:14 2018,25615581,746.058,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1204,0,16,58,0.105345,0.196325,-10.2615,0.00744957,-0.0202203,0.00851379,-28.6934,21.5063,46.2609,-0.588069,
Mon Feb  5 11:25:14 2018,25625582,746.058,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,62,24,0.071826,0.181959,-10.2137,0.0042569,-0.0159634,0.0148991,-28.6934,21.5063,46.2609,-0.402853,
Mon Feb  5 11:25:14 2018,25635583,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,62,24,0.0574608,0.162806,-10.3142,-0.00106422,-0.0170276,0.0117065,-28.6934,21.5063,46.2609,-0.319154,
Mon Feb  5 11:25:14 2018,25645584,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,24,0.0670376,0.234632,-10.1706,0.00106422,-0.0170276,0.00957802,-28.6934,21.5063,46.2609,-0.37755,
Mon Feb  5 11:25:14 2018,25655585,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,24,0.0526724,0.114922,-10.2999,0.00532112,-0.0138349,0.00532112,-28.6934,21.5063,46.2609,-0.292984,
Mon Feb  5 11:25:14 2018,25665586,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,62,24,0.100556,0.162806,-10.3238,0.00106422,-0.0170276,0.00638535,-28.6934,21.5063,46.2609,-0.557989,
Mon Feb  5 11:25:14 2018,25675587,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,62,24,0.0143652,0.181959,-10.2759,0.0042569,-0.0159634,0.00957802,-28.6934,21.5063,46.2609,-0.080084,
Mon Feb  5 11:25:14 2018,25685588,746.744,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4824,16,1196,0,16,62,0.124498,0.292093,-10.3621,0.00319267,-0.0170276,0.00957802,-29.9033,23.0672,48.4242,-0.68809,
Mon Feb  5 11:25:14 2018,25695589,744.051,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4824,16,1196,0,16,62,0.138864,0.215478,-10.252,-0.00106422,-0.0159634,0.00851379,-29.9033,23.0672,48.4242,-0.775857,
Mon Feb  5 11:25:14 2018,25705590,744.051,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4840,14,1192,0,62,24,0.0670376,0.177171,-10.319,0.00212845,-0.0170276,0.00638535,-29.9033,23.0672,48.4242,-0.372163,
Mon Feb  5 11:25:14 2018,25715591,744.051,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4840,14,1192,0,62,24,0.0335188,0.191536,-10.2472,-0.00106422,-0.0159634,0.00638535,-29.9033,23.0672,48.4242,-0.187383,
Mon Feb  5 11:25:14 2018,25725592,744.051,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,14,1202,0,62,24,0.0957681,0.220267,-10.2568,0.00319267,-0.0127707,0.0117065,-29.9033,23.0672,48.4242,-0.534836,
Mon Feb  5 11:25:14 2018,25735593,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,14,1202,0,62,24,0.0622492,0.186748,-10.1658,0.00638535,-0.0170276,0.00744957,-29.9033,23.0672,48.4242,-0.350782,
Mon Feb  5 11:25:14 2018,25745594,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1194,0,62,24,0.177171,0.153229,-10.1754,0.00212845,-0.0127707,0.0042569,-29.9033,23.0672,48.4242,-0.997407,
Mon Feb  5 11:25:14 2018,25755595,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1194,0,62,24,-0.0047884,0.220267,-10.1754,0.00532112,-0.0170276,0.0117065,-29.9033,23.0672,48.4242,0.0269564,
Mon Feb  5 11:25:14 2018,25765596,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,62,0.134075,0.172383,-10.3525,-0.00106422,-0.0127707,0.0117065,-29.9033,23.0672,48.4242,-0.741892,
Mon Feb  5 11:25:14 2018,25775597,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,62,0.124498,0.186748,-10.1658,0.00319267,-0.0170276,0.00851379,-29.9033,23.0672,48.4242,-0.701538,
Mon Feb  5 11:25:14 2018,25785598,743.99,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,16,1192,0,62,62,0.0766145,0.248997,-10.2903,0,-0.0159634,0.00957802,-29.9033,23.0672,48.4242,-0.426453,
Mon Feb  5 11:25:14 2018,25795599,742.035,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,16,1192,0,62,62,0.0287304,0.215478,-10.2328,0.00106422,-0.0159634,0.00532112,-29.9033,23.0672,48.4242,-0.160832,
Mon Feb  5 11:25:14 2018,25805600,742.035,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1192,0,62,62,0.134075,0.205901,-10.3765,0.00212845,-0.0127707,0.00744957,-29.9033,23.0672,48.4242,-0.740137,
Mon Feb  5 11:25:14 2018,25815601,742.035,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1192,0,62,62,0.0526724,0.215478,-10.2951,0.00638535,-0.0138349,0.00851379,-29.9033,23.0672,48.4242,-0.293074,
Mon Feb  5 11:25:14 2018,25825602,742.035,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1202,0,16,60,0.0526724,0.177171,-10.2089,-0.00106422,-0.0127707,0.0127707,-29.9033,23.0672,48.4242,-0.295569,
Mon Feb  5 11:25:14 2018,25835603,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1202,0,16,60,0.0957681,0.148441,-10.319,0,-0.019156,0.00638535,-29.9033,23.0672,48.4242,-0.531677,
Mon Feb  5 11:25:14 2018,25845604,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,12,1196,0,16,60,0.110133,0.143652,-10.0509,0.00212845,-0.0127707,0.00744957,-29.9033,23.0672,48.4242,-0.627735,
Mon Feb  5 11:25:14 2018,25855605,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,12,1196,0,16,60,0.0814029,0.110133,-10.2663,0,-0.0159634,0.00638535,-29.9033,23.0672,48.4242,-0.454269,
Mon Feb  5 11:25:14 2018,25865606,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,20,1194,0,64,24,0.0766145,0.138864,-10.2663,0.00106422,-0.0170276,0.0106422,-29.9033,23.0672,48.4242,-0.427533,
Mon Feb  5 11:25:14 2018,25875607,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,20,1194,0,64,24,0.00957681,0.229843,-10.3094,0.00106422,-0.0170276,0.00638535,-29.9033,23.0672,48.4242,-0.0532109,
Mon Feb  5 11:25:14 2018,25885608,745.163,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4826,16,1200,0,16,60,0.071826,0.138864,-10.3382,0.00106422,-0.0148991,0.00957802,-29.9033,23.0672,48.4242,-0.398029,
Mon Feb  5 11:25:14 2018,25895609,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4826,16,1200,0,16,60,0.0574608,0.177171,-10.2615,0.0042569,-0.0180918,0.00638535,-29.9033,23.0672,48.4242,-0.320784,
Mon Feb  5 11:25:14 2018,25905610,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1196,0,16,58,0.167594,0.277727,-10.3046,0.00319267,-0.0127707,0.00532112,-29.9033,23.0672,48.4242,-0.931435,
Mon Feb  5 11:25:14 2018,25915611,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1196,0,16,58,0.0526724,0.244209,-10.2663,0.00319267,-0.019156,0.00744957,-29.9033,23.0672,48.4242,-0.293876,
Mon Feb  5 11:25:14 2018,25925612,745.224,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,64,58,0.110133,0.158017,-10.2903,-0.00212845,-0.0159634,0.0117065,-29.9033,23.0672,48.4242,-0.613121,
Mon Feb  5 11:25:14 2018,25935613,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,64,58,0.0861913,0.196325,-10.4531,-0.00319267,-0.0138349,0.0106422,-29.9033,23.0672,48.4242,-0.47234,
Mon Feb  5 11:25:14 2018,25945614,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1200,0,64,58,0.0287304,0.248997,-10.252,0,-0.0159634,0.00851379,-29.9033,23.0672,48.4242,-0.16052,
Mon Feb  5 11:25:14 2018,25955615,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1200,0,64,58,0.0574608,0.248997,-10.2615,0.00319267,-0.0159634,0.00851379,-29.9033,23.0672,48.4242,-0.320737,
Mon Feb  5 11:25:14 2018,25965616,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1194,0,62,24,0.110133,0.129287,-10.252,0.00212845,-0.0180918,0.00638535,-29.9033,23.0672,48.4242,-0.615436,
Mon Feb  5 11:25:14 2018,25975617,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1194,0,62,24,0.148441,0.196325,-10.2232,0.00532112,-0.0148991,0.0042569,-29.9033,23.0672,48.4242,-0.831718,
Mon Feb  5 11:25:14 2018,25985618,743.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,60,0.138864,0.158017,-10.2472,0.00212845,-0.0180918,0.00851379,-29.9033,23.0672,48.4242,-0.776298,
Mon Feb  5 11:25:14 2018,25995619,741.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,60,0.0861913,0.148441,-10.3046,0.0042569,-0.0117065,0.00851379,-29.9033,23.0672,48.4242,-0.479179,
Mon Feb  5 11:25:14 2018,26005620,741.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,64,24,0.0143652,0.253785,-10.1993,0.00106422,-0.0138349,0.0106422,-29.9033,23.0672,48.4242,-0.0806733,
Mon Feb  5 11:25:14 2018,26015621,741.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,64,24,0.0574608,0.225055,-10.319,0.00212845,-0.0180918,0.00957802,-29.9033,23.0672,48.4242,-0.318969,
Mon Feb  5 11:25:14 2018,26025622,741.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1192,0,16,24,0.0766145,0.196325,-10.1275,0.0042569,-0.0180918,0.00744957,-29.9033,23.0672,48.4242,-0.433354,
