today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt
Thu Sep 19 07:02:46 2019,20731199,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4956,0,10,20,16,66,-0.143652,-5.82749,5.18584,-0.32991,-0.080881,-0.0542754,-22.1977,57.7564,17.2283,-178.413,473.286,35.1094,0.107185,35.2165,
Thu Sep 19 07:02:46 2019,20741200,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4956,0,10,20,16,66,1.91057,-5.27682,4.5825,-0.163891,-0.166019,-0.102166,-22.1977,57.7564,17.2283,157.368,473.596,33.1211,0.123181,33.2442,
Thu Sep 19 07:02:46 2019,20751201,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4958,0,24,18,16,66,1.66636,-5.44441,5.26246,0.00212845,-0.142606,-0.153248,-22.1977,57.7564,17.2283,162.43,473.876,31.4587,0.107628,31.5663,
Thu Sep 19 07:02:46 2019,20761202,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4958,0,24,18,16,66,1.95367,-7.62314,4.93206,0.139413,-0.305432,-0.0564039,-22.1977,57.7564,17.2283,158.391,474.209,30.4234,0.144016,30.5674,
Thu Sep 19 07:02:46 2019,20771203,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4956,0,24,8,20,66,3.553,-9.08839,5.9472,0.264992,-0.185175,0.186239,-22.1977,57.7564,17.2283,149.145,474.461,29.9542,0.0991619,30.0534,
Thu Sep 19 07:02:46 2019,20781204,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4956,0,24,8,20,66,3.26569,-8.53294,5.61201,0.230937,-0.262863,0.0606608,-22.1977,57.7564,17.2283,149.805,474.77,29.9842,0.112036,30.0963,
Thu Sep 19 07:02:46 2019,20791205,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4972,0,22,8,60,24,2.49476,-7.88171,2.46603,0.220294,-0.259671,0.243707,-22.1977,57.7564,17.2283,134.668,475.056,30.4491,0.101176,30.5503,
Thu Sep 19 07:02:46 2019,20801206,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4972,0,22,8,60,24,3.72059,-8.04452,2.61926,0.326717,-0.382057,0.358644,-22.1977,57.7564,17.2283,125.145,475.377,31.2732,0.125312,31.3985,
Thu Sep 19 07:02:46 2019,20811207,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,24,8,58,26,2.68151,-6.38773,0.890643,0.324588,-0.241579,0.283084,-22.1977,57.7564,17.2283,108.374,475.623,32.3748,0.0748712,32.4497,
Thu Sep 19 07:02:46 2019,20821208,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,24,8,58,26,1.48441,-5.77003,-2.05422,0.225616,-0.234129,0.476772,-22.1977,57.7564,17.2283,35.8523,475.908,33.6171,0.064903,33.682,
Thu Sep 19 07:02:46 2019,20831209,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4980,0,22,8,62,26,-0.148441,-3.39498,-2.78206,0.201138,-0.0776884,0.602351,-22.1977,57.7564,17.2283,-3.0542,476.149,34.7939,0.0147045,34.8086,
Thu Sep 19 07:02:46 2019,20841210,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4980,0,22,8,62,26,0.852336,-3.93607,-3.90734,0.140478,-0.0500185,0.464002,-21.2953,57.9375,17.4023,12.3056,476.428,35.7791,0.00399473,35.7831,
Thu Sep 19 07:02:46 2019,20851211,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,22,8,58,24,-0.622492,-2.40378,-5.46357,-0.0212845,0.0606608,0.554461,-21.2953,57.9375,17.4023,-6.49998,476.683,36.5597,-0.0285555,36.5312,
Thu Sep 19 07:02:46 2019,20861212,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,18,16,66,-1.81002,-0.976834,-7.99185,-0.134092,0.228808,0.467194,-21.2953,57.9375,17.4023,-12.7612,476.921,37.1233,-0.0740094,37.0493,
Thu Sep 19 07:02:46 2019,20871213,951.519,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,18,16,66,-2.22182,0.0143652,-9.69173,-0.232001,0.277763,0.341616,-21.2953,57.9375,17.4023,-12.9119,477.194,37.4564,-0.0826062,37.3738,
Thu Sep 19 07:02:46 2019,20881214,951.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,18,16,66,-3.07894,0.507571,-12.6031,-0.283084,0.368222,0.0723673,-21.2953,57.9375,17.4023,-13.7285,477.454,37.5704,-0.101574,37.4689,
Thu Sep 19 07:02:46 2019,20891215,951.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,14,18,18,66,-0.708684,-2.12126,-16.3763,-0.369286,0.319267,-0.0819453,-21.2953,57.9375,17.4023,-2.47792,477.755,37.4925,-0.0803387,37.4122,
Thu Sep 19 07:02:46 2019,20901216,951.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,14,18,18,66,0.603339,-3.76368,-15.9789,-0.557654,0.109615,0.571488,-21.2953,57.9375,17.4023,2.16238,478.101,37.2641,-0.0165677,37.2475,
Thu Sep 19 07:02:46 2019,20911217,951.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,10,18,66,-2.64799,-0.488417,-17.9086,-0.732186,0.0361836,0.211781,-21.2953,57.9375,17.4023,-8.41088,478.409,36.9082,0.00452331,36.9127,
Thu Sep 19 07:02:46 2019,20921218,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,10,18,66,-1.09654,-0.56982,-20.1831,-0.781141,0.0489543,-0.34268,-21.2953,57.9375,17.4023,-3.10981,478.691,36.4265,0.000184298,36.4267,
Thu Sep 19 07:02:46 2019,20931219,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,14,18,18,66,0.943315,-2.56658,-19.4984,-0.818388,-0.00106422,-0.0468259,-21.2953,57.9375,17.4023,2.76977,478.992,35.837,0.0133947,35.8504,
Thu Sep 19 07:02:46 2019,20941220,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,14,18,18,66,0.0814029,-3.43807,-21.6675,-0.945031,-0.129835,-0.102166,-21.2953,57.9375,17.4023,0.215254,479.316,35.1648,0.0470384,35.2118,
Thu Sep 19 07:02:46 2019,20951221,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,14,20,16,62,-1.15401,-2.03028,-20.5039,-1.09402,-0.159634,-0.0755599,-21.2953,57.9375,17.4023,-3.22133,479.611,34.417,0.0505152,34.4675,
Thu Sep 19 07:02:46 2019,20961222,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,14,20,16,62,-2.71024,-1.05824,-20.0299,-1.20151,-0.0787526,0.0659819,-21.2953,57.9375,17.4023,-7.70587,479.874,33.5896,0.0232019,33.6128,
Thu Sep 19 07:02:46 2019,20971223,949.781,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,10,20,18,64,-1.19231,0.11971,-20.5901,-1.13553,-0.102166,-0.263928,-21.2953,57.9375,17.4023,-3.31413,480.167,32.6851,0.0266561,32.7117,
Thu Sep 19 07:02:46 2019,20981224,948.712,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,10,20,18,64,-0.90022,-0.306458,-20.0538,-1.22173,-0.0212845,0.0595966,-21.2953,57.9375,17.4023,-2.57029,480.43,31.718,0.00118217,31.7192,
Thu Sep 19 07:02:46 2019,20991226,948.712,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,64,26,-1.33596,0.512359,-23.1663,-1.28771,0.276698,-0.170276,-21.2953,57.9375,17.4023,-3.30051,480.632,30.7024,-0.0816711,30.6207,
Thu Sep 19 07:02:46 2019,21001227,948.712,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,64,26,0.483629,1.08218,-16.5248,-0.997178,0.564039,-0.595966,-21.2953,57.9375,17.4023,1.67639,480.836,29.65,-0.154215,29.4958,
Thu Sep 19 07:02:46 2019,21011228,948.712,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,10,20,16,62,-0.699107,-0.972046,-10.8649,-1.04507,0.319267,0.424625,-21.2953,57.9375,17.4023,-3.68165,481.192,28.5718,-0.0742289,28.4976,
Thu Sep 19 07:02:46 2019,21021229,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,10,20,16,62,-6.2345,3.12683,-14.1258,-1.02698,-0.0564039,-0.290533,-21.2953,57.9375,17.4023,-23.8146,481.586,27.4495,0.0351285,27.4846,
Thu Sep 19 07:02:46 2019,21031230,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,62,64,1.14443,-0.957681,-16.2518,-0.844994,0.365029,-0.448038,-21.2953,57.9375,17.4023,4.02803,481.752,26.2743,-0.0833851,26.1909,
Thu Sep 19 07:02:46 2019,21041231,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,62,64,2.69587,-1.05345,-12.0237,-0.743893,0.481029,0.203267,-21.2953,57.9375,17.4023,12.6375,482.005,25.0968,-0.107803,24.989,
Thu Sep 19 07:02:46 2019,21051232,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,8,60,62,-1.24977,-0.344765,-12.1578,-0.668333,0.407598,-0.188368,-21.2953,57.9375,17.4023,-5.86919,482.313,23.9468,-0.0778275,23.869,
Thu Sep 19 07:02:46 2019,21061233,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,22,8,60,62,0.253785,-1.25935,-9.14106,-0.54914,0.52147,-0.150056,-21.2953,57.9375,17.4023,1.59031,482.567,22.8065,-0.101437,22.705,
Thu Sep 19 07:02:46 2019,21071234,948.843,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,22,8,60,62,1.66636,-0.794875,-7.00543,-0.427818,0.461873,0.0776884,-21.2953,57.9375,17.4023,13.3802,482.87,21.6871,-0.0751102,21.612,
Thu Sep 19 07:02:46 2019,21081235,949.981,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,22,8,60,62,0.47884,-0.933739,-5.33428,-0.272441,0.365029,-0.0872664,-21.2953,57.9375,17.4023,5.1295,483.185,20.6125,-0.0405445,20.572,
Thu Sep 19 07:02:46 2019,21091236,949.981,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,22,20,16,62,-0.282516,-1.901,-3.35667,-0.158569,0.34268,0.0372479,-22.0172,53.5922,17.4023,-4.81099,483.477,19.5692,-0.0291796,19.54,
Thu Sep 19 07:02:46 2019,21101237,949.981,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,22,20,16,62,0.0430956,-1.403,-2.56658,-0.0180918,0.308625,0.127707,-22.0172,53.5922,17.4023,0.961966,483.774,18.5374,-0.0154659,18.5219,
Thu Sep 19 07:02:46 2019,21111242,949.981,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4994,0,10,18,18,62,-0.0766145,-2.21703,0.694318,0.116,0.17879,-0.0223487,-22.0172,53.5922,17.4023,-173.703,484.097,17.3566,0.0234163,17.38,
Thu Sep 19 07:02:46 2019,21121243,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4994,0,10,18,18,62,0.699107,-2.02071,-0.335188,0.218166,0.154313,0.0244772,-22.0172,53.5922,17.4023,64.3846,484.391,15.9445,0.0300056,15.9745,
Thu Sep 19 07:02:46 2019,21131244,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,8,62,24,0.976834,-2.32716,0.842759,0.413983,0.118129,0.0670461,-22.0172,53.5922,17.4023,130.786,484.688,14.6732,0.0391261,14.7123,
Thu Sep 19 07:02:46 2019,21141245,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,8,62,24,1.12527,-3.64876,1.71425,0.557654,-0.0127707,0.0106422,-22.0172,53.5922,17.4023,146.718,485.012,13.9006,0.0732942,13.9739,
Thu Sep 19 07:02:46 2019,21151246,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,24,8,60,24,1.41737,-4.01268,1.41258,0.603415,-0.122386,0.0702388,-22.0172,53.5922,17.4023,134.903,485.329,13.6689,0.098453,13.7674,
Thu Sep 19 07:02:46 2019,21161247,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,24,8,60,24,1.61369,-3.61524,2.3128,0.698131,-0.229872,0.0915233,-22.0172,53.5922,17.4023,145.096,485.647,13.9353,0.120492,14.0558,
Thu Sep 19 07:02:46 2019,21171248,950.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,60,24,1.56102,-4.54419,1.34075,0.834352,-0.34268,0.0606608,-22.0172,53.5922,17.4023,130.659,485.966,14.651,0.141698,14.7927,
Thu Sep 19 07:02:46 2019,21181249,950.763,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,60,24,1.56102,-5.03261,1.74298,0.887563,-0.45336,0.0510828,-22.0172,53.5922,17.4023,138.152,486.284,15.7645,0.159957,15.9244,
Thu Sep 19 07:02:46 2019,21191253,950.763,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,20,16,62,1.82917,-5.17626,1.40779,0.920554,-0.52147,0.129835,-22.0172,53.5922,17.4023,127.583,486.59,17.2283,0.164403,17.3927,
Thu Sep 19 07:02:46 2019,21201254,950.763,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,20,16,62,0.919373,-5.54018,0.837971,0.830095,-0.572553,0.222423,-22.0172,53.5922,17.4023,132.348,486.891,18.9988,0.163211,19.162,
Thu Sep 19 07:02:46 2019,21211255,950.763,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4994,0,22,8,60,24,0.627281,-4.02705,-0.114922,0.876921,-0.586388,0.107487,-22.0172,53.5922,17.4023,79.6183,487.181,20.9924,0.151251,21.1437,
Thu Sep 19 07:02:46 2019,21221256,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4994,0,22,8,60,24,0.0957681,-3.11246,-2.33195,0.817324,-0.470387,0.117065,-22.9195,54.1354,18.2725,2.35169,487.435,23.0148,0.104183,23.119,
Thu Sep 19 07:02:46 2019,21231257,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,58,22,-0.35913,-1.66636,-4.85544,0.677911,-0.448038,0.20646,-22.9195,54.1354,18.2725,-4.23015,487.715,24.854,0.0863877,24.9404,
Thu Sep 19 07:02:46 2019,21241258,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,58,22,0.459687,-0.287304,-7.25922,0.63747,-0.357579,0.17879,-22.9195,54.1354,18.2725,3.62339,487.975,26.4408,0.0511014,26.4919,
Thu Sep 19 07:02:46 2019,21251259,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,24,10,58,66,-0.459687,-0.737414,-10.6686,0.553397,-0.270313,0.145799,-22.9195,54.1354,18.2725,-2.46723,488.237,27.7934,0.0195059,27.8129,
Thu Sep 19 07:02:46 2019,21261260,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,10,58,24,-0.651223,0.047884,-14.0157,0.357579,-0.175597,0.105358,-22.9195,54.1354,18.2725,-2.66028,488.496,28.9224,-0.0115228,28.9109,
Thu Sep 19 07:02:46 2019,21271261,950.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,10,58,24,-0.435745,1.0343,-16.6301,0.29479,-0.0489543,0.0734315,-22.9195,54.1354,18.2725,-1.50093,488.746,29.8375,-0.0485991,29.7889,
Thu Sep 19 07:02:46 2019,21281262,951.249,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,10,58,24,-0.349553,0.23942,-18.6987,0.17879,0.0361836,0.0553397,-22.9195,54.1354,18.2725,-1.07096,489.008,30.5558,-0.0709885,30.4849,
Thu Sep 19 07:02:46 2019,21291263,951.249,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,20,16,66,-1.82438,-0.933739,-19.8,0.0404405,0.0893948,0.00212845,-22.9195,54.1354,18.2725,-5.26439,489.28,31.0894,-0.0824488,31.0069,
Thu Sep 19 07:02:46 2019,21301264,951.249,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,20,16,66,-1.56102,-2.45166,-19.5894,-0.0968444,0.160698,-0.0255414,-22.9195,54.1354,18.2725,-4.55611,489.546,31.445,-0.0975982,31.3474,
Thu Sep 19 07:02:46 2019,21311265,951.249,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,58,24,-1.57538,-0.263362,-18.014,-0.26712,0.166019,-0.0915233,-22.9195,54.1354,18.2725,-4.998,489.831,31.6333,-0.0929948,31.5404,
Thu Sep 19 07:02:46 2019,21321266,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,8,58,24,-1.10612,-3.27048,-18.8184,-0.426754,0.145799,-0.174533,-22.9195,54.1354,18.2725,-3.3639,490.123,31.6694,-0.081443,31.588,
Thu Sep 19 07:02:46 2019,21331270,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,20,16,62,-0.766145,-3.81157,-16.745,-0.585323,0.109615,-0.0436332,-22.9195,54.1354,18.2725,-2.61966,490.42,31.5693,-0.0662015,31.5031,
Thu Sep 19 07:02:46 2019,21341271,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,20,16,62,-0.134075,-2.59531,-15.706,-0.520406,0.0979086,0.0659819,-22.9195,54.1354,18.2725,-0.489099,490.709,31.3499,-0.0586887,31.2913,
Thu Sep 19 07:02:46 2019,21351272,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,20,16,62,-1.38385,-5.0374,-15.1601,-0.66514,0.0585323,-0.0170276,-22.9195,54.1354,18.2725,-5.21564,491.007,31.0226,-0.0440244,30.9785,
Thu Sep 19 07:02:46 2019,21361273,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4992,0,22,20,16,62,-0.225055,-0.828394,-11.7795,-0.557654,0.104294,-0.0819453,-22.9195,54.1354,18.2725,-1.09454,491.281,30.5946,-0.0537556,30.5408,
Thu Sep 19 07:02:46 2019,21371274,949.338,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,18,16,64,0.0909797,-2.75333,-8.49942,-0.680039,-0.00106422,0.161762,-22.9195,54.1354,18.2725,0.613284,491.597,30.081,-0.021075,30.06,
Thu Sep 19 07:02:46 2019,21381275,949.268,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,0,10,18,16,64,-1.00078,-2.40857,-10.7117,-0.754535,-0.124514,-0.0393763,-22.9195,54.1354,18.2725,-5.33758,491.919,29.4927,0.0138822,29.5066,
Thu Sep 19 07:02:46 2019,21391278,949.268,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5004,2,24,8,16,62,-0.555455,-1.7765,-10.3669,-0.639599,-0.0627892,-0.121322,-22.9195,54.1354,18.2725,-3.06696,492.188,28.8306,-0.00493454,28.8257,
Thu Sep 19 07:02:46 2019,21401279,949.268,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5004,2,24,8,16,62,0.761356,-3.16992,-10.1945,-0.652369,-0.168147,0.125578,-22.9195,54.1354,18.2725,4.27109,492.505,28.1091,0.0236734,28.1328,
Thu Sep 19 07:02:46 2019,21411280,949.268,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,2,22,8,62,64,-0.0143652,-2.09253,-9.01178,-0.693874,-0.223487,0.019156,-22.9195,54.1354,18.2725,-0.0913323,492.807,27.348,0.0360278,27.384,
Thu Sep 19 07:02:46 2019,21421281,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,2,22,8,62,64,0.0622492,-1.48441,-8.90164,-0.680039,-0.25435,-0.0170276,-22.9195,54.1354,18.2725,0.400664,493.102,26.5525,0.040513,26.593,
Thu Sep 19 07:02:46 2019,21431282,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,2,24,8,60,26,0.368707,-1.47962,-9.54329,-0.615122,-0.305432,0.0734315,-22.9195,54.1354,18.2725,2.21254,493.403,25.7271,0.0499877,25.7771,
Thu Sep 19 07:02:46 2019,21441283,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5000,2,24,8,60,26,0.148441,-1.47962,-9.50019,-0.611929,-0.280955,0.0393763,-22.9195,54.1354,18.2725,0.895174,493.683,24.8802,0.0378082,24.918,
Thu Sep 19 07:02:46 2019,21451284,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5002,0,10,18,18,62,-0.550666,-1.26414,-9.31344,-0.592773,-0.227744,-0.032991,-22.9195,54.1354,18.2725,-3.38373,493.954,24.0119,0.0186169,24.0305,
Thu Sep 19 07:02:46 2019,21461285,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,20,8,60,26,0.464475,-2.00155,-8.48984,-0.503378,-0.242643,0.0649177,-22.9195,54.1354,18.2725,3.13151,494.245,23.1241,0.0196325,23.1438,
Thu Sep 19 07:02:46 2019,21471286,949.851,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,20,8,60,26,0.526724,-1.78129,-10.0126,-0.51402,-0.351194,0.116,-23.4609,54.1354,18.2725,3.01135,494.562,22.2301,0.046153,22.2763,
Thu Sep 19 07:02:46 2019,21481287,949.164,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4982,0,20,8,60,26,-0.584185,-1.30245,-9.85453,-0.476772,-0.207524,0.0723673,-23.4609,51.4195,19.8387,-3.39258,494.808,21.3336,0.00115367,21.3347,
Thu Sep 19 07:02:46 2019,21491288,949.164,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4990,0,14,20,16,64,-0.574608,-1.2402,-10.2999,-0.411855,-0.189432,-0,-23.4609,51.4195,19.8387,-3.19311,495.089,20.4261,-0.00563254,20.4205,
Thu Sep 19 07:02:46 2019,21501289,949.164,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4990,0,14,20,16,64,0.234632,-1.47483,-10.1035,-0.348001,-0.163891,0.0266056,-23.4609,51.4195,19.8387,1.33033,495.368,19.5107,-0.0138349,19.4968,
Thu Sep 19 07:02:46 2019,21511290,949.164,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5004,2,10,20,16,62,-0.282516,-1.76692,-9.87848,-0.300111,-0.214973,0.071303,-23.4609,51.4195,19.8387,-1.63816,495.669,18.5973,-0.000322452,18.597,
Thu Sep 19 07:02:46 2019,21521291,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5004,2,10,20,16,62,-1.02472,-0.866701,-9.98382,-0.277763,-0.193689,0.0415047,-23.4609,51.4195,19.8387,-5.8602,495.95,17.6841,-0.007763,17.6763,
Thu Sep 19 07:02:46 2019,21531292,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5002,0,10,18,16,64,-0.234632,-1.05824,-10.0987,-0.20646,-0.147927,0.0042569,-23.4609,51.4195,19.8387,-1.33096,496.223,16.7678,-0.0212558,16.7465,
Thu Sep 19 07:02:46 2019,21541293,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5002,0,10,18,16,64,-0.454898,-1.24498,-10.2232,-0.163891,-0.12345,0.0361836,-23.4609,51.4195,19.8387,-2.54778,496.503,15.8556,-0.0276928,15.8279,
Thu Sep 19 07:02:46 2019,21551294,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5002,0,10,20,18,62,-1.04387,-0.354342,-9.8258,-0.128771,-0.14367,0.0042569,-23.4609,51.4195,19.8387,-6.06424,496.795,14.9493,-0.0212407,14.9281,
Thu Sep 19 07:02:46 2019,21561295,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5002,0,10,20,18,62,-0.339977,-0.742203,-9.54329,-0.117065,-0.111744,-0.0287341,-23.4609,51.4195,19.8387,-2.04028,497.072,14.0478,-0.0295085,14.0183,
Thu Sep 19 07:02:46 2019,21571296,949.112,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,5006,0,24,10,62,26,-0.023942,-0.708684,-9.2895,0.0159634,-0.0776884,-0.0340552,-23.4609,51.4195,19.8387,-0.147669,497.349,13.1602,-0.0375726,13.1226,
