today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG
Thu Sep 19 06:31:22 2019,16046317,946.245,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,24,10,58,66,6.00945,0.134075,-8.07804,0.21923,0.325653,-0.0202203,-27.7922,44.1773,12.5297,36.6465,339.096,
Thu Sep 19 06:31:22 2019,16056318,946.245,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,24,10,58,66,5.89931,-0.0766145,-7.81467,0.238386,0.303304,-0.00957802,-27.7922,44.1773,12.5297,37.0493,339.389,
Thu Sep 19 06:31:22 2019,16066319,946.245,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,22,8,62,64,5.78439,0.00957681,-7.77637,0.253285,0.300111,-0.0127707,-27.7922,44.1773,12.5297,36.6435,339.677,
Thu Sep 19 06:31:22 2019,16076320,947.617,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,22,8,62,64,5.86101,0.110133,-7.66145,0.264992,0.29479,-0.00744957,-27.7922,44.1773,12.5297,37.416,339.965,
Thu Sep 19 06:31:22 2019,16086321,947.617,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,60,26,6.01902,-0.0047884,-7.61835,0.270313,0.296919,0.00319267,-27.7922,44.1773,12.5297,38.3112,340.251,
Thu Sep 19 06:31:22 2019,16096322,947.617,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,60,26,6.00945,0.114922,-7.79552,0.271377,0.290533,-0,-27.7922,44.1773,12.5297,37.6281,340.539,
Thu Sep 19 06:31:22 2019,16106323,947.617,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,10,20,18,64,6.13873,0.11971,-7.75721,0.268185,0.280955,0.00744957,-38.8008,40.3752,-4.69863,38.3566,340.828,
Thu Sep 19 06:31:22 2019,16116324,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,10,20,18,64,6.14831,-0.00957681,-7.85298,0.264992,0.269249,0.0042569,-38.8008,40.3752,-4.69863,38.0584,341.118,
Thu Sep 19 06:31:22 2019,16126325,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4952,0,10,18,16,66,6.17704,0.0957681,-7.97748,0.255414,0.258606,0.00638535,-38.8008,40.3752,-4.69863,37.751,341.407,
Thu Sep 19 06:31:22 2019,16136326,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4952,0,10,18,16,66,6.13873,-0.0143652,-8.00142,0.243707,0.268185,0.0106422,-38.8008,40.3752,-4.69863,37.4956,341.691,
Thu Sep 19 06:31:22 2019,16146327,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,20,8,16,62,6.11958,-0.272939,-7.60398,0.225616,0.241579,0.00851379,-38.8008,40.3752,-4.69863,38.8267,341.985,
Thu Sep 19 06:31:22 2019,16156328,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,20,8,16,62,6.18183,-0.0287304,-7.70454,0.194753,0.235194,-0.00532112,-38.8008,40.3752,-4.69863,38.7423,342.274,
Thu Sep 19 06:31:22 2019,16166329,946.601,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,22,8,62,24,6.20098,-0.00957681,-7.54174,0.175597,0.224551,0.00212845,-38.8008,40.3752,-4.69863,39.4278,342.563,
Thu Sep 19 06:31:22 2019,16176330,946.835,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,22,8,62,24,6.16267,-0.201113,-7.44118,0.15112,0.224551,0.00532112,-38.8008,40.3752,-4.69863,39.6311,342.85,
Thu Sep 19 06:31:22 2019,16186331,946.835,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,22,10,62,64,6.13394,-0.220267,-7.48906,0.117065,0.235194,0.00106422,-38.8008,40.3752,-4.69863,39.3194,343.133,
Thu Sep 19 06:31:22 2019,16196332,946.835,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,22,10,62,64,6.18662,-0.253785,-7.27358,0.0915233,0.237322,0.00638535,-38.8008,40.3752,-4.69863,40.3832,343.419,
Thu Sep 19 06:31:22 2019,16206333,946.835,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,62,24,6.05254,-0.244209,-7.24964,0.061725,0.237322,0.0180918,-38.8008,40.3752,-4.69863,39.8577,343.705,
Thu Sep 19 06:31:22 2019,16216334,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,62,24,6.0717,-0.397437,-7.48906,0.0372479,0.228808,0.0159634,-38.8008,40.3752,-4.69863,39.0332,343.994,
Thu Sep 19 06:31:22 2019,16226335,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,14,18,18,62,6.23929,-0.464475,-7.513,0.00957802,0.208588,0.0117065,-38.8008,40.3752,-4.69863,39.7085,344.286,
Thu Sep 19 06:31:22 2019,16236336,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,14,18,18,62,6.19141,-0.3304,-7.46033,-0.00851379,0.180918,0.0127707,-38.4398,42.5479,-5.39473,39.6897,344.581,
Thu Sep 19 06:31:22 2019,16246337,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,22,8,62,24,6.23929,-0.354342,-7.66145,-0.0276698,0.169212,0.0106422,-38.4398,42.5479,-5.39473,39.1585,344.871,
Thu Sep 19 06:31:22 2019,16256338,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,22,8,62,24,6.23929,-0.258574,-7.36935,-0.0500185,0.162826,0.0106422,-38.4398,42.5479,-5.39473,40.2531,345.159,
Thu Sep 19 06:31:22 2019,16266339,946.462,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,10,20,18,62,6.24408,-0.253785,-7.4316,-0.0670461,0.167083,-0,-38.4398,42.5479,-5.39473,40.0372,345.444,
Thu Sep 19 06:31:22 2019,16276340,948.321,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,10,20,18,62,6.42125,-0.143652,-7.32147,-0.0787526,0.164955,-0,-38.4398,42.5479,-5.39473,41.2522,345.731,
Thu Sep 19 06:31:22 2019,16286341,948.321,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4950,0,24,8,62,62,6.35421,-0.0047884,-7.29753,-0.094716,0.155377,0.00638535,-38.4398,42.5479,-5.39473,41.0473,346.021,
Thu Sep 19 06:31:22 2019,16296342,948.321,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4950,0,24,8,62,62,6.36379,-0.0574608,-7.48906,-0.105358,0.154313,0.00319267,-38.4398,42.5479,-5.39473,40.3561,346.307,
Thu Sep 19 06:31:22 2019,16306343,948.321,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,62,26,6.39731,-0.0383072,-7.40287,-0.114936,0.154313,-0.00532112,-38.4398,42.5479,-5.39473,40.8325,346.594,
Thu Sep 19 06:31:22 2019,16316344,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,62,26,6.43561,0,-7.40766,-0.116,0.141542,-0,-38.4398,42.5479,-5.39473,40.9834,346.884,
Thu Sep 19 06:31:22 2019,16326345,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,14,18,20,62,6.18662,-0.0430956,-7.39808,-0.108551,0.138349,0.00106422,-38.4398,42.5479,-5.39473,39.9039,347.171,
Thu Sep 19 06:31:22 2019,16336346,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4978,0,14,18,20,62,6.19619,-0.0670376,-7.34541,-0.111744,0.144735,-0.00851379,-38.4398,42.5479,-5.39473,40.1492,347.456,
Thu Sep 19 06:31:22 2019,16346347,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,24,8,62,24,6.28239,-0.148441,-7.24485,-0.105358,0.138349,-0.00532112,-38.4398,42.5479,-5.39473,40.9303,347.744,
Thu Sep 19 06:31:22 2019,16356348,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,24,8,62,24,6.26323,-0.129287,-7.1443,-0.100037,0.137285,-0.00532112,-38.4398,42.5479,-5.39473,41.2403,348.031,
Thu Sep 19 06:31:22 2019,16366349,946.54,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4950,0,20,8,60,26,6.37336,0.0287304,-7.19218,-0.0925875,0.129835,-0.00744957,-39.8836,42.1857,-7.48301,41.5459,348.32,
Thu Sep 19 06:31:22 2019,16376350,947.765,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4950,0,20,8,60,26,6.2776,0.0526724,-7.41245,-0.0776884,0.125578,-0.00319267,-39.8836,42.1857,-7.48301,40.2613,348.607,
Thu Sep 19 06:31:22 2019,16386351,947.765,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,8,18,66,6.22492,-0.0191536,-7.16824,-0.0627892,0.124514,-0.00319267,-39.8836,42.1857,-7.48301,40.9712,348.894,
Thu Sep 19 06:31:22 2019,16396352,947.765,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,8,18,66,6.2345,0.129287,-7.24485,-0.0553397,0.120257,-0.0106422,-39.8836,42.1857,-7.48301,40.7134,349.182,
Thu Sep 19 06:31:22 2019,16406353,947.765,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,12,20,16,64,6.25365,0.0622492,-7.19697,-0.0383121,0.118129,-0.0117065,-39.8836,42.1857,-7.48301,40.9883,349.469,
Thu Sep 19 06:31:22 2019,16416354,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,12,20,16,64,6.2776,0.167594,-7.21612,-0.0287341,0.118129,-0.0159634,-39.8836,42.1857,-7.48301,41.0214,349.755,
Thu Sep 19 06:31:22 2019,16426355,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4952,0,24,8,62,26,6.28717,0.0191536,-7.16824,-0.0106422,0.106422,-0.0106422,-39.8836,42.1857,-7.48301,41.2536,350.045,
Thu Sep 19 06:31:22 2019,16436356,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4952,0,24,8,62,26,6.20577,0.0670376,-7.44597,0.00744957,0.116,-0.0138349,-39.8836,42.1857,-7.48301,39.8092,350.329,
Thu Sep 19 06:31:22 2019,16446357,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,20,20,18,62,6.34463,-0.0861913,-7.33583,0.0127707,0.120257,-0.0138349,-39.8836,42.1857,-7.48301,40.856,350.614,
Thu Sep 19 06:31:22 2019,16456358,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,20,20,18,62,6.3159,0.0287304,-7.11078,0.0180918,0.12345,-0.0170276,-39.8836,42.1857,-7.48301,41.612,350.9,
Thu Sep 19 06:31:22 2019,16466359,947.8,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,10,62,24,6.22492,0.0383072,-7.2257,0.0287341,0.134092,-0.0106422,-39.8836,42.1857,-7.48301,40.7449,351.183,
Thu Sep 19 06:31:22 2019,16476360,947.678,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,10,62,24,6.30154,0.0766145,-7.12514,0.0415047,0.141542,-0.00957802,-39.8836,42.1857,-7.48301,41.4899,351.467,
Thu Sep 19 06:31:22 2019,16486361,947.678,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,20,62,6.43561,-0.0909797,-7.25922,0.0468259,0.140478,-0.00638535,-39.8836,42.1857,-7.48301,41.5584,351.754,
Thu Sep 19 06:31:22 2019,16496362,947.678,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,20,62,6.4021,0.023942,-7.35499,0.0489543,0.133028,-0.00744957,-39.8836,42.1857,-7.48301,41.0377,352.043,
Thu Sep 19 06:31:22 2019,16506363,947.678,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,10,62,66,6.42604,0,-7.37893,0.0585323,0.124514,-0.00638535,-39.8836,42.1857,-7.48301,41.0514,352.332,
Thu Sep 19 06:31:22 2019,16516364,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,10,62,66,6.45477,-0.114922,-7.33583,0.0606608,0.131964,-0,-39.8836,42.1857,-7.48301,41.3444,352.616,
Thu Sep 19 06:31:22 2019,16526365,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4962,0,24,10,62,24,6.41646,-0.0526724,-7.29753,0.0585323,0.138349,-0.00851379,-39.8836,42.1857,-7.48301,41.3241,352.901,
Thu Sep 19 06:31:22 2019,16536366,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4962,0,24,10,62,24,6.44998,-0.0191536,-7.19697,0.0595966,0.137285,-0.00638535,-39.8836,42.1857,-7.48301,41.867,353.187,
Thu Sep 19 06:31:22 2019,16546367,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,24,8,62,26,6.58405,0.0047884,-7.33105,0.0564039,0.125578,-0.00106422,-39.8836,42.1857,-7.48301,41.9272,353.477,
Thu Sep 19 06:31:22 2019,16556368,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,24,8,62,26,6.50265,-0.129287,-7.31668,0.0553397,0.12345,0.0042569,-39.8836,42.1857,-7.48301,41.6289,353.764,
Thu Sep 19 06:31:22 2019,16566369,946.757,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,10,16,24,6.4835,-0.143652,-7.20655,0.0510828,0.126643,-0,-39.8836,42.1857,-7.48301,41.9767,354.05,
Thu Sep 19 06:31:22 2019,16576370,948.278,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,10,16,24,6.55532,-0.124498,-7.26401,0.0457616,0.117065,0.0042569,-39.8836,42.1857,-7.48301,42.0644,354.339,
Thu Sep 19 06:31:22 2019,16586371,948.278,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,22,10,62,66,6.51223,-0.172383,-7.28795,0.0436332,0.105358,0.0042569,-39.8836,42.1857,-7.48301,41.7828,354.629,
Thu Sep 19 06:31:22 2019,16596372,948.278,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,22,10,62,66,6.58405,-0.263362,-7.25922,0.0383121,0.0989729,-0,-39.8836,42.1857,-7.48301,42.2078,354.917,
Thu Sep 19 06:31:22 2019,16606373,948.278,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,18,16,62,6.55532,-0.134075,-7.13951,0.032991,0.0936517,-0.00319267,-39.8836,42.1857,-7.48301,42.5574,355.205,
Thu Sep 19 06:31:22 2019,16616374,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,18,16,62,6.47871,-0.0766145,-7.24007,0.0276698,0.0936517,-0,-39.8836,42.1857,-7.48301,41.8235,355.492,
Thu Sep 19 06:31:22 2019,16626375,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,20,8,62,24,6.48829,-0.105345,-7.11078,0.0244772,0.0893948,-0,-39.8836,42.1857,-7.48301,42.3792,355.779,
Thu Sep 19 06:31:22 2019,16636376,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,20,8,62,24,6.56011,-0.229843,-6.93361,0.0148991,0.0936517,-0.00212845,-39.8836,42.1857,-7.48301,43.4145,356.065,
Thu Sep 19 06:31:22 2019,16646377,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,14,20,16,62,6.63194,-0.047884,-7.05332,0.00212845,0.0936517,-0.00851379,-39.8836,42.1857,-7.48301,43.2364,356.351,
Thu Sep 19 06:31:22 2019,16656378,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,14,20,16,62,6.53138,-0.0047884,-7.20176,-0.00106422,0.0893948,-0.00851379,-39.8836,42.1857,-7.48301,42.2054,356.639,
Thu Sep 19 06:31:22 2019,16666379,947.565,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,22,8,62,24,6.58405,-0.129287,-7.31189,-0.00319267,0.0893948,-0.00319267,-39.8836,42.1857,-7.48301,42.0018,356.925,
Thu Sep 19 06:31:22 2019,16676380,946.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,22,8,62,24,6.71813,-0.0861913,-7.42681,-0.0127707,0.0734315,-0.0138349,-39.8836,42.1857,-7.48301,42.1318,357.216,
Thu Sep 19 06:31:22 2019,16686381,946.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,8,62,24,6.62715,-0.11971,-7.56568,-0.0170276,0.0702388,-0.00319267,-39.8836,42.1857,-7.48301,41.2168,357.504,
Thu Sep 19 06:31:22 2019,16696382,946.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,8,62,24,6.59363,-0.196325,-7.39808,-0.0159634,0.0627892,-0.0042569,-39.8836,42.1857,-7.48301,41.7094,357.792,
Thu Sep 19 06:31:22 2019,16706383,946.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,60,28,6.63194,-0.0670376,-7.3071,-0.0297983,0.0595966,-0.0159634,-39.8836,42.1857,-7.48301,42.227,358.08,
Thu Sep 19 06:31:22 2019,16716384,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,60,28,6.76601,-0.00957681,-7.31189,-0.0287341,0.0457616,-0.00532112,-39.8836,42.1857,-7.48301,42.7795,358.37,
Thu Sep 19 06:31:22 2019,16726385,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,60,66,6.64152,-0.253785,-7.04853,-0.0202203,0.0510828,0.0042569,-39.8836,42.1857,-7.48301,43.2971,358.655,
Thu Sep 19 06:31:22 2019,16736386,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,60,66,6.49786,-0.229843,-7.18739,-0.019156,0.0468259,-0.0212845,-39.8836,42.1857,-7.48301,42.1156,358.943,
Thu Sep 19 06:31:22 2019,16746387,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,22,8,60,24,6.70376,-0.047884,-7.27837,-0.0212845,0.032991,-0.0170276,-39.8836,42.1857,-7.48301,42.6467,359.233,
Thu Sep 19 06:31:22 2019,16756388,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,22,8,60,24,6.61278,-0.11971,-7.25443,-0.0042569,0.0234129,-0.00212845,-39.8836,42.1857,-7.48301,42.3508,359.522,
Thu Sep 19 06:31:22 2019,16766389,946.505,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,10,20,20,66,6.4404,-0.220267,-7.14909,-0.00851379,0.0223487,-0.00851379,-39.8836,42.1857,-7.48301,42.0148,359.809,
Thu Sep 19 06:31:22 2019,16776390,947.626,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,10,20,20,66,6.47392,-0.0574608,-7.1826,-0.00638535,0.0202203,-0.0138349,-39.8836,42.1857,-7.48301,42.0294,360.096,
Thu Sep 19 06:31:22 2019,16786391,947.626,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,10,20,18,62,6.55054,-0.0287304,-7.03416,0.00106422,0.00744957,0.00106422,-39.8836,42.1857,-7.48301,42.9611,360.386,
Thu Sep 19 06:31:22 2019,16796392,947.626,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,10,20,18,62,6.51702,-0.167594,-7.1012,0.00532112,-0.00319267,0.00212845,-39.8836,42.1857,-7.48301,42.5437,360.676,
Thu Sep 19 06:31:22 2019,16806393,947.626,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,8,20,18,62,6.49307,-0.0670376,-6.91445,0.00212845,-0.0106422,-0.00212845,-39.8836,42.1857,-7.48301,43.1999,360.965,
Thu Sep 19 06:31:22 2019,16816394,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,8,20,18,62,6.57448,-0.0526724,-6.87615,0.00638535,-0.0170276,-0.0042569,-39.8836,42.1857,-7.48301,43.7152,361.253,
Thu Sep 19 06:31:22 2019,16826395,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,10,20,18,62,6.59842,-0.177171,-6.95276,0.0117065,-0.019156,-0.00957802,-39.8836,42.1857,-7.48301,43.5022,361.54,
Thu Sep 19 06:31:22 2019,16836396,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,10,20,18,62,6.60321,-0.134075,-6.86178,0.0117065,-0.0287341,-0.0202203,-39.8836,42.1857,-7.48301,43.8999,361.829,
Thu Sep 19 06:31:22 2019,16846397,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,12,20,20,62,6.57448,-0.071826,-6.78996,0.0148991,-0.0308625,-0.0255414,-39.8836,42.1857,-7.48301,44.0763,362.116,
Thu Sep 19 06:31:22 2019,16856398,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,12,20,20,62,6.66067,0.071826,-6.92403,0.0148991,-0.0244772,-0.0276698,-39.8836,42.1857,-7.48301,43.8894,362.401,
Thu Sep 19 06:31:22 2019,16866399,946.479,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,10,62,26,6.58405,-0.0622492,-7.02938,0.0180918,-0.032991,-0.0319267,-39.8836,42.1857,-7.48301,43.1264,362.69,
Thu Sep 19 06:31:22 2019,16876400,946.566,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,10,62,26,6.58884,-0.0622492,-7.16345,0.0223487,-0.0308625,-0.0297983,-39.8836,42.1857,-7.48301,42.6075,362.976,
Thu Sep 19 06:31:22 2019,16886401,946.566,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,8,62,26,6.55054,-0.105345,-7.28795,0.0180918,-0.0223487,-0.0223487,-39.8836,42.1857,-7.48301,41.9498,363.26,
Thu Sep 19 06:31:22 2019,16896402,946.566,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,0,24,8,62,26,6.65588,-0.0526724,-7.23049,0.0223487,-0.0148991,-0.0202203,-39.8836,42.1857,-7.48301,42.6305,363.544,
Thu Sep 19 06:31:22 2019,16906403,946.566,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,10,20,18,62,6.66067,-0.0526724,-7.16345,0.0202203,-0.0202203,-0.0180918,-39.8836,42.1857,-7.48301,42.9171,363.832,
Thu Sep 19 06:31:22 2019,16916404,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,0,10,20,18,62,6.63673,-0.0957681,-7.19218,0.0212845,-0.0266056,-0.0106422,-39.8836,42.1857,-7.48301,42.6999,364.12,
Thu Sep 19 06:31:22 2019,16926405,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,10,62,26,6.55532,-0.0622492,-7.02459,0.0234129,-0.0180918,-0.00744957,-39.8836,42.1857,-7.48301,43.0209,364.404,
Thu Sep 19 06:31:22 2019,16936406,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4986,0,22,10,62,26,6.57448,-0.0191536,-7.3071,0.019156,-0.0127707,-0.0170276,-39.8836,42.1857,-7.48301,41.9789,364.689,
Thu Sep 19 06:31:22 2019,16946407,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,62,26,6.80432,0.0287304,-7.25443,0.0212845,-0.0202203,-0.0127707,-39.8836,42.1857,-7.48301,43.1663,364.978,
Thu Sep 19 06:31:22 2019,16956408,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4984,0,24,8,62,26,6.81869,-0.0383072,-7.37893,0.0159634,-0.032991,-0.0117065,-39.8836,42.1857,-7.48301,42.7403,365.268,
Thu Sep 19 06:31:22 2019,16966409,947.643,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,20,8,62,24,6.66546,-0.0814029,-7.25443,0.0180918,-0.0351194,-0.0127707,-39.8836,42.1857,-7.48301,42.5772,365.555,
Thu Sep 19 06:31:22 2019,16976410,945.419,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,20,8,62,24,6.61757,-0.0430956,-7.15866,0.0148991,-0.0308625,-0.0180918,-39.8836,42.1857,-7.48301,42.7508,365.84,
