time,input,output,voltage
0.812,-0,0.481669967396091,-2.40834983698046
0.814,-0,0.484737928971863,-2.42368964485931
0.816,-0,0.484737928971863,-2.42368964485931
0.818,-0,0.484737928971863,-2.42368964485931
0.82,-0,0.484737928971863,-2.42368964485931
0.822,-0,0.487805890547634,-2.43902945273817
0.824,-0,0.487805890547634,-2.43902945273817
0.826,-0,0.487805890547634,-2.43902945273817
0.828,-0,0.487805890547634,-2.43902945273817
0.83,-0,0.490873852123405,-2.45436926061703
0.832,-0,0.490873852123405,-2.45436926061703
0.834,0,0.490873852123405,-2.45436926061703
0.836,0,0.490873852123405,-2.45436926061703
0.838,0,0.493941813699176,-2.46970906849588
0.84,0,0.493941813699176,-2.46970906849588
0.842,0,0.493941813699176,-2.46970906849588
0.844,0,0.493941813699176,-2.46970906849588
0.846,0,0.493941813699176,-2.46970906849588
0.848,0,0.497009775274948,-2.48504887637474
0.85,0,0.497009775274948,-2.48504887637474
0.852,0,0.497009775274948,-2.48504887637474
0.854,0,0.497009775274948,-2.48504887637474
0.856,0,0.497009775274948,-2.48504887637474
0.858,0,0.500077736850719,-2.5003886842536
0.86,0,0.500077736850719,-2.5003886842536
0.862,0,0.500077736850719,-2.5003886842536
0.864,0,0.500077736850719,-2.5003886842536
0.866,0,0.50314569842649,-2.51572849213245
0.868,0,0.50314569842649,-2.51572849213245
0.87,0,0.50314569842649,-2.51572849213245
0.872,0,0.506213660002262,-2.53106830001131
0.874,0,0.506213660002262,-2.53106830001131
0.876,0,0.506213660002262,-2.53106830001131
0.878,0,0.509281621578033,-2.54640810789016
0.88,0,0.509281621578033,-2.54640810789016
0.882,0,0.509281621578033,-2.54640810789016
0.884,0,0.512349583153804,-2.56174791576902
0.886,0,0.512349583153804,-2.56174791576902
0.888,0,0.515417544729575,-2.57708772364788
0.89,0,0.515417544729575,-2.57708772364788
0.892,0,0.518485506305347,-2.59242753152673
0.894,0,0.518485506305347,-2.59242753152673
0.896,0,0.518485506305347,-2.59242753152673
0.898,0,0.521553467881118,-2.60776733940559
0.9,0,0.521553467881118,-2.60776733940559
0.902,0,0.524621429456889,-2.62310714728445
0.904,0,0.524621429456889,-2.62310714728445
0.906,0,0.524621429456889,-2.62310714728445
0.908,0,0.527689391032661,-2.6384469551633
0.91,0,0.527689391032661,-2.6384469551633
0.912,0,0.530757352608432,-2.65378676304216
0.914,0,0.530757352608432,-2.65378676304216
0.916,0,0.530757352608432,-2.65378676304216
0.918,0,0.533825314184203,-2.66912657092102
0.92,0,0.533825314184203,-2.66912657092102
0.922,0,0.536893275759974,-2.68446637879987
0.924,0,0.536893275759974,-2.68446637879987
0.926,0,0.539961237335746,-2.69980618667873
0.928,0,0.543029198911517,-2.71514599455759
0.93,0,0.543029198911517,-2.71514599455759
0.932,0,0.546097160487288,-2.73048580243644
0.934,0,0.546097160487288,-2.73048580243644
0.936,0,0.54916512206306,-2.7458256103153
0.938,0,0.552233083638831,-2.76116541819415
0.94,0,0.552233083638831,-2.76116541819415
0.942,0,0.555301045214602,-2.77650522607301
0.944,0,0.558369006790373,-2.79184503395187
0.946,0,0.558369006790373,-2.79184503395187
0.948,0,0.561436968366145,-2.80718484183072
0.95,0,0.561436968366145,-2.80718484183072
0.952,0,0.564504929941916,-2.82252464970958
0.954,0,0.567572891517687,-2.83786445758844
0.956,0,0.567572891517687,-2.83786445758844
0.958,0,0.570640853093458,-2.85320426546729
0.96,0,0.570640853093458,-2.85320426546729
0.962,0,0.57370881466923,-2.86854407334615
0.964,0,0.57370881466923,-2.86854407334615
0.966,0,0.576776776245001,-2.88388388122501
0.968,0,0.576776776245001,-2.88388388122501
0.97,0,0.576776776245001,-2.88388388122501
0.972,0,0.579844737820772,-2.89922368910386
0.974,0,0.579844737820772,-2.89922368910386
0.976,0,0.579844737820772,-2.89922368910386
0.978,0,0.582912699396544,-2.91456349698272
0.98,0,0.582912699396544,-2.91456349698272
0.982,0,0.582912699396544,-2.91456349698272
0.984,0,0.582912699396544,-2.91456349698272
0.986,0,0.582912699396544,-2.91456349698272
0.988,0,0.585980660972315,-2.92990330486157
0.99,0,0.585980660972315,-2.92990330486157
0.992,0,0.585980660972315,-2.92990330486157
0.994,0,0.585980660972315,-2.92990330486157
0.996,0,0.585980660972315,-2.92990330486157
0.998,0,0.585980660972315,-2.92990330486157
1,0,0.589048622548086,-2.94524311274043
1.002,0,0.589048622548086,-2.94524311274043
1.004,0,0.589048622548086,-2.94524311274043
