today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],time,angDes,angAct,rateDes,rateDes_f,Kp1D,Kp2D,Kp1,Kp2,mRac
Sun Sep 23 20:21:53 2018,252439706,683.688,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,82,926,5.90889,-36.2578,29.7025,-0.238386,0.111744,0.368222,8.06836,81.7523,35.9016,252.44,-1.90735e-06,-6.20306,4.66685,3.30424,0.00192384,0.00118991,-3.49873,0.380827,-0.862653,
Sun Sep 23 20:21:53 2018,252449707,683.688,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,82,926,-17.0276,15.1697,-61.8901,1.05997,0.0170276,0.203267,8.06836,81.7523,35.9016,252.45,-1.90735e-06,-5.62433,4.23145,3.30435,-0.000844539,0.00149909,-3.49874,0.380842,2.44557,
Sun Sep 23 20:21:53 2018,252459708,683.688,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,18,72,948,-10.9032,17.9565,-20.8583,2.36471,-0.312882,0.0106422,8.06836,81.7523,35.9016,252.46,-1.90735e-06,-4.7439,3.56906,3.30446,0.00237909,0.000801072,-3.49872,0.38085,-2.34925,
Sun Sep 23 20:21:53 2018,252469709,683.688,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,18,72,948,-5.40132,21.6915,-0.397437,3.66306,-0.225616,-0.129835,8.06836,81.7523,35.9016,252.47,-1.90735e-06,-3.94782,2.97013,3.30457,0.00222251,0.000279152,-3.4987,0.380853,-7.14221,
Sun Sep 23 20:21:53 2018,252479710,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,8,84,938,6.21535,8.4228,22.448,3.0075,0.15112,-0.0681104,8.06836,81.7523,35.9016,252.48,-1.90735e-06,-2.90098,2.18255,3.30468,-0.00131277,-7.82179e-05,-3.49871,0.380852,-11.9848,
Sun Sep 23 20:21:53 2018,252489711,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,8,84,938,14.1593,-30.4638,16.2901,0.227744,0.032991,0.277763,8.06836,81.7523,35.9016,252.49,-1.90735e-06,-2.30859,1.73686,3.30478,0.000894071,5.16336e-05,-3.4987,0.380853,-9.86084,
Sun Sep 23 20:21:53 2018,252499712,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,8,80,958,3.81636,-23.1376,-21.7154,-1.20364,0.284148,0.416112,8.06836,81.7523,35.9016,252.5,-1.90735e-06,-1.68896,1.27069,3.30486,0.000700795,0.000391005,-3.49869,0.380856,-0.312857,
Sun Sep 23 20:21:53 2018,252509713,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,8,80,958,-3.27527,-31.4454,-19.3595,-0.895013,0.0478901,0.189432,8.06836,81.7523,35.9016,252.51,-1.90735e-06,-1.05167,0.791219,3.30492,-0.00542667,0.000356726,-3.49875,0.38086,4.51257,
Sun Sep 23 20:21:53 2018,252519714,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9996,48,8,88,934,2.72939,-25.0146,-18.2534,-0.374607,-0.27457,-0.166019,8.06836,81.7523,35.9016,252.52,-1.90735e-06,-0.530047,0.398778,3.30496,-0.00375903,0.000167486,-3.49878,0.380862,3.28334,
Sun Sep 23 20:21:53 2018,252529715,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9996,48,8,88,934,1.50356,-29.7647,-2.19788,-0.275634,-0.234129,-0.43846,8.06836,81.7523,35.9016,252.53,-1.90735e-06,-0.101673,0.076492,3.30497,-0.00137839,2.81458e-05,-3.4988,0.380862,1.33981,
Sun Sep 23 20:21:53 2018,252539716,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,74,960,4.96079,-10.094,-19.642,-0.642791,-0.269249,-0.508699,8.06836,81.7523,35.9016,252.54,-1.90735e-06,0.238852,-0.179701,3.30494,-0.000986929,-6.43434e-05,-3.49881,0.380861,0.89595,
Sun Sep 23 20:21:53 2018,252549717,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,74,960,-5.07092,18.6556,-55.3587,0.310753,-0.428882,-0.391635,13.8059,87.1664,30.3516,252.55,-1.90735e-06,0.554256,-0.416995,3.30488,-0.00253753,-0.000164616,-3.49883,0.38086,2.0902,
Sun Sep 23 20:21:53 2018,252559718,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5156,9996,48,18,18,1064,-8.65743,10.9559,-2.45166,2.7755,-0.519341,-0.702388,13.8059,87.1664,30.3516,252.56,-1.90735e-06,0.554789,-0.417396,3.30479,0.000930407,-0.00012497,-3.49882,0.380858,-1.24624,
Sun Sep 23 20:21:53 2018,252569719,684.522,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5156,9996,48,18,18,1064,9.62469,0.703895,3.47159,1.84962,-0.263928,-0.43846,13.8059,87.1664,30.3516,252.57,-1.90735e-06,1.07145,-0.806103,3.30466,0.00146869,-4.26559e-05,-3.49881,0.380858,-10.0179,
Sun Sep 23 20:21:53 2018,252579720,683.801,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5102,9996,48,16,88,874,9.91199,-15.8209,27.2843,0.715159,-0.319267,-0.247964,13.8059,87.1664,30.3516,252.58,-1.90735e-06,1.2549,-0.944123,3.30449,0.00269095,-0.000137357,-3.49878,0.380857,-6.831,
Sun Sep 23 20:21:53 2018,252589721,683.801,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5102,9996,48,16,88,874,10.908,-14.9829,-2.20267,-0.348001,0.10323,-0.117065,13.8059,87.1664,30.3516,252.59,-1.90735e-06,1.69889,-1.27816,3.30428,0.00185163,-0.00033093,-3.49876,0.380853,-2.98896,
Sun Sep 23 20:21:53 2018,252599722,683.801,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,18,90,942,-3.17471,-24.8614,-6.18662,0.363965,-0.0212845,-0.272441,13.8059,87.1664,30.3516,252.6,-1.90735e-06,2.08016,-1.565,3.30402,-0.00127091,-0.000571541,-3.49878,0.380848,0.621552,
Sun Sep 23 20:21:53 2018,252609723,683.801,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,18,90,942,-0.253785,-19.077,-4.54419,0.0659819,-0.148991,-0.47358,13.8059,87.1664,30.3516,252.61,-1.90735e-06,2.67171,-2.01005,3.30371,0.00106997,-0.000590906,-3.49877,0.380842,-2.03894,
Sun Sep 23 20:21:53 2018,252619724,683.645,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,80,960,-2.05901,-19.4074,-17.2287,-0.37035,-0.454424,-0.544883,13.8059,87.1664,30.3516,252.62,-1.90735e-06,3.15245,-2.37174,3.30336,0.000213608,-0.000767823,-3.49876,0.380834,-1.13409,
Sun Sep 23 20:21:53 2018,252629725,683.645,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,80,960,6.12437,-19.1776,-17.0036,-1.03443,-0.653434,-0.578938,13.8059,87.1664,30.3516,252.63,-1.90735e-06,3.62749,-2.72913,3.30295,-0.00136041,-0.00100249,-3.49878,0.380824,0.256453,
Sun Sep 23 20:21:53 2018,252639726,683.645,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5102,9996,48,20,60,968,8.70532,-21.8016,-23.195,-1.66338,-0.671526,-0.503378,13.8059,87.1664,30.3516,252.64,-1.90735e-06,3.77717,-2.84174,3.30249,-0.00448621,-0.00123244,-3.49882,0.380812,2.5371,
Sun Sep 23 20:21:53 2018,252649727,683.645,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5102,9996,48,20,60,968,13.9678,-17.3484,-12.4546,-1.13021,-0.230937,-0.532112,13.8059,87.1664,30.3516,252.65,-1.90735e-06,3.19095,-2.4007,3.30196,-0.00825927,-0.00119203,-3.4989,0.3808,4.90583,
Sun Sep 23 20:21:53 2018,252659728,683.645,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5096,9996,48,8,100,894,9.00699,-3.16513,-17.6884,-2.26467,0.0372479,-0.139413,13.8059,87.1664,30.3516,252.66,-1.90735e-06,2.25094,-1.69349,3.30139,-0.00500861,-0.000750487,-3.49895,0.380792,3.30967,
Sun Sep 23 20:21:53 2018,252669729,683.645,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5096,9996,48,8,100,894,5.65989,4.10366,-20.2933,-2.8053,-0.0585323,0.168147,13.8059,87.1664,30.3516,252.67,-1.90735e-06,1.23116,-0.926263,3.30076,-0.0126039,-0.000515505,-3.49908,0.380787,7.57155,
Sun Sep 23 20:21:53 2018,252679730,683.254,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,48,8,86,932,-4.29999,18.3252,-41.0366,-3.68009,-0.120257,0.56191,13.8059,87.1664,30.3516,252.68,-1.90735e-06,-0.275401,0.207196,3.3001,-0.0171274,0.000126501,-3.49925,0.380788,9.89533,
Sun Sep 23 20:21:53 2018,252689731,683.254,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,48,8,86,932,-2.01113,21.4664,-26.3458,-2.83509,0.0755599,0.636406,13.8059,87.1664,30.3516,252.69,-1.90735e-06,-2.32595,1.74992,3.29941,-0.0256852,0.00122136,-3.49951,0.380801,13.5449,
Sun Sep 23 20:21:53 2018,252699732,683.254,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,18,70,960,4.22337,-11.2432,23.6068,-2.4126,0.311818,0.407598,13.8059,87.1664,30.3516,252.7,-1.90735e-06,-4.1616,3.13097,3.29871,-0.0173899,0.00192048,-3.49968,0.38082,11.1143,
Sun Sep 23 20:21:53 2018,252709733,683.254,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,48,18,70,960,12.4403,-13.3549,13.8481,-3.6024,0.551268,0.392699,13.8059,87.1664,30.3516,252.71,-1.90735e-06,-5.46127,4.10877,3.29801,-0.0137774,0.00234636,-3.49982,0.380843,10.0085,
Sun Sep 23 20:21:53 2018,252719734,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,18,62,978,-1.89142,-10.0413,6.19619,-4.69004,0.417176,0.539562,13.8059,87.1664,30.3516,252.72,-1.90735e-06,-7.17355,5.397,3.29732,-0.0248556,0.00372378,-3.50007,0.38088,14.6643,
Sun Sep 23 20:21:53 2018,252729735,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,18,62,978,-12.5408,17.7602,-66.8317,-1.98371,0.371414,0.327781,13.8059,87.1664,30.3516,252.73,-1.90735e-06,-8.8784,6.67964,3.29666,-0.0374579,0.00533483,-3.50044,0.380934,18.9617,
Sun Sep 23 20:21:53 2018,252739736,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,66,18,54,986,-13.398,33.8205,-39.1596,0.791783,0.133028,-0.193689,13.8059,87.1664,30.3516,252.74,-1.90735e-06,-10.067,7.57391,3.29602,-0.0104735,0.00399883,-3.50055,0.380974,9.82955,
Sun Sep 23 20:21:53 2018,252749737,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,66,18,54,986,17.1377,-18.9621,35.4869,-1.75597,-0.0734315,-0.0415047,13.8059,87.1664,30.3516,252.75,-1.90735e-06,-10.906,8.20508,3.29544,0.00198235,0.00205427,-3.50053,0.380994,0.35443,
Sun Sep 23 20:21:53 2018,252759738,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,8,56,994,6.99107,-29.4152,16.9462,-3.19906,0.218166,0.47358,13.8059,87.1664,30.3516,252.76,-1.90735e-06,-11.6926,8.79688,3.2949,-0.00886918,0.00444319,-3.50062,0.381039,9.49893,
Sun Sep 23 20:21:53 2018,252769739,684.027,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,8,56,994,-14.1354,-8.5473,4.76925,3.71627,0.592773,-0.0968444,13.8059,87.1664,30.3516,252.77,-1.90735e-06,-12.3187,9.26794,3.29442,-0.020773,0.00601812,-3.50082,0.381099,14.7313,
Sun Sep 23 20:21:53 2018,252779740,682.993,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,8,48,986,4.33829,-7.02938,13.6613,1.78577,0.146863,-0.282019,13.8059,87.1664,30.3516,252.78,-1.90735e-06,-11.6634,8.77494,3.294,-0.00156928,-0.000370543,-3.50084,0.381095,-9.66599,
Sun Sep 23 20:21:53 2018,252789741,682.993,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,48,8,48,986,23.0562,-39.806,47.8074,-2.93407,-0.527855,0.26712,13.8059,87.1664,30.3516,252.79,-1.90735e-06,-11.5932,8.72208,3.29363,0.00269269,0.00131517,-3.50081,0.381108,-2.92759,
Sun Sep 23 20:21:53 2018,252799742,682.993,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5106,9636,62,8,128,854,-19.1153,34.7686,-109.137,3.04368,0.441653,0.286276,13.8059,87.1664,30.3516,252.8,-1.90735e-06,-11.6496,8.76455,3.29332,-0.0182716,0.00545803,-3.501,0.381163,13.6129,
Sun Sep 23 20:21:53 2018,252809746,682.993,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5106,9636,62,8,128,854,-4.10845,17.7171,-22.8934,6.81848,0.0744957,-0.741764,13.8059,87.1664,30.3516,252.81,-1.90735e-06,-10.1926,7.66835,3.29306,0.000759033,0.000191233,-3.50099,0.381165,-7.73299,
Sun Sep 23 20:21:53 2018,252819747,684.166,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5114,9996,48,8,106,910,4.81713,-17.3005,8.69574,0.0404405,-0.476772,-0.110679,13.8059,87.1664,30.3516,252.82,-1.90735e-06,-8.36311,6.29196,3.29285,-0.0240395,-0.00221832,-3.50123,0.381143,-21.4749,
Sun Sep 23 20:21:53 2018,252829748,684.166,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5114,9996,48,8,106,910,8.19296,-19.4601,2.67672,1.20896,0.23945,0.0893948,13.8059,87.1664,30.3516,252.83,-1.90735e-06,-7.11852,5.3556,3.29266,0.000131522,0.00174176,-3.50123,0.38116,1.89975,
Sun Sep 23 20:21:53 2018,252839749,684.166,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,82,934,-4.87938,-15.9693,-17.5974,1.05145,0.0319267,-0.0851379,13.8059,87.1664,30.3516,252.84,-1.90735e-06,-5.68515,4.2772,3.2925,0.00251891,0.000891173,-3.5012,0.381169,-2.60247,
Sun Sep 23 20:21:53 2018,252849750,684.166,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,82,934,-3.28006,-15.8017,0.47884,1.5708,-0.113872,-0.348001,13.8059,87.1664,30.3516,252.85,-1.90735e-06,-4.06845,3.06089,3.29235,0.00235619,0.000685912,-3.50118,0.381176,-2.51459,
Sun Sep 23 20:21:53 2018,252859751,684.166,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,66,18,72,964,-1.35991,-12.5217,10.0173,2.19762,-0.317139,-0.483158,13.8059,87.1664,30.3516,252.86,-1.90735e-06,-2.37052,1.78346,3.29219,0.00270396,0.000307003,-3.50115,0.381179,-4.81978,
Sun Sep 23 20:21:53 2018,252869752,684.166,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5124,9996,66,18,72,964,1.14443,-14.0396,-11.9423,1.20789,-0.747085,-0.46613,13.8059,87.1664,30.3516,252.87,-1.90735e-06,-1.11181,0.836469,3.29202,0.00240508,9.15431e-05,-3.50113,0.38118,-7.37531,
Sun Sep 23 20:21:53 2018,252879753,683.61,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,18,66,970,9.50498,-21.6436,-0.656011,0.389506,-0.759856,-0.581066,13.8059,87.1664,30.3516,252.88,-1.90735e-06,-0.000657664,0.000493357,3.29183,0.00251717,1.02812e-07,-3.5011,0.38118,-4.22877,
Sun Sep 23 20:21:53 2018,252889754,683.61,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,18,66,970,6.87136,-18.7274,-14.6573,-0.467194,-0.616186,-0.499121,13.8059,87.1664,30.3516,252.89,-1.90735e-06,0.698906,-0.525821,3.29161,0.00113039,-0.000152599,-3.50109,0.381178,-1.56413,
Sun Sep 23 20:21:53 2018,252899755,683.61,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,18,58,974,12.6893,-13.3405,-9.7444,-0.277763,-0.192625,-0.366093,13.8059,87.1664,30.3516,252.9,-1.90735e-06,0.829272,-0.623902,3.29135,-0.00175597,-0.000234496,-3.50111,0.381176,1.39788,
Sun Sep 23 20:21:53 2018,252909756,683.61,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,18,58,974,6.84263,-8.52336,-6.36858,-1.33773,-0.112808,-0.0468259,13.8059,87.1664,30.3516,252.91,-1.90735e-06,0.471849,-0.354996,3.29105,-0.000991283,-0.000126691,-3.50112,0.381175,0.837164,
Sun Sep 23 20:21:53 2018,252919757,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,18,32,1026,6.67503,5.91847,-20.7338,-2.54137,-0.259671,0.268185,13.8059,87.1664,30.3516,252.92,-1.90735e-06,-0.164018,0.123397,3.29072,-0.00619162,5.71137e-05,-3.50118,0.381175,4.73067,
Sun Sep 23 20:21:53 2018,252929758,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,48,18,32,1026,-0.857124,4.98473,3.82593,-1.70276,-0.134092,0.250093,13.8059,87.1664,30.3516,252.93,-1.90735e-06,-1.42966,1.0756,3.29036,-0.0148206,0.000627259,-3.50133,0.381181,9.30816,
Sun Sep 23 20:21:53 2018,252939759,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5092,9996,48,8,112,906,-6.25365,4.08451,-25.1104,-3.71414,-0.0904591,0.440589,18.6469,76.1578,24.2812,252.94,-1.90735e-06,-2.4519,1.84468,3.28998,-0.00850144,0.000921002,-3.50141,0.381191,6.66524,
Sun Sep 23 20:21:53 2018,252949760,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5092,9996,48,8,112,906,-2.92571,-7.47949,-21.0067,-4.89117,-0.334166,0.253285,18.6469,76.1578,24.2812,252.95,-1.90735e-06,-4.52089,3.40128,3.28959,-0.0260129,0.00238217,-3.50167,0.381214,14.3023,
Sun Sep 23 20:21:53 2018,252959761,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9996,66,16,88,942,3.51948,-14.3173,-8.34619,-5.04974,-0.0553397,-0.0276698,18.6469,76.1578,24.2812,252.96,-1.90735e-06,-6.24964,4.7019,3.28921,-0.0400117,0.00384633,-3.50207,0.381253,18.9219,
Sun Sep 23 20:21:53 2018,252969762,683.558,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5112,9996,66,16,88,942,4.92248,-12.4882,-13.1394,-5.16787,-0.0776884,-0.145799,18.6469,76.1578,24.2812,252.97,-1.90735e-06,-8.16646,6.14401,3.28883,-0.0421077,0.00512323,-3.5025,0.381304,20.0294,
Sun Sep 23 20:21:53 2018,252979763,683.523,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,74,970,-5.87537,25.345,-52.4139,-4.20262,-0.129835,-0.197946,18.6469,76.1578,24.2812,252.98,-1.90735e-06,-10.0021,7.52504,3.28849,-0.0437014,0.00636345,-3.50293,0.381368,20.9725,
Sun Sep 23 20:21:53 2018,252989764,683.523,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,74,970,-5.71735,2.26491,16.8839,-1.27388,0.174533,-0.261799,18.6469,76.1578,24.2812,252.99,-1.90735e-06,-12.1008,9.10404,3.28819,-0.031481,0.00681966,-3.50325,0.381436,18.1954,
Sun Sep 23 20:21:53 2018,252999765,683.523,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,66,982,-4.10366,27.0353,-38.4317,-1.22386,0.131964,-0.193689,18.6469,76.1578,24.2812,253,-1.90735e-06,-13.7899,10.3748,3.28795,-0.0058112,0.00473279,-3.50331,0.381483,8.42058,
Sun Sep 23 20:21:53 2018,253009766,683.523,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,66,982,18.1385,-12.378,32.1158,-2.4541,0.148991,0.0255414,18.6469,76.1578,24.2812,253.01,-1.90735e-06,-15.338,11.5395,3.28778,-0.0055216,0.0052062,-3.50336,0.381535,8.69034,
Sun Sep 23 20:21:53 2018,253019767,683.801,1518,1515,1485,1514,1088,1514,0.18779,0.0469437,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5148,9996,48,8,58,990,3.47638,-21.9596,17.9948,-4.05257,0.0766241,0.52147,18.6469,76.1578,24.2812,253.02,-1.90735e-06,-16.6213,12.505,3.28768,-0.0140909,0.00718008,-3.5035,0.381607,13.3699,
Sun Sep 23 20:21:53 2018,253029768,683.801,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5148,9996,48,8,58,990,-14.4801,19.4936,-38.0199,1.34199,0.548075,0.159634,18.6469,76.1578,24.2812,253.03,-1.90735e-06,-17.7879,13.3827,3.28768,-0.0297469,0.00982323,-3.5038,0.381705,19.3076,
Sun Sep 23 20:21:53 2018,253039769,683.801,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,48,18,48,992,-2.62405,11.3677,-15.7538,2.2817,0.137285,-0.419304,18.6469,76.1578,24.2812,253.04,-1.90735e-06,-18.0322,13.5665,3.28778,0.00261123,0.00263976,-3.50377,0.381732,0.476735,
Sun Sep 23 20:21:53 2018,253049770,683.801,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5136,9996,48,18,48,992,24.6459,-15.6581,-11.6741,-3.90251,-0.930132,0.0798168,18.6469,76.1578,24.2812,253.05,-1.90735e-06,-18.4508,13.8814,3.28798,0.00229604,0.00139687,-3.50375,0.381746,-2.69532,
Sun Sep 23 20:21:53 2018,253059771,683.801,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,68,18,6,1086,-11.9662,36.7845,-114.199,-0.220294,0.289469,0.283084,16.1367,66.4125,37.8094,253.06,-1.90735e-06,-19.1016,14.371,3.28828,-0.0280621,0.0103339,-3.50403,0.381849,19.1621,
Sun Sep 23 20:21:53 2018,253069772,683.801,1518,1514,1485,1514,1088,1514,0.18779,-7.62939e-06,0.752347,-2.38419e-07,-1.90735e-06,-1.19209e-07,5160,9996,68,18,6,1086,-9.33739,39.7773,-6.73728,6.2736,0.326717,-0.623635,16.1367,66.4125,37.8094,253.07,-1.90735e-06,-18.7099,14.0763,3.28869,-0.00077301,0.00493936,-3.50404,0.381898,6.14765,
