today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],time,angDes,angAct,rateDes,rateDes_f,Kp1D,Kp2D,Kp1,Kp2,mRac
Sun Sep 23 20:13:16 2018,36856063,682.437,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9806,48,8,138,882,-1.26414,-4.27604,-7.5992,-4.42292,-0.104294,-0.343744,9.32344,81.5719,24.6281,36.8561,-1.90735e-06,11.1179,-9.07698,-2.20709,-0.0137805,-0.00251362,-1.00725,0.0590529,4.47639,
Sun Sep 23 20:13:16 2018,36866064,682.437,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9806,48,8,138,882,-2.10211,-2.97839,-2.82995,-4.31862,0.279891,-0.276698,9.32344,81.5719,24.6281,36.8661,-1.90735e-06,8.96861,-7.32226,-2.21823,-0.00975113,-0.00161433,-1.00735,0.0590367,4.02315,
Sun Sep 23 20:13:16 2018,36876065,682.437,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,48,46,98,926,-0.42138,-2.87783,-1.07739,-4.42185,-0.0574681,-0.34268,9.32344,81.5719,24.6281,36.8761,-1.90735e-06,6.64472,-5.42497,-2.22947,-0.00902224,-0.00113336,-1.00744,0.0590254,4.03055,
Sun Sep 23 20:13:16 2018,36886066,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5130,9996,48,46,98,926,4.31435,-1.36948,-1.75734,-4.01638,-0.153248,-0.244772,9.32344,81.5719,24.6281,36.8861,-1.90735e-06,4.08744,-3.33712,-2.24074,-0.00964456,-0.000727862,-1.00754,0.0590181,4.25823,
Sun Sep 23 20:13:16 2018,36896067,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,66,46,74,954,4.36224,2.67672,-0.565032,-4.2718,-0.0585323,-0.185175,9.32344,81.5719,24.6281,36.8961,-1.90735e-06,1.44928,-1.18324,-2.25195,-0.00708664,-0.000208774,-1.00761,0.059016,3.97711,
Sun Sep 23 20:13:16 2018,36906068,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,66,46,74,954,1.71904,4.52504,-8.70053,-3.5279,-0.487415,-0.135156,9.32344,81.5719,24.6281,36.9061,-1.90735e-06,-0.896497,0.731927,-2.26302,-0.00858109,0.000147028,-1.00769,0.0590175,4.34786,
Sun Sep 23 20:13:16 2018,36916069,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,8,64,978,-1.75734,10.9271,-15.0116,-3.86101,-0.328845,-0.468259,9.32344,81.5719,24.6281,36.9161,-1.90735e-06,-3.32509,2.71471,-2.27387,-0.00442411,0.000340434,-1.00774,0.0590209,3.71543,
Sun Sep 23 20:13:16 2018,36926070,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,8,64,978,-2.82995,3.63919,-9.18895,-2.469,-0.183047,-0.874792,9.32344,81.5719,24.6281,36.9261,-1.90735e-06,-5.57061,4.54802,-2.28443,-0.00608716,0.000717029,-1.0078,0.0590281,4.15958,
Sun Sep 23 20:13:16 2018,36936073,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,74,18,58,990,-2.52828,3.41413,8.49463,-2.69355,-0.0170276,-1.03123,9.32344,81.5719,24.6281,36.9361,-1.90735e-06,-7.60288,6.20723,-2.29463,-0.00043051,0.000108233,-1.0078,0.0590292,2.85468,
Sun Sep 23 20:13:16 2018,36946076,683.853,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,74,18,58,990,-2.1452,6.33506,-7.08684,-2.48709,-0.0989729,-0.757728,9.32344,81.5719,24.6281,36.9461,-1.90735e-06,-9.47331,7.73431,-2.30441,-0.00104816,0.000300972,-1.00781,0.0590322,3.17117,
Sun Sep 23 20:13:16 2018,36956077,683.158,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,46,48,990,-0.124498,12.2344,-17.8655,-2.39876,0.357579,-0.356515,9.32344,81.5719,24.6281,36.9561,-1.90735e-06,-11.4771,9.37023,-2.31371,-0.000431217,0.000162463,-1.00782,0.0590338,3.0597,
Sun Sep 23 20:13:16 2018,36966078,683.158,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,46,48,990,-0.565032,9.5385,-1.36469,-2.33704,0.0446974,-0.192625,9.32344,81.5719,24.6281,36.9661,-1.90735e-06,-13.2878,10.8486,-2.32247,-0.00018301,8.27679e-05,-1.00782,0.0590346,3.05796,
Sun Sep 23 20:13:16 2018,36976079,683.158,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,8,48,994,-0.191536,12.3924,5.92804,-2.69142,0.278827,-0.0979086,9.32344,81.5719,24.6281,36.9761,-1.90735e-06,-14.9997,12.2462,-2.33063,-1.49695e-05,7.84414e-06,-1.00782,0.0590347,3.07827,
Sun Sep 23 20:13:16 2018,36986080,683.158,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,8,48,994,1.85311,16.0459,-22.2278,-2.18805,0.642791,-0.125578,9.32344,81.5719,24.6281,36.9861,-1.90735e-06,-16.998,13.8777,-2.33815,-0.000950813,0.000490266,-1.00783,0.0590396,3.53183,
Sun Sep 23 20:13:16 2018,36996082,682.385,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,8,46,994,3.80199,15.2702,-10.2711,-0.798168,0.211781,-0.269249,9.68203,58.4719,38.85,36.9961,-1.90735e-06,-18.7279,15.2901,-2.34496,0.000343345,-0.00023993,-1.00783,0.0590372,3.10785,
Sun Sep 23 20:13:16 2018,37006093,682.385,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,48,8,46,994,-1.12527,13.9151,2.34153,0.367157,-0.327781,-0.459745,9.68203,58.4719,38.85,37.0061,-1.90735e-06,-19.8947,16.2426,-2.35103,0.00123945,-0.00252226,-1.00781,0.059012,1.76292,
Sun Sep 23 20:13:16 2018,37016094,682.385,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,70,16,48,992,1.72383,16.271,-7.01022,1.78045,0.225616,-0.552332,9.68203,58.4719,38.85,37.0161,-1.90735e-06,-20.2681,16.5475,-2.35632,-0.000999945,-0.00450669,-1.00782,0.0589669,0.605728,
Sun Sep 23 20:13:16 2018,37026100,682.385,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,70,16,48,992,0.416591,8.93037,-16.7307,4.21539,-0.2469,-0.393763,9.68203,58.4719,38.85,37.0261,-1.90735e-06,-19.9727,16.3063,-2.36083,-0.00737332,-0.00675289,-1.0079,0.0588994,-0.834078,
Sun Sep 23 20:13:16 2018,37036101,683.384,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5156,9996,48,8,58,1046,-5.01825,12.5169,12.7276,5.39242,-0.487415,-0.0276698,9.68203,58.4719,38.85,37.0361,-1.90735e-06,-18.4209,15.0394,-2.36457,-0.0277371,-0.00989585,-1.00818,0.0588004,-3.36553,
Sun Sep 23 20:13:16 2018,37046108,683.384,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5156,9996,48,8,58,1046,-2.52349,13.8624,-8.86812,6.9281,0.208588,0.475708,9.68203,58.4719,38.85,37.0461,-1.90735e-06,-15.8981,12.9797,-2.3676,-0.0418454,-0.0100723,-1.00859,0.0586997,-4.67686,
Sun Sep 23 20:13:16 2018,37056109,683.384,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,46,886,0.263362,13.1106,-23.966,8.69684,0.337359,1.03549,9.68203,58.4719,38.85,37.0561,-1.90735e-06,-12.5577,10.2525,-2.37001,-0.0644183,-0.00953288,-1.00924,0.0586044,-6.39126,
Sun Sep 23 20:13:16 2018,37066112,683.384,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,46,886,-0.565032,6.72292,-4.72137,10.3102,-0.228808,1.41116,9.68203,58.4719,38.85,37.0661,-1.90735e-06,-8.06795,6.58693,-2.37192,-0.0962632,-0.00729092,-1.0102,0.0585315,-8.40001,
Sun Sep 23 20:13:16 2018,37076113,683.384,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,114,912,-1.17795,-2.02549,-2.16915,12.6004,-0.32246,1.59634,9.68203,58.4719,38.85,37.0761,-1.90735e-06,-2.84803,2.32522,-2.37346,-0.130771,-0.00294923,-1.01151,0.058502,-10.2928,
Sun Sep 23 20:13:16 2018,37086114,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9996,48,8,114,912,-2.31759,-9.32781,-3.27048,13.8232,0.536369,1.61762,9.68203,58.4719,38.85,37.0861,-1.90735e-06,3.74318,-3.05605,-2.37481,-0.188694,0.00457651,-1.0134,0.0585477,-12.9481,
Sun Sep 23 20:13:16 2018,37096115,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,8,82,932,6.42604,-20.073,-30.2627,4.88692,-0.0244772,1.57824,9.68203,58.4719,38.85,37.0961,-1.90735e-06,11.4331,-9.33433,-2.37619,-0.223928,0.0151211,-1.01563,0.058699,-14.5872,
Sun Sep 23 20:13:16 2018,37106122,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5122,9996,48,8,82,932,-0.148441,-23.3435,-13.8193,3.2246,0.187303,1.45373,9.68203,58.4719,38.85,37.1061,-1.90735e-06,16.1786,-13.2087,-2.3778,-0.0355021,0.00959578,-1.01599,0.0587949,-5.74167,
Sun Sep 23 20:13:16 2018,37116123,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,72,16,72,966,0.407014,-17.7171,-3.75411,4.2122,-0.261799,0.0532112,10.3992,83.7375,21.5063,37.1161,-1.90735e-06,18.2619,-14.9096,-2.3798,-0.0180719,0.00835593,-1.01617,0.0588785,-4.1546,
Sun Sep 23 20:13:16 2018,37126125,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,72,16,72,966,3.40934,-5.70299,-5.07571,1.20257,0.108551,-0.971637,10.3992,83.7375,21.5063,37.1261,-1.90735e-06,21.0251,-17.1656,-2.38228,-0.0277773,0.0113198,-1.01645,0.0589917,-5.29411,
Sun Sep 23 20:13:16 2018,37136126,683.792,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,66,20,62,968,2.88262,-2.34632,-19.6564,2.64247,-0.262863,-0.608736,10.3992,83.7375,21.5063,37.1361,-1.90735e-06,22.9592,-18.7446,-2.38532,-0.0043147,0.00672537,-1.01649,0.0590589,-2.32944,
Sun Sep 23 20:13:16 2018,37146127,681.933,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,66,20,62,968,4.02226,-9.06445,-9.38527,2.12632,-0.44591,-0.0340552,10.3992,83.7375,21.5063,37.1461,-1.90735e-06,23.4493,-19.1448,-2.38895,-0.0132954,0.00963254,-1.01662,0.0591552,-3.81891,
Sun Sep 23 20:13:16 2018,37156128,681.933,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,20,62,980,-3.52905,-5.05177,1.15879,3.29058,0.222423,0.386313,10.3992,83.7375,21.5063,37.1561,-1.90735e-06,25.4373,-20.7678,-2.39323,-0.00961001,0.00938613,-1.01672,0.0592491,-3.39235,
Sun Sep 23 20:13:16 2018,37166129,681.933,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,20,62,980,-1.51792,-18.1768,-5.22894,2.43814,-0.121322,0.312882,10.3992,83.7375,21.5063,37.1661,-1.90735e-06,27.1621,-22.176,-2.39819,-0.0187194,0.0126154,-1.01691,0.0593753,-4.66292,
Sun Sep 23 20:13:16 2018,37176130,681.933,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,8,62,982,-3.00233,-20.3172,-0.0335188,1.37817,-0.485286,0.388442,10.3992,83.7375,21.5063,37.1761,-1.90735e-06,29.3848,-23.9907,-2.40388,-0.0118055,0.0116163,-1.01703,0.0594914,-3.90689,
Sun Sep 23 20:13:16 2018,37186133,681.933,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,48,8,62,982,-2.05422,-20.1975,-3.09331,-1.1781,0.299047,-0.289469,10.3992,83.7375,21.5063,37.1861,-1.90735e-06,30.9913,-25.3022,-2.41037,-0.00522125,0.00958585,-1.01708,0.0595873,-2.9094,
Sun Sep 23 20:13:16 2018,37196134,684.348,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,68,46,58,986,-0.0287304,-14.9829,1.30723,-1.41648,0.487415,-0.978022,10.3992,83.7375,21.5063,37.1961,-1.90735e-06,31.173,-25.4506,-2.41768,0.00146035,0.00315482,-1.01706,0.0596188,-0.319137,
Sun Sep 23 20:13:16 2018,37206135,684.348,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,68,46,58,986,2.41336,-7.09641,-1.3216,-2.35939,0.125578,-0.925875,10.3992,83.7375,21.5063,37.2061,-1.90735e-06,30.829,-25.1698,-2.42583,0.00142973,0.00254051,-1.01705,0.0596442,-0.0605986,
Sun Sep 23 20:13:16 2018,37216136,684.348,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,66,18,70,1020,3.14119,-7.60877,-5.33907,-2.53179,0.168147,-0.209652,10.3992,83.7375,21.5063,37.2161,-1.90735e-06,30.0213,-24.5103,-2.4348,0.000177936,0.000184847,-1.01705,0.0596461,0.937659,
Sun Sep 23 20:13:16 2018,37226137,684.348,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,66,18,70,1020,1.92973,-6.80432,-1.88663,-2.933,-0.15112,0.173469,10.3992,83.7375,21.5063,37.2261,-1.90735e-06,28.9355,-23.6239,-2.44456,-0.000220859,-0.000206082,-1.01705,0.059644,1.16593,
Sun Sep 23 20:13:16 2018,37236138,684.348,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5172,9996,48,8,0,1092,0.632069,-6.30154,1.02951,-2.75315,-0.249028,0.0787526,10.3992,83.7375,21.5063,37.2361,-1.90735e-06,27.7371,-22.6454,-2.45505,-0.00140183,-0.00108234,-1.01706,0.0596332,1.63263,
Sun Sep 23 20:13:16 2018,37246139,683.653,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5172,9996,48,8,0,1092,-0.737414,-8.60476,-5.0805,-3.27143,-0.193689,-0.102166,3.04805,97.2727,27.5766,37.2461,-1.90735e-06,26.487,-21.6248,-2.46625,-0.000789874,-0.000620413,-1.01707,0.059627,1.51072,
Sun Sep 23 20:13:16 2018,37256140,683.653,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,120,904,-1.67594,-8.37013,-7.06768,-4.02383,-0.622571,-0.391635,3.04805,97.2727,27.5766,37.2561,-1.90735e-06,25.1922,-20.5677,-2.4781,-0.00259531,-0.00163169,-1.0171,0.0596107,2.1013,
Sun Sep 23 20:13:16 2018,37266145,683.653,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5126,9996,48,8,120,904,-0.114922,-4.18506,-7.46991,-4.54743,-0.259671,-0.467194,3.04805,97.2727,27.5766,37.2661,-1.90735e-06,23.465,-19.1576,-2.49055,-0.00616966,-0.00293739,-1.01716,0.0595813,2.95144,
Sun Sep 23 20:13:16 2018,37276146,683.653,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,8,90,946,0.972046,-0.972046,-9.9503,-4.45059,-0.488479,-0.174533,3.04805,97.2727,27.5766,37.2761,-1.90735e-06,21.2729,-17.3679,-2.50354,-0.00929444,-0.00354981,-1.01725,0.0595458,3.5917,
Sun Sep 23 20:13:16 2018,37286148,683.471,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5128,9996,48,8,90,946,1.05824,0.316035,-9.31823,-4.20049,-0.572553,-0.0659819,3.04805,97.2727,27.5766,37.2861,-1.90735e-06,18.9081,-15.4372,-2.517,-0.00860558,-0.00298491,-1.01734,0.059516,3.60899,
Sun Sep 23 20:13:16 2018,37296149,683.471,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,66,8,70,968,0.464475,-4.48195,-6.96713,-2.44027,-0.106422,-0.112808,3.04805,97.2727,27.5766,37.2962,-1.90735e-06,16.1499,-13.1853,-2.53085,-0.00701334,-0.00220148,-1.01741,0.0594939,3.48917,
Sun Sep 23 20:13:16 2018,37306151,683.471,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5138,9996,66,8,70,968,-0.378284,5.67905,-1.02472,-2.41472,-0.0404405,-0.264992,3.04805,97.2727,27.5766,37.3062,-1.90735e-06,14.0091,-11.4375,-2.54499,0.000255557,0.000119779,-1.01741,0.0594951,1.80227,
Sun Sep 23 20:13:16 2018,37316152,683.471,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,8,64,984,-3.67271,5.87537,-15.0787,-2.18911,-0.279891,-0.406534,3.04805,97.2727,27.5766,37.3162,-1.90735e-06,11.9984,-9.79586,-2.55936,0.000349258,0.000141684,-1.0174,0.0594966,1.87393,
Sun Sep 23 20:13:16 2018,37326153,683.471,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,8,64,984,-2.1883,4.01268,-22.4049,-0.774755,0.0968444,-0.227744,3.04805,97.2727,27.5766,37.3262,-1.90735e-06,10.4737,-8.55106,-2.57389,0.000842333,0.000329031,-1.01739,0.0594998,1.7184,
Sun Sep 23 20:13:16 2018,37336154,682.011,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,66,20,48,986,0.301669,0.407014,-7.87214,-0.333102,0.372478,0.0936517,3.04805,97.2727,27.5766,37.3362,-1.90735e-06,9.43968,-7.70686,-2.58853,0.00140523,0.00139785,-1.01738,0.0595138,0.329556,
Sun Sep 23 20:13:16 2018,37346162,682.011,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5146,9996,66,20,48,986,-0.6608,3.47159,-7.61835,-0.697067,-0.147927,0.209652,3.04805,97.2727,27.5766,37.3462,-1.90735e-06,8.82903,-7.2083,-2.60325,0.000756191,0.00163639,-1.01737,0.0595302,-0.0902228,
Sun Sep 23 20:13:16 2018,37356164,682.011,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,70,18,48,986,-0.493206,11.0756,-20.4225,-0.30224,0.158569,0.14367,3.04805,97.2727,27.5766,37.3562,-1.90735e-06,7.86461,-6.42092,-2.61801,0.00133903,0.00123342,-1.01736,0.0595425,0.326849,
Sun Sep 23 20:13:16 2018,37366166,682.011,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5144,9996,70,18,48,986,2.4756,11.3677,-20.7098,0.865214,0.157505,-0.0787526,3.04805,97.2727,27.5766,37.3662,-1.90735e-06,7.4285,-6.06486,-2.6328,0.000704387,0.00141345,-1.01735,0.0595567,-0.053719,
Sun Sep 23 20:13:16 2018,37376167,682.011,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,48,8,0,1090,4.39575,1.15879,-9.31823,1.65061,-0.0851379,-0.243707,3.04805,97.2727,27.5766,37.3762,-1.90735e-06,7.18424,-5.86544,-2.64759,-0.00303933,0.00206042,-1.01738,0.0595773,-1.2297,
Sun Sep 23 20:13:16 2018,37386169,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,48,8,0,1090,1.46046,4.09408,-7.39808,2.00819,-0.277763,-0.328845,3.04805,97.2727,27.5766,37.3862,-1.90735e-06,7.49184,-6.11658,-2.66238,-0.00711908,0.00263808,-1.01745,0.0596036,-2.04399,
Sun Sep 23 20:13:16 2018,37396170,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,48,8,0,1092,-0.181959,4.68785,-12.3301,1.97414,-0.39057,-0.212845,3.04805,97.2727,27.5766,37.3962,-1.90735e-06,7.90919,-6.45731,-2.67718,-0.00940912,0.00302549,-1.01755,0.0596339,-2.4285,
Sun Sep 23 20:13:16 2018,37406171,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5166,9996,48,8,0,1092,0.201113,5.42047,-9.91199,2.52115,-0.588516,-0.0936517,3.04805,97.2727,27.5766,37.4062,-1.90735e-06,8.70584,-7.10772,-2.69199,-0.00921158,0.00331656,-1.01764,0.0596671,-2.43306,
Sun Sep 23 20:13:16 2018,37416172,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9842,66,18,130,890,-1.901,5.07092,-7.84819,2.85212,-0.108551,0.158569,3.04805,97.2727,27.5766,37.4162,-1.90735e-06,9.97004,-8.13986,-2.70686,-0.0131806,0.00425552,-1.01777,0.0597096,-3.05198,
Sun Sep 23 20:13:16 2018,37426175,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5116,9842,66,18,130,890,-3.23696,-0.378284,-16.6828,2.48071,-0.154313,0.303304,3.04805,97.2727,27.5766,37.4262,-1.90735e-06,11.3513,-9.26755,-2.7218,-0.0158975,0.00516566,-1.01793,0.0597613,-3.4571,
Sun Sep 23 20:13:16 2018,37436176,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,98,934,-4.67348,-1.08697,-4.43406,1.95285,-0.358644,0.187303,3.04805,97.2727,27.5766,37.4362,-1.90735e-06,12.6284,-10.3102,-2.73687,-0.0129433,0.00537944,-1.01806,0.0598151,-3.14222,
Sun Sep 23 20:13:16 2018,37446191,680.656,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5118,9996,48,8,98,934,-1.86748,-4.01747,-10.0413,1.65913,-0.0106422,0.0766241,3.04805,97.2727,27.5766,37.4462,-1.90735e-06,14.205,-11.5974,-2.75211,-0.00918808,0.00545653,-1.01815,0.0598696,-2.68263,
Sun Sep 23 20:13:16 2018,37456192,683.002,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,70,18,74,946,-0.311246,-8.71011,-7.94396,0.950352,0.0489543,0.204331,3.04805,97.2727,27.5766,37.4562,-1.90735e-06,15.4549,-12.6179,-2.76755,-0.00734441,0.00558552,-1.01823,0.0599255,-2.44549,
Sun Sep 23 20:13:16 2018,37466194,683.002,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5134,9996,70,18,74,946,0.699107,-8.70053,-12.8425,0.306497,0.216038,0.406534,3.04805,97.2727,27.5766,37.4662,-1.90735e-06,16.5777,-13.5346,-2.78324,-0.00354823,0.00505327,-1.01826,0.059976,-1.77946,
Sun Sep 23 20:13:16 2018,37476210,683.002,1518,1514,1524,1514,1088,1514,0.18779,-7.62939e-06,0.816432,-2.38419e-07,-1.90735e-06,-1.19209e-07,5140,9996,48,8,70,970,-0.311246,-7.95354,-8.97347,-0.159634,0.428882,0.376735,3.04805,97.2727,27.5766,37.4762,-1.90735e-06,17.0604,-13.9287,-2.79922,-0.000951891,0.00432585,-1.01827,0.0600193,-1.14809,
