today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitch,desired pitch,roll,desired roll,yaw,desired yaw,msl,kppitch,kdpitch,kipitch,lampitch,pp,pd,pi,kproll,kdroll,kiroll,lamroll,rp,rd,ri,kpyaw,kdyaw,kiyaw,lamyaw,yp,yd,yi
Thu Oct  3 09:59:03 2019,55273758,578.386,1513,1514,1733,1514,1088,1514,0.0469513,7.62939e-06,1.58134,0,-0.05,-1.19209e-07,5384,5532,36,20,8,28,3.25611,2.88262,-8.15465,0.482094,0.0212845,-0.00638535,19.7719,61.8574,32.6689,0.0161857,7.62939e-06,-0.183404,0.0469513,-0.00638535,0,578.386,0.0022,0.00035,0.00018,0.0367548,0.000183144,0.000377034,0.0361946,0.0022,0.00035,0.00018,-0.0226557,0.000521797,-0.00478047,-0.018397,0.28,0,0.03,-0.0559004,0.0017879,-0,-0.0576883,
Thu Oct  3 09:59:03 2019,55283759,578.386,1513,1514,1733,1514,1088,1514,0.0469513,7.62939e-06,1.58134,0,-0.05,-1.19209e-07,5394,5494,34,8,28,28,1.96803,0.866701,-9.31823,0.32991,0.108551,-0.0308625,19.7719,61.8574,32.6689,0.0594199,7.62939e-06,-0.028661,0.0469513,-0.0308625,0,578.386,0.0022,0.00035,0.00018,0.0326792,-3.55917e-05,-0.00347988,0.0361947,0.0022,0.00035,0.00018,-0.0181287,0.000506782,-0.000238876,-0.0183966,0.28,0,0.03,-0.0490413,0.0086415,0,-0.0576828,
Thu Oct  3 09:59:03 2019,55293762,578.69,1513,1514,1714,1514,1088,1514,0.0469513,7.62939e-06,1.56127,0,-0.05,-1.19209e-07,5394,5494,34,8,28,28,1.02951,1.35033,-11.0373,0.200074,0.179854,-0.0308625,19.7719,61.8574,32.6689,-0.0550454,7.62939e-06,0.130102,0.0469513,-0.0308625,0,578.69,0.0022,0.00035,0.00018,0.0345507,-0.000130707,-0.0015132,0.0361946,0.0022,0.00035,0.00018,-0.023646,0.000166347,-0.00541601,-0.0183963,0.28,0,0.03,-0.049032,0.0086415,0,-0.0576735,
Thu Oct  3 09:59:03 2019,55303764,578.69,1513,1514,1714,1514,1088,1514,0.0469513,7.62939e-06,1.56127,0,-0.05,-1.19209e-07,5390,5482,34,8,28,14,0.162806,1.57538,-13.0197,0.121322,0.197946,-0.0532112,19.7719,61.8574,32.6689,-0.108187,7.62939e-06,0.281163,0.0469513,-0.0532112,0,578.69,0.0022,0.00035,0.00018,0.040322,0.000121117,0.00400629,0.0361946,0.0022,0.00035,0.00018,-0.024136,-0.000182931,-0.0055567,-0.0183963,0.28,0,0.03,-0.0427617,0.0148991,0,-0.0576609,
Thu Oct  3 09:59:03 2019,55313767,578.69,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5390,5482,34,8,28,14,2.71024,0.430956,-14.619,0.0574681,0.241579,-0.0489543,19.7719,61.8574,32.6689,-0.0610305,7.62939e-06,0.416983,0.0469513,-0.0489543,0,578.69,0.0022,0.00035,0.00018,0.0382927,0.000238029,0.00185996,0.0361947,0.0022,0.00035,0.00018,-0.024199,-0.000515266,-0.00528715,-0.0183966,0.28,0,0.03,-0.0439383,0.0137072,-0,-0.0576456,
Thu Oct  3 09:59:03 2019,55323768,578.69,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5382,5556,36,18,8,28,1.66158,3.16035,-9.92636,-0.0180918,0.202203,-0.0244772,19.7719,61.8574,32.6689,-0.195623,7.62939e-06,0.366312,0.0469513,-0.0244772,0,578.69,0.0022,0.00035,0.00018,0.0346787,0.000134284,-0.00165049,0.0361949,0.0022,0.00035,0.00018,-0.0239649,-0.000814069,-0.00475368,-0.0183972,0.28,0,0.03,-0.0507809,0.0068536,-0,-0.0576345,
Thu Oct  3 09:59:03 2019,55333770,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5382,5556,36,18,8,28,-0.292093,0.0574608,-13.7714,-0.101101,0.142606,-0.0106422,19.7719,61.8574,32.6689,-0.195308,7.62939e-06,0.472477,0.0469513,-0.0106422,0,577.769,0.0022,0.00035,0.00018,0.0413362,0.000430387,0.00471073,0.0361951,0.0022,0.00035,0.00018,-0.0173269,-0.000702594,0.00177347,-0.0183978,0.28,0,0.03,-0.0546494,0.00297983,-0,-0.0576293,
Thu Oct  3 09:59:03 2019,55343771,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5400,5522,34,8,28,10,-0.593762,0.828394,-10.2041,-0.0819453,0.129835,-0.00106422,17.2781,64.7262,31.2861,-0.262836,7.62939e-06,0.539162,0.0469513,-0.00106422,0,577.769,0.0022,0.00035,0.00018,0.0366141,0.000429693,-1.10342e-05,0.0361955,0.0022,0.00035,0.00018,-0.0230504,-0.000936157,-0.00371577,-0.0183985,0.28,0,0.03,-0.0573295,0.000297983,-0,-0.0576275,
Thu Oct  3 09:59:03 2019,55353774,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5400,5522,34,8,28,10,-1.88663,-0.234632,-12.2487,0.117065,0.071303,0.0212845,17.2781,64.7262,31.2861,-0.26284,7.62939e-06,0.710515,0.0469513,0.0212845,0,577.769,0.0022,0.00035,0.00018,0.0391377,0.000578257,0.00236351,0.0361959,0.0022,0.00035,0.00018,-0.0218161,-0.00108286,-0.00233399,-0.0183993,0.28,0,0.03,-0.0635902,-0.00595966,-0,-0.0576306,
Thu Oct  3 09:59:03 2019,55363776,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5358,5546,34,20,8,30,0.402226,1.97761,-9.5816,0.290533,-0.00106422,0.0266056,17.2781,64.7262,31.2861,-0.184845,7.62939e-06,0.754357,0.0469513,0.0266056,0,577.769,0.0022,0.00035,0.00018,0.0367748,0.000578265,1.27256e-07,0.0361964,0.0022,0.00035,0.00018,-0.0258575,-0.00145984,-0.00599733,-0.0184003,0.28,0,0.03,-0.0650873,-0.00744957,-0,-0.0576377,
Thu Oct  3 09:59:03 2019,55373779,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5358,5546,34,20,8,30,-2.19309,-0.186748,-12.6653,0.394827,-0.0936517,0.0297983,17.2781,64.7262,31.2861,-0.207129,7.62939e-06,0.952049,0.0469513,0.0297983,0,577.769,0.0022,0.00035,0.00018,0.0338736,0.000406675,-0.00272984,0.0361968,0.0022,0.00035,0.00018,-0.0214923,-0.00155629,-0.00153448,-0.0184016,0.28,0,0.03,-0.0659897,-0.00834352,-0,-0.0576462,
Thu Oct  3 09:59:03 2019,55383780,577.769,1513,1514,1708,1514,1088,1514,0.0469513,7.62939e-06,1.55493,0,-0.05,-1.19209e-07,5394,5528,34,8,28,28,-1.13964,0.641646,-8.75799,0.516149,-0.159634,0.0319267,17.2781,64.7262,31.2861,-0.177094,7.62939e-06,1.01516,0.0469513,0.0319267,0,577.769,0.0022,0.00035,0.00018,0.0374328,0.0004557,0.000779947,0.0361971,0.0022,0.00035,0.00018,-0.0273134,-0.00199121,-0.00691922,-0.018403,0.28,0,0.03,-0.0665949,-0.00893948,-0,-0.0576555,
Thu Oct  3 09:59:03 2019,55393782,578.307,1513,1508,1708,1514,1088,1514,0.0469513,0.281693,1.55493,0,-0.05,-1.19209e-07,5394,5528,34,8,28,28,-0.0670376,-0.416591,-9.60075,0.642791,-0.142606,0.0297983,17.2781,64.7262,31.2861,-0.053231,7.62939e-06,1.23849,0.0469513,0.0297983,0,578.307,0.0022,0.00035,0.00018,0.0355359,0.000389624,-0.00105121,0.0361975,0.0022,0.00035,0.00018,-0.0227438,-0.00213007,-0.002209,-0.0184047,0.28,0,0.03,-0.0660082,-0.00834352,0,-0.0576647,
Thu Oct  3 09:59:03 2019,55403783,578.307,1513,1508,1708,1514,1088,1514,0.0469513,0.281693,1.55493,0,-0.05,-1.19209e-07,5378,5524,34,8,6,26,-0.47884,1.46525,-10.6494,0.693874,-0.101101,0.0170276,17.2781,64.7262,31.2861,-0.00333681,0.281693,1.39048,0.0469513,0.0170276,0,578.307,0.0022,0.00035,0.00018,0.0424585,0.000736832,0.00552376,0.0361979,0.0022,0.00035,0.00018,-0.0288445,-0.00262139,-0.0078165,-0.0184066,0.28,0,0.03,-0.0624395,-0.00476772,0,-0.0576717,
Thu Oct  3 09:59:03 2019,55413785,578.307,1504,1488,1708,1514,1088,1514,0.46949,1.22066,1.55493,0,-0.05,-1.19209e-07,5378,5524,34,8,6,26,-2.07338,0.909797,-5.49709,0.702388,-0.0457616,0.0180918,17.2781,64.7262,31.2861,-0.00223678,0.281693,1.60986,0.0469513,0.0180918,0,578.307,0.0022,0.00035,0.00018,0.0350792,0.000627064,-0.0017463,0.0361985,0.0022,0.00035,0.00018,-0.0266843,-0.00295576,-0.00531958,-0.0184089,0.28,0,0.03,-0.0627427,-0.00506571,-0,-0.057677,
Thu Oct  3 09:59:03 2019,55423787,578.307,1504,1488,1708,1514,1088,1514,0.46949,1.22066,1.55493,0,-0.05,-1.19209e-07,5372,5546,36,8,6,26,0.335188,1.58975,-4.61602,0.667269,0.0478901,0.0170276,17.2781,64.7262,31.2861,0.122531,1.22066,1.65167,0.46949,0.0170276,0,578.307,0.0022,0.00035,0.00018,0.0717158,0.00269038,0.0328255,0.0361998,0.0022,0.00035,0.00018,-0.0138095,-0.00250882,0.00711044,-0.0184112,0.28,0,0.03,-0.06245,-0.00476772,0,-0.0576823,
Thu Oct  3 09:59:03 2019,55433790,578.481,1504,1488,1708,1514,1088,1514,0.46949,1.22066,1.55493,0,-0.05,-1.19209e-07,5372,5546,36,8,6,26,0.0335188,2.21703,-8.61434,0.564039,0.146863,-0.00532112,17.2781,64.7262,31.2861,0.159367,1.22066,1.71244,0.46949,-0.00532112,0,578.481,0.0022,0.00035,0.00018,0.0342509,0.00241589,-0.00436688,0.0362019,0.0022,0.00035,0.00018,-0.0224771,-0.00260079,-0.0014631,-0.0184132,0.28,0,0.03,-0.0561941,0.00148991,0,-0.057684,
Thu Oct  3 09:59:03 2019,55443791,578.481,1480,1469,1708,1514,1088,1514,1.59624,2.11268,1.55493,0,-0.05,-1.19209e-07,5390,5502,34,8,28,28,0.837971,1.71425,-8.1738,0.407598,0.305432,-0.0308625,17.2781,64.7262,31.2861,0.225595,1.22066,1.88454,0.46949,-0.0308625,0,578.481,0.0022,0.00035,0.00018,0.0372495,0.00233485,-0.00128926,0.0362039,0.0022,0.00035,0.00018,-0.0232769,-0.00273448,-0.00212702,-0.0184154,0.28,0,0.03,-0.0490371,0.0086415,0,-0.0576786,
Thu Oct  3 09:59:03 2019,55453795,578.481,1480,1469,1708,1514,1088,1514,1.59624,2.11268,1.55493,0,-0.05,-1.19209e-07,5390,5502,34,8,28,28,1.37427,-0.861913,-12.0141,0.262863,0.409726,-0.0404405,17.2781,64.7262,31.2861,0.276106,2.11268,2.02513,1.59624,-0.0404405,0,578.481,0.0022,0.00035,0.00018,0.0692606,0.00415158,0.0289025,0.0362065,0.0022,0.00035,0.00018,0.0143618,-0.000634247,0.0334129,-0.0184168,0.28,0,0.03,-0.0463446,0.0113233,0,-0.0576679,
Thu Oct  3 09:59:03 2019,55463796,578.481,1460,1457,1708,1514,1088,1514,2.53522,2.67606,1.55493,0,-0.05,-1.19209e-07,5396,5500,36,8,28,12,0.818817,1.61369,-11.7124,0.137285,0.492736,-0.0595966,17.2781,64.7262,31.2861,0.359889,2.11268,2.11254,1.59624,-0.0595966,0,578.481,0.0022,0.00035,0.00018,0.0384825,0.00404046,-0.00176787,0.0362099,0.0022,0.00035,0.00018,-0.0242818,-0.000943554,-0.00492079,-0.0184174,0.28,0,0.03,-0.0409659,0.016687,0,-0.0576529,
Thu Oct  3 09:59:03 2019,55473797,578.481,1460,1457,1708,1514,1088,1514,2.53522,2.67606,1.55493,0,-0.05,-1.19209e-07,5396,5500,36,8,28,12,1.68552,-0.550666,-11.4922,-0.0361836,0.54169,-0.0564039,17.2781,64.7262,31.2861,0.41161,2.67606,2.29991,2.53522,-0.0564039,0,578.481,0.0022,0.00035,0.00018,0.0580952,0.00509558,0.016786,0.0362136,0.0022,0.00035,0.00018,0.0123172,0.000929887,0.0298047,-0.0184175,0.28,0,0.03,-0.0418424,0.0157931,-0,-0.0576355,
Thu Oct  3 09:59:03 2019,55483800,578.481,1441,1447,1708,1514,1088,1514,3.42723,3.14555,1.55493,0,-0.05,-1.19209e-07,5396,5502,32,8,6,28,-0.818817,-1.16837,-12.6988,-0.0638535,0.567232,-0.0372479,17.2781,64.7262,31.2861,0.460833,2.67606,2.39586,2.53522,-0.0372479,0,578.481,0.0022,0.00035,0.00018,0.0393893,0.0049818,-0.00181024,0.0362177,0.0022,0.00035,0.00018,-0.0244569,0.000517685,-0.00655776,-0.0184169,0.28,0,0.03,-0.0471921,0.0104294,-0,-0.0576215,
Thu Oct  3 09:59:03 2019,55493801,577.838,1441,1447,1708,1514,1088,1514,3.42723,3.14555,1.55493,0,-0.05,-1.19209e-07,5396,5502,32,8,6,28,-1.15879,-0.723049,-12.3637,0.0340552,0.554461,-0.0276698,17.2781,64.7262,31.2861,0.416275,3.14555,2.47399,3.42723,-0.0276698,0,577.838,0.0022,0.00035,0.00018,0.0568377,0.00590637,0.0147091,0.0362222,0.0022,0.00035,0.00018,0.0117152,0.00226901,0.027862,-0.0184157,0.28,0,0.03,-0.0498642,0.00774755,-0,-0.0576117,
Thu Oct  3 09:59:03 2019,55503804,577.838,1427,1440,1708,1514,1088,1514,4.08451,3.47418,1.55493,0,-0.05,-1.19209e-07,5380,5558,40,18,6,26,-1.33118,1.01035,-12.2727,0.229872,0.392699,-0.00212845,17.2781,64.7262,31.2861,0.506954,3.14555,2.62933,3.42723,-0.00212845,0,577.838,0.0022,0.00035,0.00018,0.043791,0.0060044,0.00155951,0.0362271,0.0022,0.00035,0.00018,-0.0190513,0.00209713,-0.00273447,-0.0184139,0.28,0,0.03,-0.0570113,0.000595966,-0,-0.0576072,
Thu Oct  3 09:59:03 2019,55513846,577.838,1427,1440,1708,1514,1088,1514,4.08451,3.47418,1.55493,0,-0.05,-1.19209e-07,5380,5558,40,18,6,26,0.0574608,-0.277727,-15.0404,0.599158,0.164955,0.0478901,17.2781,64.7262,31.2861,0.753403,3.47418,2.82596,4.08451,0.0478901,0,577.838,0.0022,0.00035,0.00018,0.0510886,0.0065279,0.00832851,0.0362322,0.0022,0.00035,0.00018,0.00235745,0.00320139,0.0175678,-0.0184118,0.28,0,0.03,-0.0710233,-0.0134092,-0,-0.0576141,
Thu Oct  3 09:59:03 2019,55523847,577.838,1423,1434,1708,1514,1088,1514,4.27231,3.75587,1.55493,0,-0.05,-1.19209e-07,5372,5546,34,8,28,10,-0.617704,2.48039,-10.7212,0.855636,0.0681104,0.0755599,17.2781,64.7262,31.2861,0.880757,3.47418,3.04302,4.08451,0.0755599,0,577.838,0.0022,0.00035,0.00018,0.0335973,0.00598571,-0.00862571,0.0362373,0.0022,0.00035,0.00018,-0.0225224,0.00276881,-0.00688192,-0.0184093,0.28,0,0.03,-0.0787894,-0.0211568,-0,-0.0576326,
Thu Oct  3 09:59:03 2019,55533848,578.525,1423,1434,1708,1514,1088,1514,4.27231,3.75587,1.55493,0,-0.05,-1.19209e-07,5372,5546,34,8,28,10,-0.047884,1.26414,-8.98783,1.03762,0.170276,0.0638535,17.2781,64.7262,31.2861,1.06208,3.75587,3.351,4.27231,0.0638535,0,578.525,0.0022,0.00035,0.00018,0.0479694,0.00632526,0.00540183,0.0362423,0.0022,0.00035,0.00018,-0.0167269,0.00270443,-0.00102423,-0.0184071,0.28,0,0.03,-0.0755325,-0.017879,0,-0.0576535,
Thu Oct  3 09:59:03 2019,55543849,578.525,1427,1426,1708,1514,1088,1514,4.08451,4.13146,1.55493,0,-0.05,-1.19209e-07,5370,5572,34,8,28,10,0.138864,0.68953,-10.0365,1.27813,0.19901,0.0510828,17.2781,64.7262,31.2861,1.33591,3.75587,3.7565,4.27231,0.0510828,0,578.525,0.0022,0.00035,0.00018,0.0358275,0.00592635,-0.00634622,0.0362474,0.0022,0.00035,0.00018,-0.0271577,0.00202687,-0.0107794,-0.0184052,0.28,0,0.03,-0.0719739,-0.0143032,0,-0.0576708,
Thu Oct  3 09:59:03 2019,55553850,578.525,1427,1426,1708,1514,1088,1514,4.08451,4.13146,1.55493,0,-0.05,-1.19209e-07,5370,5572,34,8,28,10,-0.881066,0.378284,-7.80989,1.4665,0.260735,0.0457616,17.2781,64.7262,31.2861,1.59147,4.13146,4.20913,4.08451,0.0457616,0,578.525,0.0022,0.00035,0.00018,0.045964,0.00615022,0.00356151,0.0362523,0.0022,0.00035,0.00018,-0.0384476,0.000721631,-0.0207652,-0.018404,0.28,0,0.03,-0.0704986,-0.0128133,0,-0.0576853,
Thu Oct  3 09:59:03 2019,55563851,578.525,1427,1426,1708,1514,1088,1514,4.08451,4.13146,1.55493,0,-0.05,-1.19209e-07,5374,5548,36,8,26,12,-0.0191536,2.63841,-8.28873,1.48991,0.47358,0.0436332,17.2781,64.7262,31.2861,1.87475,4.13146,4.66834,4.08451,0.0436332,0,578.525,0.0022,0.00035,0.00018,0.0329003,0.00558798,-0.00894476,0.0362571,0.0022,0.00035,0.00018,-0.03452,-0.000274154,-0.015842,-0.0184038,0.28,0,0.03,-0.069916,-0.0122173,0,-0.0576987,
Thu Oct  3 09:59:03 2019,55573852,578.525,1440,1420,1708,1514,1088,1514,3.47418,4.41315,1.55493,0,-0.05,-1.19209e-07,5374,5548,36,8,26,12,-2.1069,1.91057,-11.2384,1.45267,0.631085,0.0287341,17.2781,64.7262,31.2861,2.11096,4.13146,5.31667,4.08451,0.0287341,0,578.525,0.0022,0.00035,0.00018,0.0313117,0.00496478,-0.00991455,0.0362614,0.0022,0.00035,0.00018,-0.0357615,-0.00128443,-0.0160726,-0.0184045,0.28,0,0.03,-0.0657551,-0.00804554,0,-0.0577096,
Thu Oct  3 09:59:03 2019,55583853,578.525,1440,1420,1708,1514,1088,1514,3.47418,4.41315,1.55493,0,-0.05,-1.19209e-07,5372,5580,32,8,28,10,0.517148,2.78685,-8.45632,1.42925,0.666204,0.0127707,17.2781,64.7262,31.2861,2.49038,4.41315,5.86365,3.47418,0.0127707,0,578.525,0.0022,0.00035,0.00018,0.0429219,0.00506482,0.00159158,0.0362655,0.0022,0.00035,0.00018,-0.0665131,-0.00405348,-0.044053,-0.0184067,0.28,0,0.03,-0.0612916,-0.00357579,0,-0.0577158,
Thu Oct  3 09:59:03 2019,55593854,577.777,1455,1420,1708,1514,1088,1514,2.76996,4.41315,1.55493,0,-0.05,-1.19209e-07,5372,5580,32,8,28,10,-0.344765,2.46603,-7.67102,1.43777,0.6247,0.00319267,17.2781,64.7262,31.2861,2.78136,4.41315,6.59786,3.47418,0.00319267,0,577.777,0.0022,0.00035,0.00018,0.0272196,0.00423009,-0.0132798,0.0362693,0.0022,0.00035,0.00018,-0.0428114,-0.00525682,-0.0191441,-0.0184105,0.28,0,0.03,-0.0586121,-0.000893948,0,-0.0577182,
Thu Oct  3 09:59:03 2019,55603855,577.777,1455,1420,1708,1514,1088,1514,2.76996,4.41315,1.55493,0,-0.05,-1.19209e-07,5384,5554,32,18,8,28,0.0191536,-1.63763,-12.7467,1.38668,0.708773,-0.00851379,17.2781,64.7262,31.2861,3.24213,4.41315,7.2705,2.76996,-0.00851379,0,577.777,0.0022,0.00035,0.00018,0.0296782,0.00358994,-0.0101843,0.0362725,0.0022,0.00035,0.00018,-0.0771827,-0.00842138,-0.0503453,-0.0184161,0.28,0,0.03,-0.0553335,0.00238386,0,-0.0577174,
Thu Oct  3 09:59:03 2019,55613856,577.777,1475,1420,1708,1514,1088,1514,1.83099,4.41315,1.55493,0,-0.05,-1.19209e-07,5384,5554,32,18,8,28,2.1452,1.10612,-4.72137,1.16,0.825838,-0.0234129,17.2781,64.7262,31.2861,3.64836,4.41315,7.78185,2.76996,-0.0234129,0,577.777,0.0022,0.00035,0.00018,0.0227243,0.00257624,-0.016127,0.036275,0.0022,0.00035,0.00018,-0.0518674,-0.0099012,-0.0235426,-0.0184236,0.28,0,0.03,-0.051157,0.00655562,0,-0.0577126,
Thu Oct  3 09:59:03 2019,55623857,577.777,1475,1420,1708,1514,1088,1514,1.83099,4.41315,1.55493,0,-0.05,-1.19209e-07,5388,5556,36,8,26,10,0.0814029,0.967257,-10.7691,1.03655,0.879049,-0.0297983,17.2781,64.7262,31.2861,3.86666,4.41315,8.25975,1.83099,-0.0297983,0,577.777,0.0022,0.00035,0.00018,0.0237412,0.00168253,-0.0142181,0.0362768,0.0022,0.00035,0.00018,-0.0822856,-0.0130919,-0.0507608,-0.018433,0.28,0,0.03,-0.0493611,0.00834352,0,-0.0577046,
Thu Oct  3 09:59:03 2019,55633858,578.073,1485,1419,1708,1514,1088,1514,1.3615,4.4601,1.55493,0,-0.05,-1.19209e-07,5388,5556,36,8,26,10,1.88663,-3.31836,-15.433,0.926939,0.970573,-0.0372479,17.2781,64.7262,31.2861,4.27795,4.41315,8.69529,1.83099,-0.0372479,0,578.073,0.0022,0.00035,0.00018,0.0298398,0.00120227,-0.00764047,0.036278,0.0022,0.00035,0.00018,-0.0493139,-0.0141433,-0.0167265,-0.0184441,0.28,0,0.03,-0.0472652,0.0104294,0,-0.0576946,
Thu Oct  3 09:59:03 2019,55643859,578.073,1485,1419,1708,1514,1088,1514,1.3615,4.4601,1.55493,0,-0.05,-1.19209e-07,5356,5566,32,8,28,28,0.426168,-1.62327,-12.5743,0.73325,1.02378,-0.0297983,17.2781,64.7262,31.2861,4.45421,4.4601,9.07271,1.3615,-0.0297983,0,578.073,0.0022,0.00035,0.00018,0.0239274,0.000400721,-0.0127519,0.0362786,0.0022,0.00035,0.00018,-0.0662668,-0.0161343,-0.031676,-0.0184565,0.28,0,0.03,-0.049341,0.00834352,-0,-0.0576845,
Thu Oct  3 09:59:03 2019,55653860,578.073,1485,1419,1708,1514,1088,1514,1.3615,4.4601,1.55493,0,-0.05,-1.19209e-07,5356,5566,32,8,28,28,-0.306458,-1.93451,-13.3309,0.527855,0.970573,-0.0297983,17.2781,64.7262,31.2861,4.78167,4.4601,9.33464,1.3615,-0.0297983,0,578.073,0.0022,0.00035,0.00018,0.0301228,1.29599e-05,-0.00616893,0.0362788,0.0022,0.00035,0.00018,-0.0486444,-0.0169646,-0.0132097,-0.01847,0.28,0,0.03,-0.049332,0.00834352,0,-0.0576756,
Thu Oct  3 09:59:03 2019,55663861,578.073,1489,1417,1708,1514,1088,1514,1.17371,4.55399,1.55493,0,-0.05,-1.19209e-07,5392,5534,32,18,6,30,-1.60412,-3.20823,-10.3908,0.352258,0.960995,-0.0127707,17.2781,64.7262,31.2861,4.99063,4.4601,9.6233,1.3615,-0.0127707,0,578.073,0.0022,0.00035,0.00018,0.0241098,-0.000707464,-0.0114613,0.0362785,0.0022,0.00035,0.00018,-0.0451929,-0.0175409,-0.00916783,-0.0184842,0.28,0,0.03,-0.0540934,0.00357579,-0,-0.0576692,
Thu Oct  3 09:59:03 2019,55673862,578.073,1489,1417,1708,1514,1088,1514,1.17371,4.55399,1.55493,0,-0.05,-1.19209e-07,5392,5534,32,18,6,30,-1.31681,-2.13084,-10.5393,0.312882,0.89927,0.0148991,17.2781,64.7262,31.2861,5.18024,4.55399,9.98715,1.17371,0.0148991,0,578.073,0.0022,0.00035,0.00018,0.0312902,-0.000960593,-0.00402704,0.0362778,0.0022,0.00035,0.00018,-0.0537635,-0.0185891,-0.0166754,-0.0184989,0.28,0,0.03,-0.0618413,-0.00417176,-0,-0.0576695,
Thu Oct  3 09:59:03 2019,55683863,578.073,1504,1412,1708,1514,1088,1514,0.46949,4.78873,1.55493,0,-0.05,-1.19209e-07,5394,5502,34,8,26,10,-0.464475,-1.16837,-9.86411,0.387378,0.780076,0.0564039,17.2781,64.7262,31.2861,5.35967,4.55399,10.1894,1.17371,0.0564039,0,578.073,0.0022,0.00035,0.00018,0.0282628,-0.00137773,-0.00663635,0.0362769,0.0022,0.00035,0.00018,-0.050639,-0.0193896,-0.0127349,-0.0185145,0.28,0,0.03,-0.0734733,-0.0157931,-0,-0.0576802,
Thu Oct  3 09:59:03 2019,55693864,578.664,1504,1412,1708,1514,1088,1514,0.46949,4.78873,1.55493,0,-0.05,-1.19209e-07,5394,5502,34,8,26,10,-3.14598,-1.92494,-7.58962,0.532112,0.575745,0.0776884,17.2781,64.7262,31.2861,5.59712,4.78873,10.3333,0.46949,0.0776884,0,578.664,0.0022,0.00035,0.00018,0.0369555,-0.00125606,0.00193576,0.0362758,0.0022,0.00035,0.00018,-0.0716428,-0.0213839,-0.0317278,-0.0185312,0.28,0,0.03,-0.0794531,-0.0217527,-0,-0.0577003,
Thu Oct  3 09:59:03 2019,55703865,578.664,1512,1412,1708,1514,1088,1514,0.0939026,4.78873,1.55493,0,-0.05,-1.19209e-07,5360,5544,32,8,28,10,-1.50356,-1.74298,-5.27203,0.610865,0.460809,0.071303,17.2781,64.7262,31.2861,5.82555,4.78873,10.4451,0.46949,0.071303,0,578.664,0.0022,0.00035,0.00018,0.0261853,-0.00177845,-0.00831082,0.0362746,0.0022,0.00035,0.00018,-0.0452828,-0.0217003,-0.00503373,-0.0185488,0.28,0,0.03,-0.0776875,-0.0199648,0,-0.0577227,
Thu Oct  3 09:59:03 2019,55713866,578.664,1512,1412,1708,1514,1088,1514,0.0939026,4.78873,1.55493,0,-0.05,-1.19209e-07,5360,5544,32,8,28,10,0.387861,-1.69031,-7.92481,0.598094,0.457616,0.0659819,17.2781,64.7262,31.2861,6.17263,4.78873,10.4607,0.0939026,0.0659819,0,578.664,0.0022,0.00035,0.00018,0.0259969,-0.002281,-0.00799499,0.0362729,0.0022,0.00035,0.00018,-0.0584015,-0.0227727,-0.0170618,-0.018567,0.28,0,0.03,-0.0762182,-0.0184749,0,-0.0577433,
Thu Oct  3 09:59:03 2019,55723867,578.664,1512,1418,1708,1514,1088,1514,0.0939026,4.50705,1.55493,0,-0.05,-1.19209e-07,5378,5528,34,16,8,26,-0.464475,-0.622492,-4.15155,0.420369,0.504442,0.0351194,15.675,70.2844,25.2363,6.46768,4.78873,10.4106,0.0939026,0.0351194,0,578.664,0.0022,0.00035,0.00018,0.0210784,-0.00304457,-0.0121478,0.0362707,0.0022,0.00035,0.00018,-0.0419367,-0.0228069,-0.000544105,-0.0185856,0.28,0,0.03,-0.0675918,-0.00983343,0,-0.0577584,
Thu Oct  3 09:59:03 2019,55733868,577.925,1512,1418,1708,1514,1088,1514,0.0939026,4.50705,1.55493,0,-0.05,-1.19209e-07,5378,5528,34,16,8,26,-0.215478,-0.512359,-7.11078,0.147927,0.54169,0.0180918,15.675,70.2844,25.2363,6.72819,4.50705,10.1817,0.0939026,0.0180918,0,577.925,0.0022,0.00035,0.00018,0.0117685,-0.00431339,-0.0201859,0.0362677,0.0022,0.00035,0.00018,-0.0395486,-0.0226968,0.00175241,-0.0186042,0.28,0,0.03,-0.0628321,-0.00506571,0,-0.0577664,
