microseconds_since_start, kpe(P)=0.0035, kiei(I)=1e-09, kded(D)=0.0006,P_CMD,signal, mad_pitch,,,,,,,,,,,,,,,,,,,,,,,,,,
37171271,0.0432207,-4.13E-12,-0.049525,-6.30E-03,30,17.6512,,,,,,,,,,,,,,,,,,,,,,,,,,
37181359,0.0404386,-3.97E-12,-0.0476936,-7.26E-03,30,18.4461,,,,,,,,,,,,,,,,,,,,,,,,,,
37191360,0.0373459,-4.42E-12,-0.053017,-1.57E-02,30,19.3297,,,,,,,,,,,,,,,,,,,,,,,,,,
37201367,0.0346275,-3.88E-12,-0.0466003,-1.20E-02,30,20.1064,,,,,,,,,,,,,,,,,,,,,,,,,,
37211368,0.0321814,-3.49E-12,-0.0419345,-9.75E-03,30,20.8053,,,,,,,,,,,,,,,,,,,,,,,,,,
37221369,0.0299437,-3.20E-12,-0.03836,-8.42E-03,30,21.4447,,,,,,,,,,,,,,,,,,,,,,,,,,
37231370,0.0277804,-3.09E-12,-0.0370861,-9.31E-03,30,22.0628,,,,,,,,,,,,,,,,,,,,,,,,,,
37241371,0.0262752,-2.15E-12,-0.0258031,4.72E-04,30,22.4928,,,,,,,,,,,,,,,,,,,,,,,,,,
37251372,0.0249003,-1.96E-12,-0.02357,1.33E-03,30,22.8856,,,,,,,,,,,,,,,,,,,,,,,,,,
37261411,0.0234077,-2.13E-12,-0.0255867,-2.18E-03,30,23.3121,,,,,,,,,,,,,,,,,,,,,,,,,,
37271412,0.0220431,-1.95E-12,-0.0233926,-1.35E-03,29.9296,23.702,,,,,,,,,,,,,,,,,,,,,,,,,,
37281413,0.0209126,-1.62E-12,-0.01938,1.53E-03,29.9296,23.9545,,,,,,,,,,,,,,,,,,,,,,,,,,
37291414,0.0205196,-5.61E-13,-0.00673714,1.38E-02,29.6479,24.0668,,,,,,,,,,,,,,,,,,,,,,,,,,
37301415,0.0195494,-1.39E-12,-0.0166317,2.92E-03,29.6479,24.0623,,,,,,,,,,,,,,,,,,,,,,,,,,
37311416,0.0210529,2.15E-12,0.0257743,4.68E-02,29.3662,23.6328,,,,,,,,,,,,,,,,,,,,,,,,,,
37321417,0.022636,2.26E-12,0.0271384,4.98E-02,29.3662,22.8988,,,,,,,,,,,,,,,,,,,,,,,,,,
37331418,0.0259112,4.68E-12,0.0561464,8.21E-02,29.3662,21.963,,,,,,,,,,,,,,,,,,,,,,,,,,
37341419,0.0295991,5.27E-12,0.0632214,9.28E-02,29.0141,20.9093,,,,,,,,,,,,,,,,,,,,,,,,,,
37351420,0.0328524,4.65E-12,0.0557698,8.86E-02,29.0141,19.6277,,,,,,,,,,,,,,,,,,,,,,,,,,
37361422,0.0373945,6.49E-12,0.0778643,1.15E-01,28.662,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,
37371423,0.0409521,5.08E-12,0.0609887,1.02E-01,28.662,16.9614,,,,,,,,,,,,,,,,,,,,,,,,,,
37381424,0.0455592,6.58E-12,0.0789783,1.25E-01,28.3099,15.6451,,,,,,,,,,,,,,,,,,,,,,,,,,
37391425,0.0486784,4.46E-12,0.0534718,1.02E-01,28.3099,14.4017,,,,,,,,,,,,,,,,,,,,,,,,,,
37401426,0.0525032,5.46E-12,0.0655681,1.18E-01,27.7465,13.3089,,,,,,,,,,,,,,,,,,,,,,,,,,
37411427,0.0541782,2.39E-12,0.0287143,8.29E-02,27.7465,12.267,,,,,,,,,,,,,,,,,,,,,,,,,,
37421428,0.0583849,6.01E-12,0.0721144,1.30E-01,27.1831,11.0651,,,,,,,,,,,,,,,,,,,,,,,,,,
37431429,0.0598134,2.04E-12,0.0244894,8.43E-02,27.1831,10.0936,,,,,,,,,,,,,,,,,,,,,,,,,,
37441430,0.0638434,5.76E-12,0.0690848,1.33E-01,26.6901,8.94214,,,,,,,,,,,,,,,,,,,,,,,,,,
37451431,0.0657196,2.68E-12,0.0321636,9.79E-02,26.6901,7.91312,,,,,,,,,,,,,,,,,,,,,,,,,,
37461432,0.0690397,4.74E-12,0.0569172,1.26E-01,26.6901,6.9645,,,,,,,,,,,,,,,,,,,,,,,,,,
37471433,0.0718143,3.96E-12,0.0475642,1.19E-01,26.338,6.17176,,,,,,,,,,,,,,,,,,,,,,,,,,
37481434,0.0733863,2.25E-12,0.0269483,1.00E-01,26.338,5.37051,,,,,,,,,,,,,,,,,,,,,,,,,,
37491435,0.0753309,2.78E-12,0.0333355,1.09E-01,25.9859,4.81492,,,,,,,,,,,,,,,,,,,,,,,,,,
37501436,0.0757595,6.12E-13,0.00734825,8.31E-02,25.9859,4.34034,,,,,,,,,,,,,,,,,,,,,,,,,,
37511437,0.0768272,1.53E-12,0.0183036,9.51E-02,25.4225,4.03528,,,,,,,,,,,,,,,,,,,,,,,,,,
37521438,0.0756491,-1.68E-12,-0.0201971,5.55E-02,25.4225,3.80851,,,,,,,,,,,,,,,,,,,,,,,,,,
37531439,0.0757572,1.55E-13,0.00185452,7.76E-02,24.9296,3.7776,,,,,,,,,,,,,,,,,,,,,,,,,,
37541440,0.0733916,-3.38E-12,-0.0405536,3.28E-02,24.9296,3.96054,,,,,,,,,,,,,,,,,,,,,,,,,,
37551441,0.0722628,-1.61E-12,-0.0193505,5.29E-02,24.9296,4.28305,,,,,,,,,,,,,,,,,,,,,,,,,,
37561442,0.0713566,-1.29E-12,-0.015536,5.58E-02,24.4366,4.54198,,,,,,,,,,,,,,,,,,,,,,,,,,
37571443,0.0679555,-4.86E-12,-0.0583041,9.65E-03,24.4366,5.02077,,,,,,,,,,,,,,,,,,,,,,,,,,
37581444,0.0659153,-2.91E-12,-0.0349756,3.09E-02,24.0141,5.60369,,,,,,,,,,,,,,,,,,,,,,,,,,
37591445,0.0620209,-5.56E-12,-0.0667608,-4.74E-03,24.0141,6.29383,,,,,,,,,,,,,,,,,,,,,,,,,,
37601446,0.0598937,-3.04E-12,-0.0364657,2.34E-02,23.3803,6.9016,,,,,,,,,,,,,,,,,,,,,,,,,,
37611447,0.0553559,-6.48E-12,-0.0777909,-2.24E-02,23.3803,7.56431,,,,,,,,,,,,,,,,,,,,,,,,,,
37621448,0.0530229,-3.33E-12,-0.039995,1.30E-02,22.7465,8.23089,,,,,,,,,,,,,,,,,,,,,,,,,,
37631449,0.0480374,-7.12E-12,-0.0854646,-3.74E-02,22.7465,9.0215,,,,,,,,,,,,,,,,,,,,,,,,,,
37641450,0.0459617,-2.97E-12,-0.0355842,1.04E-02,22.1127,9.61457,,,,,,,,,,,,,,,,,,,,,,,,,,
37651451,0.0415069,-6.36E-12,-0.0763683,-3.49E-02,22.1127,10.2536,,,,,,,,,,,,,,,,,,,,,,,,,,
37661482,0.0392835,-3.18E-12,-0.0381146,1.17E-03,21.5493,10.8888,,,,,,,,,,,,,,,,,,,,,,,,,,
37671483,0.0353914,-5.56E-12,-0.066722,-3.13E-02,21.5493,11.4375,,,,,,,,,,,,,,,,,,,,,,,,,,
37681484,0.0339038,-2.13E-12,-0.025501,8.40E-03,21.5493,11.8625,,,,,,,,,,,,,,,,,,,,,,,,,,
37691485,0.0327702,-1.62E-12,-0.0194337,1.33E-02,20.9155,12.1864,,,,,,,,,,,,,,,,,,,,,,,,,,
37701486,0.0297559,-4.31E-12,-0.0516743,-2.19E-02,20.9155,12.4138,,,,,,,,,,,,,,,,,,,,,,,,,,
37711487,0.0290587,-9.96E-13,-0.0119524,1.71E-02,20.2113,12.613,,,,,,,,,,,,,,,,,,,,,,,,,,
37721488,0.0262861,-3.96E-12,-0.0475295,-2.12E-02,20.2113,12.701,,,,,,,,,,,,,,,,,,,,,,,,,,
37731489,0.0266678,5.45E-13,0.00654419,3.32E-02,19.507,12.5919,,,,,,,,,,,,,,,,,,,,,,,,,,
37741490,0.0247038,-2.81E-12,-0.0336685,-8.96E-03,19.507,12.4488,,,,,,,,,,,,,,,,,,,,,,,,,,
37751491,0.0253529,9.27E-13,0.0111266,3.65E-02,18.9437,12.2634,,,,,,,,,,,,,,,,,,,,,,,,,,
37761492,0.0246508,-1.00E-12,-0.0120352,1.26E-02,18.9437,11.9006,,,,,,,,,,,,,,,,,,,,,,,,,,
37771493,0.0273148,3.81E-12,0.0456671,7.30E-02,18.2394,11.1394,,,,,,,,,,,,,,,,,,,,,,,,,,
37781498,0.027899,8.35E-13,0.0100154,3.79E-02,18.2394,10.2683,,,,,,,,,,,,,,,,,,,,,,,,,,
37791499,0.0311563,4.65E-12,0.0558399,8.70E-02,18.2394,9.33763,,,,,,,,,,,,,,,,,,,,,,,,,,
37801500,0.0344306,4.68E-12,0.0561302,9.06E-02,17.3239,8.40213,,,,,,,,,,,,,,,,,,,,,,,,,,
37811501,0.0345557,1.79E-13,0.00214577,3.67E-02,17.3239,7.45087,,,,,,,,,,,,,,,,,,,,,,,,,,
37821502,0.0377178,4.52E-12,0.0542068,9.19E-02,16.338,6.54743,,,,,,,,,,,,,,,,,,,,,,,,,,
37831503,0.0371383,-8.28E-13,-0.00993416,2.72E-02,16.338,5.72708,,,,,,,,,,,,,,,,,,,,,,,,,,
37841504,0.0403036,4.52E-12,0.0542612,9.46E-02,15.6338,4.82273,,,,,,,,,,,,,,,,,,,,,,,,,,
37851505,0.040927,8.91E-13,0.0106874,5.16E-02,15.6338,3.94038,,,,,,,,,,,,,,,,,,,,,,,,,,
37861506,0.0444616,5.05E-12,0.0605932,1.05E-01,14.9296,2.93049,,,,,,,,,,,,,,,,,,,,,,,,,,
37871507,0.0461219,2.37E-12,0.0284629,7.46E-02,14.9296,1.75188,,,,,,,,,,,,,,,,,,,,,,,,,,
37881513,0.0499172,5.42E-12,0.0650618,1.15E-01,14.2253,0.667517,,,,,,,,,,,,,,,,,,,,,,,,,,
37891514,0.0511663,1.78E-12,0.021414,7.26E-02,14.2253,-0.393605,,,,,,,,,,,,,,,,,,,,,,,,,,
37901515,0.055978,6.87E-12,0.0824851,1.38E-01,14.2253,-1.76836,,,,,,,,,,,,,,,,,,,,,,,,,,
37911516,0.0603429,6.24E-12,0.0748278,1.35E-01,13.662,-3.01549,,,,,,,,,,,,,,,,,,,,,,,,,,
37921520,0.0621872,2.63E-12,0.0316167,9.38E-02,13.662,-4.10581,,,,,,,,,,,,,,,,,,,,,,,,,,
37931521,0.0652919,4.44E-12,0.0532228,1.19E-01,13.0986,-4.99286,,,,,,,,,,,,,,,,,,,,,,,,,,
37941522,0.0671573,2.66E-12,0.0319781,9.91E-02,13.0986,-6.08921,,,,,,,,,,,,,,,,,,,,,,,,,,
37951523,0.0696933,3.62E-12,0.0434747,1.13E-01,12.7465,-6.81379,,,,,,,,,,,,,,,,,,,,,,,,,,
37961524,0.0706796,1.41E-12,0.0169075,8.76E-02,12.7465,-7.44769,,,,,,,,,,,,,,,,,,,,,,,,,,
37971525,0.0727314,2.93E-12,0.0351738,1.08E-01,12.3239,-8.03392,,,,,,,,,,,,,,,,,,,,,,,,,,
37981526,0.0732316,7.15E-13,0.00857494,8.18E-02,12.3239,-8.59937,,,,,,,,,,,,,,,,,,,,,,,,,,
37991527,0.0744829,1.79E-12,0.0214513,9.59E-02,12.3239,-8.95689,,,,,,,,,,,,,,,,,,,,,,,,,,
38001528,0.0748009,4.54E-13,0.00545082,8.03E-02,12.1127,-9.04774,,,,,,,,,,,,,,,,,,,,,,,,,,
38011529,0.0740099,-1.13E-12,-0.0135599,6.04E-02,12.1127,-9.033,,,,,,,,,,,,,,,,,,,,,,,,,,
38021530,0.0739948,-2.15E-14,-0.000258179,7.37E-02,12.0423,-9.0287,,,,,,,,,,,,,,,,,,,,,,,,,,
38031531,0.0726582,-1.91E-12,-0.022913,4.97E-02,12.0423,-8.71725,,,,,,,,,,,,,,,,,,,,,,,,,,
38041532,0.0717336,-1.32E-12,-0.0158504,5.59E-02,11.7606,-8.45307,,,,,,,,,,,,,,,,,,,,,,,,,,
38051533,0.0708174,-1.31E-12,-0.0157074,5.51E-02,11.7606,-8.47297,,,,,,,,,,,,,,,,,,,,,,,,,,
38061534,0.0700634,-1.08E-12,-0.0129247,5.71E-02,11.5493,-8.25756,,,,,,,,,,,,,,,,,,,,,,,,,,
38071535,0.0677818,-3.26E-12,-0.0391133,2.87E-02,11.5493,-7.81694,,,,,,,,,,,,,,,,,,,,,,,,,,
38081536,0.0660645,-2.45E-12,-0.0294406,3.66E-02,11.4084,-7.32626,,,,,,,,,,,,,,,,,,,,,,,,,,
38091537,0.0640105,-2.93E-12,-0.0352104,2.88E-02,11.4084,-6.88027,,,,,,,,,,,,,,,,,,,,,,,,,,
38101538,0.0629021,-1.58E-12,-0.019001,4.39E-02,11.4084,-6.56359,,,,,,,,,,,,,,,,,,,,,,,,,,
38111539,0.0620974,-1.15E-12,-0.0137954,4.83E-02,11.1972,-6.33366,,,,,,,,,,,,,,,,,,,,,,,,,,
38121540,0.0606996,-2.00E-12,-0.0239619,3.67E-02,11.1972,-6.14556,,,,,,,,,,,,,,,,,,,,,,,,,,
38131541,0.0597529,-1.35E-12,-0.0162296,4.35E-02,10.9155,-5.87507,,,,,,,,,,,,,,,,,,,,,,,,,,
38141542,0.0578752,-2.68E-12,-0.0321887,2.57E-02,10.9155,-5.62029,,,,,,,,,,,,,,,,,,,,,,,,,,
38151543,0.0570621,-1.16E-12,-0.0139398,4.31E-02,10.5634,-5.38796,,,,,,,,,,,,,,,,,,,,,,,,,,
38161544,0.0550647,-2.85E-12,-0.0342397,2.08E-02,10.5634,-5.16941,,,,,,,,,,,,,,,,,,,,,,,,,,
38171545,0.0538523,-1.73E-12,-0.0207843,3.31E-02,10.2817,-4.823,,,,,,,,,,,,,,,,,,,,,,,,,,
38181546,0.051022,-4.04E-12,-0.04852,2.50E-03,10.2817,-4.29602,,,,,,,,,,,,,,,,,,,,,,,,,,
38191547,0.0489596,-2.95E-12,-0.0353555,1.36E-02,10,-3.70676,,,,,,,,,,,,,,,,,,,,,,,,,,
38201548,0.0464976,-3.52E-12,-0.0422058,4.29E-03,10,-3.28502,,,,,,,,,,,,,,,,,,,,,,,,,,
38211550,0.0449343,-2.23E-12,-0.0267986,1.81E-02,10,-2.83838,,,,,,,,,,,,,,,,,,,,,,,,,,
38221551,0.0433102,-2.32E-12,-0.0278426,1.55E-02,9.64789,-2.37434,,,,,,,,,,,,,,,,,,,,,,,,,,
38231552,0.0405654,-3.92E-12,-0.0470527,-6.49E-03,9.64789,-1.94224,,,,,,,,,,,,,,,,,,,,,,,,,,
38241553,0.039877,-9.83E-13,-0.0118018,2.81E-02,9.22535,-1.74554,,,,,,,,,,,,,,,,,,,,,,,,,,
38251554,0.0377116,-3.09E-12,-0.0371211,5.90E-04,9.22535,-1.54939,,,,,,,,,,,,,,,,,,,,,,,,,,
38261555,0.0368713,-1.20E-12,-0.0144053,2.25E-02,8.87324,-1.30931,,,,,,,,,,,,,,,,,,,,,,,,,,
38271556,0.0350406,-2.62E-12,-0.0313839,3.66E-03,8.87324,-1.13835,,,,,,,,,,,,,,,,,,,,,,,,,,
38281557,0.0349349,-1.51E-13,-0.00181211,3.31E-02,8.45071,-1.10815,,,,,,,,,,,,,,,,,,,,,,,,,,
38291558,0.0334531,-2.12E-12,-0.0254018,8.05E-03,8.45071,-1.10732,,,,,,,,,,,,,,,,,,,,,,,,,,
38301559,0.033391,-8.87E-14,-0.00106459,3.23E-02,7.88732,-1.08958,,,,,,,,,,,,,,,,,,,,,,,,,,
38311560,0.0319703,-2.03E-12,-0.0243554,7.61E-03,7.88732,-1.24704,,,,,,,,,,,,,,,,,,,,,,,,,,
38321561,0.0324638,7.05E-13,0.0084601,4.09E-02,7.88732,-1.38804,,,,,,,,,,,,,,,,,,,,,,,,,,
38331566,0.0323782,-1.22E-13,-0.00146627,3.09E-02,7.32394,-1.3636,,,,,,,,,,,,,,,,,,,,,,,,,,
38341567,0.0310402,-1.91E-12,-0.0229384,8.10E-03,7.32394,-1.54467,,,,,,,,,,,,,,,,,,,,,,,,,,
38351568,0.0331027,2.95E-12,0.0353582,6.85E-02,6.83099,-2.13398,,,,,,,,,,,,,,,,,,,,,,,,,,
38361569,0.0330987,-5.80E-15,-6.96E-05,3.30E-02,6.83099,-2.62578,,,,,,,,,,,,,,,,,,,,,,,,,,
38371570,0.0345858,2.12E-12,0.0254939,6.01E-02,6.40845,-3.05067,,,,,,,,,,,,,,,,,,,,,,,,,,
38381571,0.0349795,5.62E-13,0.00674898,4.17E-02,6.40845,-3.5857,,,,,,,,,,,,,,,,,,,,,,,,,,
38391572,0.0365593,2.26E-12,0.0270815,6.36E-02,5.91549,-4.03705,,,,,,,,,,,,,,,,,,,,,,,,,,
38401573,0.0366274,9.73E-14,0.00116747,3.78E-02,5.91549,-4.54947,,,,,,,,,,,,,,,,,,,,,,,,,,
38411574,0.0390323,3.44E-12,0.0412276,8.03E-02,5.91549,-5.2366,,,,,,,,,,,,,,,,,,,,,,,,,,
38421575,0.0406564,2.32E-12,0.0278422,6.85E-02,5.28169,-5.70063,,,,,,,,,,,,,,,,,,,,,,,,,,
38431576,0.0403904,-3.80E-13,-0.00456036,3.58E-02,5.28169,-6.25842,,,,,,,,,,,,,,,,,,,,,,,,,,
38441577,0.0430159,3.75E-12,0.0450082,8.80E-02,4.71831,-7.00856,,,,,,,,,,,,,,,,,,,,,,,,,,
38451578,0.0430969,1.16E-13,0.00138926,4.45E-02,4.71831,-7.5951,,,,,,,,,,,,,,,,,,,,,,,,,,
38461579,0.0455227,3.47E-12,0.0415847,8.71E-02,4.22535,-8.28818,,,,,,,,,,,,,,,,,,,,,,,,,,
38471580,0.0467928,1.81E-12,0.0217727,6.86E-02,4.22535,-9.14401,,,,,,,,,,,,,,,,,,,,,,,,,,
38481730,0.0506628,5.53E-12,0.0663433,1.17E-01,3.66197,-10.2497,,,,,,,,,,,,,,,,,,,,,,,,,,
38491731,0.0522271,2.23E-12,0.0268158,7.90E-02,3.66197,-11.26,,,,,,,,,,,,,,,,,,,,,,,,,,
38501732,0.0548224,3.71E-12,0.0444914,9.93E-02,3.30986,-12.0016,,,,,,,,,,,,,,,,,,,,,,,,,,
38511733,0.0564728,2.36E-12,0.0282925,8.48E-02,3.30986,-12.8252,,,,,,,,,,,,,,,,,,,,,,,,,,
38521734,0.058998,3.61E-12,0.0432895,1.02E-01,2.8169,-13.5467,,,,,,,,,,,,,,,,,,,,,,,,,,
38531735,0.0601839,1.69E-12,0.0203293,8.05E-02,2.8169,-14.3785,,,,,,,,,,,,,,,,,,,,,,,,,,
38541736,0.0630469,4.09E-12,0.0490803,1.12E-01,2.8169,-15.1965,,,,,,,,,,,,,,,,,,,,,,,,,,
38551737,0.065095,2.93E-12,0.0351107,1.00E-01,2.25352,-15.7817,,,,,,,,,,,,,,,,,,,,,,,,,,
38561738,0.065027,-9.72E-14,-0.00116604,6.39E-02,2.25352,-16.3256,,,,,,,,,,,,,,,,,,,,,,,,,,
38571739,0.0667,2.39E-12,0.0286802,9.54E-02,1.69014,-16.8036,,,,,,,,,,,,,,,,,,,,,,,,,,
38581740,0.0659807,-1.03E-12,-0.012331,5.36E-02,1.69014,-17.1615,,,,,,,,,,,,,,,,,,,,,,,,,,
38591742,0.0666898,1.01E-12,0.0121552,7.88E-02,1.40845,-17.3641,,,,,,,,,,,,,,,,,,,,,,,,,,
38601743,0.0671554,6.65E-13,0.00798283,7.51E-02,1.40845,-17.7788,,,,,,,,,,,,,,,,,,,,,,,,,,
38611744,0.0690328,2.68E-12,0.0321843,1.01E-01,1.05634,-18.3152,,,,,,,,,,,,,,,,,,,,,,,,,,
38621745,0.069269,3.37E-13,0.00404915,7.33E-02,1.05634,-18.7348,,,,,,,,,,,,,,,,,,,,,,,,,,
38631746,0.0705781,1.87E-12,0.0224418,9.30E-02,0.633804,-19.1088,,,,,,,,,,,,,,,,,,,,,,,,,,
38641747,0.0700906,-6.97E-13,-0.00835842,6.17E-02,0.633804,-19.3921,,,,,,,,,,,,,,,,,,,,,,,,,,
38651748,0.0715193,2.04E-12,0.0244928,9.60E-02,0.633804,-19.8003,,,,,,,,,,,,,,,,,,,,,,,,,,
38661749,0.0732417,2.46E-12,0.0295275,1.03E-01,0.352112,-20.2924,,,,,,,,,,,,,,,,,,,,,,,,,,
38671750,0.0739955,1.08E-12,0.0129218,8.69E-02,0.352112,-20.7895,,,,,,,,,,,,,,,,,,,,,,,,,,
38681751,0.0757905,2.56E-12,0.030772,1.07E-01,0.281685,-21.3023,,,,,,,,,,,,,,,,,,,,,,,,,,
38691752,0.0770418,1.79E-12,0.0214492,9.85E-02,0.281685,-21.7302,,,,,,,,,,,,,,,,,,,,,,,,,,
38701850,0.0773989,5.10E-13,0.00612167,8.35E-02,0.281685,-21.8323,,,,,,,,,,,,,,,,,,,,,,,,,,
38711851,0.0770058,-5.61E-13,-0.00673794,7.03E-02,0.281685,-21.72,,,,,,,,,,,,,,,,,,,,,,,,,,
38721852,0.0768576,-2.12E-13,-0.0025407,7.43E-02,0.281685,-21.6776,,,,,,,,,,,,,,,,,,,,,,,,,,
38731853,0.0760849,-1.10E-12,-0.0132457,6.28E-02,0.281685,-21.4569,,,,,,,,,,,,,,,,,,,,,,,,,,
38741854,0.0746757,-2.01E-12,-0.0241576,5.05E-02,0.281685,-21.0542,,,,,,,,,,,,,,,,,,,,,,,,,,
38751855,0.0725924,-2.98E-12,-0.0357148,3.69E-02,0.281685,-20.459,,,,,,,,,,,,,,,,,,,,,,,,,,
38761856,0.0705996,-2.85E-12,-0.0341616,3.64E-02,0.281685,-19.8896,,,,,,,,,,,,,,,,,,,,,,,,,,
38771857,0.068058,-3.63E-12,-0.0435711,2.45E-02,0.281685,-19.1634,,,,,,,,,,,,,,,,,,,,,,,,,,
38781858,0.0655208,-3.62E-12,-0.0434935,2.20E-02,0.281685,-18.4386,,,,,,,,,,,,,,,,,,,,,,,,,,
38791859,0.0625444,-4.25E-12,-0.0510249,1.15E-02,0.281685,-17.5881,,,,,,,,,,,,,,,,,,,,,,,,,,
38801864,0.0595812,-4.23E-12,-0.050798,8.78E-03,0.281685,-16.7415,,,,,,,,,,,,,,,,,,,,,,,,,,
38811865,0.0571456,-3.48E-12,-0.0417524,1.54E-02,0.211266,-16.0456,,,,,,,,,,,,,,,,,,,,,,,,,,
38821866,0.0544653,-3.83E-12,-0.0459486,8.52E-03,0.211266,-15.3502,,,,,,,,,,,,,,,,,,,,,,,,,,
38831867,0.0517617,-3.86E-12,-0.0463469,5.41E-03,0.211266,-14.5778,,,,,,,,,,,,,,,,,,,,,,,,,,
38841868,0.0496682,-2.99E-12,-0.0358885,1.38E-02,0.211266,-13.9797,,,,,,,,,,,,,,,,,,,,,,,,,,
38851869,0.0470282,-3.77E-12,-0.0452571,1.77E-03,0.211266,-13.2254,,,,,,,,,,,,,,,,,,,,,,,,,,
38861870,0.0441658,-4.09E-12,-0.0490693,-4.90E-03,0.211266,-12.4075,,,,,,,,,,,,,,,,,,,,,,,,,,
38871871,0.0415535,-3.73E-12,-0.0447828,-3.23E-03,0.211266,-11.6612,,,,,,,,,,,,,,,,,,,,,,,,,,
38881873,0.0395915,-2.80E-12,-0.0336338,5.96E-03,0.211266,-11.1006,,,,,,,,,,,,,,,,,,,,,,,,,,
38891874,0.0377485,-2.63E-12,-0.0315949,6.15E-03,0.211266,-10.574,,,,,,,,,,,,,,,,,,,,,,,,,,
38901875,0.0359809,-2.53E-12,-0.0303016,5.68E-03,0.211266,-10.069,,,,,,,,,,,,,,,,,,,,,,,,,,
38911876,0.0345255,-2.08E-12,-0.0249501,9.58E-03,0.211266,-9.65316,,,,,,,,,,,,,,,,,,,,,,,,,,
38921880,0.0336689,-1.22E-12,-0.0146844,1.90E-02,0.281685,-9.40842,,,,,,,,,,,,,,,,,,,,,,,,,,
38931881,0.0335497,-1.70E-13,-0.0020426,3.15E-02,0.281685,-9.30396,,,,,,,,,,,,,,,,,,,,,,,,,,
38941882,0.0335429,-9.82E-15,-0.000117817,3.34E-02,0.281685,-9.30199,,,,,,,,,,,,,,,,,,,,,,,,,,
38951883,0.0340309,6.97E-13,0.00836563,4.24E-02,0.281685,-9.44142,,,,,,,,,,,,,,,,,,,,,,,,,,
38961890,0.0348752,1.21E-12,0.0144735,4.93E-02,0.281685,-9.68264,,,,,,,,,,,,,,,,,,,,,,,,,,
38971908,0.0362858,2.02E-12,0.0241829,6.05E-02,0.281685,-10.0857,,,,,,,,,,,,,,,,,,,,,,,,,,
38981909,0.0381701,2.69E-12,0.0323027,7.05E-02,0.281685,-10.6241,,,,,,,,,,,,,,,,,,,,,,,,,,
38992168,0.0406765,3.58E-12,0.0429668,8.36E-02,0.281685,-11.3402,,,,,,,,,,,,,,,,,,,,,,,,,,
39002169,0.0441872,5.02E-12,0.0601829,1.04E-01,0.281685,-12.3432,,,,,,,,,,,,,,,,,,,,,,,,,,
39012172,0.0480835,5.57E-12,0.0667937,1.15E-01,0.281685,-13.4565,,,,,,,,,,,,,,,,,,,,,,,,,,
39022176,0.0528066,6.75E-12,0.0809672,1.34E-01,0.281685,-14.8059,,,,,,,,,,,,,,,,,,,,,,,,,,
39032177,0.0576901,6.98E-12,0.0837167,1.41E-01,0.281685,-16.2012,,,,,,,,,,,,,,,,,,,,,,,,,,
39042178,0.0630421,7.65E-12,0.091749,1.55E-01,0.281685,-17.7303,,,,,,,,,,,,,,,,,,,,,,,,,,
39052179,0.0684223,7.69E-12,0.092231,1.61E-01,0.281685,-19.2675,,,,,,,,,,,,,,,,,,,,,,,,,,
39062180,0.0737634,7.63E-12,0.0915633,1.65E-01,0.281685,-20.7936,,,,,,,,,,,,,,,,,,,,,,,,,,
39072181,0.0787503,7.12E-12,0.0854895,1.64E-01,0.281685,-22.2184,,,,,,,,,,,,,,,,,,,,,,,,,,
39082182,0.083719,7.10E-12,0.0851765,1.69E-01,0.281685,-23.638,,,,,,,,,,,,,,,,,,,,,,,,,,
39092183,0.0872499,5.04E-12,0.0605311,1.48E-01,0.281685,-24.6469,,,,,,,,,,,,,,,,,,,,,,,,,,
39102184,0.0903153,4.38E-12,0.0525482,1.43E-01,0.281685,-25.5227,,,,,,,,,,,,,,,,,,,,,,,,,,
39112185,0.0927054,3.41E-12,0.0409734,1.34E-01,0.281685,-26.2056,,,,,,,,,,,,,,,,,,,,,,,,,,
39122186,0.0936721,1.38E-12,0.0165726,1.10E-01,0.281685,-26.4818,,,,,,,,,,,,,,,,,,,,,,,,,,
39132188,0.0941568,6.92E-13,0.00830898,1.02E-01,0.281685,-26.6203,,,,,,,,,,,,,,,,,,,,,,,,,,
39142189,0.0943931,3.38E-13,0.00405121,9.84E-02,0.281685,-26.6878,,,,,,,,,,,,,,,,,,,,,,,,,,
39152190,0.0937206,-9.61E-13,-0.0115297,8.22E-02,0.281685,-26.4956,,,,,,,,,,,,,,,,,,,,,,,,,,
39162191,0.092103,-2.31E-12,-0.0277298,6.44E-02,0.281685,-26.0335,,,,,,,,,,,,,,,,,,,,,,,,,,
39172192,0.0903072,-2.57E-12,-0.0307853,5.95E-02,0.281685,-25.5204,,,,,,,,,,,,,,,,,,,,,,,,,,
39182193,0.088388,-2.74E-12,-0.0329001,5.55E-02,0.281685,-24.972,,,,,,,,,,,,,,,,,,,,,,,,,,
39192194,0.0854996,-4.13E-12,-0.0495149,3.60E-02,0.281685,-24.1468,,,,,,,,,,,,,,,,,,,,,,,,,,
39202195,0.0820993,-4.86E-12,-0.0582919,2.38E-02,0.281685,-23.1752,,,,,,,,,,,,,,,,,,,,,,,,,,
39212199,0.0791891,-4.16E-12,-0.0498888,2.93E-02,0.211266,-22.3438,,,,,,,,,,,,,,,,,,,,,,,,,,
39222200,0.0753737,-5.45E-12,-0.0654062,9.97E-03,0.211266,-21.3241,,,,,,,,,,,,,,,,,,,,,,,,,,
