today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.002, kiei(I)=0, kded(D)=1e-05,signal, mad_pitch, multiplier
Sun Feb 11 14:10:59 2018,8706471,925.252,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1218,0,32,14,0.186748,-0.244209,-10.2424,0.00638535,0.0383121,-0.0127707,24.5449,31.9125,46.9266,1.04455,3.42677,0.458439,1.91621,2.37464,0.0723549,-0,-0.0226005,50.3838,-36.1774,50.3838,
Sun Feb 11 14:10:59 2018,8716472,925.252,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,0.316035,-0.272939,-10.2711,0.0117065,0.0415047,-0.0106422,24.5449,31.9125,46.9266,1.76239,3.71234,0.509867,1.96926,2.47913,0.0714504,-0,-0.0227865,50.3838,-35.7252,50.3838,
Sun Feb 11 14:10:59 2018,8726473,925.252,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,0.263362,-0.138864,-10.3094,0.00744957,0.0446974,-0.0148991,24.5449,31.9125,46.9266,1.46335,3.9979,0.560693,2.01037,2.57106,0.0705398,-0,-0.0229389,50.3838,-35.2699,50.3838,
Sun Feb 11 14:10:59 2018,8736474,925.252,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1216,0,8,32,0.234632,-0.258574,-10.2855,0.0127707,0.0468259,-0.0148991,25.0635,33.1266,50.4211,1.3068,4.28377,0.610741,2.04069,2.65143,0.0696191,-0,-0.0231946,50.3838,-34.8095,50.3838,
Sun Feb 11 14:10:59 2018,8746475,925.252,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5000,4134,1216,0,8,32,0.311246,-0.301669,-10.2137,0.0117065,0.0553397,-0.019156,25.0635,33.1266,50.4211,1.74546,4.56781,0.659726,2.05898,2.71871,0.0686981,-0,-0.0232021,50.3838,-34.349,50.3838,
Sun Feb 11 14:10:59 2018,8756476,924.791,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4138,1218,0,8,32,0.3304,-0.373495,-10.4866,0.00851379,0.0564039,-0.0138349,25.0635,33.1266,50.4211,1.80461,4.85399,0.708288,2.06999,2.77828,0.0677633,-0,-0.0235501,50.3838,-33.8816,50.3838,
Sun Feb 11 14:10:59 2018,8766477,924.791,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4138,1218,0,8,32,0.349553,-0.23942,-10.386,0.00638535,0.0532112,-0.0159634,25.0635,33.1266,50.4211,1.92762,5.14138,0.756922,2.07341,2.83033,0.0668238,-0,-0.0236656,50.3838,-33.4119,50.3838,
Sun Feb 11 14:10:59 2018,8776478,924.791,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,30,0.35913,-0.225055,-10.3334,0.00532112,0.0627892,-0.0117065,25.0635,33.1266,50.4211,1.99048,5.42512,0.805785,2.06521,2.871,0.0658868,-0,-0.0236049,50.3838,-32.9434,50.3838,
Sun Feb 11 14:10:59 2018,8786479,924.791,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,30,0.488417,-0.23942,-10.3956,0.00638535,0.061725,-0.00744957,25.0635,33.1266,50.4211,2.68995,5.7119,0.85557,2.05283,2.9084,0.0649446,-0,-0.0237371,50.3838,-32.4723,50.3838,
Sun Feb 11 14:10:59 2018,8796480,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,14,0.474052,-0.306458,-10.4387,0.00638535,0.0574681,-0.00744957,25.0635,33.1266,50.4211,2.60018,5.9996,0.907303,2.03463,2.94194,0.0640014,-0,-0.0237606,50.3838,-32.0007,50.3838,
Sun Feb 11 14:10:59 2018,8806481,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,14,0.45011,-0.220267,-10.2855,0.0042569,0.0595966,-0.00319267,25.0635,33.1266,50.4211,2.50576,6.28547,0.961026,2.00855,2.96957,0.0630579,-0,-0.0237693,50.3838,-31.5289,50.3838,
Sun Feb 11 14:10:59 2018,8816482,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1214,0,30,10,0.402226,-0.220267,-10.2711,0.00319267,0.0574681,0.00744957,25.0635,33.1266,50.4211,2.24261,6.57256,1.01586,1.97826,2.99412,0.0621196,-0,-0.0236379,50.3838,-31.0598,50.3838,
Sun Feb 11 14:10:59 2018,8826483,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1214,0,30,10,0.35913,-0.215478,-10.3142,0.00744957,0.0553397,0.00532112,25.0635,33.1266,50.4211,1.99417,6.85965,1.07067,1.94309,3.01376,0.0611864,-0,-0.0235086,50.3838,-30.5932,50.3838,
Sun Feb 11 14:10:59 2018,8836484,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4960,4128,1216,0,30,14,0.320823,-0.335188,-10.3094,0.0106422,0.0510828,0.0127707,25.0635,33.1266,50.4211,1.78243,7.14734,1.12435,1.90415,3.02849,0.0602585,-0,-0.0233748,50.3838,-30.1293,50.3838,
Sun Feb 11 14:10:59 2018,8846485,925.078,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4960,4128,1216,0,30,14,0.263362,-0.277727,-10.2232,0.00744957,0.0510828,0.0180918,25.0635,33.1266,50.4211,1.47568,7.43382,1.17586,1.86016,3.03602,0.0593366,-0,-0.0232252,50.3838,-29.6683,50.3838,
Sun Feb 11 14:10:59 2018,8856486,924.522,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1212,0,32,10,0.344765,-0.268151,-10.4483,0.00638535,0.0446974,0.0138349,25.0635,33.1266,50.4211,1.88992,7.72213,1.2248,1.81464,3.03944,0.058422,-0,-0.0230389,50.3838,-29.211,50.3838,
Sun Feb 11 14:10:59 2018,8866487,924.522,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1212,0,32,10,0.320823,-0.287304,-10.4387,0.00212845,0.0393763,0.0127707,24.3721,32.0859,49.7555,1.76037,8.01014,1.27159,1.76585,3.03743,0.0575172,-0,-0.0227943,50.3838,-28.7586,50.3838,
Sun Feb 11 14:10:59 2018,8876488,924.522,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,8,32,0.253785,-0.316035,-10.2424,0.00212845,0.0319267,0.00851379,24.3721,32.0859,49.7555,1.41938,8.29875,1.31604,1.71512,3.03116,0.0566167,-0,-0.0226858,50.3838,-28.3083,50.3838,
Sun Feb 11 14:10:59 2018,8886489,924.522,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,8,32,0.407014,-0.23942,-10.4579,0.00212845,0.0212845,0.00851379,24.3721,32.0859,49.7555,2.2288,8.58828,1.35819,1.6631,3.02129,0.0557222,-0,-0.0225328,50.3838,-27.8611,50.3838,
Sun Feb 11 14:10:59 2018,8896490,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,32,0.42138,-0.186748,-10.3813,0,0.0159634,0.00319267,24.3721,32.0859,49.7555,2.32439,8.87628,1.39938,1.60776,3.00714,0.0548345,-0,-0.0223639,50.3838,-27.4172,50.3838,
Sun Feb 11 14:10:59 2018,8906491,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,32,0.435745,-0.110133,-10.3669,0.00851379,0.0042569,0.00532112,24.3721,32.0859,49.7555,2.40686,9.16611,1.44054,1.55281,2.99335,0.0539592,-0,-0.0220509,50.3838,-26.9796,50.3838,
Sun Feb 11 14:10:59 2018,8916492,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,8,32,0.435745,-0.172383,-10.4339,0.0042569,-0.00532112,0.00532112,24.3721,32.0859,49.7555,2.39141,9.45534,1.48176,1.49609,2.97784,0.053092,-0,-0.0218455,50.3838,-26.546,50.3838,
Sun Feb 11 14:10:59 2018,8926493,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,8,32,0.531513,-0.191536,-10.4244,0.0117065,-0.0180918,0.0042569,24.3721,32.0859,49.7555,2.91885,9.74547,1.52342,1.43941,2.96283,0.0522357,-0,-0.0215729,50.3838,-26.1178,50.3838,
Sun Feb 11 14:10:59 2018,8936494,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,8,32,0.651223,-0.268151,-10.343,0.0148991,-0.0255414,0.00744957,24.3721,32.0859,49.7555,3.60276,10.0341,1.56696,1.38066,2.94761,0.0513838,-0,-0.0214603,50.3838,-25.6919,50.3838,
Sun Feb 11 14:10:59 2018,8946495,923.992,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,8,32,0.603339,-0.158017,-10.2328,0.0170276,-0.0340552,0.0106422,24.3721,32.0859,49.7555,3.37432,10.323,1.61362,1.32198,2.93559,0.0505458,-0,-0.021111,50.3838,-25.2729,50.3838,
Sun Feb 11 14:10:59 2018,8956496,925.356,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.699107,-0.244209,-10.3669,0.0138349,-0.0436332,0.019156,24.3721,32.0859,49.7555,3.85799,10.6122,1.66363,1.26358,2.92722,0.0497186,-0,-0.0208379,50.3838,-24.8593,50.3838,
Sun Feb 11 14:10:59 2018,8966497,925.356,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.622492,-0.220267,-10.2663,0.019156,-0.0595966,0.0138349,24.3721,32.0859,49.7555,3.46985,10.9033,1.71686,1.20713,2.92399,0.0489012,-0,-0.0205928,50.3838,-24.4506,50.3838,
Sun Feb 11 14:10:59 2018,8976498,925.356,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1214,0,8,32,0.517148,-0.181959,-10.319,0.019156,-0.0670461,0.0212845,24.3721,32.0859,49.7555,2.86904,11.1919,1.77198,1.14859,2.92057,0.0480985,-0,-0.0202205,50.3838,-24.0493,50.3838,
Sun Feb 11 14:10:59 2018,8986499,925.356,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4994,4128,1214,0,8,32,0.584185,-0.277727,-10.4196,0.0223487,-0.0723673,0.019156,24.3721,32.0859,49.7555,3.209,11.4799,1.82744,1.0901,2.91755,0.0473133,-0,-0.0197823,50.3838,-23.6566,50.3838,
Sun Feb 11 14:10:59 2018,8996500,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1216,0,32,14,0.430956,-0.21069,-10.2424,0.0117065,-0.0862022,0.0212845,24.3721,32.0859,49.7555,2.40934,11.7703,1.88234,1.0348,2.91714,0.046537,-0,-0.0195555,50.3838,-23.2685,50.3838,
Sun Feb 11 14:10:59 2018,9006501,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1216,0,32,14,0.47884,-0.282516,-10.1466,0.0138349,-0.0893948,0.0180918,24.3721,32.0859,49.7555,2.7019,12.0577,1.93558,0.97738,2.91296,0.0457796,-0,-0.0190795,50.3838,-22.8898,50.3838,
Sun Feb 11 14:10:59 2018,9016502,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,32,0.488417,-0.287304,-10.2951,0.0117065,-0.101101,0.0138349,24.3721,32.0859,49.7555,2.71618,12.3476,1.98693,0.923482,2.91042,0.0450273,-0,-0.0189525,50.3838,-22.5137,50.3838,
Sun Feb 11 14:10:59 2018,9026503,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1214,0,32,32,0.407014,-0.287304,-10.3477,0.00532112,-0.105358,0.00638535,24.3721,32.0859,49.7555,2.25249,12.6353,2.03622,0.868636,2.90486,0.0442911,-0,-0.0185466,50.3838,-22.1456,50.3838,
Sun Feb 11 14:10:59 2018,9036504,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,32,0.373495,-0.311246,-10.3334,0,-0.116,0.0117065,24.3721,32.0859,49.7555,2.07003,12.9248,2.08241,0.816923,2.89933,0.0435671,-0,-0.018238,50.3838,-21.7836,50.3838,
Sun Feb 11 14:10:59 2018,9046505,924.418,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,32,0.387861,-0.244209,-10.3334,-0.00212845,-0.118129,0.00957802,24.3721,32.0859,49.7555,2.14958,13.2119,2.12486,0.764186,2.88905,0.042853,-0,-0.0179907,50.3838,-21.4265,50.3838,
Sun Feb 11 14:10:59 2018,9056506,924.757,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4134,1214,0,8,30,0.411803,-0.23942,-10.3286,-0.0042569,-0.122386,0.00851379,24.3721,32.0859,49.7555,2.28319,13.4996,2.16386,0.713631,2.87749,0.0421495,-0,-0.017722,50.3838,-21.0748,50.3838,
Sun Feb 11 14:10:59 2018,9066507,924.757,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4134,1214,0,8,30,0.507571,-0.258574,-10.3046,-0.00106422,-0.121322,0.00957802,24.3721,32.0859,49.7555,2.81991,13.7858,2.20037,0.663218,2.86359,0.041455,-0,-0.0174957,50.3838,-20.7275,50.3838,
Sun Feb 11 14:10:59 2018,9076508,924.757,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,32,0.426168,-0.301669,-10.2807,0.00106422,-0.122386,0.00851379,24.3721,32.0859,49.7555,2.37374,14.0725,2.23519,0.615171,2.85036,0.0407606,-0,-0.0174939,50.3838,-20.3803,50.3838,
Sun Feb 11 14:10:59 2018,9086509,924.757,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,32,0.459687,-0.282516,-10.252,0.00319267,-0.121322,0.00744957,24.3721,32.0859,49.7555,2.56736,14.3587,2.26818,0.5683,2.83648,0.0400744,-0,-0.0172865,50.3838,-20.0372,50.3838,
Sun Feb 11 14:10:59 2018,9096510,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,0.373495,-0.148441,-10.2568,0.00319267,-0.124514,0.00638535,24.3721,32.0859,49.7555,2.08548,14.6461,2.29885,0.524433,2.82329,0.039388,-0,-0.0172915,50.3838,-19.694,50.3838,
Sun Feb 11 14:10:59 2018,9106511,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1214,0,32,14,0.426168,-0.272939,-10.3238,0.0042569,-0.118129,0.00957802,24.3721,32.0859,49.7555,2.36384,14.9308,2.32683,0.479691,2.80653,0.0387124,-0,-0.0170203,50.3838,-19.3562,50.3838,
Sun Feb 11 14:10:59 2018,9116512,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,12,0.373495,-0.335188,-10.2999,0.0042569,-0.117065,0.00851379,22.8164,31.5656,48.2578,2.07676,15.2169,2.35204,0.438398,2.79044,0.0380352,-0,-0.0170603,50.3838,-19.0176,50.3838,
Sun Feb 11 14:10:59 2018,9126513,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,12,0.3304,-0.320823,-10.3238,-0.0042569,-0.114936,0.00212845,22.8164,31.5656,48.2578,1.83305,15.5028,2.37411,0.398668,2.77278,0.0373464,-0,-0.017351,50.3838,-18.6732,50.3838,
Sun Feb 11 14:10:59 2018,9136514,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.411803,-0.244209,-10.4339,-0.00212845,-0.104294,0.00532112,22.8164,31.5656,48.2578,2.26016,15.7862,2.3929,0.358476,2.75137,0.0366635,-0,-0.0172051,50.3838,-18.3317,50.3838,
Sun Feb 11 14:10:59 2018,9146515,926.816,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4134,1214,0,32,14,0.335188,-0.191536,-10.2663,0.00212845,-0.102166,0.00638535,22.8164,31.5656,48.2578,1.87,16.0721,2.40881,0.32268,2.73149,0.0359719,-0,-0.0174211,50.3838,-17.986,50.3838,
Sun Feb 11 14:10:59 2018,9156516,925.313,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,32,0.244209,-0.287304,-10.319,0,-0.094716,0.00532112,22.8164,31.5656,48.2578,1.3557,16.3564,2.42123,0.287251,2.70848,0.0352838,-0,-0.0173343,50.3838,-17.6419,50.3838,
Sun Feb 11 14:10:59 2018,9166517,925.313,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,32,32,0.301669,-0.339977,-10.3717,-0.0042569,-0.0840737,-0,22.8164,31.5656,48.2578,1.66603,16.6399,2.42934,0.252871,2.68221,0.0345986,-0,-0.017263,50.3838,-17.2993,50.3838,
Sun Feb 11 14:10:59 2018,9176518,925.313,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4142,1216,0,32,14,0.287304,-0.3304,-10.4052,-0.00532112,-0.0776884,0.00319267,22.8164,31.5656,48.2578,1.58163,16.9245,2.43351,0.221627,2.65514,0.0339002,-0,-0.0175939,50.3838,-16.9501,50.3838,
Sun Feb 11 14:10:59 2018,9186519,925.313,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5002,4142,1216,0,32,14,0.354342,-0.229843,-10.386,-0.00532112,-0.0627892,0.00638535,22.8164,31.5656,48.2578,1.95401,17.2067,2.43454,0.189867,2.62441,0.0331998,-0,-0.0176434,50.3838,-16.5999,50.3838,
Sun Feb 11 14:10:59 2018,9196520,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,28,32,0.258574,-0.287304,-10.3142,-0.0106422,-0.0595966,-0.00319267,22.8164,31.5656,48.2578,1.43608,17.4923,2.43283,0.163298,2.59612,0.0324914,-0,-0.0178468,50.3838,-16.2457,50.3838,
Sun Feb 11 14:10:59 2018,9206521,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1218,0,28,32,0.229843,-0.335188,-10.1993,-0.00319267,-0.052147,-0.00212845,22.8164,31.5656,48.2578,1.29096,17.7766,2.42785,0.137204,2.56505,0.0317788,-0,-0.017951,50.3838,-15.8894,50.3838,
Sun Feb 11 14:10:59 2018,9216522,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,32,14,0.282516,-0.201113,-10.3956,-0.0042569,-0.0415047,-0.00106422,22.8164,31.5656,48.2578,1.55671,18.0601,2.41939,0.111933,2.53132,0.0310611,-0,-0.0180805,50.3838,-15.5306,50.3838,
Sun Feb 11 14:10:59 2018,9226523,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4138,1216,0,32,14,0.287304,-0.205901,-10.3286,-0.00319267,-0.0372479,-0.0042569,22.8164,31.5656,48.2578,1.59335,18.3453,2.40818,0.090138,2.49832,0.030342,-0,-0.0181162,50.3838,-15.171,50.3838,
Sun Feb 11 14:10:59 2018,9236524,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,30,12,0.306458,-0.148441,-10.3046,-0.00532112,-0.0287341,-0.0042569,22.8164,31.5656,48.2578,1.70346,18.6294,2.39491,0.0686894,2.4636,0.0296232,-0,-0.0181063,50.3838,-14.8116,50.3838,
Sun Feb 11 14:10:59 2018,9246525,924.922,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,30,12,0.225055,-0.11971,-10.252,0.00319267,-0.0223487,-0.00744957,22.8164,31.5656,48.2578,1.25758,18.914,2.37964,0.0493879,2.42903,0.0288961,-0,-0.0183185,50.3838,-14.448,50.3838,
Sun Feb 11 14:10:59 2018,9256526,923.097,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1216,0,8,32,0.234632,-0.162806,-10.2041,0.00957802,-0.0170276,-0.00532112,22.8164,31.5656,48.2578,1.31722,19.199,2.36191,0.0318282,2.39374,0.0281786,-0,-0.0180757,50.3838,-14.0893,50.3838,
Sun Feb 11 14:10:59 2018,9266527,923.097,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,5004,4134,1216,0,8,32,0.229843,-0.186748,-10.137,0.0234129,-0.0170276,-0.00212845,22.8164,31.5656,48.2578,1.29888,19.4855,2.34167,0.0171017,2.35877,0.0274577,-0,-0.0181605,50.3838,-13.7288,50.3838,
