today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=5e-05, kiei(I)=0, kded(D)=0,signal, mad_pitch, multiplier
Sun Feb 11 14:04:12 2018,181778372,925.921,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4956,4122,1212,0,32,30,1.12049,-0.23942,-10.2903,0.0148991,0.00851379,0.0159634,22.125,32.2594,51.2531,6.21434,3211.14,-27.274,0.027541,-27.2465,-0.0961881,0,0,50.5,38.0943,50.5,
Sun Feb 11 14:04:12 2018,181788373,925.921,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4984,4120,1212,0,8,32,1.13964,-0.263362,-10.1801,0.0148991,0.0117065,0.0127707,22.125,32.2594,51.2531,6.38752,3211.42,-25.6767,0.0259104,-25.6508,-0.0954626,0,0,50.5,37.807,50.5,
Sun Feb 11 14:04:12 2018,181798374,925.921,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4984,4120,1212,0,8,32,1.20189,-0.320823,-10.2855,0.00957802,0.00532112,0.0127707,22.125,32.2594,51.2531,6.66496,3211.71,-24.094,0.0270062,-24.067,-0.0947293,0,0,50.5,37.5166,50.5,
Sun Feb 11 14:04:12 2018,181808375,925.069,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,8,30,1.21625,-0.21069,-10.3621,0.0106422,0.00319267,0.00744957,22.125,32.2594,51.2531,6.69448,3212,-22.5299,0.0264421,-22.5034,-0.0939959,0,0,50.5,37.2261,50.5,
Sun Feb 11 14:04:12 2018,181818376,925.069,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1216,0,8,30,1.09654,-0.220267,-10.41,0.00532112,0.00532112,0.00851379,22.125,32.2594,51.2531,6.01313,3212.28,-20.989,0.0250937,-20.9639,-0.0932601,0,0,50.5,36.9347,50.5,
Sun Feb 11 14:04:12 2018,181828377,925.069,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4120,1210,0,8,30,1.13006,-0.172383,-10.3382,0.0042569,0.00106422,0.00851379,22.125,32.2594,51.2531,6.23823,3212.57,-19.4764,0.0249858,-19.4514,-0.0925125,0,0,50.5,36.6386,50.5,
Sun Feb 11 14:04:12 2018,181838378,925.069,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4120,1210,0,8,30,1.23062,-0.158017,-10.1993,0.0042569,0.00212845,0.00957802,22.125,32.2594,51.2531,6.8799,3212.86,-17.9948,0.0238163,-17.971,-0.0917669,0,0,50.5,36.3433,50.5,
Sun Feb 11 14:04:12 2018,181848379,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,8,30,1.17316,-0.143652,-10.2711,0.00638535,-0.00744957,0.0106422,22.125,32.2594,51.2531,6.51604,3213.15,-16.5462,0.0253417,-16.5208,-0.0910177,0,0,50.5,36.0466,50.5,
Sun Feb 11 14:04:12 2018,181858380,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,8,30,1.21147,-0.277727,-10.386,0.0138349,-0.00957802,0.0127707,22.125,32.2594,51.2531,6.65313,3213.43,-15.1331,0.0246887,-15.1084,-0.0902515,0,0,50.5,35.7432,50.5,
Sun Feb 11 14:04:12 2018,181868381,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4132,1214,0,32,16,1.16837,-0.248997,-10.3477,0.0138349,-0.0117065,0.00957802,22.125,32.2594,51.2531,6.44203,3213.72,-13.7582,0.0239981,-13.7342,-0.0894797,0,0,50.5,35.4375,50.5,
Sun Feb 11 14:04:12 2018,181878382,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4132,1214,0,32,16,1.14443,-0.129287,-10.4291,0.0106422,-0.0117065,0.0138349,22.125,32.2594,51.2531,6.26223,3214.01,-12.4239,0.0225431,-12.4014,-0.0887011,0,0,50.5,35.1291,50.5,
Sun Feb 11 14:04:12 2018,181888383,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4118,1214,0,30,30,1.16358,-0.153229,-10.2089,0.0117065,-0.00957802,0.00957802,22.125,32.2594,51.2531,6.50237,3214.29,-11.132,0.0206383,-11.1114,-0.0879151,0,0,50.5,34.8179,50.5,
Sun Feb 11 14:04:12 2018,181898384,924.913,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4118,1214,0,30,30,1.09654,-0.296881,-10.2903,0.0159634,-0.0180918,0.0159634,22.125,32.2594,51.2531,6.08256,3214.58,-9.88401,0.0217473,-9.86226,-0.0871201,0,0,50.5,34.503,50.5,
Sun Feb 11 14:04:12 2018,181908385,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4982,4122,1212,0,32,14,1.23062,-0.21069,-10.2185,0.0148991,-0.0255414,0.00851379,22.125,32.2594,51.2531,6.86713,3214.87,-8.68063,0.0221916,-8.65843,-0.0863051,0,0,50.5,34.1802,50.5,
Sun Feb 11 14:04:12 2018,181918386,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4982,4122,1212,0,32,14,1.09176,-0.234632,-10.2472,0.0212845,-0.0266056,0.0148991,22.125,32.2594,51.2531,6.08147,3215.16,-7.5223,0.0210495,-7.50125,-0.0854989,0,0,50.5,33.861,50.5,
Sun Feb 11 14:04:12 2018,181928387,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,8,32,1.06781,-0.167594,-10.2951,0.0170276,-0.0276698,0.00851379,22.125,32.2594,51.2531,5.9216,3215.45,-6.41047,0.019925,-6.39055,-0.0846745,0,0,50.5,33.5345,50.5,
Sun Feb 11 14:04:12 2018,181938388,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,8,32,1.08697,-0.244209,-10.1801,0.0159634,-0.0319267,0.0106422,22.125,32.2594,51.2531,6.09457,3215.73,-5.34626,0.0195533,-5.32671,-0.0838471,0,0,50.5,33.2068,50.5,
Sun Feb 11 14:04:12 2018,181948389,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1218,0,30,14,1.1157,-0.186748,-10.228,0.0202203,-0.0276698,0.0117065,22.125,32.2594,51.2531,6.22535,3216.02,-4.32934,0.0166979,-4.31264,-0.0830149,0,0,50.5,32.8772,50.5,
Sun Feb 11 14:04:12 2018,181958390,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4138,1218,0,30,14,1.1971,-0.248997,-10.2759,0.0170276,-0.0308625,0.0106422,22.125,32.2594,51.2531,6.64477,3216.31,-3.35873,0.0162195,-3.34251,-0.0821854,0,0,50.5,32.5487,50.5,
Sun Feb 11 14:04:12 2018,181968391,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4982,4120,1214,0,8,30,1.06781,-0.191536,-10.3238,0.0212845,-0.0340552,0.0180918,22.125,32.2594,51.2531,5.90524,3216.59,-2.43393,0.0157204,-2.41821,-0.081354,0,0,50.5,32.2194,50.5,
Sun Feb 11 14:04:12 2018,181978392,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4982,4120,1214,0,8,30,1.10612,-0.191536,-10.3477,0.0106422,-0.0308625,0.0138349,22.125,32.2594,51.2531,6.10147,3216.88,-1.55536,0.0134955,-1.54186,-0.0805114,0,0,50.5,31.8857,50.5,
Sun Feb 11 14:04:12 2018,181988393,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,1.13964,-0.21069,-10.2568,0.019156,-0.0297983,0.0159634,22.125,32.2594,51.2531,6.3402,3217.16,-0.722503,0.011897,-0.710606,-0.0796729,0,0,50.5,31.5536,50.5,
Sun Feb 11 14:04:12 2018,181998394,926.434,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4138,1218,0,8,32,1.12527,-0.306458,-10.3382,0.0148991,-0.0319267,0.0138349,22.125,32.2594,51.2531,6.21201,3217.45,0.0658866,0.0113659,0.0772526,-0.0788346,0,0,50.5,31.2216,50.5,
Sun Feb 11 14:04:12 2018,182008395,925.747,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,32,1.07739,-0.292093,-10.3382,0.0138349,-0.032991,0.0138349,22.125,32.2594,51.2531,5.9496,3217.74,0.810352,0.010593,0.820945,-0.0779895,0,0,50.5,30.8869,50.5,
Sun Feb 11 14:04:12 2018,182018396,925.747,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,32,1.10133,-0.244209,-10.3334,0.0127707,-0.0276698,0.0148991,22.125,32.2594,51.2531,6.08363,3218.02,1.51132,0.00813675,1.51946,-0.0771443,0,0,50.5,30.5522,50.5,
Sun Feb 11 14:04:12 2018,182028397,925.747,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4994,4124,1214,0,32,32,1.11091,-0.244209,-10.3334,0.00957802,-0.0308625,0.0159634,22.4707,32.6063,51.2531,6.13613,3218.31,2.16991,0.0080558,2.17797,-0.0763004,0,0,50.5,30.218,50.5,
Sun Feb 11 14:04:12 2018,182038398,925.747,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4994,4124,1214,0,32,32,1.07739,-0.277727,-10.3046,0.00744957,-0.0266056,0.0117065,22.4707,32.6063,51.2531,5.96882,3218.6,2.78729,0.00575406,2.79305,-0.0754594,0,0,50.5,29.8849,50.5,
Sun Feb 11 14:04:12 2018,182048399,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,32,14,1.15879,-0.287304,-10.252,0.00532112,-0.0244772,0.0127707,22.4707,32.6063,51.2531,6.44885,3218.88,3.36483,0.00435862,3.36919,-0.0746178,0,0,50.5,29.5516,50.5,
Sun Feb 11 14:04:12 2018,182058400,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4990,4122,1216,0,32,14,1.03908,-0.23942,-10.3382,0.0042569,-0.0202203,0.00957802,22.4707,32.6063,51.2531,5.7395,3219.17,3.9038,0.0023329,3.90614,-0.0737852,0,0,50.5,29.2219,50.5,
Sun Feb 11 14:04:12 2018,182068401,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4122,1214,0,32,30,1.16358,-0.248997,-10.4291,0.00212845,-0.0170276,0.00851379,22.4707,32.6063,51.2531,6.36618,3219.45,4.40517,0.000958803,4.40612,-0.0729521,0,0,50.5,28.8919,50.5,
Sun Feb 11 14:04:12 2018,182078402,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4992,4122,1214,0,32,30,1.26893,-0.244209,-10.2855,-0.00106422,-0.0106422,0.00957802,22.4707,32.6063,51.2531,7.03308,3219.74,4.87136,-0.00103456,4.87033,-0.0721324,0,0,50.5,28.5673,50.5,
Sun Feb 11 14:04:12 2018,182088403,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5006,4134,1216,0,30,30,1.13964,-0.320823,-10.2855,-0.00106422,-0.0148991,0.00744957,22.4707,32.6063,51.2531,6.32263,3220.02,5.3048,-0.000169069,5.30463,-0.0713209,0,0,50.5,28.2459,50.5,
Sun Feb 11 14:04:12 2018,182098404,926.199,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5006,4134,1216,0,30,30,1.14443,-0.158017,-10.2137,0,-0.00638535,0.00744957,22.4707,32.6063,51.2531,6.39326,3220.31,5.70598,-0.0030386,5.70294,-0.070509,0,0,50.5,27.9243,50.5,
Sun Feb 11 14:04:12 2018,182108405,926.868,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5014,4134,1218,0,30,14,1.10612,-0.162806,-10.343,0,-0.0042569,0.0106422,22.4707,32.6063,51.2531,6.10427,3220.59,6.07533,-0.00369968,6.07163,-0.0697048,0,0,50.5,27.6059,50.5,
Sun Feb 11 14:04:12 2018,182118406,926.868,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5014,4134,1218,0,30,14,1.12049,-0.181959,-10.4004,0.00744957,-0.0042569,0.00957802,22.4707,32.6063,51.2531,6.14904,3220.88,6.41371,-0.00380232,6.4099,-0.0688987,0,0,50.5,27.2866,50.5,
Sun Feb 11 14:04:12 2018,182128407,926.868,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4132,1214,0,20,30,1.13006,-0.263362,-10.2137,0.0117065,-0.00212845,0.0106422,22.4707,32.6063,51.2531,6.31366,3221.17,6.72244,-0.00437017,6.71807,-0.0681075,0,0,50.5,26.9733,50.5,
Sun Feb 11 14:04:12 2018,182138408,926.868,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5002,4132,1214,0,20,30,0.995988,-0.234632,-10.2855,0.0127707,-0.00106422,0.0127707,22.4707,32.6063,51.2531,5.53095,3221.45,7.00251,-0.00462913,6.99788,-0.0673208,0,0,50.5,26.6617,50.5,
Sun Feb 11 14:04:12 2018,182148409,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,32,12,1.18752,-0.153229,-10.3525,0.019156,-0.0042569,0.00957802,22.4707,32.6063,51.2531,6.54372,3221.74,7.25491,-0.0036279,7.25128,-0.0665272,0,0,50.5,26.3474,50.5,
Sun Feb 11 14:04:12 2018,182158410,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5006,4138,1218,0,32,12,1.10612,-0.248997,-10.2137,0.0170276,-0.00106422,0.00851379,22.4707,32.6063,51.2531,6.18094,3222.03,7.48188,-0.0041629,7.47771,-0.0657432,0,0,50.5,26.0369,50.5,
Sun Feb 11 14:04:12 2018,182168411,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,30,1.14922,-0.205901,-10.2951,0.0212845,-0.00212845,0.00744957,22.4707,32.6063,51.2531,6.36944,3222.31,7.68516,-0.00390431,7.68126,-0.0649516,0,0,50.5,25.7234,50.5,
Sun Feb 11 14:04:12 2018,182178412,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5008,4134,1216,0,8,30,1.1157,-0.306458,-10.2472,0.0255414,-0.00319267,-0,22.4707,32.6063,51.2531,6.21381,3222.6,7.86589,-0.00340881,7.86248,-0.0641686,0,0,50.5,25.4133,50.5,
Sun Feb 11 14:04:12 2018,182188413,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4952,4120,1214,0,30,14,1.23062,-0.215478,-10.3765,0.019156,0.00212845,-0,22.4707,32.6063,51.2531,6.76353,3222.88,8.02568,-0.00465153,8.02103,-0.0633877,0,0,50.5,25.104,50.5,
Sun Feb 11 14:04:12 2018,182198414,925.895,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4952,4120,1214,0,30,14,1.00078,-0.244209,-10.3669,0.019156,-0.00744957,-0.00106422,22.4707,32.6063,51.2531,5.51401,3223.17,8.16543,-0.00186484,8.16357,-0.0626222,0,0,50.5,24.8009,50.5,
Sun Feb 11 14:04:12 2018,182208415,925.964,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,30,14,1.11091,-0.191536,-10.2759,0.0223487,-0.00106422,0.00319267,22.4707,32.6063,51.2531,6.17018,3223.46,8.2851,-0.00345831,8.28164,-0.0618546,0,0,50.5,24.4969,50.5,
Sun Feb 11 14:04:12 2018,182218416,925.964,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5000,4134,1214,0,30,14,1.20668,-0.220267,-10.2232,0.019156,-0.0106422,0.00319267,22.4707,32.6063,51.2531,6.73164,3223.75,8.38652,-0.000752927,8.38577,-0.0610897,0,0,50.5,24.1939,50.5,
Sun Feb 11 14:04:12 2018,182228417,925.964,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4132,1218,0,28,14,1.16358,-0.253785,-10.1754,0.0202203,-0.00106422,0.00532112,22.4707,32.6063,51.2531,6.52361,3224.03,8.47235,-0.00340156,8.46895,-0.0603325,0,0,50.5,23.894,50.5,
Sun Feb 11 14:04:12 2018,182238418,925.964,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,5012,4132,1218,0,28,14,1.13006,-0.344765,-10.3621,0.019156,-0.00532112,0.0042569,22.4707,32.6063,51.2531,6.22393,3224.32,8.54344,-0.00215016,8.54129,-0.0595779,0,0,50.5,23.5952,50.5,
Sun Feb 11 14:04:12 2018,182248419,925.799,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4936,4124,1216,0,8,30,1.16358,-0.172383,-10.2328,0.0117065,-0.0127707,-0.00106422,22.4707,32.6063,51.2531,6.48729,3224.61,8.60027,-0.000264566,8.6,-0.0588287,0,0,50.5,23.2985,50.5,
Sun Feb 11 14:04:12 2018,182258420,925.799,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4936,4124,1216,0,8,30,1.13964,-0.277727,-10.3046,0.0127707,-0.00851379,0.00638535,22.4707,32.6063,51.2531,6.31097,3224.89,8.64387,-0.00171204,8.64216,-0.0580836,0,0,50.5,23.0034,50.5,
Sun Feb 11 14:04:12 2018,182268421,925.799,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4938,4122,1216,0,32,14,1.20668,-0.244209,-10.2663,0.0042569,-0.0042569,-0.0042569,22.4707,32.6063,51.2531,6.70364,3225.18,8.6755,-0.00278591,8.67271,-0.0573421,0,0,50.5,22.7097,50.5,
Sun Feb 11 14:04:12 2018,182278422,925.799,1513,1514,1088,1514,1940,1514,-0.0469513,50.5,0.9,0,0.5,-1.19209e-07,4938,4122,1216,0,32,14,1.26893,-0.320823,-10.4962,0.00638535,-0.00957802,-0,22.4707,32.6063,51.2531,6.89328,3225.47,8.69681,-0.00131659,8.69549,-0.0566129,0,0,50.5,22.4209,50.5,
