time(millis),theta_desired,theta_measured,motor_cmd,out_volts,
293687,-0.26,-0.27,0.90,0,
293693,-0.26,-0.27,0.92,0,
293699,-0.26,-0.27,0.92,0,
293705,-0.26,-0.27,0.91,0,
293711,-0.26,-0.27,0.90,0,
293718,-0.26,-0.27,0.90,0,
293724,-0.26,-0.27,0.91,0,
293730,-0.26,-0.27,0.93,0,
293736,-0.26,-0.27,0.94,0,
293742,-0.26,-0.27,0.94,0,
293748,-0.26,-0.27,0.94,0,
293754,-0.26,-0.27,0.95,0,
293760,-0.26,-0.27,0.96,0,
293766,-0.26,-0.27,0.97,0,
293772,-0.26,-0.27,0.98,0,
293778,-0.26,-0.27,0.99,0,
293784,-0.26,-0.27,0.99,0,
293790,-0.26,-0.27,1.01,0,
293796,-0.26,-0.27,1.01,0,
293803,-0.26,-0.27,0.98,0,
293809,-0.26,-0.27,0.94,0,
293815,-0.26,-0.27,0.94,0,
293821,-0.26,-0.27,0.95,0,
293827,-0.26,-0.27,0.98,0,
293833,-0.26,-0.27,1.01,0,
293839,-0.26,-0.27,1.03,0,
293846,-0.26,-0.27,1.02,0,
293852,-0.26,-0.27,0.84,0,
293858,-0.26,-0.27,0.72,0,
293864,-0.26,-0.27,0.64,0,
293870,-0.26,-0.27,0.61,0,
293876,-0.26,-0.27,0.65,0,
293882,-0.26,-0.27,0.71,0,
293888,-0.26,-0.27,0.74,0,
293894,-0.26,-0.27,0.74,0,
293900,-0.26,-0.27,0.73,0,
293906,-0.26,-0.27,0.70,0,
293912,-0.26,-0.27,0.70,0,
293918,-0.26,-0.27,0.70,0,
293924,-0.26,-0.27,0.73,0,
293931,-0.26,-0.27,0.75,0,
293937,-0.26,-0.27,0.77,0,
293943,-0.26,-0.27,0.79,0,
293949,-0.26,-0.27,0.79,0,
293955,-0.26,-0.27,0.80,0,
293961,-0.26,-0.27,0.79,0,
293967,-0.26,-0.27,0.80,0,
293974,-0.26,-0.27,0.82,0,
293980,-0.26,-0.27,0.84,0,
293986,-0.26,-0.27,0.85,0,
293992,-0.26,-0.27,0.86,0,
293998,-0.26,-0.27,0.87,0,
294004,-0.26,-0.27,0.87,0,
294010,-0.26,-0.27,0.88,0,
294016,-0.26,-0.27,0.88,0,
294022,-0.26,-0.27,0.90,0,
294028,-0.26,-0.27,0.92,0,
294034,-0.26,-0.27,0.93,0,
294040,-0.26,-0.27,0.93,0,
294046,-0.26,-0.27,0.94,0,
294052,-0.26,-0.27,0.94,0,
294059,-0.26,-0.27,0.96,0,
294065,-0.26,-0.27,0.97,0,
294071,-0.26,-0.27,0.99,0,
294077,-0.26,-0.27,1.00,0,
294083,-0.26,-0.27,1.01,0,
294089,-0.26,-0.27,1.01,0,
294095,-0.26,-0.27,1.02,0,
294102,-0.26,-0.27,1.03,0,
294108,-0.26,-0.28,1.20,0,
294114,-0.26,-0.27,1.04,0,
294120,-0.26,-0.27,0.90,0,
294126,-0.26,-0.27,0.82,0,
294132,-0.26,-0.27,0.81,0,
294138,-0.26,-0.27,0.82,0,
294144,-0.26,-0.27,0.83,0,
294150,-0.26,-0.27,0.83,0,
294156,-0.26,-0.27,0.81,0,
294162,-0.26,-0.27,0.80,0,
294168,-0.26,-0.27,0.80,0,
294174,-0.26,-0.27,0.93,0,
294180,-0.26,-0.27,0.98,0,
294187,-0.26,-0.27,1.01,0,
294193,-0.26,-0.27,1.02,0,
294199,-0.26,-0.27,1.02,0,
294205,-0.26,-0.28,1.11,0,
294211,-0.26,-0.27,0.98,0,
294217,-0.26,-0.27,0.93,0,
294223,-0.26,-0.27,0.91,0,
294230,-0.26,-0.27,0.94,0,
294236,-0.26,-0.27,1.00,0,
294242,-0.26,-0.27,1.05,0,
294248,-0.26,-0.27,1.07,0,
294254,-0.26,-0.28,1.13,0,
294260,-0.26,-0.28,1.16,0,
294266,-0.26,-0.28,1.16,0,
294272,-0.26,-0.28,1.15,0,
294278,-0.26,-0.28,1.12,0,
294284,-0.26,-0.28,1.21,0,
294290,-0.26,-0.27,0.89,0,
294296,-0.26,-0.27,0.70,0,
294302,-0.26,-0.27,0.50,0,
294308,-0.26,-0.26,0.38,0,
294315,-0.26,-0.26,0.29,0,
294321,-0.26,-0.26,0.26,0,
294327,-0.26,-0.26,0.23,0,
294333,-0.26,-0.26,0.24,0,
294339,-0.26,-0.26,0.27,0,
294345,-0.26,-0.26,0.33,0,
294351,-0.26,-0.26,0.39,0,
294358,-0.26,-0.26,0.38,0,
294364,-0.26,-0.26,0.38,0,
294370,-0.26,-0.26,0.35,0,
294376,-0.26,-0.26,0.32,0,
294382,-0.26,-0.26,0.30,0,
294388,-0.26,-0.26,0.32,0,
294394,-0.26,-0.26,0.34,0,
294400,-0.26,-0.26,0.36,0,
294406,-0.26,-0.26,0.35,0,
294412,-0.26,-0.26,0.34,0,
294418,-0.26,-0.26,0.32,0,
294424,-0.26,-0.26,0.30,0,
294430,-0.26,-0.26,0.30,0,
294436,-0.26,-0.26,0.30,0,
294443,-0.26,-0.26,0.30,0,
294449,-0.26,-0.26,0.29,0,
294455,-0.26,-0.26,0.27,0,
294461,-0.26,-0.26,0.25,0,
294467,-0.26,-0.26,0.23,0,
294473,-0.26,-0.26,0.22,0,
294479,-0.26,-0.26,0.21,0,
294486,-0.26,-0.26,0.20,0,
294492,-0.26,-0.26,0.17,0,
294498,-0.26,-0.26,0.16,0,
294504,-0.26,-0.26,0.14,0,
294510,-0.26,-0.26,0.11,0,
294516,-0.26,-0.26,0.08,0,
294522,-0.26,-0.26,0.06,0,
294528,-0.26,-0.26,0.04,0,
294534,-0.26,-0.26,0.01,0,
294540,-0.26,-0.26,-0.01,0,
294546,-0.26,-0.26,-0.04,0,
294552,-0.26,-0.26,-0.06,0,
294558,-0.26,-0.26,-0.09,0,
294564,-0.26,-0.26,-0.13,0,
294571,-0.26,-0.26,-0.17,0,
294577,-0.26,-0.26,-0.20,0,
294583,-0.26,-0.25,-0.23,0,
294589,-0.26,-0.25,-0.27,0,
294595,-0.26,-0.25,-0.30,0,
294601,-0.26,-0.25,-0.33,0,
294607,-0.26,-0.25,-0.38,0,
294614,-0.26,-0.25,-0.43,0,
294620,-0.26,-0.25,-0.48,0,
294626,-0.26,-0.25,-0.52,0,
294632,-0.26,-0.25,-0.57,0,
294638,-0.26,-0.25,-0.62,0,
294644,-0.26,-0.25,-0.67,0,
294650,-0.26,-0.25,-0.72,0,
294656,-0.26,-0.25,-0.77,0,
294662,-0.26,-0.25,-0.82,0,
294668,-0.26,-0.24,-0.88,0,
294674,-0.26,-0.24,-0.94,0,
294680,-0.26,-0.24,-1.00,0,
294686,-0.26,-0.24,-1.06,0,
294692,-0.26,-0.24,-1.12,0,
294699,-0.26,-0.24,-1.23,0,
294705,-0.26,-0.24,-1.28,0,
294711,-0.26,-0.24,-1.31,0,
294717,-0.26,-0.24,-1.37,0,
294723,-0.26,-0.24,-1.43,0,
294729,-0.26,-0.24,-1.37,0,
294735,-0.26,-0.24,-1.29,0,
294742,-0.26,-0.24,-1.22,0,
294748,-0.26,-0.24,-1.20,0,
294754,-0.26,-0.24,-1.21,0,
294760,-0.26,-0.24,-1.15,0,
294766,-0.26,-0.24,-0.99,0,
294772,-0.26,-0.24,-0.88,0,
294778,-0.26,-0.25,-0.81,0,
294784,-0.26,-0.25,-0.77,0,
294790,-0.26,-0.25,-0.74,0,
294796,-0.26,-0.25,-0.75,0,
294802,-0.26,-0.25,-0.85,0,
294808,-0.26,-0.24,-0.90,0,
294814,-0.26,-0.24,-0.99,0,
294820,-0.26,-0.24,-1.09,0,
294827,-0.26,-0.24,-1.25,0,
294833,-0.26,-0.24,-1.34,0,
294839,-0.26,-0.24,-1.40,0,
294845,-0.26,-0.24,-1.42,0,
294851,-0.26,-0.24,-1.42,0,
294857,-0.26,-0.24,-1.44,0,
294863,-0.26,-0.23,-1.53,0,
294870,-0.26,-0.23,-1.58,0,
294876,-0.26,-0.24,-1.29,0,
294882,-0.26,-0.24,-0.94,0,
294888,-0.26,-0.25,-0.78,0,
294894,-0.26,-0.25,-0.60,0,
294900,-0.26,-0.25,-0.43,0,
294906,-0.26,-0.25,-0.38,0,
294912,-0.26,-0.25,-0.36,0,
294918,-0.26,-0.25,-0.37,0,
294924,-0.26,-0.25,-0.45,0,
294930,-0.26,-0.25,-0.53,0,
294936,-0.26,-0.25,-0.57,0,
294942,-0.26,-0.25,-0.55,0,
294948,-0.26,-0.25,-0.48,0,
294955,-0.26,-0.25,-0.44,0,
294961,-0.26,-0.25,-0.42,0,
294967,-0.26,-0.25,-0.41,0,
294973,-0.26,-0.25,-0.40,0,
294979,-0.26,-0.25,-0.42,0,
294985,-0.26,-0.25,-0.46,0,
294991,-0.26,-0.25,-0.49,0,
294998,-0.26,-0.25,-0.49,0,
295004,-0.26,-0.25,-0.44,0,
295010,-0.26,-0.25,-0.39,0,
295016,-0.26,-0.25,-0.34,0,
295022,-0.26,-0.25,-0.26,0,
295028,-0.26,-0.25,-0.22,0,
295034,-0.26,-0.26,-0.19,0,
295040,-0.26,-0.26,-0.14,0,
295046,-0.26,-0.26,-0.09,0,
295052,-0.26,-0.26,-0.02,0,
295058,-0.26,-0.26,0.04,0,
295064,-0.26,-0.26,0.08,0,
295070,-0.26,-0.26,0.14,0,
295076,-0.26,-0.26,0.20,0,
295083,-0.26,-0.26,0.27,0,
295089,-0.26,-0.26,0.32,0,
295095,-0.26,-0.26,0.38,0,
295101,-0.26,-0.26,0.43,0,
295107,-0.26,-0.27,0.49,0,
295113,-0.26,-0.27,0.55,0,
295119,-0.26,-0.27,0.61,0,
295126,-0.26,-0.27,0.69,0,
295132,-0.26,-0.27,0.75,0,
295138,-0.26,-0.27,0.81,0,
295144,-0.26,-0.27,0.89,0,
295150,-0.26,-0.27,0.95,0,
295156,-0.26,-0.27,1.02,0,
295162,-0.26,-0.28,1.09,0,
295168,-0.26,-0.28,1.17,0,
295174,-0.26,-0.28,1.28,0,
295180,-0.26,-0.28,1.18,0,
295186,-0.26,-0.28,1.18,0,
295192,-0.26,-0.28,1.17,0,
295198,-0.26,-0.28,1.17,0,
295204,-0.26,-0.28,1.16,0,
295211,-0.26,-0.28,1.14,0,
295217,-0.26,-0.28,1.11,0,
295223,-0.26,-0.27,1.05,0,
295229,-0.26,-0.27,1.01,0,
295235,-0.26,-0.27,0.96,0,
295241,-0.26,-0.27,0.85,0,
295247,-0.26,-0.27,0.63,0,
295254,-0.26,-0.27,0.54,0,
295260,-0.26,-0.27,0.51,0,
295266,-0.26,-0.27,0.47,0,
295272,-0.26,-0.27,0.60,0,
295278,-0.26,-0.27,0.77,0,
295284,-0.26,-0.27,0.99,0,
295290,-0.26,-0.28,1.11,0,
295296,-0.26,-0.28,1.22,0,
295302,-0.26,-0.28,1.31,0,
295308,-0.26,-0.28,1.38,0,
295314,-0.26,-0.28,1.34,0,
295320,-0.26,-0.28,1.20,0,
295326,-0.26,-0.27,0.91,0,
295332,-0.26,-0.27,0.69,0,
295339,-0.26,-0.27,0.53,0,
295345,-0.26,-0.26,0.35,0,
295351,-0.26,-0.26,0.20,0,
295357,-0.26,-0.26,0.14,0,
295363,-0.26,-0.26,0.09,0,
295369,-0.26,-0.26,0.06,0,
295375,-0.26,-0.26,0.03,0,
295382,-0.26,-0.26,0.16,0,
295388,-0.26,-0.26,0.18,0,
295394,-0.26,-0.26,0.20,0,
295400,-0.26,-0.26,0.21,0,
295406,-0.26,-0.26,0.20,0,
295412,-0.26,-0.26,0.19,0,
295418,-0.26,-0.26,0.14,0,
295424,-0.26,-0.26,0.10,0,
295430,-0.26,-0.26,0.09,0,
295436,-0.26,-0.26,0.09,0,
295442,-0.26,-0.26,0.10,0,
295448,-0.26,-0.26,0.13,0,
295454,-0.26,-0.26,0.13,0,
295460,-0.26,-0.26,0.14,0,
295467,-0.26,-0.26,0.13,0,
295473,-0.26,-0.26,0.11,0,
295479,-0.26,-0.26,0.11,0,
295485,-0.26,-0.26,0.12,0,
295491,-0.26,-0.26,0.13,0,
295497,-0.26,-0.26,0.14,0,
295503,-0.26,-0.26,0.13,0,
295510,-0.26,-0.26,0.12,0,
295516,-0.26,-0.26,0.11,0,
295522,-0.26,-0.26,0.13,0,
295528,-0.26,-0.26,0.14,0,
295534,-0.26,-0.26,0.16,0,
295540,-0.26,-0.26,0.15,0,
295546,-0.26,-0.26,0.13,0,
295552,-0.26,-0.26,0.12,0,
295558,-0.26,-0.26,0.12,0,
295564,-0.26,-0.26,0.12,0,
295570,-0.26,-0.26,0.12,0,
295576,-0.26,-0.26,0.12,0,
295582,-0.26,-0.26,0.11,0,
295588,-0.26,-0.26,0.10,0,
295595,-0.26,-0.26,0.10,0,
295601,-0.26,-0.26,0.10,0,
295607,-0.26,-0.26,0.09,0,
295613,-0.26,-0.26,0.07,0,
295619,-0.26,-0.26,0.06,0,
295625,-0.26,-0.26,0.05,0,
295631,-0.26,-0.26,0.05,0,
295638,-0.26,-0.26,0.04,0,
295644,-0.26,-0.26,0.03,0,
295650,-0.26,-0.26,0.02,0,
295656,-0.26,-0.26,0.01,0,
295662,-0.26,-0.26,-0.01,0,
295668,-0.26,-0.26,-0.02,0,
295674,-0.26,-0.26,-0.03,0,
295680,-0.26,-0.26,-0.04,0,
295686,-0.26,-0.26,-0.05,0,
295692,-0.26,-0.26,-0.06,0,
295698,-0.26,-0.26,-0.07,0,
295704,-0.26,-0.26,-0.09,0,
295710,-0.26,-0.26,-0.10,0,
295716,-0.26,-0.26,-0.12,0,
295723,-0.26,-0.26,-0.15,0,
295729,-0.26,-0.26,-0.16,0,
295735,-0.26,-0.26,-0.18,0,
295741,-0.26,-0.26,-0.20,0,
295747,-0.26,-0.25,-0.22,0,
295753,-0.26,-0.25,-0.24,0,
295759,-0.26,-0.25,-0.26,0,
295766,-0.26,-0.25,-0.29,0,
295772,-0.26,-0.25,-0.32,0,
295778,-0.26,-0.25,-0.35,0,
295784,-0.26,-0.25,-0.38,0,
295790,-0.26,-0.25,-0.41,0,
295796,-0.26,-0.25,-0.43,0,
295802,-0.26,-0.25,-0.46,0,
295808,-0.26,-0.25,-0.50,0,
295814,-0.26,-0.25,-0.52,0,
295820,-0.26,-0.25,-0.55,0,
295826,-0.26,-0.25,-0.59,0,
295832,-0.26,-0.25,-0.62,0,
295838,-0.26,-0.25,-0.65,0,
295844,-0.26,-0.25,-0.70,0,
295851,-0.26,-0.25,-0.75,0,
295857,-0.26,-0.25,-0.80,0,
295863,-0.26,-0.25,-0.84,0,
295869,-0.26,-0.24,-0.88,0,
295875,-0.26,-0.24,-0.93,0,
295881,-0.26,-0.24,-0.98,0,
295887,-0.26,-0.24,-1.04,0,
295894,-0.26,-0.24,-1.10,0,
295900,-0.26,-0.24,-1.14,0,
295906,-0.26,-0.24,-1.22,0,
295912,-0.26,-0.24,-1.39,0,
295918,-0.26,-0.24,-1.29,0,
295924,-0.26,-0.24,-1.27,0,
295930,-0.26,-0.24,-1.24,0,
295936,-0.26,-0.24,-1.25,0,
295942,-0.26,-0.24,-1.21,0,
295948,-0.26,-0.24,-1.13,0,
295954,-0.26,-0.24,-1.02,0,
295960,-0.26,-0.24,-0.97,0,
295966,-0.26,-0.24,-0.88,0,
295972,-0.26,-0.24,-0.89,0,
295979,-0.26,-0.25,-0.82,0,
295985,-0.26,-0.25,-0.83,0,
295991,-0.26,-0.24,-0.86,0,
295997,-0.26,-0.24,-0.91,0,
296003,-0.26,-0.24,-0.95,0,
296009,-0.26,-0.24,-1.17,0,
296015,-0.26,-0.24,-1.34,0,
296022,-0.26,-0.24,-1.47,0,
296028,-0.26,-0.24,-1.49,0,
296034,-0.26,-0.24,-1.46,0,
296040,-0.26,-0.24,-1.47,0,
296046,-0.26,-0.23,-1.51,0,
296052,-0.26,-0.24,-1.29,0,
296058,-0.26,-0.24,-1.20,0,
296064,-0.26,-0.24,-1.01,0,
296070,-0.26,-0.24,-0.94,0,
296076,-0.26,-0.25,-0.76,0,
296082,-0.26,-0.25,-0.64,0,
296088,-0.26,-0.25,-0.54,0,
296094,-0.26,-0.25,-0.40,0,
296100,-0.26,-0.25,-0.35,0,
296107,-0.26,-0.25,-0.32,0,
296113,-0.26,-0.25,-0.30,0,
296119,-0.26,-0.25,-0.33,0,
296125,-0.26,-0.25,-0.40,0,
296131,-0.26,-0.25,-0.50,0,
296137,-0.26,-0.25,-0.60,0,
296143,-0.26,-0.25,-0.62,0,
296150,-0.26,-0.25,-0.67,0,
296156,-0.26,-0.25,-0.71,0,
296162,-0.26,-0.25,-0.69,0,
296168,-0.26,-0.25,-0.66,0,
296174,-0.26,-0.25,-0.64,0,
296180,-0.26,-0.25,-0.66,0,
296186,-0.26,-0.25,-0.70,0,
296192,-0.26,-0.25,-0.70,0,
296198,-0.26,-0.25,-0.68,0,
296204,-0.26,-0.25,-0.65,0,
296210,-0.26,-0.25,-0.61,0,
296216,-0.26,-0.25,-0.58,0,
296222,-0.26,-0.25,-0.55,0,
296228,-0.26,-0.25,-0.53,0,
296235,-0.26,-0.25,-0.51,0,
296241,-0.26,-0.25,-0.53,0,
296247,-0.26,-0.25,-0.50,0,
296253,-0.26,-0.25,-0.48,0,
296259,-0.26,-0.25,-0.46,0,
296265,-0.26,-0.25,-0.43,0,
296271,-0.26,-0.25,-0.42,0,
296278,-0.26,-0.25,-0.39,0,
296284,-0.26,-0.25,-0.38,0,
296290,-0.26,-0.25,-0.36,0,
296296,-0.26,-0.25,-0.33,0,
296302,-0.26,-0.25,-0.30,0,
296308,-0.26,-0.25,-0.28,0,
296314,-0.26,-0.25,-0.25,0,
296320,-0.26,-0.25,-0.24,0,
296326,-0.26,-0.25,-0.23,0,
296332,-0.26,-0.26,-0.21,0,
296338,-0.26,-0.26,-0.19,0,
296344,-0.26,-0.26,-0.17,0,
296350,-0.26,-0.26,-0.15,0,
296356,-0.26,-0.26,-0.13,0,
296363,-0.26,-0.26,-0.10,0,
296369,-0.26,-0.26,-0.09,0,
296375,-0.26,-0.26,-0.08,0,
296381,-0.26,-0.26,-0.07,0,
296387,-0.26,-0.26,-0.05,0,
296393,-0.26,-0.26,-0.05,0,
296399,-0.26,-0.26,-0.02,0,
296406,-0.26,-0.26,-0.00,0,
296412,-0.26,-0.26,0.01,0,
296418,-0.26,-0.26,0.02,0,
296424,-0.26,-0.26,0.04,0,
296430,-0.26,-0.26,0.06,0,
296436,-0.26,-0.26,0.08,0,
296442,-0.26,-0.26,0.10,0,
296448,-0.26,-0.26,0.13,0,
296454,-0.26,-0.26,0.14,0,
296460,-0.26,-0.26,0.15,0,
296466,-0.26,-0.26,0.16,0,
296472,-0.26,-0.26,0.17,0,
296478,-0.26,-0.26,0.19,0,
296484,-0.26,-0.26,0.22,0,
296491,-0.26,-0.26,0.23,0,
296497,-0.26,-0.26,0.25,0,
296503,-0.26,-0.26,0.27,0,
296509,-0.26,-0.26,0.29,0,
296515,-0.26,-0.26,0.30,0,
296521,-0.26,-0.26,0.31,0,
296527,-0.26,-0.26,0.34,0,
296534,-0.26,-0.26,0.36,0,
296540,-0.26,-0.26,0.38,0,
296546,-0.26,-0.26,0.39,0,
296552,-0.26,-0.26,0.41,0,
296558,-0.26,-0.26,0.43,0,
296564,-0.26,-0.27,0.44,0,
296570,-0.26,-0.27,0.45,0,
296576,-0.26,-0.27,0.46,0,
296582,-0.26,-0.27,0.47,0,
296588,-0.26,-0.27,0.48,0,
296594,-0.26,-0.27,0.49,0,
296600,-0.26,-0.27,0.51,0,
296606,-0.26,-0.27,0.52,0,
296612,-0.26,-0.27,0.54,0,
296619,-0.26,-0.27,0.56,0,
296625,-0.26,-0.27,0.58,0,
296631,-0.26,-0.27,0.60,0,
296637,-0.26,-0.27,0.62,0,
296643,-0.26,-0.27,0.64,0,
296649,-0.26,-0.27,0.67,0,
296655,-0.26,-0.27,0.68,0,
296662,-0.26,-0.27,0.70,0,
296668,-0.26,-0.27,0.72,0,
296674,-0.26,-0.27,0.74,0,
296680,-0.26,-0.27,0.77,0,
296686,-0.26,-0.27,0.79,0,
296692,-0.26,-0.27,0.81,0,
296698,-0.26,-0.27,0.84,0,
296704,-0.26,-0.27,0.87,0,
296710,-0.26,-0.27,0.89,0,
296716,-0.26,-0.27,0.92,0,
296722,-0.26,-0.27,0.94,0,
296728,-0.26,-0.27,0.96,0,
296734,-0.26,-0.27,0.99,0,
296740,-0.26,-0.27,1.02,0,
296747,-0.26,-0.27,1.05,0,
296753,-0.26,-0.27,1.04,0,
296759,-0.26,-0.27,1.01,0,
296765,-0.26,-0.27,0.90,0,
296771,-0.26,-0.27,0.80,0,
296777,-0.26,-0.27,0.81,0,
296783,-0.26,-0.27,0.84,0,
296790,-0.26,-0.27,0.88,0,
296796,-0.26,-0.27,0.95,0,
296802,-0.26,-0.27,1.04,0,
296808,-0.26,-0.28,1.10,0,
296814,-0.26,-0.28,1.09,0,
296820,-0.26,-0.28,1.12,0,
296826,-0.26,-0.28,1.14,0,
296832,-0.26,-0.28,1.15,0,
296838,-0.26,-0.28,1.19,0,
296844,-0.26,-0.27,0.98,0,
296850,-0.26,-0.27,0.76,0,
296856,-0.26,-0.27,0.50,0,
296862,-0.26,-0.26,0.36,0,
296868,-0.26,-0.26,0.32,0,
296875,-0.26,-0.26,0.28,0,
296881,-0.26,-0.26,0.32,0,
296887,-0.26,-0.27,0.44,0,
296893,-0.26,-0.27,0.59,0,
296899,-0.26,-0.27,0.69,0,
296905,-0.26,-0.27,0.78,0,
296911,-0.26,-0.27,0.83,0,
296918,-0.26,-0.27,0.93,0,
296924,-0.26,-0.27,0.86,0,
296930,-0.26,-0.27,0.88,0,
296936,-0.26,-0.27,0.96,0,
296942,-0.26,-0.27,1.07,0,
296948,-0.26,-0.28,1.19,0,
296954,-0.26,-0.28,1.26,0,
296960,-0.26,-0.28,1.33,0,
296966,-0.26,-0.28,1.38,0,
296972,-0.26,-0.28,1.36,0,
296978,-0.26,-0.28,1.37,0,
296984,-0.26,-0.28,1.41,0,
296990,-0.26,-0.28,1.35,0,
296996,-0.26,-0.28,1.30,0,
297003,-0.26,-0.28,1.21,0,
297009,-0.26,-0.28,1.12,0,
297015,-0.26,-0.27,1.06,0,
297021,-0.26,-0.27,0.98,0,
297027,-0.26,-0.27,0.89,0,
297033,-0.26,-0.27,0.73,0,
297039,-0.26,-0.27,0.73,0,
297046,-0.26,-0.27,0.68,0,
297052,-0.26,-0.27,0.70,0,
297058,-0.26,-0.27,0.75,0,
297064,-0.26,-0.27,0.86,0,
297070,-0.26,-0.27,0.94,0,
297076,-0.26,-0.28,1.10,0,
297082,-0.26,-0.28,1.23,0,
297088,-0.26,-0.28,1.34,0,
297094,-0.26,-0.28,1.46,0,
297100,-0.26,-0.28,1.56,0,
297106,-0.26,-0.28,1.59,0,
297112,-0.26,-0.28,1.60,0,
297118,-0.26,-0.28,1.62,0,
297124,-0.26,-0.28,1.67,0,
297131,-0.26,-0.28,1.65,0,
297137,-0.26,-0.28,1.45,0,
297143,-0.26,-0.28,1.30,0,
297149,-0.26,-0.28,1.18,0,
297155,-0.26,-0.28,1.08,0,
297161,-0.26,-0.27,1.03,0,
297167,-0.26,-0.27,0.95,0,
297174,-0.26,-0.27,0.65,0,
297180,-0.26,-0.26,0.41,0,
297186,-0.26,-0.26,0.24,0,
297192,-0.26,-0.26,0.15,0,
297198,-0.26,-0.26,0.05,0,
297204,-0.26,-0.26,0.01,0,
297210,-0.26,-0.26,-0.00,0,
297216,-0.26,-0.26,-0.06,0,
297222,-0.26,-0.26,-0.11,0,
297228,-0.26,-0.26,-0.09,0,
297234,-0.26,-0.26,-0.08,0,
297240,-0.26,-0.26,-0.08,0,
297246,-0.26,-0.26,-0.12,0,
297252,-0.26,-0.26,-0.17,0,
297259,-0.26,-0.25,-0.22,0,
297265,-0.26,-0.25,-0.24,0,
297271,-0.26,-0.25,-0.25,0,
297277,-0.26,-0.25,-0.26,0,
297283,-0.26,-0.25,-0.28,0,
297289,-0.26,-0.25,-0.32,0,
297295,-0.26,-0.25,-0.37,0,
297302,-0.26,-0.25,-0.43,0,
297308,-0.26,-0.25,-0.46,0,
297314,-0.26,-0.25,-0.48,0,
297320,-0.26,-0.25,-0.51,0,
297326,-0.26,-0.25,-0.54,0,
297332,-0.26,-0.25,-0.58,0,
297338,-0.26,-0.25,-0.63,0,
297344,-0.26,-0.25,-0.69,0,
297350,-0.26,-0.25,-0.74,0,
297356,-0.26,-0.25,-0.78,0,
297362,-0.26,-0.25,-0.81,0,
297368,-0.26,-0.24,-0.86,0,
297374,-0.26,-0.24,-0.93,0,
297380,-0.26,-0.24,-0.99,0,
297387,-0.26,-0.24,-1.05,0,
297393,-0.26,-0.24,-1.11,0,
297399,-0.26,-0.24,-1.17,0,
297405,-0.26,-0.24,-1.23,0,
297411,-0.26,-0.24,-1.31,0,
297417,-0.26,-0.24,-1.37,0,
297423,-0.26,-0.24,-1.38,0,
297430,-0.26,-0.24,-1.35,0,
297436,-0.26,-0.24,-1.27,0,
297442,-0.26,-0.24,-1.23,0,
297448,-0.26,-0.24,-1.16,0,
297454,-0.26,-0.24,-1.09,0,
297460,-0.26,-0.24,-1.04,0,
297466,-0.26,-0.24,-0.98,0,
297472,-0.26,-0.24,-0.97,0,
297478,-0.26,-0.24,-0.96,0,
297484,-0.26,-0.24,-0.98,0,
297490,-0.26,-0.24,-0.95,0,
297496,-0.26,-0.24,-0.96,0,
297502,-0.26,-0.24,-0.99,0,
297508,-0.26,-0.24,-1.12,0,
297515,-0.26,-0.24,-1.26,0,
297521,-0.26,-0.24,-1.36,0,
297527,-0.26,-0.23,-1.49,0,
297533,-0.26,-0.23,-1.66,0,
297539,-0.26,-0.23,-1.73,0,
297545,-0.26,-0.23,-1.70,0,
297551,-0.26,-0.23,-1.76,0,
297558,-0.26,-0.23,-1.60,0,
297564,-0.26,-0.24,-1.46,0,
297570,-0.26,-0.24,-1.25,0,
297576,-0.26,-0.24,-1.13,0,
297582,-0.26,-0.24,-1.01,0,
297588,-0.26,-0.24,-0.95,0,
297594,-0.26,-0.25,-0.83,0,
297600,-0.26,-0.25,-0.70,0,
297606,-0.26,-0.25,-0.66,0,
297612,-0.26,-0.25,-0.58,0,
297618,-0.26,-0.25,-0.48,0,
297624,-0.26,-0.25,-0.42,0,
297630,-0.26,-0.25,-0.39,0,
297636,-0.26,-0.25,-0.38,0,
297643,-0.26,-0.25,-0.38,0,
297649,-0.26,-0.25,-0.48,0,
297655,-0.26,-0.25,-0.59,0,
297661,-0.26,-0.25,-0.73,0,
297667,-0.26,-0.25,-0.85,0,
297673,-0.26,-0.24,-0.87,0,
297679,-0.26,-0.24,-0.85,0,
297686,-0.26,-0.25,-0.81,0,
297692,-0.26,-0.25,-0.76,0,
297698,-0.26,-0.25,-0.74,0,
297704,-0.26,-0.25,-0.74,0,
297710,-0.26,-0.25,-0.73,0,
297716,-0.26,-0.25,-0.69,0,
297722,-0.26,-0.25,-0.65,0,
297728,-0.26,-0.25,-0.62,0,
297734,-0.26,-0.25,-0.58,0,
297740,-0.26,-0.25,-0.54,0,
297746,-0.26,-0.25,-0.51,0,
297752,-0.26,-0.25,-0.54,0,
297758,-0.26,-0.25,-0.50,0,
297764,-0.26,-0.25,-0.45,0,
297771,-0.26,-0.25,-0.41,0,
297777,-0.26,-0.25,-0.37,0,
297783,-0.26,-0.25,-0.33,0,
297789,-0.26,-0.25,-0.29,0,
297795,-0.26,-0.25,-0.25,0,
297801,-0.26,-0.26,-0.20,0,
297807,-0.26,-0.26,-0.16,0,
297814,-0.26,-0.26,-0.11,0,
297820,-0.26,-0.26,-0.07,0,
297826,-0.26,-0.26,-0.02,0,
297832,-0.26,-0.26,0.02,0,
297838,-0.26,-0.26,0.07,0,
297844,-0.26,-0.26,0.11,0,
