time,x,y,z,gforce
0.317,0.01,-0.02,-0.08
0.322,-0.03,0.02,-0.03
0.327,0.03,0.00,-0.02
0.331,-0.00,-0.02,-0.07
0.336,0.02,0.05,0.07
0.341,-0.03,-0.08,-0.10
0.354,0.02,0.08,0.07
0.355,-0.02,-0.08,-0.14
0.356,0.01,0.09,0.08
0.362,0.01,-0.07,-0.10
0.365,0.01,0.08,0.08
0.369,0.01,-0.08,-0.11
0.374,0.01,0.05,0.06
0.380,-0.00,-0.04,-0.06
0.397,-0.00,0.02,0.02
0.398,0.01,-0.06,-0.02
0.398,-0.02,-0.00,-0.02
0.399,-0.00,-0.03,-0.00
0.402,-0.02,-0.01,-0.04
0.407,0.01,-0.02,0.02
0.412,-0.00,-0.03,-0.05
0.417,0.02,-0.01,0.08
0.422,0.00,-0.06,-0.14
0.428,0.02,0.04,0.07
0.431,0.01,-0.07,-0.14
0.437,-0.01,0.06,0.14
0.441,0.00,-0.12,-0.20
0.450,-0.01,0.07,0.15
0.450,0.03,-0.10,-0.22
0.455,-0.02,0.10,0.15
0.476,0.03,-0.10,-0.17
0.477,-0.03,0.07,0.07
0.478,0.05,-0.06,-0.14
0.505,0.02,0.04,0.10
0.506,0.00,-0.01,-0.09
0.508,0.05,0.01,0.01
0.509,-0.00,0.04,-0.01
0.512,0.02,-0.04,-0.01
0.513,-0.01,0.11,0.09
0.513,-0.01,-0.07,-0.07
0.546,-0.02,0.10,0.08
0.547,0.01,-0.10,-0.07
0.547,-0.01,0.08,0.10
0.548,0.02,-0.10,-0.10
0.548,-0.02,0.05,0.09
0.549,-0.01,-0.04,-0.01
0.549,-0.02,0.02,0.05
0.549,-0.01,0.03,0.06
0.550,-0.01,-0.04,-0.07
0.551,-0.01,0.09,0.14
0.554,-0.03,-0.07,-0.08
0.559,-0.05,0.13,0.18
0.568,-0.02,-0.08,-0.13
0.568,-0.05,0.12,0.21
0.573,-0.02,-0.08,-0.10
0.587,-0.03,0.13,0.15
0.588,-0.01,-0.07,-0.15
0.589,-0.06,0.10,0.19
0.593,-0.02,-0.06,-0.13
0.598,-0.05,0.04,0.08
0.603,-0.02,-0.01,-0.03
0.607,-0.05,-0.01,0.01
0.633,-0.04,0.06,0.07
0.635,-0.05,-0.07,-0.08
0.637,-0.05,0.11,0.15
0.637,-0.03,-0.07,-0.12
0.638,-0.03,0.11,0.18
0.639,-0.02,-0.09,-0.14
0.640,-0.06,0.14,0.17
0.645,-0.01,-0.09,-0.17
0.652,-0.05,0.09,0.12
0.654,0.01,-0.08,-0.08
0.659,-0.04,0.06,0.08
0.669,0.00,-0.05,-0.03
0.669,-0.06,-0.00,-0.00
0.675,-0.00,-0.01,-0.00
0.681,-0.06,-0.07,-0.10
0.683,-0.02,0.03,0.08
0.688,-0.04,-0.12,-0.14
0.712,-0.01,0.07,0.13
0.713,-0.02,-0.13,-0.21
0.713,-0.01,0.07,0.17
0.713,-0.05,-0.11,-0.19
0.714,-0.02,0.07,0.14
0.716,-0.01,-0.06,-0.16
0.720,-0.03,0.07,0.11
0.725,-0.03,-0.04,-0.07
0.730,-0.01,0.04,0.08
0.735,-0.01,-0.00,-0.07
0.739,-0.04,0.02,0.05
0.756,-0.04,0.02,-0.00
0.757,-0.04,-0.02,0.02
0.757,-0.01,0.04,0.06
0.758,-0.04,-0.08,-0.10
0.765,-0.02,0.04,0.14
0.768,-0.04,-0.08,-0.07
0.774,-0.03,0.02,0.15
0.793,-0.05,-0.08,-0.08
0.794,-0.03,0.02,0.14
0.794,-0.01,-0.06,-0.07
0.794,-0.02,0.00,0.05
0.796,-0.03,-0.08,-0.04
0.801,-0.02,-0.02,0.10
0.806,-0.03,-0.06,-0.04
0.812,-0.02,-0.03,0.05
0.815,-0.02,-0.03,-0.00
0.820,-0.03,-0.03,0.04
0.825,-0.02,-0.01,-0.02
0.830,-0.02,-0.04,-0.01
0.835,-0.03,-0.00,0.02
0.840,-0.03,-0.03,-0.03
0.860,-0.01,0.01,0.02
0.862,-0.01,-0.04,-0.03
0.863,-0.01,-0.04,-0.03
0.864,-0.02,0.01,0.00
0.864,-0.03,0.01,-0.00
0.868,-0.02,-0.01,-0.04
0.873,-0.02,0.01,-0.04
0.880,-0.01,0.01,-0.04
0.888,-0.01,0.04,-0.02
0.889,-0.01,0.05,-0.01
0.893,-0.03,0.07,-0.02
0.932,-0.01,0.13,0.02
0.934,0.00,0.07,-0.06
0.935,-0.02,0.10,-0.00
0.936,0.01,0.08,-0.10
0.938,0.01,0.11,0.04
0.939,-0.01,0.08,0.08
0.940,-0.05,0.07,-0.02
0.940,-0.03,0.13,-0.04
0.941,-0.02,0.07,0.10
0.942,-0.04,0.09,0.00
0.947,-0.02,0.07,0.02
0.955,-0.02,0.07,0.12
0.956,-0.01,0.01,-0.03
0.958,-0.02,0.04,-0.08
0.968,-0.01,0.04,0.09
0.968,-0.01,-0.01,0.05
0.973,-0.00,0.01,-0.09
1.001,0.03,0.02,-0.01
1.002,-0.02,-0.01,0.01
1.002,0.01,-0.00,0.01
1.002,-0.00,-0.03,-0.10
1.002,0.03,-0.00,0.02
1.002,0.01,-0.02,0.01
1.008,0.02,-0.02,-0.04
1.010,0.03,-0.03,-0.00
1.014,0.03,-0.04,-0.01
1.019,0.03,-0.04,0.02
1.024,0.03,-0.03,0.00
1.029,0.05,-0.05,-0.00
1.034,0.03,-0.05,0.01
1.038,0.04,-0.07,0.03
1.047,-0.01,-0.08,-0.03
1.048,0.03,-0.06,0.01
1.053,0.02,-0.05,0.06
1.057,0.03,-0.05,0.01
1.095,0.03,-0.04,-0.06
1.097,0.05,-0.05,0.04
1.097,0.03,-0.06,0.01
1.097,0.05,-0.05,-0.01
1.098,0.04,-0.04,0.03
1.098,0.04,-0.06,0.03
1.098,0.06,-0.04,-0.05
1.099,0.05,-0.04,-0.00
1.102,0.04,-0.03,0.01
1.109,0.03,-0.03,0.04
1.110,0.05,-0.05,-0.02
1.116,0.05,-0.03,-0.02
1.120,0.04,-0.02,-0.00
1.124,0.02,-0.01,0.02
1.129,0.04,-0.03,-0.01
1.133,0.03,-0.01,0.02
1.138,0.06,-0.04,-0.03
1.148,0.03,-0.02,-0.02
1.150,0.05,-0.02,0.02
1.152,0.04,-0.02,-0.01
1.157,0.05,0.00,0.01
1.171,0.05,-0.01,-0.03
1.172,0.06,0.03,0.01
1.172,0.06,0.01,-0.01
1.179,0.06,0.02,0.03
1.182,0.06,0.01,-0.01
1.186,0.06,0.04,0.04
1.191,0.08,0.04,-0.01
1.195,0.06,0.06,0.03
1.200,0.06,0.05,-0.00
1.205,0.04,0.06,0.05
1.212,0.04,0.05,0.03
1.215,0.06,0.04,0.03
1.219,0.05,0.07,0.02
1.224,0.03,0.06,0.00
1.228,0.03,0.06,0.04
1.233,0.05,0.04,0.01
1.238,0.03,0.07,0.01
1.246,0.04,0.02,-0.03
1.248,0.04,0.03,0.01
1.252,0.06,0.02,-0.07
1.257,0.05,0.01,-0.03
1.269,0.04,-0.02,-0.04
1.270,0.04,-0.03,-0.03
1.273,0.06,-0.03,-0.05
1.319,0.03,-0.02,-0.04
1.320,0.03,-0.01,0.01
1.320,0.03,-0.02,-0.05
1.320,0.05,-0.03,-0.05
1.320,0.04,-0.02,0.01
1.321,0.04,-0.04,0.03
1.321,0.05,-0.05,-0.02
1.321,0.05,-0.03,-0.00
1.321,0.07,-0.02,0.01
1.322,0.04,-0.03,0.03
1.323,0.05,-0.03,-0.01
1.328,0.04,-0.02,0.02
1.333,0.08,-0.05,-0.01
1.338,0.05,-0.00,0.03
1.344,0.08,-0.06,0.01
1.348,0.06,0.03,0.06
1.352,0.07,-0.05,-0.07
1.356,0.07,0.01,0.09
1.363,0.08,-0.01,-0.02
1.367,0.07,0.01,0.02
1.372,0.09,0.01,0.09
1.376,0.07,-0.02,0.02
1.393,0.07,0.02,0.01
1.394,0.04,-0.01,0.11
1.395,0.07,0.03,0.07
1.401,0.04,-0.00,-0.05
1.402,0.05,0.04,0.07
1.404,0.01,-0.02,0.06
1.412,0.01,0.01,0.08
1.413,-0.03,-0.03,0.04
1.430,-0.02,-0.00,0.11
1.434,-0.03,0.00,0.05
1.435,-0.01,0.01,0.03
1.435,-0.02,0.02,0.05
1.437,-0.01,0.02,0.05
1.443,-0.01,0.02,0.04
1.447,-0.03,-0.00,-0.02
1.451,-0.02,0.03,-0.02
1.456,-0.03,0.01,-0.01
1.462,-0.02,0.02,-0.02
1.466,-0.04,-0.01,-0.06
1.470,-0.06,-0.01,-0.02
1.497,-0.05,-0.02,-0.06
1.498,-0.04,-0.03,-0.05
1.498,-0.04,-0.05,-0.09
1.498,-0.04,-0.04,-0.05
1.499,-0.04,-0.03,-0.09
1.500,-0.04,-0.02,-0.09
1.503,-0.04,-0.01,-0.07
1.509,-0.06,-0.00,-0.08
1.513,-0.06,-0.01,-0.10
1.518,-0.05,0.00,-0.07
1.522,-0.06,-0.01,-0.05
1.527,-0.07,-0.02,-0.02
1.533,-0.06,-0.02,-0.09
1.537,-0.07,-0.01,-0.05
1.543,-0.06,-0.02,-0.06
1.549,-0.05,-0.03,-0.01
1.552,-0.03,-0.05,-0.05
1.556,-0.04,-0.04,-0.02
1.562,-0.03,-0.03,-0.07
1.566,-0.03,-0.05,-0.01
1.570,-0.03,-0.02,0.01
1.590,-0.04,-0.03,-0.06
1.593,-0.02,-0.03,-0.01
1.593,-0.04,-0.02,0.02
1.594,-0.04,-0.01,0.02
1.632,-0.04,-0.01,0.01
1.633,-0.05,-0.01,0.03
1.634,-0.04,-0.02,0.05
1.635,-0.04,0.00,0.04
1.635,-0.05,0.00,0.04
1.635,-0.02,0.02,0.03
1.636,-0.02,0.02,0.05
1.636,-0.02,0.01,0.04
1.636,-0.02,0.02,0.03
1.638,-0.00,0.02,0.02
1.642,0.00,0.02,0.02
1.647,0.01,0.03,0.02
1.652,0.01,0.05,0.01
1.656,-0.01,0.05,-0.01
1.661,0.02,0.04,-0.00
1.665,0.03,0.05,0.00
1.670,0.02,0.05,-0.01
1.679,0.02,0.05,-0.01
1.679,0.00,0.05,-0.02
1.684,0.01,0.04,-0.02
1.688,0.02,0.04,-0.01
1.713,0.01,0.02,-0.03
1.714,0.02,0.03,-0.01
1.715,0.02,0.03,0.01
1.715,0.02,0.01,0.01
1.716,0.02,0.01,-0.01
1.717,0.01,0.01,-0.01
1.722,0.01,-0.01,-0.02
1.727,0.01,0.01,0.03
1.731,0.00,-0.00,0.02
1.736,-0.00,0.00,0.03
1.742,-0.00,-0.00,0.02
1.746,0.02,0.01,0.02
1.750,-0.00,-0.00,0.02
1.756,0.00,-0.01,0.02
1.761,-0.01,-0.01,0.02
1.766,-0.01,-0.01,0.00
1.771,-0.01,-0.02,0.02
1.792,-0.00,-0.02,0.01
1.808,-0.01,0.00,0.03
1.809,0.01,-0.02,-0.01
1.810,0.00,-0.02,0.03
1.812,0.01,-0.04,0.03
1.813,0.01,-0.03,0.01
1.813,-0.00,-0.02,0.02
1.813,-0.02,-0.00,-0.01
1.813,-0.01,-0.01,0.04
1.837,-0.01,-0.04,-0.01
1.838,-0.04,-0.00,0.01
1.839,-0.02,0.00,-0.00
1.839,-0.02,0.00,0.03
1.840,-0.02,0.01,-0.01
1.843,-0.03,-0.00,0.03
1.845,-0.03,0.01,-0.00
1.850,-0.02,0.01,0.02
1.855,-0.01,0.01,-0.02
1.865,-0.03,0.00,0.01
1.867,-0.05,0.00,0.03
1.874,-0.02,-0.00,-0.02
1.875,-0.01,0.02,-0.01
1.904,-0.01,0.02,-0.00
1.904,-0.00,0.02,0.01
1.905,-0.01,0.03,0.03
1.905,0.01,0.02,0.02
1.912,-0.00,0.02,-0.01
1.912,-0.00,0.02,-0.02
1.912,0.01,0.03,-0.02
1.913,-0.00,0.02,-0.04
1.917,0.01,0.03,-0.01
1.922,-0.00,0.01,-0.05
1.927,-0.00,-0.00,-0.06
1.931,-0.01,0.01,-0.09
1.936,0.00,-0.01,-0.02
1.940,0.01,0.03,-0.07
1.945,-0.00,0.00,-0.09
1.950,-0.02,0.00,-0.06
1.955,-0.01,-0.02,-0.05
1.968,-0.01,-0.01,-0.08
1.969,-0.02,-0.01,-0.06
1.973,-0.03,-0.01,-0.05
2.008,-0.01,-0.03,-0.04
2.008,-0.02,-0.02,-0.07
2.009,-0.03,-0.01,0.00
2.009,-0.02,-0.00,-0.01
2.010,-0.03,-0.01,-0.02
2.010,-0.02,-0.03,-0.03
2.011,-0.04,-0.01,0.03
2.011,-0.04,-0.01,0.02
2.011,-0.03,-0.00,-0.01
2.016,-0.02,0.02,0.04
2.021,-0.02,0.01,0.06
2.026,-0.04,0.01,0.06
2.030,-0.02,0.05,0.08
2.035,-0.02,0.02,0.10
2.043,-0.02,0.03,0.10
2.045,-0.06,-0.01,0.07
2.050,-0.06,0.06,0.13
2.055,-0.07,0.01,0.07
2.063,-0.06,-0.04,0.06
2.064,-0.05,-0.02,0.10
2.072,-0.04,-0.03,-0.12
2.073,-0.08,-0.04,0.10
2.089,-0.00,-0.14,0.04
2.090,-0.01,-0.01,-0.11
2.091,0.03,-0.10,-0.30
2.130,-0.01,-0.02,0.10
2.131,0.02,-0.08,-0.03
2.131,0.01,0.01,-0.15
2.131,0.02,-0.03,-0.18
2.131,0.03,-0.03,0.01
2.132,0.04,0.06,0.00
2.132,0.03,-0.04,-0.21
2.133,-0.00,0.07,0.13
2.133,-0.02,-0.05,-0.10
2.136,0.03,0.09,0.01
2.139,0.01,-0.01,-0.12
2.144,-0.01,0.01,0.11
2.149,0.01,0.04,0.06
2.154,0.01,0.03,0.01
2.165,-0.02,0.01,-0.07
2.166,-0.02,0.02,0.21
2.169,-0.01,0.04,0.03
2.172,-0.01,0.04,0.03
2.209,-0.03,0.00,0.08
2.210,0.01,0.05,0.10
2.210,-0.02,0.04,-0.05
2.210,0.01,-0.06,-0.02
2.210,-0.02,0.03,0.20
2.211,0.05,-0.04,-0.13
2.211,-0.02,0.00,-0.08
2.212,-0.00,-0.05,0.06
2.215,0.02,-0.01,0.05
2.220,0.03,-0.01,-0.13
2.225,0.03,-0.07,-0.08
2.230,0.00,0.01,0.14
2.235,-0.01,-0.08,-0.14
2.239,-0.02,-0.00,0.01
2.246,-0.01,-0.00,-0.01
2.250,0.01,-0.00,-0.02
2.254,-0.02,0.00,-0.05
2.272,-0.01,-0.06,-0.09
2.277,-0.02,0.02,0.04
2.278,-0.02,0.02,0.04
2.281,-0.01,-0.01,-0.05
2.282,-0.02,0.02,-0.03
2.284,-0.02,-0.01,-0.05
2.287,-0.01,0.02,0.09
2.316,-0.02,0.03,0.03
2.316,-0.02,-0.01,-0.14
2.317,-0.04,0.08,0.10
2.317,0.00,-0.05,-0.01
2.317,-0.04,0.03,0.05
2.317,-0.02,-0.07,-0.05
2.319,-0.01,0.03,0.07
2.325,0.01,-0.01,-0.02
2.329,0.04,-0.02,-0.08
2.334,0.00,0.01,0.07
2.339,-0.02,-0.06,-0.01
2.344,-0.05,0.02,0.06
2.349,-0.01,-0.04,-0.04
2.355,0.00,0.03,0.04
2.363,0.00,0.01,0.02
2.364,0.01,-0.03,-0.04
2.368,-0.02,0.01,0.06
2.375,-0.04,-0.04,0.03
2.409,-0.05,0.01,0.07
2.410,-0.02,0.01,-0.04
2.410,-0.01,0.04,0.01
2.410,-0.02,0.02,0.04
2.411,0.00,-0.04,-0.04
2.411,-0.02,0.03,0.03
2.411,-0.00,-0.05,-0.03
2.412,-0.01,0.07,0.04
2.415,-0.00,-0.08,-0.13
2.420,-0.02,0.07,0.06
2.424,-0.01,-0.06,-0.06
2.429,-0.02,0.05,0.01
2.434,-0.01,0.01,-0.11
2.438,-0.01,-0.01,-0.04
2.443,-0.03,0.05,0.06
2.448,-0.01,-0.06,-0.11
2.453,-0.04,0.08,0.14
2.467,-0.02,-0.09,-0.16
2.468,-0.00,0.11,0.14
2.469,-0.00,-0.09,-0.19
2.473,-0.01,0.08,0.17
2.477,0.03,-0.06,-0.10
2.482,-0.02,0.05,0.06
2.487,-0.02,-0.04,-0.04
2.513,0.00,0.03,0.13
2.514,-0.00,0.02,-0.06
2.514,-0.01,-0.02,-0.01
2.515,0.01,0.04,0.13
2.515,-0.03,-0.08,-0.07
2.515,-0.02,0.10,0.15
2.519,-0.00,-0.10,-0.12
2.524,-0.02,0.12,0.23
2.529,-0.00,-0.12,-0.25
2.533,0.01,0.11,0.15
2.538,0.03,-0.13,-0.19
2.543,-0.02,0.07,0.12
2.548,0.02,-0.06,-0.14
2.552,0.00,0.04,0.02
2.571,0.02,-0.04,-0.09
2.574,-0.02,-0.00,-0.01
2.575,0.01,0.04,-0.01
2.575,-0.03,-0.05,-0.07
2.577,-0.00,0.07,0.06
2.582,-0.03,-0.08,-0.14
2.587,-0.01,0.10,0.16
2.633,-0.01,-0.10,-0.18
2.634,-0.03,0.13,0.21
2.634,-0.00,-0.10,-0.19
2.635,-0.01,0.13,0.23
2.635,-0.00,-0.10,-0.17
2.635,-0.02,0.13,0.13
2.635,0.01,-0.07,-0.09
2.635,-0.03,0.06,0.13
2.636,0.01,-0.04,-0.07
2.636,-0.01,0.01,0.05
2.639,0.02,0.02,0.02
2.646,-0.01,-0.02,-0.03
2.648,0.02,0.06,0.08
2.652,0.01,-0.06,-0.07
2.664,0.02,0.10,0.15
2.665,-0.01,-0.09,-0.14
2.668,0.03,0.10,0.16
2.674,0.00,-0.09,-0.17
2.704,0.01,0.10,0.20
2.705,-0.00,-0.10,-0.22
2.705,-0.00,0.10,0.18
2.705,-0.00,-0.09,-0.16
2.706,-0.02,0.07,0.15
2.706,0.02,-0.07,-0.14
2.706,-0.02,0.03,0.11
2.709,0.02,-0.04,-0.04
2.714,0.01,-0.04,-0.05
2.718,0.03,0.03,0.02
2.723,-0.01,-0.08,-0.08
2.729,0.01,0.07,0.11
2.733,0.01,-0.11,-0.17
2.737,0.01,0.10,0.18
2.743,0.01,-0.13,-0.20
2.748,-0.00,0.11,0.20
2.753,0.03,-0.12,-0.22
2.766,-0.01,0.13,0.21
2.767,0.03,-0.13,-0.18
2.773,-0.02,0.07,0.15
2.774,0.03,-0.09,-0.16
2.819,-0.01,0.05,0.11
2.821,0.03,-0.04,-0.05
2.825,-0.02,-0.02,0.03
2.825,0.02,0.03,0.02
2.825,-0.02,-0.06,-0.06
2.826,0.02,0.11,0.09
2.826,0.01,-0.09,-0.15
2.826,0.01,0.14,0.19
2.827,0.02,-0.10,-0.19
2.827,-0.02,0.14,0.22
2.828,0.01,-0.13,-0.20
2.830,0.01,0.11,0.23
2.832,0.01,-0.10,-0.17
2.837,-0.00,0.08,0.13
2.842,0.02,-0.04,-0.11
2.849,-0.01,0.02,0.08
2.852,0.02,0.02,-0.03
2.872,0.01,-0.03,-0.02
2.874,0.01,0.09,0.08
2.875,0.01,-0.07,-0.10
2.876,-0.01,0.12,0.15
2.876,0.00,-0.10,-0.17
2.880,0.01,0.12,0.20
2.885,0.02,-0.12,-0.23
2.914,0.02,0.09,0.18
2.915,0.02,-0.11,-0.19
2.915,0.01,0.08,0.14
2.916,0.03,-0.07,-0.14
2.916,-0.00,0.02,0.08
2.916,0.03,-0.00,-0.04
2.919,-0.01,-0.01,0.01
2.924,0.02,0.06,0.06
2.930,-0.00,-0.06,-0.06
2.932,0.02,0.09,0.11
2.937,-0.00,-0.09,-0.11
2.942,-0.00,0.13,0.22
2.947,0.02,-0.12,-0.16
2.951,0.04,0.12,0.21
2.970,0.04,-0.10,-0.16
2.971,0.02,0.09,0.19
2.972,0.04,-0.07,-0.14
3.007,0.03,0.02,0.13
3.007,0.04,-0.03,-0.05
3.008,0.03,-0.03,0.04
3.008,0.04,0.04,0.00
3.009,0.03,-0.08,-0.05
3.010,0.02,0.08,0.13
3.010,0.02,-0.14,-0.13
3.011,0.02,0.07,0.15
3.012,0.02,-0.08,-0.15
3.012,0.05,0.05,0.09
3.017,0.04,-0.03,-0.12
3.023,0.06,-0.04,0.01
3.027,-0.01,0.00,-0.01
3.032,0.01,-0.00,0.01
3.037,-0.00,-0.02,-0.06
3.041,0.01,0.00,0.11
3.046,0.04,0.02,-0.09
3.051,0.01,-0.04,-0.05
3.069,0.03,0.01,0.17
3.071,0.01,-0.00,-0.10
3.072,-0.01,0.01,0.01
3.074,0.02,0.01,0.10
3.075,0.03,0.02,-0.04
3.080,0.02,-0.00,-0.02
3.084,0.02,-0.00,0.09
3.109,0.01,0.02,-0.04
3.110,0.03,-0.01,-0.06
3.110,0.05,-0.04,0.08
3.111,0.02,0.04,0.06
3.112,0.04,-0.02,-0.10
3.113,0.01,-0.00,0.04
3.117,0.07,0.02,0.09
3.123,0.04,0.00,-0.13
3.126,0.03,0.01,0.01
3.132,0.04,0.02,0.22
3.136,0.01,0.00,-0.08
3.141,0.03,0.02,-0.05
3.146,0.03,0.02,0.11
3.150,-0.00,0.01,0.04
3.166,0.00,-0.02,-0.10
3.168,-0.02,0.01,0.03
3.169,-0.02,-0.02,0.02
3.170,-0.02,-0.02,-0.02
3.177,-0.02,-0.02,-0.02
3.182,-0.02,-0.02,-0.04
3.185,-0.02,-0.02,0.01
3.212,-0.02,-0.00,-0.06
3.213,-0.02,-0.01,-0.03
3.213,-0.02,0.02,-0.00
3.214,-0.03,-0.00,-0.01
3.214,-0.02,0.02,-0.04
3.214,-0.01,0.00,-0.04
3.217,-0.03,0.01,-0.00
3.222,-0.02,-0.02,-0.03
3.226,-0.01,-0.02,-0.02
3.231,-0.02,0.01,-0.07
3.236,-0.03,0.01,0.00
3.241,-0.04,-0.01,-0.01
3.245,-0.02,-0.01,-0.03
3.250,-0.02,0.01,0.00
3.260,-0.04,0.00,0.01
3.261,-0.02,0.02,0.00
3.264,-0.03,0.02,0.01
3.269,-0.02,0.00,-0.01
3.274,-0.01,0.03,0.01
3.282,-0.00,0.03,0.00
3.283,-0.03,0.00,-0.02
3.306,-0.02,0.01,0.05
3.307,-0.02,-0.00,0.03
3.307,-0.03,0.00,-0.02
3.307,-0.02,0.01,0.03
3.308,-0.03,-0.01,0.04
3.312,-0.02,-0.01,-0.01
3.317,-0.02,0.00,0.00
3.322,-0.04,0.01,0.00
3.326,-0.02,-0.01,0.02
3.332,-0.02,0.01,-0.05
3.337,0.00,0.02,0.02
3.340,0.00,0.01,-0.05
3.345,0.02,0.02,0.03
3.350,0.02,0.02,-0.07
3.356,0.02,0.01,0.06
3.359,0.01,0.02,-0.02
3.365,-0.01,-0.01,-0.03
3.369,-0.01,0.00,-0.00
3.384,-0.00,0.01,0.00
3.390,-0.00,0.02,-0.01
3.391,-0.02,-0.01,-0.04
3.392,-0.01,0.00,-0.00
3.421,-0.03,-0.00,0.01
3.422,-0.03,-0.03,-0.03
3.422,-0.02,-0.02,-0.02
3.422,-0.02,-0.01,0.00
3.423,-0.02,-0.02,-0.03
3.423,-0.03,-0.02,-0.03
3.424,-0.02,-0.02,-0.01
3.426,-0.03,-0.02,0.02
3.430,-0.03,-0.00,0.01
3.435,-0.03,-0.02,0.00
3.440,-0.02,0.00,0.01
3.445,-0.02,-0.01,-0.00
3.450,-0.03,-0.02,-0.03
3.456,-0.01,-0.02,-0.01
3.459,-0.03,-0.01,0.02
3.464,-0.04,-0.01,0.03
3.469,-0.02,-0.02,-0.01
3.483,-0.02,-0.01,0.02
3.484,-0.01,-0.03,0.02
3.485,-0.01,-0.03,-0.02
3.492,-0.01,0.00,0.02
3.493,-0.01,0.02,0.01
3.498,-0.01,-0.00,-0.02
3.502,-0.00,-0.01,-0.01
3.526,-0.01,-0.00,0.01
3.527,-0.02,-0.01,-0.01
3.527,-0.02,-0.00,0.00
3.527,-0.01,0.00,-0.03
3.528,-0.01,0.02,-0.01
3.531,0.02,0.02,0.02
3.534,-0.02,-0.01,-0.01
3.540,-0.00,-0.03,-0.02
3.545,0.01,0.01,0.04
3.549,0.00,0.02,-0.08
3.553,0.00,0.00,0.01
3.558,-0.00,0.01,0.02
3.563,0.01,-0.01,-0.04
3.568,-0.00,0.01,-0.10
3.578,0.01,0.02,0.03
3.580,-0.02,0.01,0.11
3.584,0.02,0.05,-0.01
3.616,0.01,0.03,-0.16
3.617,0.00,0.03,0.13
3.617,-0.01,0.00,0.10
3.618,-0.02,-0.00,-0.11
3.618,-0.01,0.01,0.03
3.619,0.02,0.02,0.09
3.619,-0.01,0.05,-0.07
3.620,-0.01,-0.02,-0.08
3.625,-0.05,0.01,0.09
3.630,0.03,0.03,0.07
3.634,0.02,0.02,-0.14
3.639,0.01,0.06,0.07
3.644,-0.04,-0.01,-0.02
3.649,-0.04,0.04,0.13
3.655,-0.00,0.00,-0.03
3.658,-0.00,-0.02,-0.05
3.664,0.03,0.03,0.03
3.669,-0.01,-0.02,-0.04
3.685,-0.02,0.01,0.08
3.688,0.02,0.00,0.08
3.688,-0.01,0.01,-0.25
3.689,-0.03,-0.04,0.05
3.739,-0.01,-0.00,0.16
3.740,-0.03,-0.00,-0.10
3.741,-0.01,-0.03,-0.05
3.741,-0.01,-0.01,0.07
3.742,0.02,0.04,-0.09
3.742,0.04,-0.05,-0.08
3.743,-0.04,-0.01,0.13
3.743,-0.04,0.00,0.01
3.744,-0.00,0.01,-0.06
3.744,-0.00,0.03,-0.01
3.745,-0.02,-0.04,-0.05
3.745,-0.02,0.01,0.08
3.749,0.00,0.04,-0.03
3.753,0.00,-0.04,-0.05
