Time (sec),AccY (m/s^2),AccZ (m/s^2),Gyro (deg/s)
39.9,-7.185059,5.134922,-198.3199
39.913,-12.18586,4.540957,-193.8089
39.922,-6.188731,4.272715,-185.5178
39.93,-7.606582,3.199746,-198.4451
39.94,-13.35463,2.969824,-186.9822
39.95,-11.20869,3.008145,-171.3729
39.96,-11.86014,1.532813,-161.4344
39.97,-3.429668,2.318379,-164.9703
39.98,-12.81814,3.180586,-168.4453
39.99,-4.617598,2.931504,-156.9813
40,-12.03258,2.663262,-140.2733
40.016,-7.37666,3.62127,-141.4925
40.022,-9.81,0.5748047,-126.4919
40.03,-8.143066,-1.532813,-132.8326
40.041,-8.966953,2.759063,-123.8686
40.05,-8.756192,0.01916016,-113.8071
40.06,-9.79084,1.551973,-106.3065
40.07,-8.066426,-2.030977,-104.3553
40.08,-11.07457,-0.6514453,-100.4529
40.09,-10.02076,0.7472461,-92.22126
40.1,-11.76434,-0.4406836,-84.23348
40.113,-9.465117,-0.4406836,-78.19692
40.12,-7.33834,-2.509981,-80.51436
40.13,-12.12838,-0.5364844,-79.17396
40.14,-7.874825,-2.586621,-72.40636
40.15,-11.38113,-0.1149609,-66.24854
40.161,-6.610254,-1.417852,-63.62729
40.17,-7.970625,-3.008145,-64.66328
40.181,-6.610254,-2.203418,-66.49194
40.19,-9.350157,-2.950664,-64.66207
40.2,-11.76434,-0.7089258,-59.17367
40.214,-9.963282,-2.969824,-61.24653
40.22,-11.5919,-0.9963282,-52.34391
40.23,-7.185059,-3.410508,-53.31988
40.24,-9.944121,-3.180586,-56.06402
40.25,-7.050938,-4.176914,-54.35694
40.26,-9.120234,-2.912344,-49.78401
40.27,-9.867481,-1.341211,-44.90503
40.28,-7.089258,-4.770879,-41.42847
40.29,-9.101074,-1.801055,-41.91534
40.3,-7.395821,-5.039121,-43.80465
40.313,-9.062755,-2.682422,-39.47491
40.321,-8.181387,-5.211563,-36.12007
40.33,-9.580078,-1.437012,-25.93644
40.34,-8.468789,-3.008145,-22.03329
40.35,-9.024434,-4.636758,-21.7277
40.36,-9.944121,-1.417852,-17.45869
40.37,-10.05908,-4.291875,-7.092638
40.38,-9.867481,-1.896856,2.724632
40.39,-5.633086,-4.253555,7.480928
40.4,-11.01709,-3.008145,10.10308
40.413,-4.88584,-4.176914,18.76171
40.42,-12.5499,-2.299219,32.96864
40.43,-5.671406,-4.291875,46.19888
40.44,-13.20135,-3.142266,47.53936
40.45,-5.307364,-5.134922,47.96521
40.46,-7.759863,-0.4598438,59.97643
40.47,-9.867481,-4.061953,76.86844
40.48,-8.583751,-1.609453,84.73605
40.49,-6.763535,-4.081113,89.311
40.5,-12.12838,-1.762734,97.60545
40.513,-5.748047,-2.854863,108.7039
40.52,-12.85647,-1.322051,123.6433
40.53,-6.342012,-3.142266,126.02
40.54,-7.779024,-0.2874024,127.1166
40.55,-12.81814,-1.647774,140.1644
40.56,-8.62207,2.222578,156.1391
40.57,-8.928633,-2.874024,161.7501
40.58,-9.79084,-0.8238868,162.9708
40.59,-8.62207,1.341211,170.1061
40.6,-12.28166,0.4790039,180.2902
40.613,-8.162227,1.24541,189.1323
40.621,-12.79898,0.977168,195.3512
40.63,-6.207891,1.16877,191.3256
40.64,-9.81,1.609453,202.7269
40.65,-12.79898,1.609453,216.5062
40.66,-4.330195,1.743574,216.6269
40.67,-9.79084,0.9580079,210.773
40.681,-4.943321,3.103945,210.9556
40.69,-11.84098,4.272715,222.7845
40.7,-7.779024,0.3448828,236.0769
40.72,-7.568262,2.797383,233.6987
40.731,-8.52627,6.533614,239.9768
40.74,-8.56459,3.67875,245.9503
40.75,-8.50711,6.993457,249.7903
40.761,-5.977969,5.498965,249.301
40.77,-9.407638,5.997129,250.7646
40.781,-8.52627,7.893985,253.7525
40.79,-9.982442,7.2617,260.8259
40.804,-4.598438,5.977969,261.0701
40.81,-4.598438,5.997129,260.6434
40.83,-5.269043,7.414981,266.5604
40.84,-7.951465,8.52627,276.5617
40.85,-0.9963282,8.679551,276.5019
40.86,-7.050938,9.580078,271.3202
40.87,0.4406836,8.832832,266.0785
40.88,-7.185059,9.982442,269.4342
40.89,-3.717071,9.311836,282.9729
40.9,-8.62207,9.77168,283.8286
40.91,-0.05748047,9.043594,272.1234
40.92,0.1724414,10.46145,262.3671
40.931,2.663262,9.081915,260.2939
40.94,-1.130449,12.53074,272.6716
40.95,-5.269043,8.698711,281.269
40.96,4.655918,10.76801,269.1956
40.97,-3.027305,11.74518,253.3436
40.98,6.437813,9.541759,246.3331
40.99,-3.180586,12.20502,253.164
41,-0.09580079,8.928633,266.2754
41.01,-3.467988,10.13572,261.277
41.02,3.410508,9.350157,243.9625
41.032,6.13125,11.20869,241.5858
41.04,6.495293,8.392149,229.5775
41.05,5.767207,10.51893,241.9582
41.06,-3.295547,9.426797,248.6071
41.07,9.522598,9.656719,235.011
41.08,3.065625,10.36565,218.1832
41.09,10.82549,9.77168,210.3797
41.1,1.551973,10.17404,218.4299
41.11,0.7855664,8.143066,232.6387
41.12,12.49242,7.817344,229.1587
41.131,4.732559,7.721543,227.8151
41.14,11.32365,8.832832,200.1256
41.15,0.6514453,9.273516,201.8895
41.161,8.219707,5.805528,217.6169
41.17,0.977168,8.392149,225.4228
41.18,10.51893,4.387676,214.8142
41.19,8.890313,9.350157,202.3763
41.2,4.196074,7.33834,200.2432
41.21,7.280859,9.101074,210.1833
41.22,6.782696,5.556446,217.9896
41.232,7.204219,8.966953,216.4049
41.24,8.181387,4.176914,211.1021
41.25,8.200547,4.061953,208.3596
41.26,7.970625,7.30002,212.0804
41.27,9.580078,3.103945,213.7257
41.28,8.162227,6.725215,210.3709
41.29,10.3848,1.801055,208.4795
41.301,7.989786,3.908672,206.2223
41.31,9.7142,4.790039,207.7456
41.32,7.855664,4.598438,209.3889
41.331,10.76801,3.027305,207.3752
41.34,9.944121,1.666934,196.0293
41.35,7.414981,4.425996,194.6848
41.36,9.944121,0.09580079,195.4745
41.37,7.529942,3.69791,198.3996
41.381,11.30449,0.4981641,194.6173
41.39,8.698711,2.299219,184.8594
41.4,11.18953,-0.8430469,179.4309
41.41,7.913145,0.9388477,177.051
41.42,8.372989,1.130449,178.6961
41.431,8.066426,-0.01916016,172.9638
41.44,8.909473,0.8622071,174.0594
41.45,11.20869,-2.874024,165.8874
41.46,8.066426,-0.6706055,161.0081
41.47,10.36565,-3.391348,159.2995
41.48,8.372989,-0.3257227,162.6518
41.49,9.79084,-1.417852,163.5652
41.5,10.11656,-3.755391,157.7102
41.51,9.618399,-2.39502,152.465
41.52,9.120234,-4.521797,150.0228
41.531,10.02076,-3.717071,150.1431
41.541,7.893985,-3.870352,159.1626
41.55,8.392149,-2.107617,158.2448
41.56,10.88297,-4.82836,153.7293
41.57,6.955137,-3.257227,153.8477
41.581,8.50711,-3.180586,159.9417
41.59,6.09293,-3.199746,169.0234
41.6,9.522598,-4.100274,171.9467
41.61,10.02076,-6.763535,167.126
41.62,11.40029,-6.07377,163.5278
41.632,7.798184,-4.751719,165.7226
41.64,3.314707,-4.809199,192.5508
41.65,12.22418,-8.219707,198.5258
41.66,5.115762,-6.514453,187.3666
41.67,8.966953,-7.491621,182.6089
41.68,5.249883,-3.046465,193.9488
41.69,7.759863,-7.798184,205.0448
41.7,6.05461,-5.058281,205.2261
41.71,7.568262,-9.77168,204.9197
41.72,3.410508,-6.322852,207.6604
41.731,6.648574,-8.698711,210.1588
41.74,3.142266,-6.821016,218.8126
41.75,6.974297,-8.52627,213.5656
41.761,3.966152,-9.445957,208.7453
41.77,2.222578,-7.050938,211.1227
41.78,1.609453,-9.120234,222.4635
41.79,1.322051,-7.012618,228.6823
41.8,7.740704,-9.733359,219.0475
41.81,2.069297,-7.127578,205.8151
41.82,6.380332,-8.966953,201.5468
41.831,-2.030977,-8.008945,198.1931
41.84,3.295547,-6.935977,223.4369
41.85,-3.008145,-8.104747,218.9247
41.86,2.203418,-7.3575,202.5832
41.87,3.563789,-11.8793,192.1575
41.88,-3.448828,-8.50711,193.5002
41.89,1.379531,-11.7835,196.9769
41.901,-2.682422,-9.273516,196.3074
41.91,-0.9388477,-9.235196,192.9549
41.92,-0.09580079,-11.05541,183.7494
41.931,-2.184258,-8.392149,180.2747
41.94,0,-10.80633,169.5458
41.95,-1.877695,-8.449629,165.2184
41.961,-3.123106,-7.606582,164.6714
41.97,-1.20709,-7.606582,164.5507
41.981,-4.809199,-8.028106,166.808
41.99,-0.3065625,-9.580078,163.8824
42.007,-6.840176,-7.951465,143.8842
42.01,1.24541,-8.143066,142.1165
42.02,-4.061953,-9.081915,138.0941
42.031,1.20709,-7.893985,133.5219
42.04,-5.652246,-10.65305,154.1346
42.05,-7.280859,-6.13125,146.9414
42.06,-1.111289,-9.062755,135.5409
42.07,-6.16957,-9.924961,128.7756
42.08,-3.103945,-9.445957,129.937
42.09,-5.939649,-9.024434,131.5863
42.1,-6.437813,-6.686895,131.6503
42.11,-3.410508,-9.177715,131.4703
42.12,-6.686895,-5.728887,127.019
42.131,-3.946992,-8.698711,125.9824
42.14,-4.713398,-8.181387,117.3847
42.15,-6.284532,-5.575606,115.4944
42.16,-3.736231,-6.859336,116.409
42.17,-8.219707,-6.207891,119.5807
42.181,-5.824688,-8.43047,122.6305
42.19,-11.20869,-6.974297,117.3266
42.2,-4.406836,-7.606582,105.9251
42.21,-4.84752,-7.280859,98.54803
42.22,-12.93311,-6.265371,103.8494
42.231,-6.284532,-8.43047,100.0061
42.24,-12.12838,-5.211563,115.8545
42.25,-3.448828,-5.709727,105.6071
42.26,-6.916817,-8.775352,96.03038
42.27,-3.985313,-6.342012,95.96661
42.28,-6.974297,-7.223379,100.9028
42.29,-8.794512,-3.62127,105.2903
42.3,-5.115762,-5.977969,106.3851
42.31,-8.890313,-3.774551,103.9432
42.32,-5.805528,-6.07377,99.55089
42.34,-6.744375,-6.629415,100.8903
42.351,-9.158555,-5.269043,101.6787
42.36,-9.503438,-2.969824,111.0059
42.37,-7.012618,-6.514453,111.1891
42.38,-8.43047,-2.988985,109.1163
42.39,-7.223379,-6.303692,108.9337
42.4,-8.832832,-3.563789,111.2511
42.41,-8.315508,-3.084785,118.1417
42.42,-8.717872,-2.260899,123.203
42.43,-8.449629,-3.180586,123.7521
42.45,-8.966953,-1.015488,122.899
42.46,-8.372989,-4.502637,127.1067
42.47,-9.733359,-0.6322852,133.3874
42.48,-9.235196,-3.467988,137.1072
42.49,-8.890313,-3.448828,137.2295
42.5,-9.273516,-3.832031,135.4615
42.51,-8.56459,-1.973496,134.852
42.52,-10.11656,-0.09580079,139.3035
42.53,-8.737032,-3.391348,145.3404
42.54,-10.3848,0.1532813,147.7797
42.551,-8.775352,-3.199746,149.1823
42.56,-7.683223,-0.1916016,140.5847
42.57,-8.008945,-2.184258,138.2669
42.58,-8.52627,1.053809,141.6199
42.59,-12.49242,-0.7089258,150.1558
42.6,-6.648574,-1.16877,151.8015
42.61,-14.06356,0.6322852,142.4715
42.621,-4.92416,1.18793,132.1055
42.63,-11.09373,0.977168,129.7272
42.64,-13.69951,1.16877,139.7881
42.661,-12.53074,2.797383,146.1906
42.67,-4.425996,2.43334,134.9104
42.68,-11.17037,0.6514453,128.3864
42.69,-5.556446,1.398691,131.4355
42.7,-10.40396,1.24541,136.6187
42.71,-10.23152,4.119434,139.4239
42.72,-6.456973,1.494492,138.6307
42.73,-10.44229,4.790039,133.7522
42.74,-6.974297,1.417852,130.764
42.75,-10.17404,2.778223,130.5806
42.762,-7.683223,2.337539,130.7633
42.771,-9.675879,4.004473,130.7632
42.781,-9.120234,5.077442,137.7146
42.79,-7.549102,2.931504,135.8855
42.8,-8.181387,5.594766,134.4223
42.81,-7.395821,3.103945,133.6298
42.82,-8.411309,6.246211,135.7026
42.83,-7.146739,5.767207,140.7022
42.84,-8.52627,6.897656,142.0433
42.85,-6.859336,5.288203,140.6405
42.862,-7.874825,4.176914,142.0428
42.871,-6.629415,5.096602,141.5559
42.881,-8.468789,5.249883,143.6303
42.891,-8.162227,7.664063,147.6558
42.904,-8.085587,6.13125,147.7795
42.91,-8.085587,6.150411,143.7557
42.92,-5.575606,5.230723,142.4157
42.93,-7.721543,6.744375,142.2342
42.94,-6.667735,7.817344,145.4063
42.95,-5.422325,5.690567,145.5907
42.961,-5.824688,8.238868,143.8231
42.97,-5.058281,5.977969,138.0917
42.98,-6.16957,8.794512,134.9205
42.99,-5.000801,6.150411,133.0299
43,-5.288203,9.69504,132.6026
43.01,-7.31918,8.372989,134.0048
43.02,-3.582949,6.476133,133.1506
43.03,-9.503438,7.970625,125.4063
43.04,-1.916016,8.641231,112.662
43.05,-4.291875,8.353828,103.6372
43.061,-1.954336,10.36565,105.1614
43.07,-2.912344,6.456973,107.2947
43.08,-7.127578,9.043594,102.2942
43.09,-4.483477,9.043594,95.58624
43.1,-2.203418,8.047266,89.42712
43.11,-5.307364,10.15488,83.20702
43.12,-2.816543,7.127578,75.70858
43.13,-2.069297,10.67221,66.74673
43.14,-8.219707,8.50711,57.35806
43.15,-1.034649,8.947793,57.60353
43.162,-7.855664,8.219707,51.32382
43.171,-1.896856,7.836504,51.93368
43.18,-5.211563,9.311836,48.94519
43.19,-3.927832,9.369317,43.4567
43.204,-3.276387,9.177715,39.49226
43.21,-3.276387,9.196876,34.12606
43.22,-2.165098,6.840176,29.43224
43.23,-1.360371,10.67221,27.48232
43.24,-6.552774,9.005274,30.10557
43.25,-0.977168,7.491621,34.80199
43.261,-7.37666,8.200547,33.27825
43.27,1.111289,10.21236,19.31353
43.28,-2.356699,9.81,12.36036
43.29,-6.840176,8.54543,16.62669
43.3,-2.874024,8.52627,25.16132
43.31,-5.728887,9.350157,28.8179
43.32,0.3448828,10.36565,24.42982
43.33,-3.353028,8.334668,17.72467
43.34,-0.05748047,9.484278,15.65366
43.35,-3.65959,8.296348,19.68022
43.362,0.3065625,8.928633,19.74228
43.37,-3.851192,8.986114,28.46268
43.381,-3.333867,9.886642,27.42591
43.39,0.09580079,8.660391,23.2184
43.4,-4.387676,9.196876,22.97431
43.41,-0.01916016,8.449629,26.63265
43.42,-4.502637,10.05908,31.81409
43.43,-1.724414,9.79084,34.12967
43.44,-0.364043,8.62207,31.62818
43.45,-0.9388477,9.599238,28.5779
43.461,-1.18793,8.966953,29.73569
43.47,-4.675078,10.63389,34.73622
43.48,-0.2107617,9.273516,39.24968
43.49,-4.157754,10.40396,39.8607
43.5,0.5173243,8.487949,36.50831
43.51,-2.529141,9.235196,38.09494
43.52,-3.257227,10.0974,39.25423
43.53,-3.372188,9.656719,45.41353
43.54,-2.165098,10.03992,48.70697
43.55,0.977168,8.54543,45.65895
43.562,-0.9196875,9.77168,48.70811
43.571,0.5173243,9.196876,45.04842
43.581,-4.253555,10.49977,52.97372
43.59,0.7472461,9.292676,59.00877
43.6,-4.138594,9.77168,58.33651
43.61,2.203418,9.216036,52.60327
43.621,-1.705254,10.02076,52.4184
43.63,-3.525469,9.177715,60.8311
43.64,-3.467988,10.02076,71.74378
43.65,-1.973496,8.411309,71.1321
43.662,-4.809199,10.03992,75.52136
43.671,0.3257227,8.162227,66.19014
43.68,3.238066,11.6877,65.70133
43.69,-5.249883,9.599238,78.87106
43.7,2.509981,7.491621,83.13836
43.71,-4.770879,8.909473,74.23492
43.72,3.793711,8.372989,65.39474
43.73,0.4981641,12.70318,65.70087
43.74,-3.832031,8.411309,75.94605
43.75,-0.5939649,12.28166,84.97171
43.762,-2.548301,7.721543,83.63087
43.771,4.272715,10.07824,80.27527
43.78,-1.532813,12.6457,63.9922
43.79,4.406836,10.61473,68.19693
43.8,-2.375859,11.61106,76.91385
43.81,0.6514453,7.031778,78.61859
43.82,4.636758,11.17037,69.41037
43.83,2.050137,7.070098,59.34851
43.841,4.253555,11.91762,55.68908
43.85,-3.295547,9.216036,62.70038
43.861,3.180586,11.64938,58.37067
43.87,-3.257227,8.641231,66.84627
43.88,5.728887,9.043594,53.12718
43.89,1.973496,11.43861,43.37152
43.9,-2.835703,7.951465,45.87195
43.91,-0.07664063,10.84465,56.66506
43.92,-1.26457,7.951465,62.03109
43.93,7.529942,10.57641,52.58004
43.94,0.3257227,8.028106,39.28753
43.95,7.759863,10.71053,35.26331
43.97,2.318379,8.066426,56.54388
43.981,-2.739902,9.541759,54.95774
43.99,4.387676,7.549102,45.07885
44,5.920488,11.36197,35.93193
44.01,5.537285,7.089258,38.79722
44.02,4.540957,12.12838,51.47609
44.03,-1.341211,9.005274,60.06958
44.04,5.920488,6.897656,55.00455
44.05,3.276387,12.41578,47.37854
44.06,5.000801,7.836504,45.54521
44.08,1.992656,7.855664,60.17195
44.09,3.67875,8.583751,60.59507
44.1,2.912344,7.185059,58.27429
44.11,2.988985,8.832832,57.05107
44.12,3.966152,11.15121,59.36486
44.13,2.356699,9.043594,62.95914
44.14,4.598438,10.3848,62.71194
44.15,4.483477,7.434141,60.33061
44.161,2.241738,9.330997,59.22976
44.17,4.636758,7.913145,59.53196
44.182,2.318379,9.733359,58.00623
44.191,5.154082,9.7142,59.16074
44.2,4.636758,7.913145,56.65806
44.21,5.211563,9.465117,53.30172
44.22,4.694239,7.836504,51.04208
44.23,2.739902,10.17404,50.48976
44.24,5.134922,9.139395,49.81549
44.25,3.314707,10.1932,48.1656
44.26,4.809199,8.679551,44.44255
44.27,5.058281,7.549102,39.86597
44.281,4.081113,7.759863,37.18135
44.29,5.824688,7.185059,31.50551
44.3,4.176914,10.99793,31.56307
44.31,3.506309,7.012618,33.08406
44.32,7.050938,7.874825,33.62858
44.33,3.333867,6.552774,26.1853
44.34,8.372989,8.487949,17.0347
44.35,2.050137,10.49977,11.90848
44.361,9.120234,9.77168,17.51398
44.37,0.6706055,9.541759,26.05025
44.382,8.909473,10.0974,23.73302
44.391,-0.5748047,8.334668,26.41547
44.4,6.993457,6.322852,4.341989
44.41,8.411309,10.51893,5.50021
44.42,-0.6322852,8.200547,17.69906
44.43,8.143066,6.188731,28.49547
44.44,0.4790039,8.353828,27.09676
44.45,7.970625,5.786367,18.62488
44.46,6.456973,11.15121,16.43349
44.47,2.988985,8.641231,24.66341
44.481,5.652246,11.34281,30.02838
44.49,5.882168,8.123906,39.05009
44.5,4.330195,6.974297,38.49954
44.51,8.54543,7.606582,41.60751
44.52,3.908672,8.143066,49.83566
44.53,4.464316,8.794512,57.8199
44.54,9.311836,7.31918,61.71879
44.55,5.939649,6.648574,60.12987
44.56,10.1932,9.139395,60.67509
44.57,1.724414,9.733359,73.90389
44.581,8.468789,9.944121,80.18293
44.59,5.269043,8.641231,87.1298
44.6,5.824688,5.441484,84.93177
44.61,5.767207,10.21236,90.72155
44.62,9.273516,7.31918,99.19351
44.63,4.349356,8.909473,102.5435
44.64,10.32732,6.437813,101.6862
44.65,5.403164,7.970625,102.4143
44.66,5.767207,6.859336,109.7277
44.67,3.582949,9.177715,120.7599
44.68,7.625742,4.82836,121.0625
44.69,11.09373,8.104747,112.8851
44.7,3.161426,7.242539,109.2831
44.71,9.369317,8.851993,117.7543
44.72,5.326524,6.514453,129.2794
44.73,8.54543,3.793711,129.9509
44.74,8.181387,5.863008,124.8907
44.75,7.491621,4.138594,123.3671
44.76,7.874825,7.855664,127.88
44.77,9.905801,4.713398,132.0852
44.781,8.143066,6.303692,132.0841
44.79,11.13205,3.966152,127.0809
44.8,6.150411,5.307364,127.2617
44.81,8.392149,5.977969,130.8571
44.82,6.09293,5.154082,133.9624
44.83,10.0974,4.943321,131.336
44.84,9.924961,3.927832,125.8437
44.85,5.537285,4.617598,125.9002
44.86,8.909473,4.196074,132.2982
44.87,5.690567,3.62127,138.7591
44.881,7.37666,3.889512,139.6115
44.89,7.37666,3.908672,124.4858
44.9,14.4276,2.567461,119.8492
44.91,5.824688,3.544629,126.1881
44.92,8.832832,1.916016,137.649
44.93,4.809199,3.123106,136.0002
44.94,10.65305,-0.3257227,122.0342
44.95,12.83731,3.793711,112.0317
44.96,4.521797,1.417852,113.4316
44.97,11.03625,4.234395,124.4653
44.982,5.537285,0.7855664,120.1346
44.99,12.91395,-0.3448828,118.1791
45,9.216036,4.176914,104.2127
45.011,13.56539,-0.1532813,102.0147
45.02,8.143066,3.563789,105.6706
45.03,6.840176,-0.977168,114.5094
45.04,13.41211,0.01916016,110.9701
45.05,8.258028,-2.567461,96.63821
45.06,13.56539,1.072969,85.23311
45.07,5.997129,1.743574,84.80427
45.081,13.35463,1.072969,79.74228
45.09,5.096602,0.3065625,99.49535
45.1,11.01709,-3.027305,89.49334
45.11,12.14754,1.015488,73.94254
45.12,12.3583,-3.180586,67.17142
45.13,10.90213,1.494492,72.65639
45.14,5.019961,-2.165098,83.50721
45.15,13.43127,-1.647774,83.56535
45.16,5.575606,-2.49082,69.72105
45.17,13.54623,-1.973496,58.55974
45.181,7.855664,1.092129,57.88763
45.19,12.83731,-1.686094,69.7737
45.2,7.30002,1.20709,77.08801
45.21,8.851993,-5.077442,70.49987
45.22,11.86014,-1.130449,59.88882
45.23,7.453301,0.2299219,57.02166
45.24,10.25068,-0.9580079,64.64231
45.25,8.871153,-0.8238868,71.10442
45.26,9.599238,-4.86668,69.63972
45.27,8.449629,-0.364043,64.15028
45.281,9.177715,-4.253555,64.21042
45.29,7.740704,-0.09580079,64.93966
45.304,8.277188,-3.391348,64.81525
45.31,7.855664,-1.571133,64.99735
45.32,11.61106,-3.927832,60.42192
45.33,7.089258,-2.912344,59.56601
45.34,8.277188,-1.954336,61.9418
45.35,6.188731,-2.854863,63.70784
45.36,8.986114,-2.567461,59.07143
45.37,10.94045,-4.521797,52.66694
45.382,10.51893,-3.602109,50.22689
45.39,9.75252,-3.985313,53.57748
45.4,5.460645,-2.912344,56.07543
45.41,11.80266,-4.023633,51.43923
45.42,8.62207,-3.946992,41.31265
45.43,12.24334,-3.946992,35.45436
45.44,7.740704,-4.406836,37.46193
45.45,6.284532,-3.027305,41.66462
45.46,6.399492,-4.215235,38.97705
45.47,7.453301,-3.353028,29.03348
45.48,11.84098,-4.081113,19.21413
45.49,5.498965,-4.425996,17.1951
45.5,11.43861,-4.92416,20.17834
45.51,5.134922,-4.004473,19.80793
45.52,8.890313,-3.410508,16.63391
45.53,10.82549,-5.039121,6.447696
45.54,10.26984,-3.927832,-0.07998194
45.55,9.618399,-4.655918,1.745998
45.56,4.86668,-3.64043,7.291491
45.57,11.72602,-4.387676,8.631247
45.59,13.27799,-4.215235,-9.174483
45.602,6.016289,-4.464316,-9.910457
45.61,14.31264,-3.812871,-0.582896
45.621,4.84752,-2.529141,9.655949
45.631,7.529942,-5.824688,6.419187
45.64,13.45043,-3.62127,-6.573674
45.65,5.345684,-2.184258,-9.62751
45.66,10.11656,-2.356699,0.9771894
45.67,8.737032,-3.257227,10.30468
45.681,8.660391,-6.303692,9.205348
45.7,8.123906,-5.326524,7.372531
45.71,5.786367,-2.241738,15.17563
45.72,12.3583,-5.767207,19.8057
45.73,7.031778,-4.483477,16.44796
45.74,13.33547,-4.540957,11.80974
45.75,4.694239,-1.839375,19.00078
45.76,8.641231,-6.878496,32.59426
45.771,6.303692,-2.299219,33.62845
45.78,8.583751,-7.3575,25.5163
45.79,8.315508,-1.954336,24.17244
45.801,7.989786,-5.690567,27.0371
45.812,5.958809,-2.165098,33.80199
45.82,11.63022,-5.728887,31.7268
45.83,7.510782,-5.019961,28.12723
45.84,6.361172,-3.62127,28.97888
45.85,6.016289,-4.119434,33.97686
45.86,7.414981,-4.349356,33.91388
45.87,11.8793,-5.058281,26.16772
45.88,8.660391,-4.809199,16.77522
45.89,11.40029,-4.540957,15.6754
45.902,3.410508,-4.751719,9.94257
45.91,9.7142,-4.138594,22.68422
45.92,3.084785,-5.269043,12.98055
45.93,10.21236,-3.889512,-0.9275853
45.94,9.81,-4.981641,-8.677184
45.95,3.563789,-5.211563,-7.951175
45.96,9.062755,-5.537285,-6.371507
